id,name,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k16_foreigners,k06_change_proportion_of_foreigner,k17_non_eu_foreigners,k07_foreign_transfer_recipients,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
04200311,Königin-Elisabeth-Straße,7218.0,2.74348,29.3578,7.30563,62.61682,38.9166,23.34442,-0.53018,60.53412,16.21622,0.0,64.14659,26.01334,-1.29805,-3.18512
04300412,Schlossgarten,3329.0,3.35366,30.56995,19.61057,69.9422,55.81256,41.21358,2.00754,67.71137,11.33441,0.0,46.95217,42.63687,6.71975,2.91971
04300413,Klausenerplatz,10334.0,2.82075,30.15717,15.58842,63.24683,48.30656,26.33056,-0.84744,68.79824,21.23348,0.0,73.53121,17.66984,-1.62157,-4.8203
04300414,Schloßstraße,10786.0,2.43655,28.14815,9.19378,56.36115,38.96718,22.80734,-0.53449,58.53659,11.19334,0.0,68.16026,26.10411,-1.10863,-8.25723
04300415,Lietzensee,6488.0,1.10092,26.97769,9.13462,55.26316,38.94883,23.27374,0.73136,60.39735,11.40834,0.0,69.49721,20.27653,0.23108,-3.86418
04300416,Amtsgerichtsplatz,12145.0,1.44312,30.27344,6.94123,55.54847,41.6303,25.986,-0.12357,54.78454,13.08477,0.0,65.73241,28.02175,-0.71609,-6.43851
04300517,Tegeler Weg,9637.0,1.79171,30.44693,13.94263,70.14388,47.08934,28.15191,0.98356,62.993,16.88043,14.40282,64.69251,24.68441,0.08951,-6.29582
04300518,Kaiserin-Augusta-Allee,5930.0,3.06859,28.83436,10.64815,70.06536,46.94772,28.09444,0.57368,59.18367,19.04762,39.93255,62.46469,23.98284,-0.06811,-7.49298
04300619,Alt-Lietzow,8859.0,3.25203,29.08012,9.98407,66.44981,45.51304,26.92177,0.71496,62.7673,12.27488,0.0,65.01879,22.51066,0.17018,-6.59618
04300620,Spreestadt,3429.0,0.8596,28.25279,18.61702,84.65473,59.60922,37.27034,1.61271,61.81534,10.68447,95.33392,55.33657,35.26904,6.42285,3.52376
04300621,Richard-Wagner-Straße,10811.0,3.50877,27.27273,14.59459,68.96302,48.80215,28.46175,0.81475,59.831,18.99254,0.0,65.14418,23.60889,-0.15894,-3.91025
04300622,Ernst-Reuter-Platz,5157.0,1.50215,27.18894,18.12155,81.52012,57.8631,33.21699,0.67589,69.76065,13.48465,0.0,59.71574,26.16506,0.74914,-10.49231
04300623,Karl-August-Platz,12121.0,2.74771,26.56904,11.79638,72.62873,54.91296,35.46737,0.42855,61.6655,13.54331,0.0,63.60906,27.30003,-0.62179,-6.67232
04300624,Savignyplatz,9538.0,2.13483,29.15408,7.33122,63.71769,46.27805,29.86999,0.28787,61.53036,8.21643,0.0,64.5738,26.06151,-0.46525,-4.24154
04400726,Bismarckallee,5470.0,0.64935,26.67946,5.38922,63.35196,42.5777,23.49177,1.91564,60.93385,15.01736,0.0,63.65542,23.68611,3.6647,10.95391
04400727,Flinsberger Platz,8264.0,1.12835,31.90883,6.3755,64.5774,39.79913,21.89013,0.81525,61.08347,10.66584,0.0,67.34976,19.07212,0.16363,-3.2754
04400728,Hagenplatz,3173.0,1.23967,28.57143,2.4558,59.71074,36.84211,19.44532,0.30469,62.23663,3.67505,0.0,66.32687,21.37513,2.1647,0.28815
04400729,Hundekehle,2796.0,0.0,27.84314,1.56425,60.04415,37.58941,19.84979,0.35826,64.5045,5.39957,0.0,69.20777,20.19296,0.00056,21.59189
04400830,Forckenbeckstraße,7119.0,2.18069,25.89532,3.84193,63.93162,39.99157,21.22489,1.3305,68.23296,18.49711,0.0,57.51846,26.30745,6.20205,7.87114
04400831,Messelpark,1513.0,0.0,23.25581,1.27273,52.91262,28.08989,14.60674,0.02067,58.82353,0.0,0.0,73.17903,15.61277,0.23605,8.36925
04400832,Breite Straße,7023.0,1.18846,24.54695,4.25738,43.69565,26.74071,14.80849,1.16889,61.73077,12.14058,0.0,72.20419,18.10469,0.58298,-0.22979
04400833,Schlangenbader Straße,4178.0,1.5748,35.09317,9.77496,65.55324,36.6922,20.34466,1.99161,64.35294,26.89655,0.0,73.58116,16.22557,0.77242,7.00758
04400834,Binger Straße,3574.0,1.41844,24.22145,6.45161,55.84416,32.73643,16.50811,0.22577,66.10169,10.86957,0.0,73.08477,17.81636,0.15367,1.31111
04400835,Rüdesheimer Platz,10593.0,0.82474,30.86817,4.21754,44.44444,28.37723,16.2277,0.2055,63.17627,8.40678,0.0,72.41717,19.12337,-0.60823,-1.13211
04500936,Droysenstraße,5638.0,2.39044,27.67857,6.85579,66.57224,45.61901,27.17276,-1.17927,62.01044,18.1351,0.0,63.89606,25.76503,-0.72107,-2.52438
04500937,Halensee,7683.0,1.34003,27.55633,7.16316,63.30598,42.22309,25.08135,0.6475,59.2631,7.97903,0.0,63.55921,25.35764,1.43167,-2.82392
04500938,Hochmeisterplatz,7919.0,1.83206,24.08875,7.1161,70.66277,46.04117,26.96047,-0.2526,62.01405,11.43617,0.0,63.19545,23.62862,-0.64877,-1.35124
04500939,Eisenzahnstraße,6496.0,2.20339,32.46978,8.60215,70.55616,46.04372,24.66133,1.34117,65.79276,17.84203,0.0,66.9627,22.13368,1.25018,3.24985
04501040,Hindemithplatz,5998.0,1.1236,29.33619,9.92794,60.58091,44.4148,26.5922,-0.53231,57.99373,8.28446,0.0,66.13738,22.10855,-0.65911,-3.02419
04501041,George-Grosz-Platz,5597.0,2.32558,24.36782,7.41573,65.56391,46.64999,28.60461,-0.44478,58.96315,7.62963,0.0,63.87396,43.96131,-1.14284,-23.08983
04501042,Breitscheidplatz,3581.0,4.31373,27.23735,9.10308,82.06278,57.33035,37.95029,-1.55388,64.53274,18.5,0.0,63.86628,30.89987,-1.50239,-2.24371
04501043,Preußenpark,11048.0,2.07373,26.48084,8.45448,69.63534,45.61912,26.36676,1.23223,61.13972,10.4448,0.0,64.79006,25.08206,1.35999,4.9776
04501044,Ludwigkirchplatz,5283.0,0.67873,31.60622,6.68584,60.53068,42.74087,24.83437,0.19318,55.71646,9.73684,0.0,65.96746,22.93405,0.08373,-7.91787
04501045,Schaperstraße,9334.0,1.8598,30.83832,7.26282,67.50241,48.28584,30.1907,0.06366,60.18453,11.63915,0.0,64.81379,27.65437,0.1182,-0.87341
04501146,Barstraße,4715.0,3.59408,29.73621,8.19672,69.98654,45.76882,28.71686,1.46568,56.42541,23.53883,0.0,60.3545,33.83765,0.79162,-3.33843
04501147,Leon-Jessel-Platz,5625.0,1.59858,28.34331,9.16581,61.82299,43.36,25.72444,0.60783,60.81548,14.75667,0.0,65.23669,26.10582,0.3998,-4.92629
04501148,Brabanter Platz,4436.0,1.90024,31.75853,8.76979,66.40625,44.90532,25.29306,0.79106,61.67558,19.77912,0.0,67.05938,25.20266,-1.19397,-1.39815
04501149,Nikolsburger Platz,9834.0,1.5873,27.64921,6.77672,63.47211,40.56335,24.58816,-0.23532,60.25641,13.84471,0.0,66.79018,22.99822,-0.18585,-2.15085
04501150,Wilhelmsaue,3071.0,0.0,22.05882,6.72372,59.1195,38.32628,22.63106,1.12534,64.17266,12.66234,0.0,67.2379,25.48164,1.30574,-2.83019
04501151,Hildegardstraße,7572.0,1.69014,28.17919,6.59864,46.66667,33.38616,19.13629,0.02743,55.55556,11.18012,0.0,70.24317,20.59025,-0.78663,-1.47692
04501152,Prager Platz,6913.0,2.20713,26.31579,6.68657,61.34663,43.61348,26.11023,0.3273,59.11357,9.41476,0.0,67.10978,24.71942,-0.51015,-9.21538
04501153,Babelsberger Straße,7489.0,1.87861,28.38039,10.7511,66.97674,45.33316,25.99813,0.49128,63.79045,17.02611,0.0,61.36967,32.06405,1.41889,0.15271
05100101,Hakenfelde Nord,4079.0,2.27273,16.09907,3.38983,33.93124,17.92106,8.0657,1.51372,66.8693,19.93355,2.27997,62.6294,20.26254,4.13836,11.07143
05100102,Am Forstacker,4390.0,5.26316,44.10112,5.0077,51.17541,24.39636,14.57859,1.53705,62.03125,36.51877,0.0,68.86028,17.85896,0.21029,-0.62378
05100103,Mertensstraße,5873.0,5.39683,25.71429,4.36836,64.78743,46.10931,28.50332,4.09115,62.5448,25.70356,5.41461,35.67197,36.22921,15.54312,19.69044
05100104,Maselake,4830.0,2.22717,26.34615,3.3667,65.13453,39.64803,18.38509,0.29006,72.07207,29.60688,0.0,64.07448,21.00982,2.91147,3.72173
05100105,Amorbacher Weg,7608.0,2.15054,33.95062,3.89064,36.33776,19.87382,9.29285,0.41459,68.45827,23.42767,0.0,69.00889,17.50193,-0.13831,-2.94243
05100206,Griesingerstraße,3619.0,7.82609,34.98759,7.53187,68.55422,44.12821,24.89638,0.25669,78.91232,42.36686,95.3302,64.75553,19.93366,2.58939,0.18943
05100207,An der Tränke,2314.0,1.11111,24.63054,0.77519,46.53465,27.2688,10.58773,-0.89186,60.0,7.72727,99.87035,63.1932,25.68499,9.25856,1.40086
05100208,Im Spektefeld,10703.0,6.43657,34.26009,6.60264,68.75,44.34271,24.367,3.92038,64.64724,50.38384,21.38653,66.66337,18.25635,0.63075,6.70756
05100209,Westerwaldstraße,11547.0,7.0523,34.33875,10.36484,72.71517,52.2993,23.99758,1.42054,59.87008,42.39431,99.33316,71.73814,15.39102,-0.18516,-1.09262
05100210,Germersheimer Platz,7709.0,4.75543,45.20368,8.37696,62.27045,37.52757,23.12881,2.48072,61.86203,36.54306,100.0,65.84401,21.04977,0.065,-4.12118
05100211,An der Kappe,6068.0,3.60825,26.17188,2.52918,59.01826,33.50363,16.38102,1.53586,67.30382,31.76734,22.77521,73.4624,17.45397,0.49128,4.9852
05100312,Eckschanze,4025.0,3.13901,34.91272,10.48513,67.21805,41.01863,25.98758,3.74299,61.28107,29.81557,100.0,62.67016,26.56481,0.66034,-7.65549
05100313,Eiswerder,5756.0,3.94737,27.47664,5.18962,76.92998,52.10215,26.49409,2.32581,72.45902,34.60983,63.13412,56.14387,20.42883,3.39143,1.89225
05100314,Kurstraße,7335.0,6.17978,31.45478,15.89242,77.33888,58.80027,42.75392,1.96409,61.28827,41.23077,87.75733,56.27718,27.36902,-0.93677,-3.4282
05100315,Ackerstraße,6753.0,6.09137,35.88235,10.67853,67.37027,45.03184,28.90567,2.31516,64.54918,36.0601,100.0,61.45768,25.2717,-1.64326,-1.5215
05100316,Carl-Schurz-Straße,10341.0,4.45633,40.61896,9.31944,58.66983,40.8181,22.28991,0.28663,59.86985,33.20665,51.95822,65.73505,22.47491,-0.21254,-5.96849
05100317,Freiheit,3670.0,3.71353,28.93258,8.71795,74.51565,47.92916,36.67575,-0.22741,78.52897,32.70292,100.0,55.53302,33.73266,-0.0368,-5.93743
05200418,Isenburger Weg,3839.0,0.64795,16.36364,0.68847,41.80967,22.11513,6.64235,0.97172,60.39216,6.69456,99.53113,78.56563,13.00336,0.14551,9.45574
05200419,Am Heideberg,1694.0,0.0,38.58268,2.24299,12.22222,6.25738,1.71192,0.1689,65.51724,12.0,100.0,78.34241,12.6594,0.56348,0.0
05200420,Staakener Straße,5780.0,2.71647,19.80583,2.69504,50.8918,31.15917,14.34256,-1.57492,67.55127,29.41989,83.80623,72.68968,20.22485,-0.97317,-1.62707
05200421,Spandauer Straße,4386.0,1.8711,36.5566,3.46939,41.03165,28.52257,17.30506,1.32146,79.57839,31.68317,70.22344,64.00769,22.04366,-0.1252,-0.50889
05200422,Werkstraße,1057.0,0.0,25.61983,5.98291,33.18584,19.67833,8.79849,-1.22482,68.8172,58.13953,81.36235,57.08543,30.39718,11.24538,-1.62679
05200423,Magistratsweg,6606.0,4.70383,43.88186,5.9062,55.77889,33.33333,18.52861,3.70754,60.62092,41.86456,100.0,70.00963,16.57353,1.00142,8.82582
05200524,Döberitzer Weg,3367.0,0.7109,16.3017,1.16959,37.22944,28.77933,11.37511,2.1402,64.22977,19.30836,99.703,68.80075,19.66627,1.63914,-5.58331
05200525,Pillnitzer Weg,2431.0,0.0,16.10487,9.00563,48.23529,25.54504,8.80296,2.77149,67.28972,9.23077,100.0,64.10923,19.06215,3.32368,4.84642
05200526,Rudolf-Wissell-Großsiedlung,5734.0,9.19355,42.00849,10.27397,76.27974,56.67946,38.96059,1.16079,65.04029,52.34962,100.0,67.2308,17.41171,-0.14753,-1.87988
05200527,Maulbeerallee,11620.0,10.26157,38.9029,17.10665,77.76362,61.92771,33.65749,3.03639,64.10125,64.791,100.0,65.63021,15.654,-1.47141,1.13005
05200528,Weinmeisterhornweg,7019.0,3.15615,27.21088,4.31555,48.03493,26.45676,13.19276,2.39491,58.85529,23.66231,58.07095,73.13988,14.45699,0.11235,1.6374
05200629,Borkumer Straße,7858.0,4.1769,32.40469,7.72627,68.4355,39.89565,24.30644,3.1817,66.0733,26.62921,96.71672,59.21527,26.29866,1.91299,-3.18724
05200630,Wilhelmstadt West,9806.0,4.47316,33.67117,8.3878,58.15068,36.82439,22.90434,1.74006,62.95637,33.78184,100.0,62.06381,24.71305,-0.55069,-5.9356
05200631,Wilhelmstadt Ost,8462.0,4.65116,37.83069,8.41874,62.45955,38.12338,24.07232,2.57345,60.33382,33.43799,100.0,63.59464,23.44323,0.13271,-0.8293
05200632,Tiefwerder,3739.0,6.27907,35.59322,11.98225,70.33557,47.20514,29.84755,1.56659,73.56631,39.17137,99.83953,64.6661,22.53917,-0.96731,4.47846
05200633,Graetschelsteig,2003.0,7.58621,42.85714,3.82848,51.25786,27.45881,12.5312,1.11523,66.53386,41.10169,100.0,72.74151,13.57941,0.29397,3.3801
05200634,Börnicker Straße,4436.0,0.0,23.65931,1.68605,35.42977,16.25338,7.64202,0.13071,53.09735,18.91892,1.53291,73.82004,13.56501,0.89213,1.96078
05300735,Haveleck,1925.0,3.18725,18.54545,6.83761,74.02597,61.45455,19.48052,2.52146,84.0,23.12139,100.0,57.04507,34.75975,19.89815,49.48068
05300736,Zitadellenweg,3667.0,4.0724,24.44444,6.78392,66.87307,53.66785,23.04336,1.57537,59.88166,34.68869,16.38942,67.16287,16.7754,0.52246,8.33532
05300737,Gartenfelder Straße,10901.0,4.83351,39.04856,8.3632,66.85323,43.72076,21.47509,2.10493,56.12986,34.57197,48.79369,68.62046,17.47264,1.04503,-0.86271
05300839,Rohrdamm,7660.0,4.15704,35.36269,8.00882,66.06523,48.95561,28.75979,3.15893,68.45211,31.39949,62.24543,67.26772,22.79958,1.91021,-0.91415
05300841,Siemensdamm,4573.0,4.86258,28.60465,7.99458,67.90831,46.59961,26.06604,1.86552,62.83557,26.08286,100.0,58.96194,25.0222,-1.52766,-2.01141
05400942,Alt-Gatow,3642.0,2.30548,23.76543,1.65593,37.5,20.42834,8.75892,-6.64303,65.83072,17.26619,0.0,76.74024,22.61221,-3.57477,-2.06775
05400943,Jägerallee,10315.0,0.0,18.29268,1.1343,29.95988,18.53611,6.00097,0.20908,51.37318,8.39695,0.0,72.67341,15.57954,1.57119,11.11556
05400944,Kladower Damm,2198.0,0.0,19.19192,3.25203,31.67702,17.06096,6.46042,1.2668,69.01408,10.81081,0.0,75.73909,12.00897,0.45542,12.32198
05400945,Kafkastraße,3682.0,0.0,21.09589,0.0,31.38801,15.94242,6.02933,0.9409,65.31532,9.95025,0.0,73.76447,13.17807,1.38609,7.53931
06100101,Fichtenberg,6988.0,0.55944,22.05128,2.79961,44.88273,26.88895,13.72353,0.08194,59.74974,8.32342,0.0,71.12426,17.15979,0.91232,1.61331
06100102,Schloßstraße,8808.0,1.99468,26.65877,5.22713,55.61538,36.4555,19.53906,0.18641,60.66241,14.84375,0.0,66.75814,21.0401,-0.5546,-4.64657
06100103,Markelstraße,6281.0,1.16667,25.16892,6.11015,47.8308,32.71772,16.76485,1.15563,61.53846,11.70569,0.0,71.67949,18.40929,-0.61663,-9.60386
06100204,Munsterdamm,6887.0,2.38429,32.48811,5.62712,55.2659,35.87919,18.49862,2.11518,64.20722,17.2232,0.0,71.00045,19.0502,0.15297,-3.49866
06100205,Südende,9881.0,2.11416,28.37696,5.90426,51.36799,33.6808,17.3869,0.97644,64.95925,16.21622,0.0,66.47109,20.28212,0.04078,0.36265
06100206,Stadtpark,7694.0,1.97869,30.01443,6.14973,46.21005,30.41331,15.94749,0.89262,64.05868,18.90304,0.0,68.10847,18.82485,0.3238,-4.06261
06100207,Mittelstraße,8008.0,2.20386,28.57143,5.85075,54.88127,34.49051,18.45654,1.654,68.53857,14.27498,0.0,66.18922,21.64014,0.7394,-4.7858
06100208,Bergstraße,6824.0,0.83333,26.19863,8.64198,46.88525,31.46249,16.41266,0.95473,62.76786,11.14583,0.0,65.80359,20.46731,0.45978,-3.20481
06100209,Feuerbachstraße,9339.0,1.1889,26.27219,6.11907,57.64706,35.73188,19.24189,1.40294,61.71397,15.94747,0.0,66.12576,20.02169,0.62663,-3.26493
06100210,Bismarckstraße,4868.0,1.03359,29.89011,6.3253,43.62606,29.21118,15.59162,0.58858,67.85244,16.3142,0.0,68.13799,18.26903,-0.25335,-2.21666
06200311,Alt-Lankwitz,4937.0,0.7177,30.96927,3.85675,41.29834,24.26575,11.46445,0.61821,52.4735,15.74642,0.0,72.68509,14.77194,-0.50804,-0.19839
06200312,Komponistenviertel Lankwitz,6097.0,1.3913,20.33272,2.86717,51.32743,31.88453,18.66492,7.05635,74.60457,13.93998,0.0,64.84026,24.77884,5.40208,13.82425
06200313,Lankwitz Kirche,7410.0,2.59516,37.08987,6.60562,53.01556,32.32119,16.96356,1.20837,64.43914,21.11693,0.0,68.5193,17.62676,0.31914,-3.65905
06200314,Kaiser-Wilhelm-Straße,7313.0,3.16456,33.75887,6.5764,50.0466,30.4116,15.2605,0.69335,66.57706,23.15996,0.0,65.2432,19.16129,0.65681,-1.43904
06200315,Gallwitzallee,5841.0,2.63692,29.80251,6.55172,50.4712,29.49837,14.98031,1.82331,66.28571,18.84615,0.0,67.4041,15.49813,0.85547,-2.35353
06200316,Belßstraße,5558.0,3.07692,35.45817,6.57386,53.95859,42.2634,23.44368,1.41685,66.92249,17.85714,27.94171,66.29002,24.39235,1.68483,-0.14908
06200317,Lankwitz Süd,6402.0,1.09489,26.90972,2.90764,30.72805,20.50922,9.01281,0.74937,67.07106,13.14741,16.71353,75.62205,15.79112,0.48414,6.90542
06200419,Thermometersiedlung,4636.0,4.75162,31.44208,8.70307,71.73913,50.40984,26.3805,1.2566,73.83483,20.25431,86.88525,72.85843,17.804,0.23702,-4.78884
06200420,Lichterfelde Süd,7055.0,2.98273,30.78125,5.1091,51.5233,29.01488,15.71935,0.68034,72.3174,22.84608,50.70163,65.26644,20.2513,1.38084,1.93376
06200421,Königsberger Straße,8349.0,2.17391,30.19391,3.10838,43.28238,26.60199,14.68439,1.34221,62.64274,23.24723,0.0,67.82457,21.23952,1.70642,4.08613
06200422,Oberhofer Platz,7062.0,0.71327,24.16918,1.71875,33.9779,21.82101,12.7301,1.42673,65.85095,17.25,0.0,72.22468,20.57822,-0.41993,3.40407
06200423,Schütte-Lanz-Straße,8627.0,1.98511,23.89791,2.62618,47.09501,27.19369,13.05205,1.51852,64.74245,29.33598,0.0,70.61525,14.97915,1.4539,5.85211
06300524,Berlepschstraße,5670.0,1.77134,28.65731,1.99882,38.85714,24.07407,14.46208,0.31803,78.29268,17.04394,0.0,72.64973,20.77735,-0.02499,5.18685
06300525,Zehlendorf Süd,5616.0,2.55403,38.37638,5.26706,44.07186,24.87536,13.39031,1.45769,66.35638,30.72464,0.0,67.33668,16.83731,0.08853,-1.87817
06300526,Zehlendorf Mitte,3311.0,0.0,26.74095,3.5503,46.64372,32.0447,16.91332,-0.34679,70.0,12.5,0.0,69.14124,19.37745,-0.04491,6.20576
06300527,Sundgauer Straße,8385.0,0.68213,30.02681,3.52996,52.33161,28.89684,14.68098,0.68238,69.04955,12.99907,0.0,66.21924,18.90844,-0.53543,-1.60817
06300528,Teltower Damm,11050.0,1.20968,23.44961,1.05468,39.3683,23.38462,11.02262,0.18372,64.53202,11.1546,0.0,72.20767,15.37408,1.35398,3.87928
06300629,Botanischer Garten,7088.0,1.36986,25.44,3.07692,41.17032,28.25903,15.22291,0.14131,56.71918,11.44641,0.0,70.29515,18.41712,-0.00634,-2.83622
06300630,Hindenburgdamm,5612.0,3.39257,25.09225,4.08163,63.78772,39.25517,24.91091,6.3067,72.88984,24.13522,0.0,63.38767,29.01557,3.80129,11.58808
06300631,Goerzwerke,3152.0,0.0,23.35766,2.71186,43.27354,38.3566,27.72843,2.10303,69.22197,4.77897,3.20431,60.48652,29.14482,0.7995,9.45166
06300632,Schweizer Viertel,13747.0,1.12755,16.81006,2.01613,44.83416,29.07543,13.41384,-0.29071,69.63124,14.10564,0.0,65.67255,21.59137,0.64807,2.56947
06300633,Augustaplatz,12046.0,2.13904,24.43281,2.45081,39.1373,25.52715,13.7556,0.4037,64.27278,18.88814,0.0,69.56221,16.44541,-0.41373,1.21492
06300634,Lichterfelde West,8511.0,0.0,20.87156,2.23848,38.48728,24.25097,12.85395,0.25692,61.70018,11.09914,0.0,69.89696,16.11309,0.37686,2.13694
06400735,Wannsee,10126.0,0.0,19.97951,1.65708,34.4464,22.65455,12.22595,0.46527,67.28595,6.79612,0.0,70.02764,22.94133,0.16144,-0.4054
06400736,Düppel,5234.0,0.75047,25.4386,2.71817,32.26141,21.07375,8.61674,-3.27938,72.28381,13.06667,0.0,77.17023,19.24196,-2.07468,6.34506
06400737,Nikolassee,11498.0,0.85639,23.17199,2.19298,34.25197,31.50113,22.18647,2.09862,73.30459,4.25801,0.0,63.41727,29.41393,2.31329,8.55545
06400838,Krumme Lanke,7511.0,0.41841,20.11252,1.46935,30.58824,18.83904,9.02676,-0.63285,61.06195,4.4964,0.0,74.56177,15.15712,0.2234,11.9468
06400839,Fischerhüttenstraße,5278.0,0.0,24.4,2.37179,41.56142,23.30428,11.27321,0.30969,56.97479,7.52033,0.0,73.66974,14.80881,0.35912,6.16188
06400840,Fischtal,7266.0,0.0,27.61628,2.46562,26.28372,16.85934,8.24388,0.02563,61.76962,6.15079,0.0,76.17287,13.931,0.1654,1.82018
06400841,Zehlendorf Eiche,5958.0,0.0,24.82143,2.4974,42.16216,25.1091,12.38671,0.22204,70.4607,10.66879,0.0,66.46884,17.9134,1.82501,5.98362
06400842,Hüttenweg,4810.0,0.0,21.21212,2.45399,51.37047,37.58836,14.49064,-0.1043,71.59254,3.85852,0.0,60.11409,19.76664,1.31796,4.62655
06400843,Thielallee,4902.0,0.67454,18.93004,1.43426,40.09547,30.62016,18.27825,-0.28546,71.54018,1.96078,0.0,72.65641,17.4303,-0.61873,5.32753
06400844,Dahlem,7204.0,0.0,19.21459,1.18343,49.42529,32.56524,17.35147,0.18403,68.16,7.6077,0.0,66.20899,20.93523,1.54513,13.06767
07100101,Wittenbergplatz,9808.0,3.46741,30.15873,12.14789,71.19924,49.01101,28.51754,-1.60065,62.13801,17.50412,0.0,63.46743,29.01907,-0.22409,-5.54167
07100102,Kalckreuthstraße,8675.0,5.94796,25.87209,19.33514,73.65369,51.05476,33.57925,-0.54279,65.53381,29.07829,0.0,62.18761,33.67129,-0.44133,-5.60016
07100103,Frobenstraße,7712.0,4.41527,27.57143,19.27602,81.14618,63.67998,36.39782,-1.08455,74.38546,32.72877,62.04616,68.25698,23.27014,-0.59896,1.49552
07100204,Barbarossaplatz,10468.0,1.28205,27.36052,9.0389,55.19836,40.06496,23.6817,-0.38559,60.0242,14.02944,0.0,66.40328,25.02072,-1.155,-3.64571
07100205,Alvenslebenstraße,5257.0,6.03908,33.07544,25.25126,86.18063,67.90945,38.31082,-2.96547,73.78352,35.67901,78.65703,72.3332,21.27257,-2.94576,-2.17471
07100206,Großgörschenstraße,8223.0,2.22513,27.77778,25.34909,60.05111,49.00888,29.27156,-0.63167,70.75197,22.68989,70.59467,66.97342,25.24909,-0.9012,-2.20495
07200307,Bayerischer Platz,10578.0,1.70455,27.252,6.32133,56.12094,36.2923,19.72017,0.0191,59.82742,14.72912,0.0,69.36627,20.36495,-0.39316,-1.87591
07200308,Volkspark (Rudolph-Wilde-Park),10501.0,4.75687,27.33888,8.21832,66.34921,45.64327,27.34025,1.57886,61.12853,26.63888,2.40929,60.90452,31.38066,0.52615,1.79314
07200409,Belziger Straße,9460.0,2.19245,25.03023,14.33692,52.72031,38.8055,22.537,-0.8156,59.24015,13.56757,3.79493,68.94947,24.54868,-0.57251,-7.03432
07200410,Feurigstraße,5565.0,5.64374,25.42694,14.34263,70.41485,54.30368,30.44025,-1.36038,70.89728,31.96013,89.61366,66.90675,27.1731,-0.71313,-5.20592
07200411,Julius-Leber-Brücke,2786.0,3.38346,28.03347,14.45087,59.45946,44.54415,26.38191,-0.32945,69.65986,22.63242,8.36324,65.64371,21.67036,-2.14311,-8.36941
07200412,Schöneberger Linse,1094.0,2.39521,23.42342,12.76596,84.57143,59.87203,40.21938,2.82807,78.86364,13.58314,58.13528,25.95495,113.54524,75.12734,177.12418
07200413,Cheruskerstraße,7886.0,3.04878,29.05501,12.76596,46.3392,35.22698,20.32716,-0.30597,55.77043,14.8981,27.70733,65.93056,24.67821,-1.11848,-7.87472
07200414,Hohenfriedbergstraße,3736.0,1.31926,29.11051,12.66491,54.35169,39.69486,22.18951,-1.12239,65.5006,14.68254,85.17131,62.48942,25.30842,-1.13031,-6.65534
07300515,Taunusstraße,6860.0,1.5,23.69942,4.53594,41.94499,25.91837,12.74052,-0.02939,60.06865,13.48465,0.0,71.36752,19.03136,-1.2064,-1.3981
07300516,Odenwaldstraße,8839.0,0.94229,27.91234,4.59057,40.02987,29.3359,16.06517,-0.28373,62.53521,10.05372,0.0,69.27796,21.14113,-1.69165,-5.89636
07300517,Perelsplatz,8767.0,1.2318,24.03628,4.57173,42.41135,30.15855,17.24649,1.58204,57.47354,11.55209,0.0,68.35743,26.65024,0.62101,-5.76648
07300618,Ceciliengärten,9371.0,1.2931,23.9548,4.96375,44.2446,32.47252,16.9459,-0.05802,60.64232,13.04975,0.0,70.91459,19.55056,-0.5681,1.63403
07300619,Grazer Platz,12302.0,3.13757,28.26772,8.98268,63.04668,44.61876,22.99626,0.3896,67.16154,25.01022,0.13006,70.30152,19.95894,-0.75315,-2.30606
07400720,Gontermannstraße,12038.0,3.12213,34.18414,7.15763,61.79648,41.60159,20.23592,-0.0834,64.94253,23.69971,0.33228,71.43849,18.31684,-0.62764,-4.00767
07400721,Paradestraße,5464.0,1.58983,21.12,7.11297,42.65611,32.21083,14.51318,-13.92162,63.30391,19.35484,0.0,74.97603,49.01158,-8.2038,-9.82882
07400822,Lindenhofsiedlung,2255.0,1.79641,36.86869,7.44337,37.11656,22.03991,9.80044,0.38321,61.08597,21.80851,22.57206,61.98347,15.26692,0.8698,5.71788
07400823,Wittekindstraße,9832.0,3.05085,39.3319,8.05153,61.71548,36.66599,19.11107,1.38483,65.83289,28.85866,2.47152,66.6595,20.7117,1.17613,-1.16916
07400824,Bosepark,7390.0,2.7972,22.08158,8.08006,59.86509,40.56834,23.61299,1.33171,63.38109,23.83059,3.76184,60.78094,27.99837,-0.70737,-4.42496
07400825,Friedrich-Karl-Straße,7360.0,2.63523,32.77075,8.07393,62.16713,42.32337,23.79076,1.31808,62.70702,21.88088,0.0,66.66189,23.50026,0.25899,-2.03067
07400826,Marienhöhe,5114.0,1.39211,31.01852,6.40648,48.03493,28.02112,13.3946,0.84649,63.64964,23.46939,0.0,72.48363,16.08594,-0.33688,-4.31316
07400927,Rathaus Tempelhof,11104.0,3.89725,29.0853,6.61323,71.03175,46.07349,26.35987,2.49007,66.07448,30.27351,31.75432,63.96456,29.2247,0.35502,-1.32739
