id,name,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k16_foreigners,k06_change_proportion_of_foreigner,k17_non_eu_foreigners,k07_foreign_transfer_recipients,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
01100415,Invalidenstraße,12593.0,1.39535,29.24107,6.86275,47.00438,40.03812,26.69737,-1.31583,59.99405,6.68907,0.0,61.08329,31.91072,-1.87593,-7.21554
01100416,Arkonaplatz,13443.0,1.2848,28.3105,5.46164,48.76385,40.41509,26.92107,-0.75207,56.9218,5.60563,0.0,57.61144,30.30952,-1.72266,-6.31893
01200517,Huttenkiez,3725.0,4.94118,31.41892,25.35714,84.4523,57.63758,39.54362,0.47337,61.30346,33.95818,100.0,56.5648,33.32549,-2.02857,-6.7182
01200518,Beusselkiez,6866.0,5.2356,31.62055,23.91681,84.65724,62.8896,43.50422,0.56191,64.88115,25.88278,100.0,51.221,41.12614,0.8449,-6.03391
01200519,Emdener Straße,9103.0,5.14286,31.19658,15.97415,71.16317,53.75151,36.06503,-0.01479,65.27566,27.0068,99.43975,57.2771,33.4158,-1.88901,-10.7226
01200520,Bremer Straße,9433.0,4.772,28.51511,16.0221,67.11676,48.0229,29.47101,-0.11565,66.43885,23.51553,100.0,61.56066,28.7106,-1.31963,-6.24351
01200521,Zwinglistraße,5235.0,5.19288,28.57143,22.72727,80.81683,58.96848,36.67622,-1.455,59.73958,31.20045,100.0,59.79526,31.73974,-2.06079,-5.96503
01200522,Elberfelder Straße,11333.0,2.14753,23.66738,7.70823,51.62162,35.60399,20.00353,-0.38873,63.47596,15.64327,1.62358,68.22284,22.33375,-0.54096,-4.15362
01200623,Stephankiez,10825.0,4.88627,23.71245,16.06383,68.50444,50.49423,30.66975,-0.69871,64.75904,23.41463,99.97229,59.26106,30.97687,-1.54846,-4.88519
01200624,Heidestraße,5178.0,3.53635,15.83012,14.12214,84.0796,67.32329,45.19119,10.20121,74.65812,9.06667,55.02124,22.71024,72.65453,42.94276,33.44061
01200625,Lübecker Straße,6976.0,7.60095,28.35821,19.42517,81.78105,59.76204,34.03096,0.34467,70.34541,35.94739,100.0,67.36206,24.66955,-0.79376,-5.07249
01200626,Thomasiusstraße,5935.0,2.04082,22.82158,10.06224,58.23755,42.89806,25.72873,-2.719,61.82056,12.08244,0.52233,63.1904,34.76949,-2.54809,-1.30388
01200627,Zillesiedlung,3280.0,6.98254,30.30303,21.31474,85.71429,64.78659,33.23171,-0.42013,80.82569,42.9003,100.0,68.09415,19.86441,-1.4092,2.28792
01200628,Lüneburger Straße,3132.0,1.08696,28.31541,14.31818,67.15686,42.40102,22.76501,0.55738,60.86957,10.96296,0.0,63.68159,27.45932,1.18216,0.35964
01200629,Hansaviertel,5807.0,1.19363,24.19825,9.39005,60.11673,47.89048,34.06234,0.22072,64.35794,6.79245,0.0,60.57437,29.80299,0.3309,-7.02303
01300730,Drontheimer Straße,7957.0,9.67742,32.09877,18.94273,88.7433,71.47166,46.70102,-1.11616,65.74273,42.54015,99.54757,60.92016,34.37878,-2.80231,0.0112
01300731,Koloniestraße,8545.0,7.3694,31.71642,18.94094,81.40283,58.26799,37.77648,-0.7754,64.86989,41.95594,100.0,62.10981,29.15101,-0.88554,-3.41276
01300732,Soldiner Straße,9879.0,7.16535,32.98775,18.91593,83.85312,62.24314,39.4878,-0.588,67.64932,46.05227,99.95951,63.18699,25.10912,-1.43463,-6.88474
01300733,Gesundbrunnen,11665.0,6.28723,27.86294,14.85909,83.59148,61.92885,37.88255,-1.06298,69.72166,39.42999,99.94856,64.48379,26.20487,-2.14293,-5.043
01300834,Brunnenstraße,14193.0,7.77526,24.53842,19.62447,86.53074,66.35665,30.31776,-0.52497,80.40902,43.70466,99.23906,67.41996,19.08611,0.38299,1.31068
01300835,Humboldthain Süd,10443.0,3.39233,29.18707,11.37972,83.8659,59.59973,30.2212,1.54409,75.19011,29.7193,100.0,67.85136,24.37092,1.21098,-0.93432
01300836,Humboldthain Nordwest,14657.0,6.69272,28.2167,17.94688,86.37048,64.58348,39.92632,-0.43054,70.42037,40.42082,99.31773,60.75977,31.32398,-0.40535,-3.96793
01400937,Afrikanische Straße,10804.0,4.15486,36.58009,12.38318,71.95523,48.24139,28.98001,0.42415,64.38837,31.23028,100.0,65.53464,23.05196,-0.70666,-6.92151
01400938,Kameruner Straße,9725.0,6.17284,28.13688,12.4183,75.23001,52.6581,34.25193,-0.63272,60.70249,30.21536,100.0,61.87756,30.31628,-1.67745,-7.80525
01400939,Glasgower Straße,5926.0,4.04984,33.7232,7.33591,74.46328,51.90685,36.16267,0.54369,63.36911,30.08008,100.0,60.10686,28.60245,-0.22753,-6.27419
01400940,Schillerpark,6794.0,5.22388,38.19876,7.33119,62.87367,35.36944,16.08772,1.03318,67.15462,35.73635,50.97145,70.23791,15.53824,-0.05548,-6.58817
01400941,Londoner Straße,3786.0,3.30033,29.60289,7.3831,80.40541,44.40042,24.56418,1.14217,66.55914,28.14727,100.0,66.98009,19.80416,1.41269,-2.62543
01400942,Westliche Müllerstraße,8643.0,4.00782,30.10432,16.36829,77.08155,53.71977,36.6308,-0.70223,63.55022,29.80379,100.0,56.65736,36.8815,-0.39376,-3.40269
01401043,Antonstraße,7739.0,6.91164,27.74019,18.54664,87.97277,66.89495,40.03101,-1.91428,68.6572,42.20315,98.84998,64.57995,26.02428,-0.70469,-5.61833
01401044,Uferstraße,10224.0,7.71208,28.5865,18.62528,87.7942,67.4198,43.61307,-1.17781,64.07266,38.76418,100.0,61.35562,27.22689,-2.4269,-1.64587
01401045,Schwedenstraße,5722.0,7.94451,28.47458,18.5446,91.00529,72.94652,45.78819,-0.76064,67.9771,40.09046,100.0,63.49648,30.99812,-1.61581,-4.91307
01401046,Nordufer,8781.0,4.29104,28.88563,19.06841,70.91562,49.27685,31.38595,-1.60568,62.59071,24.10959,99.69252,55.58479,33.55219,-2.59923,-9.13834
01401047,Sparrplatz,7867.0,6.21572,26.75367,18.98239,83.02872,69.51824,50.81988,-0.09937,70.81041,25.16417,100.0,56.51191,37.30161,-1.34994,-8.19757
01401048,Leopoldplatz,9098.0,5.56586,26.63989,22.31813,77.30015,58.969,37.28292,-0.78257,64.85849,32.53558,100.0,62.28794,30.91852,-1.14645,-3.73846
01401049,Schulstraße,6689.0,8.06452,33.03085,22.31687,84.51113,61.20496,42.06907,-0.47778,61.5494,43.42789,100.0,60.04401,25.60401,-2.63931,-9.47427
02100101,Askanischer Platz,6281.0,7.17029,23.03665,24.69352,88.921,69.51122,40.43942,-4.42354,71.41732,25.84746,95.58987,57.21218,49.03,-4.59086,-11.75373
02100102,Mehringplatz,8647.0,8.55661,25.31357,25.9624,91.86519,71.0998,34.91384,-0.26037,75.22358,34.81537,100.0,65.44855,27.64063,0.9068,0.78418
02100103,Am Berlin Museum,5382.0,5.60897,26.10229,25.9325,85.04673,63.35935,32.32999,1.48318,76.89655,35.27569,100.0,66.7583,24.04109,1.23233,-1.43238
02100104,Moritzplatz,5567.0,5.63187,29.26421,18.57585,91.74484,69.3192,37.25525,0.02481,82.64224,38.8497,100.0,71.88389,21.44071,0.06405,-2.42345
02100105,Prinzenstraße,9604.0,8.4674,29.52102,18.54251,89.67952,71.25156,34.66264,0.02225,81.31571,42.59705,100.0,76.1633,18.54789,-1.05981,-5.2549
02100106,Wassertorplatz,5009.0,8.4375,25.20325,26.84887,82.90686,65.34238,31.90258,-0.7557,78.91114,45.6241,100.0,71.50628,18.75182,-0.69671,-5.58708
02200207,Gleisdreieck,2067.0,0.0,13.38912,2.73973,52.21675,40.10643,23.22206,1.76955,65.41667,5.12249,55.73295,19.45607,31.08233,6.27966,-4.08034
02200208,Rathaus Yorckstraße,6008.0,5.34224,28.87701,14.00602,53.40909,44.32423,28.14581,-0.92453,62.32998,22.67706,31.09188,62.74373,32.9718,-1.23282,-6.98636
02200209,Viktoriapark,10969.0,3.08057,22.32558,12.60126,51.48515,40.62358,24.86097,0.02378,58.19582,15.00982,2.87173,62.82237,27.64264,-0.96059,-2.42164
02200210,Urbanstraße,12384.0,3.35508,28.52081,13.4413,53.30717,43.76615,27.72125,0.1057,57.99592,16.87817,0.0,63.10283,28.07421,-2.11506,-7.43298
02200211,Chamissokiez,14760.0,4.85953,29.87304,13.55082,53.78973,41.84282,24.68835,-0.86934,61.05928,14.47044,0.0,66.40392,26.9661,-1.4862,-5.30539
02200212,Graefekiez Süd,8602.0,8.62697,30.30303,16.50602,63.99731,50.36038,27.13322,0.05231,65.80977,28.23306,12.70635,69.35998,21.36096,-0.46162,-4.63955
02200213,Graefekiez Nord,10284.0,5.8753,28.46639,16.49387,55.81854,45.57565,29.22015,0.66244,57.00499,18.29091,30.30922,64.04667,27.28836,-1.1548,-6.20713
02300314,Oranienplatz,7587.0,7.85536,30.71104,20.98901,73.65989,60.95954,36.83933,-1.03519,80.39356,33.65469,100.0,73.10174,20.86514,-1.19882,-3.63454
02300315,Lausitzer Platz,8723.0,6.9255,32.14286,21.54964,69.45848,57.76682,34.83893,0.66672,74.23495,29.32274,100.0,70.2553,24.51244,-1.46597,-4.04452
02300316,Köpenicker Straße,4215.0,5.67164,32.8841,21.68224,63.7138,49.37129,28.9917,-0.32915,68.08511,25.80952,100.0,68.51852,22.07851,-0.5721,-6.88784
02300417,Reichenberger Straße West,8433.0,6.73712,31.27517,18.64198,67.80604,55.09309,34.3057,-0.64259,68.47563,24.74708,100.0,65.66243,25.86548,-1.03586,-6.38738
02300418,Reichenberger Straße Ost,7710.0,7.29335,31.15502,18.1552,54.7329,48.01556,30.42802,0.19338,62.23359,19.52941,90.85603,66.00327,26.52773,-1.59852,-5.39556
02300419,Wrangelkiez,10903.0,4.85537,30.19272,15.87983,59.27419,51.27029,33.33028,-0.11047,65.65768,20.81505,100.0,66.40723,27.60182,-1.6798,-8.8226
02400520,Barnimkiez,5451.0,5.91133,41.12903,2.21811,59.52381,31.66391,17.68483,1.61804,73.13278,27.61905,0.0,71.08434,17.74128,2.33948,15.90702
02400521,Friedenstraße,7858.0,1.87075,33.19559,3.86831,50.99099,33.97811,21.36676,1.77788,63.07326,18.05979,0.0,58.75,28.67604,2.74935,2.57896
02400522,Richard-Sorge-Viertel,11262.0,2.60631,28.125,3.12738,41.43713,29.55958,18.93092,1.64132,57.12946,13.93678,0.0,59.13257,27.45967,0.39525,-7.51978
02400623,Andreasviertel,13307.0,3.89105,37.98646,5.79182,68.80978,45.69024,29.57842,2.35615,75.73679,21.68706,0.0,58.13454,28.15499,0.76919,0.03404
02400624,Weberwiese,11314.0,1.90217,28.82788,3.95623,37.31237,33.43645,23.92611,4.14118,58.33025,9.68832,0.0,58.52309,36.01674,1.02105,-6.22845
02400625,Wriezener Bahnhof,1136.0,9.2437,22.35294,22.72727,92.27053,68.83803,60.82746,1.43353,43.41534,27.03488,56.42606,46.75325,42.67447,-1.64036,-18.46591
02500726,Hausburgviertel,9134.0,2.60163,31.96005,9.26316,43.4158,35.75651,25.1259,3.00841,58.08279,14.50617,0.0,53.84705,33.07447,-0.82253,-10.26291
02500727,Forckenbeckplatz,6623.0,2.95455,28.31424,9.81211,45.1505,36.56953,25.92481,1.56977,50.26209,11.69451,0.0,50.61433,32.59424,0.8656,-6.98713
02500728,Samariterviertel,10109.0,2.27596,30.12161,9.71429,35.13686,33.02008,23.27629,2.05167,53.42116,11.58983,0.0,55.77773,33.16791,0.9203,-3.63162
02500729,Pettenkofer Straße,5441.0,2.657,27.6699,9.7166,39.95772,33.35784,21.8526,1.20732,54.75189,13.31029,0.0,58.82468,27.89224,-1.3147,-5.82693
02500830,Niederbarnimstraße,3931.0,3.57143,30.86053,9.90099,48.12623,38.38718,26.22742,0.72166,52.27934,11.21951,0.0,54.79268,35.28323,0.50258,-1.23518
02500831,Wismarplatz,7877.0,2.86195,32.59362,10.07752,46.23753,37.76819,27.29466,2.77136,57.16279,17.98867,0.0,52.88049,35.19246,-1.42547,-5.81416
02500832,Traveplatz,9064.0,4.99244,29.55032,10.18868,50.62377,41.01942,29.77714,3.18036,59.57762,21.98131,0.0,46.75541,37.95295,3.47919,0.41119
02500833,Boxhagener Platz,10190.0,2.09268,29.44039,7.1875,37.8144,37.06575,28.01766,1.89611,52.22417,10.25097,0.0,51.95248,38.1028,-0.26188,-12.6076
02500834,Revaler Straße,11378.0,1.90583,27.44063,7.04545,35.81395,34.84795,24.35402,2.6296,51.93071,8.82138,0.0,51.51035,34.70772,-0.39395,-5.68163
02500835,Stralauer Kiez,7868.0,2.69841,28.13411,7.31225,45.17073,38.2181,27.31317,2.72775,52.3034,11.06403,15.8363,48.71553,35.89147,0.87201,-6.96325
02500836,Stralauer Halbinsel,4709.0,0.0,18.26215,3.88548,30.01912,22.89233,10.66044,-2.54591,65.93625,8.31601,0.0,55.0384,22.34119,-1.05712,-1.48366
03100101,Bucher Forst,4499.0,5.53846,26.45985,2.78207,20.32147,17.2705,11.11358,1.18516,62.6,28.0,3.46744,58.66348,34.33324,1.47262,4.4252
03100102,Klinikum Buch,3214.0,6.28931,33.7963,1.72414,49.54628,27.19353,19.60174,10.12658,86.50794,26.44231,57.00062,52.36167,42.48365,6.9302,3.91321
03100103,Karower Chaussee,8979.0,5.80076,49.90234,1.72936,29.04348,18.44303,13.53157,-2.5863,81.893,28.5,46.11872,69.77458,25.05021,-2.58039,-6.91724
03200204,Blankenfelde,2058.0,0.0,29.95169,0.0,11.34969,6.17104,2.28377,-9.3136,40.42553,18.18182,99.85423,77.87833,28.56963,-4.06763,-7.14143
03200205,Uhlandstraße,8696.0,1.50463,26.50841,2.34681,22.63294,16.01886,8.54416,1.82765,53.8358,12.1813,37.07452,67.52075,20.67534,1.44457,1.37478
03200206,Pastor-Niemöller-Platz,6404.0,1.81818,26.30938,2.39234,26.20321,19.39413,12.24235,0.04051,63.64796,15.43536,0.0,66.67769,18.21939,-0.91955,-1.28007
03200207,Herthaplatz,11464.0,1.88088,26.45028,2.30687,26.35284,16.76553,9.47313,1.16011,68.13996,28.40801,23.11584,63.7977,17.75218,-0.07837,0.48086
03200308,Nisbléstraße,5220.0,1.78571,22.06119,2.74725,16.98113,12.87356,5.49808,1.09545,64.1115,8.54093,9.55939,77.15145,12.73935,0.10603,2.20804
03200309,Eddastraße,5238.0,2.22717,22.38562,2.76855,26.09127,14.853,7.56014,0.43139,69.94949,33.33333,70.90493,70.28169,15.36003,1.91471,6.9629
03200310,Krugpfuhl,7961.0,1.60819,25.72534,2.79617,25.7719,15.70155,6.79563,1.5507,64.32532,25.53191,0.03768,71.43619,14.95067,-0.75081,0.13894
03300411,Karow Nord,11455.0,2.77264,35.82555,3.38889,30.42122,19.7643,11.6543,2.11413,79.47566,42.95506,0.0,62.61401,20.93467,-0.32786,-0.28889
03300412,Karow Bahnhof,5138.0,0.77519,16.73469,0.65094,16.14583,9.43947,4.12612,0.26557,65.56604,16.24365,0.0,78.93989,13.78398,0.75644,7.19765
03300413,Karow Ost,3101.0,0.0,21.30178,0.61069,15.63574,9.28733,3.86972,0.5978,55.83333,12.61261,0.0,79.81928,11.75044,-0.20825,4.38419
03300514,Blankenburg,6875.0,0.56818,18.16921,0.38835,17.91045,8.77091,3.75273,0.76547,62.4031,20.08032,6.60364,77.89729,12.75062,1.8444,12.15325
03300516,Heinersdorf,7779.0,2.27596,20.30651,1.87793,34.37026,20.4525,13.94781,0.67798,80.64516,28.35539,0.0,67.30639,29.70013,0.75081,2.53798
03300517,Märchenland,1120.0,0.0,32.55814,0.0,12.33766,4.28571,1.51786,-0.16207,64.70588,0.0,0.53571,85.25346,7.90822,1.15811,12.85714
03400618,Rosenthal,4742.0,1.5534,17.7305,1.88934,33.47594,21.06706,7.12779,0.91594,62.42604,14.28571,0.46394,73.44996,16.66135,1.71728,12.23297
03400619,Wilhelmsruh,10438.0,2.17391,28.03235,1.71326,33.39141,19.1416,9.475,1.85141,62.18402,18.37381,0.0,67.01518,20.57261,1.80032,3.4391
03400620,Schönholz,3509.0,0.82192,18.56764,2.82885,29.90937,18.58079,9.11941,2.29581,60.3125,13.24921,11.02878,73.72004,17.86429,2.62119,3.36709
03400721,Florakiez,11438.0,1.5,27.18866,2.47569,26.68205,20.2483,11.217,0.97361,57.75526,14.09018,0.0,65.1566,20.8719,-0.07045,-3.90562
03400722,Parkstraße,3607.0,1.23839,23.34096,2.57069,23.93398,15.83033,7.3191,0.08563,55.68182,12.04819,0.0,66.67634,18.46549,-0.57685,-3.47922
03400723,Garbátyplatz,7112.0,2.21465,29.44915,2.574,29.14643,22.80652,13.30146,1.92951,64.27061,16.70306,0.0,56.60434,25.90749,3.41199,3.19092
03400724,Wolfshagener Straße,7633.0,2.51256,38.6918,2.51613,24.09123,13.74296,7.65099,1.14585,61.81507,16.16872,0.0,70.52529,15.5796,-0.23467,0.43034
03400725,Schlosspark,7450.0,1.45455,35.64477,2.5355,25.35771,13.55705,7.4094,1.88622,66.30435,23.78277,5.66443,65.59898,16.19514,2.05791,5.87196
03400826,Tiroler Viertel,6620.0,1.1976,33.68842,3.17073,29.78903,18.9426,13.02115,0.88784,72.73782,17.3445,0.0,64.05375,24.03101,-0.03628,2.79339
03400827,Trelleborger Viertel,9628.0,2.21566,32.43762,3.12744,29.15864,23.60823,15.56917,0.73547,59.70647,9.01024,0.0,61.31837,24.78794,0.58955,-5.62353
03400828,Spiekermann Straße,4615.0,1.21581,31.44796,3.20197,31.52174,23.25027,15.99133,4.40509,54.33604,6.83995,0.0,61.60531,24.54185,6.21531,-3.95397
03400829,Arnold-Zweig-Straße,5583.0,1.7316,31.41524,3.1746,27.80639,17.37417,10.54988,1.83248,65.70458,15.52347,0.0,72.29844,16.44292,0.63348,2.4792
03400830,Kissingenviertel,9292.0,1.31965,42.36791,3.17003,26.30156,15.78777,9.00775,1.95915,64.39665,23.16176,0.0,68.14681,19.48994,0.38213,-1.39311
03500932,Bühringstraße,5096.0,2.23881,46.54545,3.00679,27.51938,13.9325,9.49765,-5.88835,71.4876,28.60169,10.89089,68.06879,21.03816,-4.57453,-12.12812
03500933,Weißer See,7551.0,1.0772,29.80769,2.51076,26.29602,17.24275,10.26354,1.77094,52.64516,12.76316,0.0,65.71468,20.82254,1.07792,-2.53421
03500934,Weißenseer Spitze,10049.0,3.31126,27.61257,4.16198,33.03013,25.95283,17.15594,2.49809,55.27842,10.66588,32.22211,56.2613,27.69453,1.10144,-3.16155
03500935,Behaimstraße,6407.0,3.67893,33.09091,7.56303,31.02625,25.40971,17.18433,1.1257,52.86104,11.87384,18.57344,56.39661,28.53877,1.32689,1.75415
03500936,Komponistenviertel Weißensee,9819.0,1.97674,33.90491,3.97237,29.21569,20.89826,13.37203,1.46019,59.86291,25.44,0.0,64.85202,22.18024,-0.15662,-1.14389
03501037,Rathaus Weißensee,8509.0,6.90647,42.66338,2.34167,27.44108,19.46175,13.2448,2.12817,66.72582,30.0,8.48513,63.65323,24.32689,3.14006,6.3236
03501038,Hansastraße,7324.0,2.50896,34.85255,1.63339,25.60266,13.54451,8.60186,1.2958,75.07937,30.59581,0.76461,70.12764,17.42946,0.72506,-3.14124
03601139,Norweger Viertel,3795.0,3.63036,29.8913,6.11111,48.98711,34.86166,23.63636,2.31143,59.86622,16.89189,0.0,48.32496,26.34407,1.94785,4.7753
03601140,Malmöer Straße,5884.0,1.34831,26.48475,6.12903,35.53895,30.67641,20.58124,1.82338,52.60116,8.29841,0.0,56.76887,31.44447,2.35163,-1.78938
03601141,Arnimplatz,6576.0,0.0,26.01156,6.23782,40.40307,33.39416,22.65815,1.34008,52.28188,9.66415,0.0,57.34559,30.4279,-0.16381,-6.94421
03601142,Falkplatz,10744.0,1.91083,29.1453,7.31707,40.28777,35.34996,24.26471,0.83374,50.67127,6.53876,0.0,56.74983,29.73473,-0.945,-7.8249
03601243,Rodenbergstraße,7032.0,2.31092,27.39521,4.44811,36.96099,29.35154,18.97042,0.07267,55.24738,5.76631,0.0,61.08862,24.70806,-1.50954,-6.76549
03601244,Humannplatz,7600.0,1.42602,35.247,4.46321,36.21518,26.80263,17.65789,1.59653,57.45156,5.73833,0.0,64.45361,25.09472,-0.26221,-5.16378
03601245,Ostseestraße,12813.0,1.8559,38.57008,5.15917,43.75409,26.99602,17.98954,1.64482,58.00434,13.19168,0.0,61.36791,24.83439,0.1523,-5.80537
03601346,Gethsemanekirche,5470.0,2.23124,33.0303,11.39241,38.78788,33.30896,21.51737,0.93551,56.6695,8.98973,0.0,63.52624,29.18511,-0.50774,-3.2389
03601347,Helmholtzplatz,9548.0,2.41935,28.89469,11.27596,37.86031,32.82363,21.45999,1.01463,54.17277,8.86139,0.0,64.54768,23.87134,-2.36507,-11.22562
03601348,Senefelderstraße,7516.0,0.91575,27.77101,11.32686,37.64893,33.23576,22.80468,1.21437,53.44224,7.41858,0.0,59.49172,24.82545,-1.45876,-8.71935
03601449,Michelangelostraße,9970.0,4.06627,49.72452,1.95553,45.04906,19.3681,11.68506,2.02602,73.39056,33.95062,19.75928,72.65463,16.12264,1.61476,1.675
03601450,Volkspark Prenzlauer Berg,3965.0,8.04878,42.85714,2.67315,68.49315,42.1942,34.27491,-0.81962,74.83444,56.64914,100.0,55.60684,61.44673,-1.94442,1.56124
03601451,Anton-Saefkow-Park,6373.0,1.63551,31.08108,6.84932,36.84771,30.23694,21.26157,2.31843,57.49077,9.67251,0.0,61.89453,24.81886,-1.42586,-10.66078
03601452,Velodrom,4063.0,2.54237,40.88542,5.30786,44.63972,32.16835,21.85577,1.68323,64.75225,16.83968,0.0,59.23814,26.31576,1.9013,1.45545
03601453,Alter Schlachthof,2825.0,0.0,11.7284,2.69058,32.78689,28.92035,15.50442,0.76758,52.96804,1.3986,0.0,64.68558,17.31902,1.91989,-1.64474
03701554,Teutoburger Platz,11328.0,0.29821,30.0,6.77618,44.75962,38.08263,25.39725,0.59703,55.89155,6.0713,0.0,60.1099,28.2707,0.02866,-5.79742
03701555,Sredzkistraße,7274.0,0.81301,33.05687,6.05327,38.16199,32.33434,20.95133,0.11513,56.6273,5.59779,0.0,61.56295,24.47815,-1.6843,-8.24347
03701556,Kollwitzplatz,8656.0,1.1782,23.04833,6.18182,50.11806,39.22135,27.55314,0.68014,60.62893,6.44888,0.0,57.27974,30.05298,-1.13551,-5.37741
03701657,Thälmannpark,3188.0,2.46914,33.01887,6.05042,54.09182,32.62233,21.95734,1.95115,68.28571,20.317,0.0,66.61184,19.36941,-0.71261,-2.37172
03701658,Christburger Straße,8448.0,1.7673,28.4561,5.60976,38.43137,33.06108,21.9697,1.02066,55.11853,7.59424,0.0,60.78997,29.17348,-1.36226,-5.82883
03701659,Immanuelkirchstraße,9164.0,1.45889,27.23048,5.65046,42.37187,34.10083,21.9773,0.61258,55.26316,7.77834,0.0,63.07371,26.19755,-0.77412,-2.84877
03701660,Bötzowstraße,12823.0,1.27737,28.54534,4.79233,34.88463,28.3475,17.56999,0.58145,56.81314,8.84633,0.0,62.02719,24.26679,-0.04825,-2.30737
04100101,Jungfernheide/Plötzensee,11548.0,3.33919,39.00778,10.14015,72.50755,49.57568,29.58088,1.73747,60.33372,25.36508,40.31867,68.2803,24.65595,0.37506,-3.15808
04100102,Paul-Hertz-Siedlung,7855.0,5.51181,37.98024,14.14634,79.83029,56.02801,28.08402,1.17119,69.53762,44.1,100.0,75.88863,12.32226,0.09312,0.23228
04200203,Olympiagelände,1482.0,0.0,23.02158,1.34048,38.56502,27.19298,15.45209,0.2203,64.19214,6.54206,0.0,72.89073,15.96383,0.14248,-3.40909
04200204,Angerburger Allee,2832.0,2.14286,25.75758,3.15615,64.05229,31.77966,20.58616,3.33276,67.92453,11.04869,0.0,66.14087,20.67987,1.42972,2.80233
04200205,Flatowallee,2569.0,0.0,24.88263,2.14395,47.09302,32.26937,18.68431,1.02116,63.75,5.74713,0.0,67.0947,22.35067,0.98495,-1.20522
04200206,Kranzallee,2963.0,0.0,22.59136,1.65394,44.31818,28.34965,14.37732,0.24317,53.28638,11.20448,0.0,73.35652,15.64274,1.45062,11.3143
04200207,Eichkamp,3192.0,0.0,19.10569,0.78616,33.40471,38.69048,29.73058,0.48903,59.64173,2.71444,0.0,66.68812,28.71493,-0.6879,10.55605
04200308,Branitzer Platz,6379.0,1.45161,21.51639,4.5728,60.28139,37.87427,25.23907,2.7034,71.42857,17.71732,0.39191,59.70858,35.15233,2.56461,10.22079
04200309,Neu Westend,6936.0,1.65017,29.26391,3.63279,43.46793,28.54671,15.61419,-0.46814,53.27793,9.12863,0.0,67.38351,21.27965,0.25685,-1.62562
04200310,Fürstenplatz,7809.0,1.78817,22.57552,3.64283,58.95735,37.70009,22.1027,-1.85693,63.20973,15.73834,0.0,68.04561,23.6794,-1.3114,0.30675
