id,name,inhabitants,z_s1_percentage_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years
12200413,Tegel Süd,8091.0,1.0561,1.22432,1.08993,3.37035,niedrig,0.31759
12200414,TXL,1428.0,-0.45965,-0.16742,0.36599,-0.26108,mittel,-0.7573
12200515,Alt-Tegel,10959.0,-0.59635,-0.57606,-0.37066,-1.54307,mittel,-0.52815
12400616,Konradshöhe/Tegelort,6011.0,-1.25441,-1.20026,-1.13993,-3.5946,hoch,-0.88781
12400617,Alt-Heiligensee,6871.0,-1.30004,-1.22472,-1.35004,-3.8748,hoch,-0.68621
12400618,Heiligensee Nord,3764.0,-1.31532,-1.05911,-1.10776,-3.48219,hoch,-1.31018
12400619,Heiligensee,7730.0,-1.26435,-1.06811,-1.07815,-3.41061,hoch,-0.78647
12400720,Frohnau West,8662.0,-1.35624,-1.22048,-1.24946,-3.82618,hoch,-1.23213
12400721,Frohnau Ost,8027.0,-1.30977,-1.14207,-1.18879,-3.64063,hoch,-1.28554
12400722,Hermsdorf West,8608.0,-1.12885,-1.14947,-1.2244,-3.50272,hoch,-0.78096
12400723,Hermsdorf Ost/Waldsee,8118.0,-1.22712,-1.11871,-1.08648,-3.43231,hoch,-0.8135
12500824,Ziekowstraße/Freie Scholle,9665.0,-0.54889,-0.60743,-0.68081,-1.83713,mittel,-0.35041
12500825,Borsigwalde,6750.0,0.0148,-0.12142,-0.01907,-0.12569,mittel,-0.2921
12500926,Wittenau Mitte,5065.0,0.48495,-0.07815,0.22484,0.63164,mittel,0.12656
12500927,Wittenau Nord,6434.0,-0.63555,-0.546,-0.23148,-1.41303,mittel,-0.0844
12500928,Waidmannslust,5166.0,-0.70339,-0.82387,-0.73776,-2.26502,mittel,-0.45934
12500929,Lübars,5160.0,-1.16517,-1.19294,-1.218,-3.57611,hoch,-1.08672
12500930,Wittenau Süd,9936.0,-0.02334,0.00596,0.35055,0.33317,mittel,-0.43776
12601031,Lübarser Straße,3310.0,-0.3112,-0.44162,-0.18266,-0.93548,mittel,-0.93556
12601032,Rollbergesiedlung,5922.0,1.91876,3.05704,2.44261,7.41841,sehr niedrig,0.58105
12601133,Treuenbrietzener Straße,11610.0,1.99428,2.45683,1.78981,6.24092,sehr niedrig,1.89751
12601134,Märkisches Zentrum,14722.0,1.48439,1.72836,1.62042,4.83317,sehr niedrig,0.89565
12601235,Dannenwalder Weg,10656.0,1.55628,2.33202,1.68024,5.56854,sehr niedrig,0.73944
12601236,Schorfheidestraße,3131.0,-0.77216,-0.54118,-0.30685,-1.62019,mittel,-0.61506
