id,name,inhabitants,s1_percentage_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years
01200522,Elberfelder Straße,11333.0,3.64283,7.55316,13.63272,0.59354,-1.35149,-2.90209
01200623,Stephankiez,10825.0,5.70825,13.69053,28.66521,1.7046,-1.96196,-5.39494
01200624,Heidestraße,5178.0,3.53391,9.34724,21.7033,-1.53666,-7.36619,-11.63003
01200625,Lübecker Straße,6976.0,9.47838,22.19037,47.30769,2.72571,-3.10964,-2.73629
01200626,Thomasiusstraße,5935.0,3.40485,8.34035,16.69107,1.03683,-0.784089999999999,2.85648
01200627,Zillesiedlung,3280.0,11.22497,25.73171,46.27575,4.57029,-0.156610000000001,8.83733
01200628,Lüneburger Straße,3132.0,2.97114,8.42912,13.39286,-0.42323,-0.60505,-0.93379
01200629,Hansaviertel,5807.0,2.6405,6.73325,14.08776,0.31942,-0.54452,-0.563400000000001
01300730,Drontheimer Straße,7957.0,12.874,29.88564,65.31184,4.07387,-3.90597,-2.36903
01300731,Koloniestraße,8545.0,10.63864,26.28438,61.98347,2.7854,-3.73843,-1.45426
01300732,Soldiner Straße,9879.0,10.81823,27.62425,61.62034,2.76091,-3.0859,-5.26549
01300733,Gesundbrunnen,11665.0,9.30286,23.87484,55.9633,2.94275,-1.63291,0.694479999999999
01300834,Brunnenstraße,14193.0,10.46059,27.34447,52.3088,3.39883,-2.93788,-3.06615
01300835,Humboldthain Süd,10443.0,7.65557,20.09001,44.77887,2.20995,-1.93861,-1.80073
01300836,Humboldthain Nordwest,14657.0,10.68295,26.0831,61.47578,3.05583,-2.88721,-0.428980000000003
01400937,Afrikanische Straße,10804.0,8.06597,17.39171,42.90008,1.92969,-2.28131,-5.28805
01400938,Kameruner Straße,9725.0,7.75226,17.52185,46.3353,2.22322,-1.86295,-3.70538000000001
01400939,Glasgower Straße,5926.0,8.05354,17.58353,45.20918,2.3232,-1.99087,-2.48956
01400940,Schillerpark,6794.0,7.88804,16.57345,43.34061,2.35681,-3.01928,-2.92158
01400941,Londoner Straße,3786.0,7.03448,13.99894,42.34694,2.20532,-1.72876,-2.73078
01400942,Westliche Müllerstraße,8643.0,7.1553,17.14682,47.6828,1.59654,-2.90154,-6.62582
01401043,Antonstraße,7739.0,10.77886,26.95439,60.18779,2.09216,-3.25078,-3.40013
01401044,Uferstraße,10224.0,10.3426,26.24218,62.31884,2.80861,-3.48215,-6.90211
01401045,Schwedenstraße,5722.0,10.907,27.36805,59.93624,4.21686,-2.63195,-0.888500000000001
01401046,Nordufer,8781.0,7.05882,14.95274,34.69602,1.54933,-2.44144,-7.71851
01401047,Sparrplatz,7867.0,7.95526,18.91445,51.68651,2.07742,-4.07934,-7.06947
01401048,Leopoldplatz,9098.0,8.90001,21.64212,51.91606,1.92771,-3.12091,-1.52771
01401049,Schulstraße,6689.0,11.32157,26.87995,65.13234,2.80344,-3.24498,-1.60495
02100101,Askanischer Platz,6281.0,8.42778,21.17497,44.22404,2.35628,0.0405699999999989,3.99535
02100102,Mehringplatz,8647.0,11.04756,27.33896,53.43728,2.5186,-2.11115,-2.60992
02100103,Am Berlin Museum,5382.0,10.45886,25.23226,50.76253,2.77273,-1.94186,3.81719
02100104,Moritzplatz,5567.0,12.0437,26.76486,56.93512,2.28274,-1.50105,3.51897
02100105,Prinzenstraße,9604.0,12.92965,29.73761,63.83812,2.08234,-3.18985,-0.793080000000003
02100106,Wassertorplatz,5009.0,12.27336,29.34718,61.7207,3.2022,-2.01342,1.67198
02200207,Gleisdreieck,2067.0,0.99857,3.0479,6.16622,0.10134,-0.24819,-0.28539
02200208,Rathaus Yorckstraße,6008.0,5.49548,12.38349,24.35424,1.12021,-1.37286,-3.28621
02200209,Viktoriapark,10969.0,4.11074,8.38727,16.11625,0.79681,-1.0827,-1.66005
02200210,Urbanstraße,12384.0,4.63859,10.12597,19.42634,1.21127,-0.820309999999999,-0.548300000000001
02200211,Chamissokiez,14760.0,4.6166,9.85095,17.35107,1.26044,-0.362860000000001,-1.69112
02200212,Graefekiez Süd,8602.0,7.96134,17.33318,34.8763,2.49354,-2.13123,-1.83754
02200213,Graefekiez Nord,10284.0,4.83483,11.40607,17.7761,1.07703,-0.424160000000001,-1.43819
02300314,Oranienplatz,7587.0,10.22903,21.61592,47.93103,3.05504,-1.17537,2.21099
02300315,Lausitzer Platz,8723.0,8.37658,19.6492,37.23958,2.46338,-1.0031,1.21628999999999
02300316,Köpenicker Straße,4215.0,6.65615,16.18031,31.96078,0.951560000000001,-1.07964,2.23637
02300417,Reichenberger Straße West,8433.0,7.66651,16.74374,33.23917,1.94627,-1.76445,-4.23814
02300418,Reichenberger Straße Ost,7710.0,6.69401,13.46304,23.81974,1.92366,-1.39286,-3.398
02300419,Wrangelkiez,10903.0,6.22411,12.94139,24.55043,1.23636,-1.06684,0.25413
02400520,Barnimkiez,5451.0,7.10692,11.0255,33.33333,1.97788,-1.77598,-3.36088
02400521,Friedenstraße,7858.0,4.36859,8.72996,21.73913,1.51145,-1.01074,-2.26087
02400522,Richard-Sorge-Viertel,11262.0,3.29814,6.55301,13.20631,0.64748,-0.375380000000001,-0.77732
02400623,Andreasviertel,13307.0,5.78179,13.33133,37.24305,1.2323,-0.439490000000001,-2.28575
02400624,Weberwiese,11314.0,3.63207,5.88651,10.94891,1.17363,0.0631300000000001,2.29812
02400625,Wriezener Bahnhof,1136.0,6.00858,17.69366,57.69231,0.66099,-3.25872,-0.844279999999998
02500726,Hausburgviertel,9134.0,4.72577,9.15262,18.65737,0.85727,0.121490000000001,1.18525
02500727,Forckenbeckplatz,6623.0,3.81794,8.45538,14.26844,0.39145,-0.3284,-0.54637
02500728,Samariterviertel,10109.0,4.34627,7.31032,11.05491,1.24646,-0.63731,-1.33989
02500729,Pettenkofer Straße,5441.0,4.05498,7.53538,12.30398,1.01987,-0.65748,-1.05299
02500830,Niederbarnimstraße,3931.0,4.49129,7.78428,11.40351,0.75184,-0.17987,-1.83178
02500831,Wismarplatz,7877.0,4.90996,9.85147,21.14804,1.15159,-0.541259999999999,-2.26507
02500832,Traveplatz,9064.0,5.45528,11.03266,23.92727,0.7632,-2.3023,-3.20796
02500833,Boxhagener Platz,10190.0,3.854,7.08538,17.17557,0.62186,0.0228099999999998,1.89255
02500834,Revaler Straße,11378.0,2.9418,5.73036,9.31877,0.65025,-0.0147199999999996,-0.49156
02500835,Stralauer Kiez,7868.0,4.21724,8.07067,18.91026,1.13686,-0.273630000000001,0.103950000000001
02500836,Stralauer Halbinsel,4709.0,1.43775,3.48269,3.89064,0.2091,0.90068,1.08286
03100101,Bucher Forst,4499.0,7.94118,8.64637,12.37374,2.7287,-0.61246,-1.55384
03100102,Klinikum Buch,3214.0,6.32591,10.67206,25,1.97808,0.0345100000000009,3.99408
03100103,Karower Chaussee,8979.0,7.80798,14.31117,32.92765,1.63972,-2.16324,-3.16068
03200204,Blankenfelde,2058.0,1.8254,2.6725,4.24028,0.47309,-1.09118,-1.33075
03200205,Uhlandstraße,8696.0,1.81135,4.33533,6.03053,0.43856,0.15828,-0.02311
03200206,Pastor-Niemöller-Platz,6404.0,2.43902,5.24672,7.03196,0.0128400000000002,0.32317,-0.561900000000001
03200207,Herthaplatz,11464.0,3.08054,5.90544,11.34605,0.73648,-0.39679,0.23494
03200308,Nisbléstraße,5220.0,1.7452,3.54406,4.81651,0.55886,-0.85858,-1.74855
03200309,Eddastraße,5238.0,2.41796,4.77281,8.47851,0.55955,-1.15136,-3.30094
03200310,Krugpfuhl,7961.0,2.07382,5.3134,10.17831,0.60683,-0.760330000000001,-1.17073
03300411,Karow Nord,11455.0,3.93213,10.95591,23.19426,1.22688,0.746259999999999,2.09761
03300412,Karow Bahnhof,5138.0,1.19889,1.88789,2.13415,0.40862,-0.41662,-0.68509
03300413,Karow Ost,3101.0,0.71283,1.93486,2.6971,-0.07187,-0.32054,-0.38298
03300514,Blankenburg,6875.0,1.11137,2.48727,4.05539,0.18502,0.96435,2.09258
03300516,Heinersdorf,7779.0,3.1583,5.60483,12.59982,1.29169,0.946689999999999,4.85728
03300517,Märchenland,1120.0,0.91743,1.33929,4.16667,0.02057,-0.95956,-2.23333
03400618,Rosenthal,4742.0,1.8238,3.26866,4.69974,0.48537,-0.26229,-1.23018
03400619,Wilhelmsruh,10438.0,2.5815,4.55068,10.13185,0.5522,0.24256,0.7453
03400620,Schönholz,3509.0,1.90265,4.10373,2.58303,0.32785,1.12399,-0.77518
03400721,Florakiez,11438.0,2.88199,5.49047,7.53212,0.55409,0.0711000000000004,1.4884
03400722,Parkstraße,3607.0,1.71017,3.43776,4.44811,0.21237,-0.12499,0.7334
03400723,Garbátyplatz,7112.0,3.72487,6.24297,11.57811,0.7856,-1.33325,0.93622
03400724,Wolfshagener Straße,7633.0,3.64842,7.34967,15.40905,0.8095,-0.49863,-0.422789999999999
03400725,Schlosspark,7450.0,3.47349,6.79195,15.33575,0.88832,-0.46589,2.04703
03400826,Tiroler Viertel,6620.0,3.55987,6.40483,12.40602,0.94626,-0.75229,0.44191
03400827,Trelleborger Viertel,9628.0,3.6058,5.85791,10.59078,0.81585,-0.56011,1.00775
03400828,Spiekermann Straße,4615.0,2.81385,4.96208,8.78735,-0.24415,-1.22521,-3.09384
03400829,Arnold-Zweig-Straße,5583.0,2.84784,6.39441,13.45455,0.92635,-0.41159,0.982889999999999
03400830,Kissingenviertel,9292.0,4.3853,8.2867,18.82262,1.17839,-0.0154800000000002,2.04466
03500932,Bühringstraße,5096.0,5.10174,8.83046,20.91988,0.35405,-4.22704,-8.24172
03500933,Weißer See,7551.0,3.12375,6.46272,10.92003,0.48232,-0.11871,0.845090000000001
03500934,Weißenseer Spitze,10049.0,4.59042,6.37874,9.62635,1.51181,-1.61175,-1.98782
03500935,Behaimstraße,6407.0,4.81007,7.46059,9.9356,0.353669999999999,-2.58827,-4.88998
03500936,Komponistenviertel Weißensee,9819.0,3.78261,7.95397,15.55934,0.47525,-0.32896,1.67045
03501037,Rathaus Weißensee,8509.0,6.54858,8.99048,22.38232,1.64416,-1.91523,-3.59594
03501038,Hansastraße,7324.0,3.36062,7.52321,20.40816,0.96233,-0.90476,-1.8898
03601139,Norweger Viertel,3795.0,4.63621,7.56258,14.16667,0.6182,-0.950970000000001,-3.19274
03601140,Malmöer Straße,5884.0,3.18565,4.77566,4.67626,0.61524,-1.04017,-1.19141
03601141,Arnimplatz,6576.0,3.09016,5.56569,9.68421,0.95542,-0.56055,1.11588
03601142,Falkplatz,10744.0,2.94391,4.98883,6.12245,0.74738,0.30264,0.18553
03601243,Rodenbergstraße,7032.0,2.44648,4.52218,5.88915,0.4367,-0.41943,-0.5967
03601244,Humannplatz,7600.0,2.50768,4.64474,7.0407,0.47349,-0.21956,0.37403
03601245,Ostseestraße,12813.0,4.39333,7.94506,17.76119,1.21658,-1.31434,-3.13664
03601346,Gethsemanekirche,5470.0,3.21771,6.67276,9.87074,0.65185,0.0590999999999999,0.5787
03601347,Helmholtzplatz,9548.0,3.37211,6.25262,8.07692,0.8431,-0.0964199999999993,0.375279999999999
03601348,Senefelderstraße,7516.0,3.39623,5.16232,5.84532,0.87106,0.17794,1.17983
03601449,Michelangelostraße,9970.0,7.20243,10.57172,35.37981,1.9332,-0.847140000000001,-1.72574
03601450,Volkspark Prenzlauer Berg,3965.0,13.63063,22.87516,50.58824,4.69296,3.87371,15.25491
03601451,Anton-Saefkow-Park,6373.0,3.88678,7.07673,9.82249,0.86724,-0.463439999999999,1.31909
03601452,Velodrom,4063.0,5.46749,10.68176,24.9501,1.08768,-0.48292,-2.34248
03601453,Alter Schlachthof,2825.0,0.54083,1.34513,0.66401,0.24462,0.40528,0.01968
03701554,Teutoburger Platz,11328.0,2.29302,4.74929,6.49718,0.43182,0.268730000000001,-0.71054
03701555,Sredzkistraße,7274.0,2.90507,4.26175,5.19481,0.61261,0.14952,1.20898
03701556,Kollwitzplatz,8656.0,1.97527,4.28604,6.24152,0.48945,0.38015,2.03234
03701657,Thälmannpark,3188.0,6.62344,12.07654,24.42396,1.59399,-0.527980000000001,4.65652
03701658,Christburger Straße,8448.0,2.75831,4.85322,6.53644,0.74908,0.0729000000000006,1.01583
03701659,Immanuelkirchstraße,9164.0,2.73342,4.95417,8.12672,0.67991,0.27791,0.357800000000001
03701660,Bötzowstraße,12823.0,2.56463,4.91305,6.2069,0.32074,0.31264,1.02009
04100101,Jungfernheide/Plötzensee,11548.0,7.52953,16.81676,43.97463,0.74456,-2.07606,-5.7078
04100102,Paul-Hertz-Siedlung,7855.0,10.80474,24.13749,50.64443,2.03532,-2.49619,-2.23185
04200203,Olympiagelände,1482.0,1.61638,1.95682,7.18232,0.00693999999999995,-0.22861,1.39285
04200204,Angerburger Allee,2832.0,2.94985,5.19068,11.39706,0.62775,0.55492,-2.18319
04200205,Flatowallee,2569.0,1.76614,2.99728,7.66423,0.33312,-0.28525,0.0230299999999994
04200206,Kranzallee,2963.0,1.92744,3.77995,7.50605,0.53614,0.0154099999999997,2.69836
04200207,Eichkamp,3192.0,0.45956,1.53509,3.15789,-0.08098,0.16439,-0.57544
04200308,Branitzer Platz,6379.0,2.99265,7.17981,19.50904,0.95503,1.86204,10.19606
04200309,Neu Westend,6936.0,2.51542,4.49827,10.21898,0.2796,0.0128199999999996,2.9187
04200310,Fürstenplatz,7809.0,3.42027,6.00589,13.40909,1.38775,0.43649,2.06406
04200311,Königin-Elisabeth-Straße,7218.0,4.64228,7.75838,18.93333,1.90416,-0.48117,-1.60931
04300412,Schlossgarten,3329.0,5.80087,14.5389,22,-0.15843,-2.81674,-12.06114
04300413,Klausenerplatz,10334.0,5.18932,12.99594,24.61651,1.15144,-1.78063,-2.71226
04300414,Schloßstraße,10786.0,3.54304,7.42629,13.36554,0.56426,-1.78472,-4.68362
04300415,Lietzensee,6488.0,3.41126,7.25956,13.76582,0.28701,-0.69113,0.51661
04300416,Amtsgerichtsplatz,12145.0,3.42482,6.9823,16.08232,1.16391,-0.54493,-1.738
04300517,Tegeler Weg,9637.0,5.20078,11.09266,26.08696,0.67403,-1.10857,-2.54507
04300518,Kaiserin-Augusta-Allee,5930.0,5.04775,11.28162,29.64072,0.52194,-1.8348,-4.27997999999999
04300619,Alt-Lietzow,8859.0,4.24583,9.50446,21.88516,0.75403,-0.62269,-0.507809999999999
04300620,Spreestadt,3429.0,4.16513,10.09041,24.11765,0.18545,-2.76484,-5.64824
04300621,Richard-Wagner-Straße,10811.0,5.28801,11.66405,24.36333,1.33214,-0.659410000000001,0.874560000000002
04300622,Ernst-Reuter-Platz,5157.0,4.54917,12.10006,24.95697,0.134910000000001,-1.20951,0.0830199999999977
04300623,Karl-August-Platz,12121.0,4.38527,9.61142,21.46848,0.70035,-1.15278,-1.49109
04300624,Savignyplatz,9538.0,3.29703,6.02852,14.50472,0.97043,-0.18786,0.47963
04400726,Bismarckallee,5470.0,2.35586,6.58135,12.14575,0.78723,0.74738,4.54341
04400727,Flinsberger Platz,8264.0,3.58276,6.53437,15.22453,0.8604,-1.1951,-1.18685
04400728,Hagenplatz,3173.0,1.53322,3.24614,3.5533,0.29062,0.15369,-1.35133
04400729,Hundekehle,2796.0,1.23617,3.57654,5.49451,0.29396,0.75168,3.02537
04400830,Forckenbeckstraße,7119.0,4.05594,6.78466,14.89573,0.81901,-0.48355,2.61312
04400831,Messelpark,1513.0,0.75662,1.78453,3.52941,0.04233,0.0762499999999999,1.01369
04400832,Breite Straße,7023.0,2.40705,5.0121,9.34211,0.59909,0.70261,4.29563
04400833,Schlangenbader Straße,4178.0,6.28205,13.236,31.49038,1.56427,2.5381,11.99177
04400834,Binger Straße,3574.0,2.31936,5.54001,8.20896,-0.0490599999999999,-0.81545,-0.439690000000001
04400835,Rüdesheimer Platz,10593.0,2.32697,4.89002,8.09444,0.33488,-0.0590999999999999,0.82913
04500936,Droysenstraße,5638.0,3.76259,8.51366,22.01681,0.58964,-0.64941,-2.79059
04500937,Halensee,7683.0,3.131,5.81804,9.61003,0.81003,-0.8963,-1.05279
04500938,Hochmeisterplatz,7919.0,3.49894,7.46306,16.87571,0.84607,-0.41115,-1.46339
04500939,Eisenzahnstraße,6496.0,4.42077,8.5899,19.2848,0.40219,-1.33895,-5.39605
04501040,Hindemithplatz,5998.0,2.70466,5.63521,7.07237,0.88255,-0.72184,0.0876999999999999
04501041,George-Grosz-Platz,5597.0,2.5869,5.52081,11.79673,0.55644,-0.00229000000000035,1.72606
04501042,Breitscheidplatz,3581.0,4.84998,10.05306,31.67082,2.39426,1.48394,11.46357
04501043,Preußenpark,11048.0,3.1263,6.3903,11.70124,0.83688,0.42444,3.12981
04501044,Ludwigkirchplatz,5283.0,3.33137,7.1361,15.2,0.13713,-0.13324,0.306379999999999
04501045,Schaperstraße,9334.0,3.55883,7.45661,16.68533,0.28146,-0.144539999999999,-1.44466
04501146,Barstraße,4715.0,5.30003,10.90138,28.482,1.70516,-2.02408,-4.42535
04501147,Leon-Jessel-Platz,5625.0,2.94338,8.39111,19.06977,0.4945,-0.16648,1.92233
04501148,Brabanter Platz,4436.0,4.21121,9.98647,24.05303,0.82401,0.18125,0.464320000000001
04501149,Nikolsburger Platz,9834.0,3.50796,6.83344,15.83412,0.7962,-0.17685,2.2599
04501150,Wilhelmsaue,3071.0,3.53714,6.34972,11.31387,0.47279,-0.556990000000001,-1.71134
04501151,Hildegardstraße,7572.0,2.63969,5.8373,9.64912,0.44704,0.10854,-0.6342
04501152,Prager Platz,6913.0,3.77607,6.52394,9.95608,0.60078,-0.62607,-2.90942
04501153,Babelsberger Straße,7489.0,3.82398,9.88116,19.7411,0.50895,0.840059999999999,6.06787
05100101,Hakenfelde Nord,4079.0,1.70691,5.61412,8.81295,0.25188,0.47878,-0.903649999999999
05100102,Am Forstacker,4390.0,6.05596,12.8246,38.71636,0.912459999999999,-0.9762,-1.9022
05100103,Mertensstraße,5873.0,6.49864,14.89869,32.8907,0.6241,-2.5287,-7.00743
05100104,Maselake,4830.0,5.73937,12.87785,29.77893,2.20914,-1.08057,-2.18393
05100105,Amorbacher Weg,7608.0,3.85173,8.26761,19.27024,0.78164,-0.959580000000001,0.605080000000001
05100206,Griesingerstraße,3619.0,9.55137,19.56342,43.1918,2.77004,-1.39002,4.71897
05100207,An der Tränke,2314.0,1.06572,2.63613,7.98319,-0.33521,-0.62918,-1.02582
05100208,Im Spektefeld,10703.0,9.54743,21.88172,49.4863,2.01787,-0.722629999999999,-2.66591
05100209,Westerwaldstraße,11547.0,9.51526,22.91504,48.57445,1.40153,-2.93278,-1.80376
05100210,Germersheimer Platz,7709.0,8.03236,19.70424,46.30682,0.689970000000001,-3.34177,-5.67058
05100211,An der Kappe,6068.0,4.46429,9.24522,25.62674,1.46794,-0.34023,2.86812
05100312,Eckschanze,4025.0,7.06425,17.3913,39.19156,0.90706,-3.06668,-5.31016
05100313,Eiswerder,5756.0,8.16632,19.14524,42.08791,1.40584,-2.48828,-6.97969
05100314,Kurstraße,7335.0,10.52531,25.31697,57.79889,1.26326,-2.96272,-2.53234
05100315,Ackerstraße,6753.0,7.66871,18.56952,43.46473,1.07292,-1.16732,-0.130309999999994
05100316,Carl-Schurz-Straße,10341.0,7.34789,17.78358,44.01679,1.02139,-1.49586,0.404150000000001
05100317,Freiheit,3670.0,7.28583,16.13079,35.26405,2.70119,2.56187,12.39716
05200418,Isenburger Weg,3839.0,1.02264,1.92759,3.84615,0.10294,-0.19566,-1.05581
05200419,Am Heideberg,1694.0,3.35968,5.48996,9.52381,0.64065,-0.50411,-0.933710000000001
05200420,Staakener Straße,5780.0,3.20391,6.95502,17.75837,0.04908,-1.0792,-1.57938
05200421,Spandauer Straße,4386.0,5.38433,11.10351,26.50771,0.95302,-0.94112,2.13098
05200422,Werkstraße,1057.0,2.98103,8.23084,22.77228,1.36552,1.00473,6.6649
05200423,Magistratsweg,6606.0,8.77376,19.98183,48.55491,0.897869999999999,-1.12092,-3.33698
05200524,Döberitzer Weg,3367.0,1.93407,4.3065,9.84456,0.48479,0.30172,1.30597
05200525,Pillnitzer Weg,2431.0,0.65574,6.08803,5.89812,0.04099,-0.03085,0.12304
05200526,Rudolf-Wissell-Großsiedlung,5734.0,12.7732,32.97872,67.36754,0.354709999999999,-3.89997,-7.25682999999999
05200527,Maulbeerallee,11620.0,15.37595,38.87263,71.875,2.01607,-1.88602,-0.484800000000007
05200528,Weinmeisterhornweg,7019.0,3.2819,8.22054,20.23047,0.33788,0.28426,0.924910000000001
05200629,Borkumer Straße,7858.0,6.04106,13.08221,36.30505,0.86024,-1.96215,-4.40596
05200630,Wilhelmstadt West,9806.0,6.96296,15.103,38.36066,1.51909,-0.20969,2.93072
05200631,Wilhelmstadt Ost,8462.0,7.33975,15.90641,39.47858,1.15142,-1.91643,-1.82577
05200632,Tiefwerder,3739.0,7.38173,20.88794,47.46318,0.4645,-1.58367,-1.40779
05200633,Graetschelsteig,2003.0,7.49306,13.47978,38.66171,1.76822,-0.38597,0.902369999999998
05200634,Börnicker Straße,4436.0,2.4882,3.6294,8.05195,-0.0313500000000002,0.55248,3.36445
05300735,Haveleck,1925.0,3.67751,8.93506,17.25888,2.97751,5.13389,13.90067
05300736,Zitadellenweg,3667.0,6.42015,18.32561,36.88119,1.07122,-1.54194,-2.52401
05300737,Gartenfelder Straße,10901.0,8.21663,17.64976,43.82184,1.40309,-1.39431,-2.19654
05300839,Rohrdamm,7660.0,6.42941,15.70496,37.92251,1.0003,-2.03741,-3.7583
05300840,Nonnendammallee,486.0,4.5045,10.28807,32.07547,1.6876,-4.36037,-23.69376
05300841,Siemensdamm,4573.0,6.03609,13.33916,30.59581,1.51957,-1.8942,-5.66962
05400942,Alt-Gatow,3642.0,2.21176,3.84404,8.37209,-0.17732,-3.39363,-11.29083
05400943,Jägerallee,10315.0,0.78576,1.87106,2.29333,-0.09085,0.01366,-0.63161
05400944,Kladower Damm,2198.0,0.66834,4.27662,2.6616,0.0801000000000001,3.13767,1.49881
05400945,Kafkastraße,3682.0,1.32316,1.81966,3.80952,0.2897,0.32306,-1.24311
06100101,Fichtenberg,6988.0,1.62098,3.59187,6.73712,0.15534,0.4902,2.16922
06100102,Schloßstraße,8808.0,3.19552,6.13079,13.09735,0.52755,-0.65961,0.14771
06100103,Markelstraße,6281.0,2.5977,4.71263,6.76203,0.7366,-0.51149,-1.40918
06100204,Munsterdamm,6887.0,4.04587,7.66662,16.58228,0.90913,-0.597720000000001,0.121880000000001
06100205,Südende,9881.0,4.13885,7.51948,17.69841,1.10311,-0.736650000000001,-0.550360000000001
06100206,Stadtpark,7694.0,3.30477,6.8235,11.27983,0.72703,-0.93635,-2.90236
06100207,Mittelstraße,8008.0,3.5927,6.58092,14.88033,0.38636,-0.88405,-1.93481
06100208,Bergstraße,6824.0,3.11493,6.3306,9.97475,0.37639,-1.02606,-1.86566
06100209,Feuerbachstraße,9339.0,3.59431,6.57458,13.23268,1.06366,-1.0552,-1.54993
06100210,Bismarckstraße,4868.0,3.87097,7.66228,14.91086,0.80791,-0.618749999999999,-0.39859
06200311,Alt-Lankwitz,4937.0,3.05556,7.61596,14.21488,0.40988,-0.7869,-2.48108
06200312,Komponistenviertel Lankwitz,6097.0,2.49794,4.52682,9.93289,0.51897,0.0143399999999998,-1.19516
06200313,Lankwitz Kirche,7410.0,5.54106,10.09447,24.33333,1.02994,-0.88395,-0.75103
06200314,Kaiser-Wilhelm-Straße,7313.0,4.70271,9.72241,22.45989,0.56926,-0.79368,-1.16584
06200315,Gallwitzallee,5841.0,4.9217,8.61154,15.33742,0.823110000000001,-0.90016,-3.82204
06200316,Belßstraße,5558.0,6.08622,11.87478,31.98324,1.8054,-0.960610000000001,1.42768
06200317,Lankwitz Süd,6402.0,2.25681,4.85786,11.2232,0.5242,-0.765000000000001,-1.6924
06200419,Thermometersiedlung,4636.0,7.18076,14.51682,35.79278,0.45104,-2.78549,-8.5186
06200420,Lichterfelde Süd,7055.0,4.47164,8.92984,20.92772,0.68176,-1.58735,-3.82476
06200421,Königsberger Straße,8349.0,3.38115,6.4918,16.79688,0.85874,0.188969999999999,0.27947
06200422,Oberhofer Platz,7062.0,2.35682,3.97904,10.5673,0.74168,-0.24926,1.0487
06200423,Schütte-Lanz-Straße,8627.0,3.01084,7.09401,19.78477,0.44879,-0.0663400000000003,0.0253200000000007
06300524,Berlepschstraße,5670.0,2.43828,4.14462,10.02907,0.97843,-0.69184,-1.76718
06300525,Zehlendorf Süd,5616.0,4.11534,8.67165,19.54023,0.91579,0.0368999999999993,0.388180000000002
06300526,Zehlendorf Mitte,3311.0,2.30947,5.01359,9.78723,0.67877,-0.17651,2.15514
06300527,Sundgauer Straße,8385.0,2.49476,5.19976,9.684,0.86173,0.128480000000001,-0.172260000000001
06300528,Teltower Damm,11050.0,2.29885,2.25339,4.57064,0.99624,-0.31396,-0.36763
06300629,Botanischer Garten,7088.0,3.23702,4.54289,8.55346,1.12511,-0.78913,-1.18212
06300630,Hindenburgdamm,5612.0,4.83696,8.76693,21.73913,1.39258,0.89665,5.82273
06300631,Goerzwerke,3152.0,1.86788,3.96574,8.99183,0.17456,-0.62053,-2.80442
06300632,Schweizer Viertel,13747.0,2.34884,2.95337,4.23768,0.71393,-0.66118,-1.82701
