id,name,inhabitants,status_index,status_index_class,dynamic_index,dynamic_index_class,status_dynamic_index,status_dynamic_index_class,inhabitants,s1_percentage_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years,inhabitants,z_s1_percentage_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k16_foreigners,k06_change_proportion_of_foreigner,k17_non_eu_foreigners,k07_foreign_transfer_recipients,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
03601450,Volkspark Prenzlauer Berg,3965.0,4.0,sehr niedrig,-,negativ,4-,"Status sehr niedrig , Dynamik negativ",3965.0,13.63063,22.87516,50.58824,4.69296,3.87371,15.25491,3965.0,2.94136,1.69059,1.56402,6.19597,sehr niedrig,3.91256,3965.0,8.04878,42.85714,2.67315,68.49315,42.1942,34.27491,-0.81962,74.83444,56.64914,100.0,55.60684,61.44673,-1.94442,1.56124
03601451,Anton-Saefkow-Park,6373.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",6373.0,3.88678,7.07673,9.82249,0.86724,-0.463439999999999,1.31909,6373.0,-0.36849,-0.54311,-0.88372,-1.79532,mittel,-0.2383,6373.0,1.63551,31.08108,6.84932,36.84771,30.23694,21.26157,2.31843,57.49077,9.67251,0.0,61.89453,24.81886,-1.42586,-10.66078
03601452,Velodrom,4063.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",4063.0,5.46749,10.68176,24.9501,1.08768,-0.48292,-2.34248,4063.0,0.16846,-0.0334,0.0246,0.15966,mittel,0.00088,4063.0,2.54237,40.88542,5.30786,44.63972,32.16835,21.85577,1.68323,64.75225,16.83968,0.0,59.23814,26.31576,1.9013,1.45545
03601453,Alter Schlachthof,2825.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",2825.0,0.54083,1.34513,0.66401,0.24462,0.40528,0.01968,2825.0,-1.50506,-1.35349,-1.43364,-4.29219,hoch,-0.91383,2825.0,0.0,11.7284,2.69058,32.78689,28.92035,15.50442,0.76758,52.96804,1.3986,0.0,64.68558,17.31902,1.91989,-1.64474
03701554,Teutoburger Platz,11328.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",11328.0,2.29302,4.74929,6.49718,0.43182,0.268730000000001,-0.71054,11328.0,-0.90986,-0.87218,-1.08339,-2.86543,mittel,-0.71072,11328.0,0.29821,30.0,6.77618,44.75962,38.08263,25.39725,0.59703,55.89155,6.0713,0.0,60.1099,28.2707,0.02866,-5.79742
03701555,Sredzkistraße,7274.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",7274.0,2.90507,4.26175,5.19481,0.61261,0.14952,1.20898,7274.0,-0.70196,-0.94111,-1.16159,-2.80466,mittel,-0.51457,7274.0,0.81301,33.05687,6.05327,38.16199,32.33434,20.95133,0.11513,56.6273,5.59779,0.0,61.56295,24.47815,-1.6843,-8.24347
03701556,Kollwitzplatz,8656.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",8656.0,1.97527,4.28604,6.24152,0.48945,0.38015,2.03234,8656.0,-1.0178,-0.93768,-1.09874,-3.05422,hoch,-0.64819,8656.0,1.1782,23.04833,6.18182,50.11806,39.22135,27.55314,0.68014,60.62893,6.44888,0.0,57.27974,30.05298,-1.13551,-5.37741
03701657,Thälmannpark,3188.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ",3188.0,6.62344,12.07654,24.42396,1.59399,-0.527980000000001,4.65652,3188.0,0.56112,0.1638,-0.00699,0.71793,mittel,0.55022,3188.0,2.46914,33.01887,6.05042,54.09182,32.62233,21.95734,1.95115,68.28571,20.317,0.0,66.61184,19.36941,-0.71261,-2.37172
03701658,Christburger Straße,8448.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",8448.0,2.75831,4.85322,6.53644,0.74908,0.0729000000000006,1.01583,8448.0,-0.75181,-0.85749,-1.08103,-2.69033,mittel,-0.3665,8448.0,1.7673,28.4561,5.60976,38.43137,33.06108,21.9697,1.02066,55.11853,7.59424,0.0,60.78997,29.17348,-1.36226,-5.82883
03701659,Immanuelkirchstraße,9164.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",9164.0,2.73342,4.95417,8.12672,0.67991,0.27791,0.357800000000001,9164.0,-0.76027,-0.84321,-0.98554,-2.58902,mittel,-0.44155,9164.0,1.45889,27.23048,5.65046,42.37187,34.10083,21.9773,0.61258,55.26316,7.77834,0.0,63.07371,26.19755,-0.77412,-2.84877
03701660,Bötzowstraße,12823.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",12823.0,2.56463,4.91305,6.2069,0.32074,0.31264,1.02009,12823.0,-0.8176,-0.84903,-1.10082,-2.76745,mittel,-0.83124,12823.0,1.27737,28.54534,4.79233,34.88463,28.3475,17.56999,0.58145,56.81314,8.84633,0.0,62.02719,24.26679,-0.04825,-2.30737
04100101,Jungfernheide/Plötzensee,11548.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",11548.0,7.52953,16.81676,43.97463,0.74456,-2.07606,-5.7078,11548.0,0.8689,0.83401,1.16691,2.86982,mittel,-0.3714,11548.0,3.33919,39.00778,10.14015,72.50755,49.57568,29.58088,1.73747,60.33372,25.36508,40.31867,68.2803,24.65595,0.37506,-3.15808
04100102,Paul-Hertz-Siedlung,7855.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil",7855.0,10.80474,24.13749,50.64443,2.03532,-2.49619,-2.23185,7855.0,1.98144,1.86907,1.56739,5.4179,sehr niedrig,1.02906,7855.0,5.51181,37.98024,14.14634,79.83029,56.02801,28.08402,1.17119,69.53762,44.1,100.0,75.88863,12.32226,0.09312,0.23228
04200203,Olympiagelände,1482.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",1482.0,1.61638,1.95682,7.18232,0.00693999999999995,-0.22861,1.39285,1482.0,-1.13971,-1.267,-1.04225,-3.44896,hoch,-1.17171,1482.0,0.0,23.02158,1.34048,38.56502,27.19298,15.45209,0.2203,64.19214,6.54206,0.0,72.89073,15.96383,0.14248,-3.40909
04200204,Angerburger Allee,2832.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",2832.0,2.94985,5.19068,11.39706,0.62775,0.55492,-2.18319,2832.0,-0.68675,-0.80977,-0.78918,-2.2857,mittel,-0.49814,2832.0,2.14286,25.75758,3.15615,64.05229,31.77966,20.58616,3.33276,67.92453,11.04869,0.0,66.14087,20.67987,1.42972,2.80233
04200205,Flatowallee,2569.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",2569.0,1.76614,2.99728,7.66423,0.33312,-0.28525,0.0230299999999994,2569.0,-1.08884,-1.11989,-1.01331,-3.22204,hoch,-0.81781,2569.0,0.0,24.88263,2.14395,47.09302,32.26937,18.68431,1.02116,63.75,5.74713,0.0,67.0947,22.35067,0.98495,-1.20522
04200206,Kranzallee,2963.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",2963.0,1.92744,3.77995,7.50605,0.53614,0.0154099999999997,2.69836,2963.0,-1.03405,-1.00923,-1.02281,-3.06609,hoch,-0.59753,2963.0,0.0,22.59136,1.65394,44.31818,28.34965,14.37732,0.24317,53.28638,11.20448,0.0,73.35652,15.64274,1.45062,11.3143
04200207,Eichkamp,3192.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",3192.0,0.45956,1.53509,3.15789,-0.08098,0.16439,-0.57544,3192.0,-1.53266,-1.32663,-1.28389,-4.14318,hoch,-1.2671,3192.0,0.0,19.10569,0.78616,33.40471,38.69048,29.73058,0.48903,59.64173,2.71444,0.0,66.68812,28.71493,-0.6879,10.55605
04200308,Branitzer Platz,6379.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ",6379.0,2.99265,7.17981,19.50904,0.95503,1.86204,10.19606,6379.0,-0.67221,-0.52854,-0.3021,-1.50285,mittel,-0.14304,6379.0,1.45161,21.51639,4.5728,60.28139,37.87427,25.23907,2.7034,71.42857,17.71732,0.39191,59.70858,35.15233,2.56461,10.22079
04200309,Neu Westend,6936.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",6936.0,2.51542,4.49827,10.21898,0.2796,0.0128199999999996,2.9187,6936.0,-0.83432,-0.90767,-0.85992,-2.60191,mittel,-0.87588,6936.0,1.65017,29.26391,3.63279,43.46793,28.54671,15.61419,-0.46814,53.27793,9.12863,0.0,67.38351,21.27965,0.25685,-1.62562
04200310,Fürstenplatz,7809.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ",7809.0,3.42027,6.00589,13.40909,1.38775,0.43649,2.06406,7809.0,-0.52695,-0.69451,-0.66837,-1.88983,mittel,0.32645,7809.0,1.78817,22.57552,3.64283,58.95735,37.70009,22.1027,-1.85693,63.20973,15.73834,0.0,68.04561,23.6794,-1.3114,0.30675
04200311,Königin-Elisabeth-Straße,7218.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",7218.0,4.64228,7.75838,18.93333,1.90416,-0.48117,-1.60931,7218.0,-0.11186,-0.44673,-0.33667,-0.89526,mittel,0.88675,7218.0,2.74348,29.3578,7.30563,62.61682,38.9166,23.34442,-0.53018,60.53412,16.21622,0.0,64.14659,26.01334,-1.29805,-3.18512
04300412,Schlossgarten,3329.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",3329.0,5.80087,14.5389,22,-0.15843,-2.81674,-12.06114,3329.0,0.2817,0.51195,-0.15254,0.64111,mittel,-1.35113,3329.0,3.35366,30.56995,19.61057,69.9422,55.81256,41.21358,2.00754,67.71137,11.33441,0.0,46.95217,42.63687,6.71975,2.91971
04300413,Klausenerplatz,10334.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",10334.0,5.18932,12.99594,24.61651,1.15144,-1.78063,-2.71226,10334.0,0.07397,0.29379,0.00457,0.37233,mittel,0.07006,10334.0,2.82075,30.15717,15.58842,63.24683,48.30656,26.33056,-0.84744,68.79824,21.23348,0.0,73.53121,17.66984,-1.62157,-4.8203
04300414,Schloßstraße,10786.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",10786.0,3.54304,7.42629,13.36554,0.56426,-1.78472,-4.68362,10786.0,-0.48525,-0.49369,-0.67099,-1.64993,mittel,-0.56703,10786.0,2.43655,28.14815,9.19378,56.36115,38.96718,22.80734,-0.53449,58.53659,11.19334,0.0,68.16026,26.10411,-1.10863,-8.25723
04300415,Lietzensee,6488.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",6488.0,3.41126,7.25956,13.76582,0.28701,-0.69113,0.51661,6488.0,-0.53001,-0.51726,-0.64695,-1.69422,mittel,-0.86784,6488.0,1.10092,26.97769,9.13462,55.26316,38.94883,23.27374,0.73136,60.39735,11.40834,0.0,69.49721,20.27653,0.23108,-3.86418
04300416,Amtsgerichtsplatz,12145.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",12145.0,3.42482,6.9823,16.08232,1.16391,-0.54493,-1.738,12145.0,-0.52541,-0.55646,-0.50786,-1.58973,mittel,0.08359,12145.0,1.44312,30.27344,6.94123,55.54847,41.6303,25.986,-0.12357,54.78454,13.08477,0.0,65.73241,28.02175,-0.71609,-6.43851
04300517,Tegeler Weg,9637.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",9637.0,5.20078,11.09266,26.08696,0.67403,-1.10857,-2.54507,9637.0,0.07786,0.02469,0.09286,0.19541,mittel,-0.44793,9637.0,1.79171,30.44693,13.94263,70.14388,47.08934,28.15191,0.98356,62.993,16.88043,14.40282,64.69251,24.68441,0.08951,-6.29582
04300518,Kaiserin-Augusta-Allee,5930.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",5930.0,5.04775,11.28162,29.64072,0.52194,-1.8348,-4.27997999999999,5930.0,0.02588,0.05141,0.30624,0.38353,mittel,-0.61294,5930.0,3.06859,28.83436,10.64815,70.06536,46.94772,28.09444,0.57368,59.18367,19.04762,39.93255,62.46469,23.98284,-0.06811,-7.49298
04300619,Alt-Lietzow,8859.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",8859.0,4.24583,9.50446,21.88516,0.75403,-0.62269,-0.507809999999999,8859.0,-0.24652,-0.19986,-0.15943,-0.60581,mittel,-0.36113,8859.0,3.25203,29.08012,9.98407,66.44981,45.51304,26.92177,0.71496,62.7673,12.27488,0.0,65.01879,22.51066,0.17018,-6.59618
04300620,Spreestadt,3429.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",3429.0,4.16513,10.09041,24.11765,0.18545,-2.76484,-5.64824,3429.0,-0.27394,-0.11701,-0.02538,-0.41633,mittel,-0.97803,3429.0,0.8596,28.25279,18.61702,84.65473,59.60922,37.27034,1.61271,61.81534,10.68447,95.33392,55.33657,35.26904,6.42285,3.52376
04300621,Richard-Wagner-Straße,10811.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",10811.0,5.28801,11.66405,24.36333,1.33214,-0.659410000000001,0.874560000000002,10811.0,0.10749,0.10548,-0.01063,0.20234,mittel,0.26611,10811.0,3.50877,27.27273,14.59459,68.96302,48.80215,28.46175,0.81475,59.831,18.99254,0.0,65.14418,23.60889,-0.15894,-3.91025
04300622,Ernst-Reuter-Platz,5157.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",5157.0,4.54917,12.10006,24.95697,0.134910000000001,-1.20951,0.0830199999999977,5157.0,-0.14348,0.16713,0.02501,0.04866,mittel,-1.03286,5157.0,1.50215,27.18894,18.12155,81.52012,57.8631,33.21699,0.67589,69.76065,13.48465,0.0,59.71574,26.16506,0.74914,-10.49231
04300623,Karl-August-Platz,12121.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",12121.0,4.38527,9.61142,21.46848,0.70035,-1.15278,-1.49109,12121.0,-0.19916,-0.18474,-0.18445,-0.56835,mittel,-0.41937,12121.0,2.74771,26.56904,11.79638,72.62873,54.91296,35.46737,0.42855,61.6655,13.54331,0.0,63.60906,27.30003,-0.62179,-6.67232
04300624,Savignyplatz,9538.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",9538.0,3.29703,6.02852,14.50472,0.97043,-0.18786,0.47963,9538.0,-0.56882,-0.69131,-0.60258,-1.86271,mittel,-0.12634,9538.0,2.13483,29.15408,7.33122,63.71769,46.27805,29.86999,0.28787,61.53036,8.21643,0.0,64.5738,26.06151,-0.46525,-4.24154
04400726,Bismarckallee,5470.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ",5470.0,2.35586,6.58135,12.14575,0.78723,0.74738,4.54341,5470.0,-0.88852,-0.61315,-0.74423,-2.2459,mittel,-0.32511,5470.0,0.64935,26.67946,5.38922,63.35196,42.5777,23.49177,1.91564,60.93385,15.01736,0.0,63.65542,23.68611,3.6647,10.95391
04400727,Flinsberger Platz,8264.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",8264.0,3.58276,6.53437,15.22453,0.8604,-1.1951,-1.18685,8264.0,-0.47176,-0.61979,-0.55936,-1.65091,mittel,-0.24572,8264.0,1.12835,31.90883,6.3755,64.5774,39.79913,21.89013,0.81525,61.08347,10.66584,0.0,67.34976,19.07212,0.16363,-3.2754
04400728,Hagenplatz,3173.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",3173.0,1.53322,3.24614,3.5533,0.29062,0.15369,-1.35133,3173.0,-1.16796,-1.08471,-1.26015,-3.51282,hoch,-0.86392,3173.0,1.23967,28.57143,2.4558,59.71074,36.84211,19.44532,0.30469,62.23663,3.67505,0.0,66.32687,21.37513,2.1647,0.28815
04400729,Hundekehle,2796.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",2796.0,1.23617,3.57654,5.49451,0.29396,0.75168,3.02537,2796.0,-1.26886,-1.03799,-1.14359,-3.45044,hoch,-0.8603,2796.0,0.0,27.84314,1.56425,60.04415,37.58941,19.84979,0.35826,64.5045,5.39957,0.0,69.20777,20.19296,0.00056,21.59189
04400830,Forckenbeckstraße,7119.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",7119.0,4.05594,6.78466,14.89573,0.81901,-0.48355,2.61312,7119.0,-0.31103,-0.5844,-0.57911,-1.47454,mittel,-0.29062,7119.0,2.18069,25.89532,3.84193,63.93162,39.99157,21.22489,1.3305,68.23296,18.49711,0.0,57.51846,26.30745,6.20205,7.87114
04400831,Messelpark,1513.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",1513.0,0.75662,1.78453,3.52941,0.04233,0.0762499999999999,1.01369,1513.0,-1.43176,-1.29136,-1.26159,-3.98471,hoch,-1.13331,1513.0,0.0,23.25581,1.27273,52.91262,28.08989,14.60674,0.02067,58.82353,0.0,0.0,73.17903,15.61277,0.23605,8.36925
04400832,Breite Straße,7023.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",7023.0,2.40705,5.0121,9.34211,0.59909,0.70261,4.29563,7023.0,-0.87113,-0.83502,-0.91257,-2.61872,mittel,-0.52923,7023.0,1.18846,24.54695,4.25738,43.69565,26.74071,14.80849,1.16889,61.73077,12.14058,0.0,72.20419,18.10469,0.58298,-0.22979
04400833,Schlangenbader Straße,4178.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ",4178.0,6.28205,13.236,31.49038,1.56427,2.5381,11.99177,4178.0,0.44515,0.32774,0.4173,1.19019,mittel,0.51797,4178.0,1.5748,35.09317,9.77496,65.55324,36.6922,20.34466,1.99161,64.35294,26.89655,0.0,73.58116,16.22557,0.77242,7.00758
04400834,Binger Straße,3574.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",3574.0,2.31936,5.54001,8.20896,-0.0490599999999999,-0.81545,-0.439690000000001,3574.0,-0.90092,-0.76038,-0.98061,-2.64191,mittel,-1.23247,3574.0,1.41844,24.22145,6.45161,55.84416,32.73643,16.50811,0.22577,66.10169,10.86957,0.0,73.08477,17.81636,0.15367,1.31111
04400835,Rüdesheimer Platz,10593.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",10593.0,2.32697,4.89002,8.09444,0.33488,-0.0590999999999999,0.82913,10593.0,-0.89833,-0.85228,-0.98748,-2.73809,mittel,-0.8159,10593.0,0.82474,30.86817,4.21754,44.44444,28.37723,16.2277,0.2055,63.17627,8.40678,0.0,72.41717,19.12337,-0.60823,-1.13211
04500936,Droysenstraße,5638.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",5638.0,3.76259,8.51366,22.01681,0.58964,-0.64941,-2.79059,5638.0,-0.41067,-0.33995,-0.15153,-0.90215,mittel,-0.53949,5638.0,2.39044,27.67857,6.85579,66.57224,45.61901,27.17276,-1.17927,62.01044,18.1351,0.0,63.89606,25.76503,-0.72107,-2.52438
04500937,Halensee,7683.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",7683.0,3.131,5.81804,9.61003,0.81003,-0.8963,-1.05279,7683.0,-0.62521,-0.72107,-0.89648,-2.24276,mittel,-0.30037,7683.0,1.34003,27.55633,7.16316,63.30598,42.22309,25.08135,0.6475,59.2631,7.97903,0.0,63.55921,25.35764,1.43167,-2.82392
04500938,Hochmeisterplatz,7919.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",7919.0,3.49894,7.46306,16.87571,0.84607,-0.41115,-1.46339,7919.0,-0.50023,-0.48849,-0.46022,-1.44894,mittel,-0.26126,7919.0,1.83206,24.08875,7.1161,70.66277,46.04117,26.96047,-0.2526,62.01405,11.43617,0.0,63.19545,23.62862,-0.64877,-1.35124
04500939,Eisenzahnstraße,6496.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",6496.0,4.42077,8.5899,19.2848,0.40219,-1.33895,-5.39605,6496.0,-0.1871,-0.32917,-0.31557,-0.83184,mittel,-0.74287,6496.0,2.20339,32.46978,8.60215,70.55616,46.04372,24.66133,1.34117,65.79276,17.84203,0.0,66.9627,22.13368,1.25018,3.24985
04501040,Hindemithplatz,5998.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",5998.0,2.70466,5.63521,7.07237,0.88255,-0.72184,0.0876999999999999,5998.0,-0.77004,-0.74692,-1.04885,-2.56581,mittel,-0.22168,5998.0,1.1236,29.33619,9.92794,60.58091,44.4148,26.5922,-0.53231,57.99373,8.28446,0.0,66.13738,22.10855,-0.65911,-3.02419
04501041,George-Grosz-Platz,5597.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",5597.0,2.5869,5.52081,11.79673,0.55644,-0.00229000000000035,1.72606,5597.0,-0.81004,-0.7631,-0.76518,-2.33832,mittel,-0.57551,5597.0,2.32558,24.36782,7.41573,65.56391,46.64999,28.60461,-0.44478,58.96315,7.62963,0.0,63.87396,43.96131,-1.14284,-23.08983
04501042,Breitscheidplatz,3581.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ",3581.0,4.84998,10.05306,31.67082,2.39426,1.48394,11.46357,3581.0,-0.0413,-0.12229,0.42814,0.26455,mittel,1.4185,3581.0,4.31373,27.23735,9.10308,82.06278,57.33035,37.95029,-1.55388,64.53274,18.5,0.0,63.86628,30.89987,-1.50239,-2.24371
04501043,Preußenpark,11048.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",11048.0,3.1263,6.3903,11.70124,0.83688,0.42444,3.12981,11048.0,-0.62681,-0.64016,-0.77092,-2.03789,mittel,-0.27124,11048.0,2.07373,26.48084,8.45448,69.63534,45.61912,26.36676,1.23223,61.13972,10.4448,0.0,64.79006,25.08206,1.35999,4.9776
04501044,Ludwigkirchplatz,5283.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",5283.0,3.33137,7.1361,15.2,0.13713,-0.13324,0.306379999999999,5283.0,-0.55715,-0.53472,-0.56084,-1.65271,mittel,-1.03046,5283.0,0.67873,31.60622,6.68584,60.53068,42.74087,24.83437,0.19318,55.71646,9.73684,0.0,65.96746,22.93405,0.08373,-7.91787
04501045,Schaperstraße,9334.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",9334.0,3.55883,7.45661,16.68533,0.28146,-0.144539999999999,-1.44466,9334.0,-0.47989,-0.4894,-0.47165,-1.44094,mittel,-0.87386,9334.0,1.8598,30.83832,7.26282,67.50241,48.28584,30.1907,0.06366,60.18453,11.63915,0.0,64.81379,27.65437,0.1182,-0.87341
04501146,Barstraße,4715.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",4715.0,5.30003,10.90138,28.482,1.70516,-2.02408,-4.42535,4715.0,0.11157,-0.00235,0.23667,0.34589,mittel,0.67084,4715.0,3.59408,29.73621,8.19672,69.98654,45.76882,28.71686,1.46568,56.42541,23.53883,0.0,60.3545,33.83765,0.79162,-3.33843
04501147,Leon-Jessel-Platz,5625.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",5625.0,2.94338,8.39111,19.06977,0.4945,-0.16648,1.92233,5625.0,-0.68895,-0.35727,-0.32848,-1.3747,mittel,-0.64271,5625.0,1.59858,28.34331,9.16581,61.82299,43.36,25.72444,0.60783,60.81548,14.75667,0.0,65.23669,26.10582,0.3998,-4.92629
04501148,Brabanter Platz,4436.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",4436.0,4.21121,9.98647,24.05303,0.82401,0.18125,0.464320000000001,4436.0,-0.25828,-0.13171,-0.02926,-0.41925,mittel,-0.2852,4436.0,1.90024,31.75853,8.76979,66.40625,44.90532,25.29306,0.79106,61.67558,19.77912,0.0,67.05938,25.20266,-1.19397,-1.39815
04501149,Nikolsburger Platz,9834.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",9834.0,3.50796,6.83344,15.83412,0.7962,-0.17685,2.2599,9834.0,-0.49717,-0.57751,-0.52276,-1.59744,mittel,-0.31537,9834.0,1.5873,27.64921,6.77672,63.47211,40.56335,24.58816,-0.23532,60.25641,13.84471,0.0,66.79018,22.99822,-0.18585,-2.15085
04501150,Wilhelmsaue,3071.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",3071.0,3.53714,6.34972,11.31387,0.47279,-0.556990000000001,-1.71134,3071.0,-0.48726,-0.6459,-0.79418,-1.92734,mittel,-0.66627,3071.0,0.0,22.05882,6.72372,59.1195,38.32628,22.63106,1.12534,64.17266,12.66234,0.0,67.2379,25.48164,1.30574,-2.83019
04501151,Hildegardstraße,7572.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",7572.0,2.63969,5.8373,9.64912,0.44704,0.10854,-0.6342,7572.0,-0.79211,-0.71835,-0.89413,-2.40459,mittel,-0.69421,7572.0,1.69014,28.17919,6.59864,46.66667,33.38616,19.13629,0.02743,55.55556,11.18012,0.0,70.24317,20.59025,-0.78663,-1.47692
04501152,Prager Platz,6913.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",6913.0,3.77607,6.52394,9.95608,0.60078,-0.62607,-2.90942,6913.0,-0.40609,-0.62127,-0.8757,-1.90306,mittel,-0.5274,6913.0,2.20713,26.31579,6.68657,61.34663,43.61348,26.11023,0.3273,59.11357,9.41476,0.0,67.10978,24.71942,-0.51015,-9.21538
04501153,Babelsberger Straße,7489.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ",7489.0,3.82398,9.88116,19.7411,0.50895,0.840059999999999,6.06787,7489.0,-0.38982,-0.1466,-0.28817,-0.82459,mittel,-0.62704,7489.0,1.87861,28.38039,10.7511,66.97674,45.33316,25.99813,0.49128,63.79045,17.02611,0.0,61.36967,32.06405,1.41889,0.15271
05100101,Hakenfelde Nord,4079.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",4079.0,1.70691,5.61412,8.81295,0.25188,0.47878,-0.903649999999999,4079.0,-1.10896,-0.7499,-0.94434,-2.8032,mittel,-0.90595,4079.0,2.27273,16.09907,3.38983,33.93124,17.92106,8.0657,1.51372,66.8693,19.93355,2.27997,62.6294,20.26254,4.13836,11.07143
05100102,Am Forstacker,4390.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",4390.0,6.05596,12.8246,38.71636,0.912459999999999,-0.9762,-1.9022,4390.0,0.36835,0.26957,0.85118,1.4891,mittel,-0.18923,4390.0,5.26316,44.10112,5.0077,51.17541,24.39636,14.57859,1.53705,62.03125,36.51877,0.0,68.86028,17.85896,0.21029,-0.62378
