id,name,inhabitants,status_index,status_index_class,dynamic_index,dynamic_index_class,status_dynamic_index,status_dynamic_index_class,inhabitants,s1_percentage_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years,inhabitants,z_s1_percentage_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k16_foreigners,k06_change_proportion_of_foreigner,k17_non_eu_foreigners,k07_foreign_transfer_recipients,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
06300630,Hindenburgdamm,5612.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ",5612.0,4.83696,8.76693,21.73913,1.39258,0.89665,5.82273,5612.0,-0.04573,-0.30414,-0.1682,-0.51807,mittel,0.33169,5612.0,3.39257,25.09225,4.08163,63.78772,39.25517,24.91091,6.3067,72.88984,24.13522,0.0,63.38767,29.01557,3.80129,11.58808
06300631,Goerzwerke,3152.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",3152.0,1.86788,3.96574,8.99183,0.17456,-0.62053,-2.80442,3152.0,-1.05428,-0.98297,-0.9336,-2.97085,hoch,-0.98984,3152.0,0.0,23.35766,2.71186,43.27354,38.3566,27.72843,2.10303,69.22197,4.77897,3.20431,60.48652,29.14482,0.7995,9.45166
06300632,Schweizer Viertel,13747.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",13747.0,2.34884,2.95337,4.23768,0.71393,-0.66118,-1.82701,13747.0,-0.8909,-1.1261,-1.21906,-3.23606,hoch,-0.40464,13747.0,1.12755,16.81006,2.01613,44.83416,29.07543,13.41384,-0.29071,69.63124,14.10564,0.0,65.67255,21.59137,0.64807,2.56947
06300633,Augustaplatz,12046.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",12046.0,3.34966,4.82318,11.65414,0.83312,-0.517580000000001,-0.156409999999999,12046.0,-0.55094,-0.86173,-0.77374,-2.18641,mittel,-0.27532,12046.0,2.13904,24.43281,2.45081,39.1373,25.52715,13.7556,0.4037,64.27278,18.88814,0.0,69.56221,16.44541,-0.41373,1.21492
06300634,Lichterfelde West,8511.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",8511.0,1.54743,2.89038,5.28053,0.40412,0.0792799999999998,0.742439999999999,8511.0,-1.16313,-1.13501,-1.15644,-3.45458,hoch,-0.74077,8511.0,0.0,20.87156,2.23848,38.48728,24.25097,12.85395,0.25692,61.70018,11.09914,0.0,69.89696,16.11309,0.37686,2.13694
06400735,Wannsee,10126.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",10126.0,1.39421,2.26151,3.98323,0.20271,-0.25655,-0.781870000000001,10126.0,-1.21518,-1.22392,-1.23434,-3.67344,hoch,-0.9593,10126.0,0.0,19.97951,1.65708,34.4464,22.65455,12.22595,0.46527,67.28595,6.79612,0.0,70.02764,22.94133,0.16144,-0.4054
06400736,Düppel,5234.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",5234.0,1.50968,4.33703,6.46388,0.47656,-0.00368999999999975,0.539709999999999,5234.0,-1.17595,-0.93047,-1.08539,-3.19181,hoch,-0.66218,5234.0,0.75047,25.4386,2.71817,32.26141,21.07375,8.61674,-3.27938,72.28381,13.06667,0.0,77.17023,19.24196,-2.07468,6.34506
06400737,Nikolassee,11498.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",11498.0,1.46976,2.89616,3.97805,0.26816,0.61039,-0.0778899999999996,11498.0,-1.18951,-1.13419,-1.23465,-3.55835,hoch,-0.88829,11498.0,0.85639,23.17199,2.19298,34.25197,31.50113,22.18647,2.09862,73.30459,4.25801,0.0,63.41727,29.41393,2.31329,8.55545
06400838,Krumme Lanke,7511.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",7511.0,0.95808,1.53109,1.78197,0.13532,-0.0854199999999998,-0.08138,7511.0,-1.36332,-1.3272,-1.36651,-4.05703,hoch,-1.03242,7511.0,0.41841,20.11252,1.46935,30.58824,18.83904,9.02676,-0.63285,61.06195,4.4964,0.0,74.56177,15.15712,0.2234,11.9468
06400839,Fischerhüttenstraße,5278.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",5278.0,1.49701,3.31565,5.47753,0.25233,0.49058,1.10435,5278.0,-1.18026,-1.07488,-1.14461,-3.39975,hoch,-0.90547,5278.0,0.0,24.4,2.37179,41.56142,23.30428,11.27321,0.30969,56.97479,7.52033,0.0,73.66974,14.80881,0.35912,6.16188
06400840,Fischtal,7266.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",7266.0,1.43698,2.75255,4.16667,0.2288,-0.29681,-0.77425,7266.0,-1.20065,-1.1545,-1.22332,-3.57847,hoch,-0.93099,7266.0,0.0,27.61628,2.46562,26.28372,16.85934,8.24388,0.02563,61.76962,6.15079,0.0,76.17287,13.931,0.1654,1.82018
06400841,Zehlendorf Eiche,5958.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",5958.0,2.27964,3.96106,7.64075,0.21778,-0.0713300000000006,1.03698,5958.0,-0.91441,-0.98363,-1.01472,-2.91276,mittel,-0.94295,5958.0,0.0,24.82143,2.4974,42.16216,25.1091,12.38671,0.22204,70.4607,10.66879,0.0,66.46884,17.9134,1.82501,5.98362
06400842,Hüttenweg,4810.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",4810.0,0.7838,2.09979,3.75134,0.19091,0.12808,0.63306,4810.0,-1.42252,-1.24679,-1.24826,-3.91757,hoch,-0.9721,4810.0,0.0,21.21212,2.45399,51.37047,37.58836,14.49064,-0.1043,71.59254,3.85852,0.0,60.11409,19.76664,1.31796,4.62655
06400843,Thielallee,4902.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",4902.0,0.70258,1.40759,0.91185,0.33834,0.12733,-0.62446,4902.0,-1.45011,-1.34466,-1.41875,-4.21352,hoch,-0.81215,4902.0,0.67454,18.93004,1.43426,40.09547,30.62016,18.27825,-0.28546,71.54018,1.96078,0.0,72.65641,17.4303,-0.61873,5.32753
06400844,Dahlem,7204.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch , Dynamik stabil",7204.0,1.09576,2.01277,4.39673,0.09233,0.20716,0.38025,7204.0,-1.31656,-1.25909,-1.20951,-3.78516,hoch,-1.07906,7204.0,0.0,19.21459,1.18343,49.42529,32.56524,17.35147,0.18403,68.16,7.6077,0.0,66.20899,20.93523,1.54513,13.06767
07100101,Wittenbergplatz,9808.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",9808.0,4.74607,11.04201,21.19565,1.01626,-0.346210000000001,0.48368,9808.0,-0.0766,0.01753,-0.20083,-0.2599,mittel,-0.07661,9808.0,3.46741,30.15873,12.14789,71.19924,49.01101,28.51754,-1.60065,62.13801,17.50412,0.0,63.46743,29.01907,-0.22409,-5.54167
07100102,Kalckreuthstraße,8675.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",8675.0,6.65911,16.87608,39.3586,1.93235,-1.64537,-2.4209,8675.0,0.57323,0.8424,0.88974,2.30537,mittel,0.91733,8675.0,5.94796,25.87209,19.33514,73.65369,51.05476,33.57925,-0.54279,65.53381,29.07829,0.0,62.18761,33.67129,-0.44133,-5.60016
07100103,Frobenstraße,7712.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil",7712.0,7.58412,21.90093,45.05051,1.97089,-1.26277,-2.13395999999999,7712.0,0.88745,1.55285,1.23151,3.67181,niedrig,0.95915,7712.0,4.41527,27.57143,19.27602,81.14618,63.67998,36.39782,-1.08455,74.38546,32.72877,62.04616,68.25698,23.27014,-0.59896,1.49552
07100204,Barbarossaplatz,10468.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",10468.0,3.23443,8.19641,15.58966,0.89563,-0.346019999999999,0.45022,10468.0,-0.59008,-0.3848,-0.53744,-1.51232,mittel,-0.20749,10468.0,1.28205,27.36052,9.0389,55.19836,40.06496,23.6817,-0.38559,60.0242,14.02944,0.0,66.40328,25.02072,-1.155,-3.64571
07100205,Alvenslebenstraße,5257.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil",5257.0,9.57762,23.79684,45.16129,2.72631,-2.68363,-7.79501,5257.0,1.56461,1.82091,1.23816,4.62368,sehr niedrig,1.77877,5257.0,6.03908,33.07544,25.25126,86.18063,67.90945,38.31082,-2.96547,73.78352,35.67901,78.65703,72.3332,21.27257,-2.94576,-2.17471
07100206,Großgörschenstraße,8223.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",8223.0,5.26064,14.8486,24.33759,0.00510000000000055,-1.41993,-3.90448,8223.0,0.09819,0.55574,-0.01218,0.64175,mittel,-1.17371,8223.0,2.22513,27.77778,25.34909,60.05111,49.00888,29.27156,-0.63167,70.75197,22.68989,70.59467,66.97342,25.24909,-0.9012,-2.20495
07200307,Bayerischer Platz,10578.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",10578.0,3.62491,7.55341,13.59307,1.22666,-0.46154,0.34111,10578.0,-0.45744,-0.47571,-0.65732,-1.59047,mittel,0.15167,10578.0,1.70455,27.252,6.32133,56.12094,36.2923,19.72017,0.0191,59.82742,14.72912,0.0,69.36627,20.36495,-0.39316,-1.87591
07200308,Volkspark (Rudolph-Wilde-Park),10501.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ",10501.0,5.73172,12.57023,28.75912,1.64846,0.61097,3.71847,10501.0,0.25821,0.2336,0.25331,0.74512,mittel,0.60932,10501.0,4.75687,27.33888,8.21832,66.34921,45.64327,27.34025,1.57886,61.12853,26.63888,2.40929,60.90452,31.38066,0.52615,1.79314
07200409,Belziger Straße,9460.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",9460.0,3.10657,9.33404,12.32014,0.21254,-0.45051,-2.76915,9460.0,-0.63351,-0.22395,-0.73376,-1.59122,mittel,-0.94864,9460.0,2.19245,25.03023,14.33692,52.72031,38.8055,22.537,-0.8156,59.24015,13.56757,3.79493,68.94947,24.54868,-0.57251,-7.03432
07200410,Feurigstraße,5565.0,3.0,niedrig,-,negativ,3-,"Status niedrig , Dynamik negativ",5565.0,7.99104,19.3531,43.52201,2.7919,-0.811869999999999,0.609639999999999,5565.0,1.02567,1.19262,1.13973,3.35802,niedrig,1.84994,5565.0,5.64374,25.42694,14.34263,70.41485,54.30368,30.44025,-1.36038,70.89728,31.96013,89.61366,66.90675,27.1731,-0.71313,-5.20592
07200411,Julius-Leber-Brücke,2786.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",2786.0,4.31925,11.77315,15.80645,0.96417,-1.10617,-1.50124,2786.0,-0.22158,0.12091,-0.52442,-0.62509,mittel,-0.13313,2786.0,3.38346,28.03347,14.45087,59.45946,44.54415,26.38191,-0.32945,69.65986,22.63242,8.36324,65.64371,21.67036,-2.14311,-8.36941
07200412,Schöneberger Linse,1094.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",1094.0,3.26577,12.88848,33.33333,-1.37191,-2.32891,-23.11828,1094.0,-0.57944,0.2786,0.52796,0.22712,mittel,-2.66774,1094.0,2.39521,23.42342,12.76596,84.57143,59.87203,40.21938,2.82807,78.86364,13.58314,58.13528,25.95495,113.54524,75.12734,177.12418
07200413,Cheruskerstraße,7886.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",7886.0,3.40946,8.86381,14.00209,0.89113,-0.132689999999998,0.0041000000000011,7886.0,-0.53063,-0.29044,-0.63276,-1.45383,mittel,-0.21238,7886.0,3.04878,29.05501,12.76596,46.3392,35.22698,20.32716,-0.30597,55.77043,14.8981,27.70733,65.93056,24.67821,-1.11848,-7.87472
07200414,Hohenfriedbergstraße,3736.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",3736.0,3.45188,9.71627,13.70143,0.93029,-0.224780000000001,-3.49602,3736.0,-0.51622,-0.16991,-0.65082,-1.33695,mittel,-0.16989,3736.0,1.31926,29.11051,12.66491,54.35169,39.69486,22.18951,-1.12239,65.5006,14.68254,85.17131,62.48942,25.30842,-1.13031,-6.65534
07300515,Taunusstraße,6860.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",6860.0,1.92518,4.6793,7.59346,0.51703,-0.125500000000001,0.0592100000000002,6860.0,-1.03481,-0.88208,-1.01756,-2.93445,mittel,-0.61827,6860.0,1.5,23.69942,4.53594,41.94499,25.91837,12.74052,-0.02939,60.06865,13.48465,0.0,71.36752,19.03136,-1.2064,-1.3981
07300516,Odenwaldstraße,8839.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",8839.0,2.04082,4.85349,7.6225,0.48983,-0.1761,0.0946999999999996,8839.0,-0.99553,-0.85745,-1.01582,-2.8688,mittel,-0.64778,8839.0,0.94229,27.91234,4.59057,40.02987,29.3359,16.06517,-0.28373,62.53521,10.05372,0.0,69.27796,21.14113,-1.69165,-5.89636
07300517,Perelsplatz,8767.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",8767.0,2.0451,4.90476,6.91164,0.55151,-0.68395,-1.65508,8767.0,-0.99408,-0.8502,-1.0585,-2.90278,mittel,-0.58086,8767.0,1.2318,24.03628,4.57173,42.41135,30.15855,17.24649,1.58204,57.47354,11.55209,0.0,68.35743,26.65024,0.62101,-5.76648
07300618,Ceciliengärten,9371.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",9371.0,2.51209,5.73044,10.26518,0.49775,-0.68973,-1.71758,9371.0,-0.83545,-0.73346,-0.85714,-2.42605,mittel,-0.63919,9371.0,1.2931,23.9548,4.96375,44.2446,32.47252,16.9459,-0.05802,60.64232,13.04975,0.0,70.91459,19.55056,-0.5681,1.63403
07300619,Grazer Platz,12302.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",12302.0,4.58768,12.69712,26.39769,0.81982,-0.0377799999999997,1.36865,12302.0,-0.1304,0.25154,0.11152,0.23266,mittel,-0.28975,12302.0,3.13757,28.26772,8.98268,63.04668,44.61876,22.99626,0.3896,67.16154,25.01022,0.13006,70.30152,19.95894,-0.75315,-2.30606
07400720,Gontermannstraße,12038.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",12038.0,5.66502,11.84582,27.8481,1.45794,-1.23129,-0.628720000000001,12038.0,0.23555,0.13118,0.19861,0.56534,mittel,0.40261,12038.0,3.12213,34.18414,7.15763,61.79648,41.60159,20.23592,-0.0834,64.94253,23.69971,0.33228,71.43849,18.31684,-0.62764,-4.00767
07400721,Paradestraße,5464.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",5464.0,2.58572,8.65666,14.21053,0.36298,-1.0139,-0.78162,5464.0,-0.81044,-0.31973,-0.62025,-1.75042,mittel,-0.78541,5464.0,1.58983,21.12,7.11297,42.65611,32.21083,14.51318,-13.92162,63.30391,19.35484,0.0,74.97603,49.01158,-8.2038,-9.82882
07400822,Lindenhofsiedlung,2255.0,2.0,mittel,+,positiv,2+,"Status mittel , Dynamik positiv",2255.0,4.82809,11.04213,21.48148,0.50844,-2.09132,-4.44445,2255.0,-0.04874,0.01755,-0.18367,-0.21486,mittel,-0.62759,2255.0,1.79641,36.86869,7.44337,37.11656,22.03991,9.80044,0.38321,61.08597,21.80851,22.57206,61.98347,15.26692,0.8698,5.71788
07400823,Wittekindstraße,9832.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",9832.0,5.21081,13.78153,34.38767,0.15726,-0.73493,-3.62299,9832.0,0.08127,0.40487,0.59127,1.07741,mittel,-1.00861,9832.0,3.05085,39.3319,8.05153,61.71548,36.66599,19.11107,1.38483,65.83289,28.85866,2.47152,66.6595,20.7117,1.17613,-1.16916
07400824,Bosepark,7390.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",7390.0,4.59194,11.06901,22.86528,1.21892,0.0305800000000005,0.843259999999997,7390.0,-0.12895,0.02135,-0.10058,-0.20818,mittel,0.14327,7390.0,2.7972,22.08158,8.08006,59.86509,40.56834,23.61299,1.33171,63.38109,23.83059,3.76184,60.78094,27.99837,-0.70737,-4.42496
07400825,Friedrich-Karl-Straße,7360.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",7360.0,4.99072,12.14674,28.98089,1.00562,-1.69206,-2.01699,7360.0,0.0065,0.17373,0.26662,0.44685,mittel,-0.08816,7360.0,2.63523,32.77075,8.07393,62.16713,42.32337,23.79076,1.31808,62.70702,21.88088,0.0,66.66189,23.50026,0.25899,-2.03067
07400826,Marienhöhe,5114.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",5114.0,3.48618,10.42237,22.2028,0.29868,-0.470619999999998,-1.40831,5114.0,-0.50457,-0.07008,-0.14036,-0.71501,mittel,-0.85518,5114.0,1.39211,31.01852,6.40648,48.03493,28.02112,13.3946,0.84649,63.64964,23.46939,0.0,72.48363,16.08594,-0.33688,-4.31316
07400927,Rathaus Tempelhof,11104.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",11104.0,6.30108,14.44524,36.20237,1.20637,-1.1063,-1.29763,11104.0,0.45162,0.49871,0.70023,1.65056,mittel,0.12966,11104.0,3.89725,29.0853,6.61323,71.03175,46.07349,26.35987,2.49007,66.07448,30.27351,31.75432,63.96456,29.2247,0.35502,-1.32739
07400928,Germaniagarten,3980.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil",3980.0,9.31864,23.51759,58.23009,1.35926,-3.25329,0.0867699999999942,3980.0,1.47664,1.78143,2.02286,5.28093,sehr niedrig,0.29554,3980.0,5.98291,37.13528,19.2399,84.33931,57.1608,36.00503,0.48964,55.1291,32.88987,100.0,55.99251,30.32567,-2.28062,-11.58422
07501029,Ringstraße,8138.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",8138.0,6.18781,14.21725,35.90952,0.79848,-1.04085,-2.21484,8138.0,0.41314,0.46647,0.68265,1.56226,mittel,-0.3129,8138.0,3.94558,30.39591,7.54839,65.35304,41.30007,21.44261,1.04788,63.20917,32.14286,30.06881,60.60724,27.48769,1.52248,-2.37057
07501030,Machonstraße,8890.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",8890.0,6.14127,14.45444,35.38851,0.58765,-1.70019,-2.69439000000001,8890.0,0.39733,0.50001,0.65136,1.5487,mittel,-0.54165,8890.0,4.07609,30.44554,7.55873,72.93065,42.93588,22.30596,0.52839,63.33838,29.16433,36.15298,64.98396,22.56523,0.78106,-0.05533
07501031,Eisenacher Straße,9101.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",9101.0,4.88611,11.31744,26.63317,0.80067,-1.06516,-3.01507,9101.0,-0.02903,0.05647,0.12566,0.1531,mittel,-0.31052,9101.0,2.886,34.34211,5.39278,56.37297,33.90836,16.10812,0.3141,66.43929,27.56972,18.41556,71.78928,17.82987,-0.36642,-3.96535
07501032,Imbrosweg,5653.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",5653.0,5.39283,12.87812,28.51064,0.86128,-0.85153,0.772379999999998,5653.0,0.1431,0.27714,0.23839,0.65863,mittel,-0.24476,5653.0,4.63458,28.70544,5.17375,56.55836,34.31806,15.67309,1.16496,64.55982,32.72506,36.70617,71.82495,16.07084,-0.04105,0.24165
07501133,Fritz-Werner-Straße,8141.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",8141.0,6.58589,12.52917,30.03229,1.45467,-1.5366,-5.60785,8141.0,0.54836,0.2278,0.32975,1.10591,mittel,0.39906,8141.0,3.68957,29.93631,4.58234,71.50586,40.11792,23.32637,2.91746,64.0337,28.46633,93.28092,64.59667,22.66202,1.41468,-1.64627
07501134,Hundsteinweg,10584.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",10584.0,4.1564,8.62623,23.65115,1.09418,-1.12735,-2.67679,10584.0,-0.2769,-0.32403,-0.0534,-0.65433,mittel,0.00793,10584.0,2.92208,23.4391,2.83079,53.53788,30.15873,13.96447,0.24762,69.55345,31.13497,3.25964,73.09635,15.9244,0.39396,-1.36164
07501135,Birnhornweg,2233.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",2233.0,2.27774,4.1648,10.48387,1.11916,-0.0765600000000006,-1.82956,2233.0,-0.91505,-0.95482,-0.84401,-2.71388,mittel,0.03503,2233.0,1.76211,15.26316,1.12179,40.96774,23.9588,9.85222,-0.3358,63.18182,20.0,0.0,77.44917,14.17945,-0.6642,10.10101
07601236,Marienfelder Allee Nordwest,10193.0,3.0,niedrig,-,negativ,3-,"Status niedrig , Dynamik negativ",10193.0,8.62315,19.73904,48.47188,2.7624,-0.508040000000001,3.87151,10193.0,1.24039,1.24719,1.43694,3.92452,niedrig,1.81793,10193.0,5.84192,28.13397,6.19469,66.61608,42.85294,23.83989,1.04354,77.94239,54.55746,34.67085,67.15291,22.75237,-0.09802,0.81548
07601237,Kirchstraße,4740.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",4740.0,2.13425,4.68354,10.69079,0.59051,0.133249999999999,1.73314,4740.0,-0.9638,-0.88148,-0.83159,-2.67687,mittel,-0.53854,4740.0,1.3245,19.6468,2.60799,42.02899,25.88608,11.35021,1.48417,62.26766,17.68421,0.99156,73.91687,14.99065,0.57825,0.00951
07601238,Marienfelde Nordost,2869.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",2869.0,5.35602,12.4085,37.29604,1.45174,-1.78234,-2.90247,2869.0,0.13059,0.21074,0.7659,1.10723,mittel,0.39588,2869.0,4.6595,31.22807,2.1102,71.23552,39.97909,17.81108,0.89392,67.51468,38.68132,97.69955,73.15828,15.20628,0.52528,-2.4869
07601339,Tirschenreuther Ring West,5749.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil",5749.0,8.0481,17.75961,41.01655,2.31639,-0.673170000000002,-1.56014,5749.0,1.04505,0.96732,0.98929,3.00166,niedrig,1.33401,5749.0,2.98507,35.19737,7.83133,60.03937,40.16351,15.01131,0.98524,68.59791,41.97689,8.38407,73.13815,11.21604,-0.33428,0.60119
07601340,Tirschenreuther Ring Ost,6429.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",6429.0,6.72119,17.80992,41.68443,1.7378,-1.03066,-0.135719999999999,6429.0,0.59432,0.97443,1.0294,2.59815,mittel,0.70625,6429.0,5.13245,34.52722,7.85805,61.04015,42.61938,17.34329,1.7867,64.4843,38.39458,4.61969,72.01371,16.23564,0.24769,-0.40851
07601341,Diedersdorfer Weg,2284.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",2284.0,4.35109,9.67601,17.54967,0.58843,0.61708,4.82882,2284.0,-0.21077,-0.1756,-0.41975,-0.80612,mittel,-0.5408,2284.0,4.0,21.02804,7.85824,54.2522,31.34851,16.41856,2.34644,42.93333,34.09742,90.76182,71.9963,21.59273,-0.21524,4.51389
07601442,Kettinger Straße,10498.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",10498.0,2.86487,6.1345,15.0037,0.43009,-0.84821,-2.08967,10498.0,-0.71562,-0.67633,-0.57262,-1.96457,mittel,-0.7126,10498.0,2.11132,28.54331,2.09644,40.19548,23.12821,10.47819,0.72139,62.90909,27.00508,17.64146,73.01145,15.83203,0.57449,5.3193
07601443,Töpchiner Weg,10895.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",10895.0,3.09593,8.8022,20.83071,0.75807,0.257689999999998,2.61901,10895.0,-0.63713,-0.29915,-0.22275,-1.15903,mittel,-0.35674,10895.0,0.77178,26.81416,3.31029,41.57667,23.13905,9.14181,0.96323,62.14859,29.63801,0.3855,71.43684,14.87443,0.22423,3.92519
07601544,John-Locke-Straße,8485.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",8485.0,6.29969,13.02298,27.88462,1.13782,-1.24404,-4.0372,8485.0,0.45114,0.29762,0.2008,0.94956,mittel,0.05528,8485.0,4.8011,30.04808,5.57461,51.86488,30.61874,14.66117,3.02504,73.39228,34.0197,25.6924,62.39911,19.95911,5.56038,16.07623
07601545,Nahariyastraße,8431.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig , Dynamik stabil",8431.0,9.37746,24.7183,57.58645,1.38843,-1.55993,-1.61087,8431.0,1.49662,1.95119,1.98422,5.43203,sehr niedrig,0.32719,8431.0,6.0,38.94967,8.66873,64.07879,40.24434,22.99846,0.95564,76.17329,59.12807,75.16309,69.48644,15.64131,-0.59772,-2.00563
07601546,Franziusweg,6978.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",6978.0,1.88073,4.45686,8.33333,0.48055,0.0478100000000001,0.129340000000001,6978.0,-1.04991,-0.91353,-0.97314,-2.93658,mittel,-0.65785,6978.0,1.31004,21.42857,2.4619,35.50661,20.07739,8.77042,0.99059,52.45098,17.36746,0.0,76.27907,15.62699,-0.03566,6.12784
07601547,Horstwalder Straße,3859.0,2.0,mittel,-,negativ,2-,"Status mittel , Dynamik negativ",3859.0,4.25725,9.74346,27.77778,1.02859,0.77496,4.40344,3859.0,-0.24264,-0.16607,0.19438,-0.21433,mittel,-0.06323,3859.0,4.18006,25.06596,1.60833,39.73988,22.13009,12.9049,0.58274,76.10442,36.67377,0.0,65.27208,23.00153,0.967,1.06383
07601548,Wittelsbacherstraße,2964.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",2964.0,1.45278,4.8583,15.21253,0.21165,-0.68605,-3.82417,2964.0,-1.19528,-0.85677,-0.56008,-2.61213,mittel,-0.9496,2964.0,0.0,22.01258,0.80925,34.95327,18.92713,9.37922,1.2811,61.51079,30.58824,3.57625,72.41993,16.5655,0.2524,1.11722
08100101,Hasenheide,4516.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig , Dynamik stabil",4516.0,9.15273,19.22055,40.41746,2.01188,-1.33979,0.634459999999997,4516.0,1.42028,1.17388,0.95332,3.54748,niedrig,1.00362,4516.0,9.14286,32.13296,23.91304,68.80131,56.1116,37.5775,1.31013,61.69711,26.69713,78.49867,61.21409,29.26466,-0.32025,-7.33669
08100102,Schillerpromenade Nord,8218.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel , Dynamik stabil",8218.0,8.34602,16.20832,37.86096,1.97556,-1.72685,0.456379999999996,8218.0,1.14625,0.74798,0.79982,2.69405,mittel,0.96422,8218.0,6.98366,32.14286,24.68619,68.97507,53.32198,35.7873,0.17536,61.78171,21.27422,100.0,62.0505,29.97513,-2.04771,-6.35008
