id,name,inhabitants,s1_percentage_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years
07070704,Nahariyastraße,8547.0,8.08241,26.27823,59.19732,-1.69203,0.25916,0.68233
07070705,Franziusweg/Rohrbachstraße,7031.0,1.41974,4.40905,8.20399,-0.77476,0.19279,-0.57757
07070706,Horstwalder Straße/Paplitzer Straße,3936.0,3.26914,8.9685,23.37434,0.91415,1.31349,5.57131
07070707,Wittelsbacherstraße,2976.0,1.27505,5.54435,19.0367,-0.32542,1.79776,7.28735
08010115,Hasenheide,880.0,3.16456,8.75,13.28125,-1.33994,-1.89073,-13.08239
08010116,Wissmannstraße,3697.0,8.20565,22.82932,47.76471,-0.81218,-2.3105,-1.5
08010117,Schillerpromenade,16138.0,6.50407,18.57107,41.05754,-0.98457,-2.54624,-6.44788
08010118,Silbersteinstraße,11891.0,8.24534,26.91952,61.84807,-2.13029,-2.6764,-6.38523
08010211,Flughafenstraße,10029.0,6.35684,19.8624,46.852,-1.05246,-3.40278,-11.31043
08010212,Rollberg,7475.0,8.98573,31.31773,57.24409,-1.1645,-2.91263,-8.29219
08010213,Körnerpark,12455.0,6.79763,21.84665,50.95267,-1.0445,-3.02488,-8.89266
08010214,Glasower Straße,8197.0,8.78346,27.37587,59.80952,-1.47169,-1.01307,-1.18474
08010301,Reuterkiez,27732.0,4.73468,15.32165,32.68842,-1.13695,-1.92072,-5.19124
08010302,Bouchéstraße,3696.0,6.09118,19.53463,47.85894,-1.94521,-1.60978,-3.61889
08010303,Donaustraße,8418.0,6.25,23.17653,55.9415,-1.67285,-2.49311,-4.97084
08010404,Rixdorf,23741.0,6.42117,20.61413,45.02667,-1.47456,-1.96379,-5.31924
08010405,Hertzbergplatz,9049.0,5.78393,17.48259,41.67417,-1.42809,-2.33152,-5.03747
08010406,Treptower Straße Nord,7143.0,9.62934,31.77936,69.51317,-1.56543,-0.77615,-0.29659
08010407,Gewerbegebiet Ederstraße,799.0,7.12166,14.14268,47.82609,-0.58142,0.25046,4.77053
08010508,Weiße Siedlung,5772.0,10.62232,38.80804,66.94466,-2.65614,-3.1941,-6.25206
08010509,Schulenburgpark,9459.0,13.17612,41.86489,76.28613,-1.87835,-1.98588,-0.79028
08010510,Gewerbegebiet Köllnische Heide,480.0,10.02571,23.75,77.19298,2.09732,0.24402,25.13819
08020619,Buschkrugallee Nord,11646.0,7.79764,23.93955,46.86729,-2.25092,-1.90315,-6.08664
08020620,Tempelhofer Weg,9354.0,7.07071,20.81462,49.09539,-1.17839,-1.73546,-7.35352
08020621,Mohriner Allee Nord,2346.0,0.87483,2.47229,6.17284,0.03774,0.23284,0.15277
08020622,Parchimer Allee,14211.0,4.46301,12.81402,29.61276,-0.75998,-1.78437,-3.54605
08020623,Ortolanweg,1281.0,5.28402,16.23731,46.03175,-0.70324,0.25593,-5.4834
08020624,Britzer Garten,1410.0,3.80435,8.43972,9.88142,-0.27476,-0.01878,-4.06089
08020625,Handwerker-Siedlung,3319.0,3.52147,10.93703,20.76503,-1.79301,0.89807,1.15177
08020726,Buckow West,8403.0,3.03088,8.11615,20,-0.47522,0.72162,0.12889
08020727,Buckow Mitte,12013.0,4.08163,11.15458,29.37107,-0.18675,-0.51824,-1.47264
08020728,Buckow Ost,8851.0,5.67001,19.29725,47.7306,-1.75801,0.02913,-1.41086
08030829,Gropiusstadt Nord,12437.0,7.40586,24.16178,56.06809,-1.38612,-1.20356,-4.06192
08030830,Gropiusstadt Süd,7415.0,5.58882,16.06204,45.9926,-2.25081,-1.31264,-8.75382
08030831,Gropiusstadt Ost,17564.0,7.37358,21.76611,46.72686,-1.53511,-1.83761,-6.45681
08040932,Goldhähnchenweg,2868.0,7.78157,17.53835,47.21604,2.28852,1.83845,4.77702
08040933,Vogelviertel Süd,4157.0,2.71241,9.0931,26.06516,-0.69254,0.93132,3.53769
08040934,Vogelviertel Nord,2679.0,3.25444,10.07839,23.79603,-0.97499,-1.49155,-3.01362
08041035,Blumenviertel,8239.0,2.31768,5.26763,14.08712,-0.2173,0.18309,-0.05241
08041036,Zittauer Straße,6866.0,1.92542,4.52957,11.64706,0.06821,0.74539,1.41084
08041037,Alt-Rudow,9865.0,3.71616,10.66396,29.47368,-0.28113,0.11862,-1.31728
08041038,Waßmannsdorfer Chaussee,7011.0,1.75097,4.59278,10.07503,-0.46153,-0.09404,-0.86615
08041039,Frauenviertel,3870.0,2.24025,8.99225,18.69919,-0.38523,-1.32398,-3.6325
08041040,Waltersdorfer Chaussee Ost,7930.0,3.09046,8.67591,21.70881,-0.17816,-0.32622,-0.28024
09010101,Elsenstraße,12471.0,4.40395,10.35202,17.59546,-1.06666,-0.92668,-2.87173
09010102,Am Treptower Park Nord,69.0,0,0,0,0,0,0
09010201,Am Treptower Park Süd,4341.0,2.20126,5.78208,9.2033,-0.71793,-0.58513,-1.96911
09010202,Köpenicker Landstraße,6980.0,4.23488,10.28653,31.68654,-1.4031,-0.13411,0.65206
09010301,Baumschulenstraße,15668.0,3.5577,8.15675,19.73526,-1.1282,-0.90285,-4.89305
09010302,Späthsfelde,2894.0,0.89757,2.97167,7.28291,-0.3971,0.25316,-0.28012
09010401,Johannisthal West,8503.0,3.22378,6.91521,20.68966,-0.49613,0.07625,-0.14897
09010402,Johannisthal Ost,11436.0,2.85166,7.89612,16.26506,-0.61426,0.12609,1.37956
09020501,Oberschöneweide West,7398.0,6.85817,18.19411,43.31797,-2.05132,-1.43779,0.04312
09020502,Oberschöneweide Ost,15732.0,5.46048,14.80422,31.84457,-1.22617,0.42144,0.41319
09020601,Schnellerstraße,8970.0,4.80261,14.97213,38.00457,-0.47895,1.80942,4.70487
09020602,Oberspree,3587.0,3.90816,8.30778,22.46377,-0.03003,-0.03504,2.26175
09020701,Adlershof West,2763.0,0.95195,2.49729,6.74157,-0.1727,0.2733,-2.34934
09020702,Adlershof Ost,16805.0,3.87399,9.86611,23.79406,-1.12415,0.67464,2.61403
09020801,Spindlersfeld,2948.0,3.42186,8.85346,16.82464,-0.01782,0.3015,1.34241
09020802,Köllnische Vorstadt,7916.0,5.60107,17.78676,41.86391,-0.94864,-0.39858,-1.60743
09030901,Dorf Altglienicke,13213.0,1.59562,3.72361,8.52443,0.2323,0.12306,1.16443
09030902,Wohngebiet II,5665.0,7.25171,22.66549,49.94641,-1.74959,-1.19193,-3.80499
09030903,Kölner Viertel,8167.0,3.92551,12.3546,25.70332,0.34122,3.07766,7.71169
09031001,Bohnsdorf,13117.0,2.16822,5.38233,12.56983,-0.22787,0.58427,0.90802
09031101,Grünau,6530.0,2.00297,4.96172,10.77922,-0.70266,0.04532,0.10101
09031201,Karolinenhof,1833.0,0.28736,1.30933,1.7316,-0.36623,0.03084,1.7316
09031202,Schmöckwitz/Rauchfangswerder,2577.0,0.81199,3.76407,10.30641,-0.45785,0.41053,2.10452
09041301,Kietzer Feld/Nachtheide,14701.0,3.0259,6.83627,17.35875,-0.66476,0.0066,-0.21175
09041302,Wendenschloß,1898.0,0.45126,1.79136,2.90909,-0.6527,-0.30577,-2.62451
09041401,Allende I,4833.0,2.68097,6.68322,20.39046,-0.80789,0.1939,1.20069
09041402,Allende II,1558.0,2.55885,6.22593,16.07143,0.25369,1.24277,7.29094
09041501,Altstadt Kietz,7712.0,5.56618,15.75467,32.5834,-0.58493,1.32769,2.40737
09041601,Müggelheim,6755.0,0.83037,2.16136,4.89845,-0.29484,0.04954,1.91918
09051701,Hirschgarten,4052.0,5.71308,7.25568,14.02062,1.32624,1.00394,0.55908
09051702,Bölschestraße,15002.0,1.75232,4.05946,7.98383,-0.45294,0.21881,0.97546
09051801,Rahnsdorf/Hessenwinkel,9477.0,1.52166,3.10225,5.66929,-0.54074,0.34488,0.86
09051901,Dammvorstadt,11304.0,2.9781,6.71444,12.45602,-0.93629,-0.21773,-1.67357
09052001,Köpenick Nord,12900.0,2.38285,4.84496,10.06378,-0.64786,-0.22745,-0.89312
10010101,Marzahn West,5752.0,6.05986,22.89638,44.82759,-1.23258,-1.77299,-4.64609
10010102,Havemannstraße,18455.0,5.90391,22.05906,44.34968,-2.83505,-3.50316,-9.7811
10010203,Gewerbegebiet Bitterfelder Straße,1330.0,0,0,0,0,0,0
10010204,Wuhletalstraße,10747.0,5.53441,20.12655,42.94245,-1.79786,-2.28971,-3.48009
10010205,Marzahn Ost,8172.0,5.45032,19.22418,43.47134,-1.97222,-0.80227,-2.93441
10010206,Ringkolonnaden,17600.0,4.72942,16.125,39.87629,-1.64394,-0.77186,-4.10181
10010207,Marzahner Promenade,10733.0,4.98816,15.62471,37.20317,-1.53358,-2.63398,-8.84334
10010308,Marzahner Chaussee,2187.0,4.17537,6.53864,9.15493,0.53673,-0.41714,-5.32783
10010309,Springpfuhl,14391.0,4.28961,12.52866,31.40794,-1.28405,-1.80574,-6.64948
10010310,Alt-Marzahn,18199.0,4.00864,11.85779,29.17362,-1.38635,-1.39847,-6.93265
10010311,Landsberger Tor,3695.0,2.00547,7.28011,16.36691,-0.57777,0.11776,0.2778
10020412,Alte Hellersdorfer Straße,6835.0,7.78404,28.60278,49.09205,-2.94595,-5.21551,-11.31533
10020413,Gut Hellersdorf,16114.0,5.44484,19.66613,42.92683,-2.0012,-0.99066,-4.918
10020414,Helle Mitte,1676.0,4.34783,19.33174,40.38462,-1.52944,-2.71645,-5.70913
10020415,Hellersdorfer Promenade,5776.0,7.54811,28.99931,58.31843,-3.82666,-4.37006,-11.64391
10020416,Böhlener Straße,5646.0,6.03175,24.56606,48.27586,-4.05771,-2.49361,-6.99216
10020517,Adele-Sandrock-Straße,9213.0,3.0194,10.65885,25.83919,-0.54521,-0.15257,-3.17489
10020518,Schleipfuhl,5314.0,6.26506,19.89085,40.89609,-0.72738,0.36308,0.14406
10020519,Boulevard Kastanienallee,6105.0,6.71335,26.30631,48.67002,-3.99401,-3.57305,-8.69878
10020620,Kaulsdorf Nord II,3367.0,4.18529,14.43421,38.27751,-1.50381,-1.7222,-5.43834
10020621,Gelbes Viertel,6329.0,6.89034,24.83805,47.47082,0.01678,1.03637,1.42055
10020622,Kaulsdorf Nord I,8634.0,3.12853,10.1691,26.02871,-1.3499,-1.38228,-5.48222
10020623,Rotes Viertel,6527.0,3.65736,10.77065,25.16383,-1.10118,0,-0.40511
10030724,Oberfeldstraße,7871.0,0.52728,1.20696,2.1519,-0.12361,-0.22912,0.1083
10030725,Buckower Ring,6311.0,3.89329,11.39281,18.55263,-1.64635,0.67342,2.74985
10030726,Alt-Biesdorf,3497.0,1.50023,4.57535,10.9462,-0.11964,1.71726,5.10864
10030727,Biesdorf Süd,9733.0,0.47224,1.09935,1.98822,-0.09994,-0.10301,-1.45723
10040828,Kaulsdorf Nord,7805.0,1.64461,4.36899,10.47992,-0.66135,-0.85189,-2.50323
10040829,Alt-Kaulsdorf,3923.0,1.84603,4.84323,6.917,0.51592,0.96232,2.20608
10040830,Kaulsdorf Süd,7646.0,0.40127,1.54329,2.19048,-0.4608,-0.25923,-1.23987
10040931,Mahlsdorf Nord,9714.0,0.72624,1.67799,1.63205,-0.22933,-0.13473,-0.47765
10040932,Alt-Mahlsdorf,4273.0,1.25809,1.89562,3.36449,-0.20587,-0.22774,0.52606
10040933,Mahlsdorf Süd,15169.0,0.59426,1.5624,2.66602,-0.45794,-0.41766,-1.19437
11010101,Dorf Malchow,648.0,1.84805,4.62963,12.85714,-1.62417,-4.66091,0.35714
11010102,Dorf Wartenberg,2594.0,0.90344,1.81187,3.24484,-0.31337,-0.26087,-0.63576
11010103,Dorf Falkenberg,1541.0,1.6844,5.38611,12.4498,-0.8797,0.83499,4.08327
11010204,Falkenberg Ost,8928.0,7.17797,23.61111,48.56269,-1.20902,-1.15593,-2.76642
11010205,Falkenberg West,6704.0,5.56269,18.51134,40.81827,-0.37688,-2.4182,-7.12694
11010206,Wartenberg Süd,6078.0,5.52938,17.62093,41.99134,-0.32745,-0.27135,-3.3173
11010207,Wartenberg Nord,7459.0,5.68387,18.75587,40.65421,-0.83742,0.54977,1.51613
11010308,Zingster Straße Ost,11808.0,6.02664,18.86009,44.31756,-1.22067,-1.66493,-5.99655
11010309,Zingster Straße West,9715.0,7.41366,22.47041,51.868,-0.96565,-0.29071,0.01859
11010310,Mühlengrund,5754.0,4.29846,10.79249,24.33511,-0.94669,0.80776,-3.54259
11020411,Malchower Weg,9461.0,4.41907,13.49752,33.07601,-0.46821,2.20126,4.57165
11020412,Hauptstraße,6827.0,4.5045,12.87535,28.46482,-0.77833,0.48845,1.33397
11020513,Orankesee,3964.0,1.02784,3.55701,6.75159,-0.80143,-1.25116,-3.75373
11020514,Große-Leege-Straße,9628.0,4.77952,13.55422,34.70383,0.29264,1.51984,6.47735
11020515,Landsberger Allee,14813.0,4.65708,13.4949,33.69981,-0.92318,-1.28932,-5.70956
11020516,Weiße Taube,4033.0,1.00223,2.62832,5.89319,-0.11777,-0.80792,-2.36768
11030617,Hohenschönhausener Straße,6310.0,6.60403,17.35341,51.03093,-1.53049,-1.34282,-6.61099
11030618,Fennpfuhl West,16424.0,3.76051,10.39942,30.40422,-0.97469,-1.21522,-1.08367
11030619,Fennpfuhl Ost,11012.0,5.48288,14.34798,35.2132,-0.85978,-2.26923,-7.13183
11030720,Herzbergstraße,5732.0,2.67587,9.45569,28.68069,-1.24821,-1.58904,-6.03931
11030721,Rüdigerstraße,25075.0,3.76756,10.15354,20.72232,-0.89667,-0.03322,0.65917
11030824,Frankfurter Allee Süd,10084.0,4.23433,14.02221,37.29904,-0.91575,-0.03109,-1.47124
11040925,Victoriastadt,4214.0,2.81307,7.3327,10.61947,-0.66606,-1.9678,-2.9326
11040926,Weitlingstraße,29258.0,4.32551,11.09782,23.63302,-1.04833,-0.47523,-2.34366
11041022,Rosenfelder Ring,5507.0,6.11247,14.39985,47.15447,-1.04044,-0.19266,0.26731
11041023,Gensinger Straße,6692.0,5.65379,15.09265,34.50835,-1.47606,-3.70334,-8.52398
11041027,Tierpark,3022.0,4.78947,15.85043,36.79012,-0.62265,0.94769,2.76713
11041128,Sewanstraße,25613.0,4.7632,11.83383,35.95342,-0.51148,-0.28183,-2.72583
11051229,Rummelsburg,4216.0,2.68836,8.30171,11.68969,0.78935,4.43794,8.41315
11051330,Karlshorst West,9821.0,1.7885,5.53915,10.73781,-0.32821,0.20496,2.13811
11051331,Karlshorst Nord,10540.0,1.92308,3.82353,5.36443,-0.04101,-0.08688,-0.3105
11051332,Karlshorst Süd,7018.0,1.03844,2.25135,2.68325,-0.46638,-0.67307,-0.54473
12103115,Breitkopfbecken,7749.0,6.58951,20.72525,48.19149,-1.99352,-1.86989,-4.31396
12103116,Hausotterplatz,9871.0,6.12657,22.20646,48.50697,-1.45933,-1.37198,-3.94745
12103117,Letteplatz,10930.0,6.3849,22.37877,49.72544,-1.84337,-0.55976,-2.15474
12103218,Teichstraße,13835.0,5.79524,19.10372,45.57377,-1.55052,-1.47342,-7.19772
12103219,Schäfersee,8778.0,6.34478,19.27546,50.54645,-1.87949,-0.95628,-1.96015
12103220,Humboldtstraße,4633.0,4.07493,12.56205,30.64516,-1.46597,0.17344,-2.90892
12214125,Waldidyll/Flughafensee,7497.0,2.78844,7.54969,21.13734,0.1601,0.60506,5.94595
12214126,Tegel Süd,8106.0,6.76822,20.44165,41.61491,-1.43691,-0.10468,-2.74073
12214421,Reinickes Hof,2747.0,6.16038,18.38369,45.81006,-2.16345,0.9472,-0.71562
12214422,Klixstraße,8224.0,8.46893,28.87889,58.29932,-1.45677,-0.63714,-4.66364
12214423,Mellerbogen,5694.0,4.90252,15.38462,37.79762,-0.86159,0.6121,-4.79497
12214424,Scharnweberstraße,10833.0,8.02978,24.52691,57.71176,-1.49468,0.92192,4.05006
12214527,Alt-Tegel,10911.0,2.63767,7.40537,19.36108,-1.03393,0.55362,3.03043
12214528,Tegeler Forst,256.0,0,0,0,0,0,0
12224229,Konradshöhe/Tegelort,6026.0,1.02399,2.25689,4.70588,0.0194,0.05331,-0.92415
12224230,Heiligensee,18072.0,0.87977,3.11532,5.37412,-0.31071,0.37742,0.4385
12231101,Hermsdorf,16643.0,1.17208,3.11843,5.44783,-0.31066,0.20892,0.24993
12231102,Frohnau,16828.0,1.13464,2.24031,4.37739,0.11522,0.0373,0.17256
12301203,Wittenau Süd,15084.0,4.57565,12.7022,31.99092,-1.32876,-0.14652,0.17274
12301204,Wittenau Nord,6229.0,2.11193,7.36876,20.13333,-0.28709,0.84536,3.66992
12301205,Waidmannslust,5005.0,2.26452,4.95504,9.02022,-0.33548,-0.79232,-2.59268
12301206,Lübars,5185.0,1.48435,2.75796,4.08719,-0.31977,-0.66001,-2.52438
12302107,Schorfheidestraße,3071.0,2.24359,9.31293,25.65445,-0.88141,0.5703,0.65445
12302108,Märkisches Zentrum,14578.0,7.47113,26.29304,57.3502,-2.46728,-0.58735,-3.70243
12302109,Treuenbrietzener Straße,11691.0,8.09578,32.46942,59.79466,-2.96087,-1.84397,-5.10546
12302110,Dannenwalder Weg,10574.0,7.86603,29.59145,56.47059,-2.45442,-1.14989,-3.47773
12302211,Lübarser Straße,3339.0,3.88889,8.20605,22.07358,-0.24798,0.72347,5.03654
12302212,Rollbergesiedlung,5964.0,9.08837,34.90946,66.21315,-1.30918,0.41798,-2.6883
12304313,Borsigwalde,6735.0,4.2371,11.4922,30.81009,-1.17314,-0.77551,2.0777
12304314,Ziekowstraße/Freie Scholle,9738.0,2.63069,7.5991,15.36885,-0.62945,-0.18558,-1.26182
