id,name,inhabitants,s1_percentage_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years
03051017,Rennbahnstraße,4250.0,4.25944,9.41176,18.61702,-0.25112,-0.38339,-0.76141
03051021,Buschallee,6468.0,4.1221,10.21954,26.58402,-2.31444,-0.76001,-4.53692
03051022,Hansastraße,4651.0,2.70752,9.28833,25.87519,-1.19845,-0.89501,-4.22035
03061126,Arnimplatz,15688.0,2.74503,6.57828,9.24015,-0.77697,-0.4738,-0.38579
03061131,Falkplatz,10755.0,2.20597,4.68619,5.93692,-0.94261,-0.46541,0.12297
03061227,Humannplatz,14649.0,2.02786,4.91501,6.58115,-0.76404,-1.00097,-1.75685
03061228,Erich-Weinert-Straße,12787.0,3.19874,9.2594,20.89783,-1.23507,0.02729,1.01528
03061332,Helmholtzplatz,22873.0,2.54581,5.95025,7.21063,-0.86562,-0.5154,-0.85696
03061429,Greifswalder Straße,10001.0,5.32349,11.41886,37.10555,-1.80249,-0.04712,-2.11667
03061430,Volkspark Prenzlauer Berg,4126.0,9.05481,19.00145,35.33333,2.16248,8.26439,18.22807
03061434,Anton-Saefkow-Park,6472.0,3.04296,7.54017,8.5034,-1.25922,-0.1546,-1.62929
03061435,Conrad-Blenkle-Straße,3941.0,4.39745,11.16468,27.29258,-0.85487,-0.70629,-2.13173
03061441,Eldenaer Straße,2660.0,0.29674,0.93985,0.64433,-0.4372,-0.1539,-0.04723
03071536,Teutoburger Platz,11137.0,1.86937,4.48056,7.20772,-0.56139,-0.34869,-0.25667
03071537,Kollwitzplatz,16027.0,1.86772,4.01198,4.11568,-0.66037,-0.72739,-1.92995
03071633,Thälmannpark,3229.0,5.1011,12.60452,19.76744,-0.77837,-0.78418,-2.21647
03071638,Winsstraße,17709.0,2.04307,4.7377,6.67348,-0.50083,-0.89382,-1.74869
03071639,Bötzowstraße,12738.0,2.25287,4.60041,5.18681,-0.49942,-0.73637,-1.24274
04010101,Jungfernheide,10785.0,6.84113,18.87807,47.53227,-1.74852,-0.93539,1.98706
04010102,Plötzensee,812.0,7.4856,18.2266,77,3.04481,5.9361,31.16667
04010103,Paul-Hertz-Siedlung,7881.0,8.85449,26.63368,52.87628,-1.49821,0.79402,-3.87811
04020204,Olympiagelände,181.0,0,0,0,0,0,0
04020205,Siedlung Ruhleben,1329.0,1.69903,2.40783,7.33333,0.13465,0,1.91164
04020206,Angerburger Allee,2869.0,2.36101,4.63576,13.58025,-0.54115,-0.62931,-3.98073
04020207,Flatowallee,2559.0,1.44472,3.28253,7.6412,-0.13756,0.20196,0.05997
04020208,Kranzallee,2922.0,1.40845,3.76454,4.80769,-0.02368,0.39414,1.26787
04020209,Eichkamp,3214.0,0.50902,1.27567,3.76344,0.00374,-0.16679,0.50257
04020310,Park Ruhwald,616.0,2.45902,6.16883,48.27586,0.93397,1.18544,36.84729
04020311,Reichsstraße,15071.0,2.15756,5.0627,9.48767,-0.61735,-0.31139,-1.08558
04020312,Branitzer Platz,5552.0,1.99516,5.09726,7.50799,-0.45673,-1.03042,-2.12866
04020313,Königin-Elisabeth-Straße,7452.0,2.77118,8.25282,20.54264,-1.63567,-0.73788,-3.61195
04020314,Messegelände,12.0,0,0,0,0,0,0
04030415,Schloßgarten,3048.0,6.02351,17.35564,34.06114,-2.0846,-1.67855,-9.28861
04030416,Klausenerplatz,10652.0,4.07432,14.77657,27.32877,-1.81265,-0.66219,-1.28158
04030417,Schloßstraße,10976.0,3.01293,9.21101,18.04916,-0.96908,-0.83749,-1.98202
04030518,Tegeler Weg,9581.0,4.55845,12.20123,28.63203,-1.37815,-1.36997,-5.90744
04030519,Kaiserin-Augusta-Allee,5901.0,4.55277,13.09947,33.9207,-0.59238,-1.37559,-3.48503
04030620,Alt-Lietzow,8887.0,3.53762,10.12715,22.39297,-1.04045,-1.53971,-4.28126
04030621,Spreestadt,3026.0,4.01538,12.85525,29.76589,-1.98973,-1.24604,-6.14015
04030622,Richard-Wagner-Straße,10833.0,3.98969,12.32346,23.48877,-1.43116,-0.75618,-3.3405
04030623,Ernst-Reuter-Platz,5049.0,4.44065,13.30957,24.87395,-1.08101,-1.45651,-6.72456
04030724,Lietzensee,6490.0,3.15534,7.95069,13.24921,-0.79974,-0.4346,-1.28753
04030725,Amtsgerichtsplatz,12302.0,2.28728,7.52723,17.82032,-1.01385,-0.24817,1.39175
04030726,Droysenstraße,5795.0,3.21222,9.16307,24.8074,-0.23027,1.09083,7.87618
04030827,Karl-August-Platz,12235.0,3.72522,10.7642,22.95957,-0.88235,-0.91254,-2.18968
04030828,Savignyplatz,9668.0,2.35486,6.21638,14.02509,-1.08105,-1.00098,-3.45743
04030929,Hindemithplatz,6072.0,1.84064,6.35705,6.98467,-0.96241,-0.06328,-1.29558
04030930,George-Grosz-Platz,5649.0,2.05294,5.5231,10.07067,-0.69861,-0.42333,1.51919
04030931,Breitscheidplatz,3711.0,2.46864,8.56912,20.20725,-1.01973,-0.01326,3.34678
04031032,Halensee,15628.0,2.52397,7.3138,15.05445,-0.94471,-0.47536,-1.12502
04041133,Güterbahnhof Grunewald,60.0,0,0,0,0,0,0
04041134,Bismarckallee,5228.0,1.58783,5.83397,7.60234,-1.04286,-0.43058,-2.39766
04041135,Hundekehle,2829.0,0.95663,2.82785,2.46914,0.001,0.01661,-0.07863
04041136,Hagenplatz,3072.0,1.25749,3.09245,4.90463,-0.64388,-0.40244,-1.09537
04041137,Flinsberger Platz,8280.0,2.76463,7.72947,16.41138,-0.82924,-0.16923,-1.95845
04041238,Kissinger Straße,6086.0,2.69331,6.22741,11.20283,-0.66979,-0.10406,-2.04717
04041239,Stadion Wilmersdorf,353.0,0,0,0,0,0,0
04041240,Messelpark,1522.0,0.72727,1.70828,2.51572,-0.24243,0.20795,0.25583
04041241,Breite Straße,7031.0,1.84309,4.30949,5.04648,-0.11819,-0.09375,-0.4495
04041342,Schlangenbader Straße,4141.0,4.81513,10.6979,19.49861,-0.57765,0.27263,1.99119
04041343,Binger Straße,3556.0,2.39893,6.35546,8.64865,-0.48739,-0.12889,-2.31025
04041344,Rüdesheimer Platz,10810.0,2.02441,4.94912,7.26531,-0.66086,-0.97082,-2.25055
04051445,Eisenzahnstraße,6325.0,4.07155,9.92885,24.68085,-0.65624,-0.93932,-2.29381
04051446,Preußenpark,10778.0,2.32218,5.96586,8.57143,-0.85984,-1.10618,-4.17543
04051447,Ludwigkirchplatz,5365.0,3.2371,7.26934,14.89362,-1.20668,-0.55392,-0.37057
04051448,Schaperstraße,9367.0,3.31808,7.60115,18.12999,-0.71674,-0.82501,-2.28566
04051549,Rathaus Wilmersdorf,4642.0,3.62891,12.92546,32.90735,-0.52539,4.00624,18.48427
04051550,Leon-Jessel-Platz,5574.0,2.46819,8.55759,17.14744,-1.31546,-0.09626,-1.32714
04051551,Brabanter Platz,4518.0,3.42337,9.80522,23.58871,-0.85069,0.04857,1.05612
04051652,Nikolsburger Platz,9914.0,2.75031,7.01029,13.57422,-0.28711,-0.4227,1.08681
04051653,Prager Platz,6993.0,3.22652,7.15001,12.8655,-0.76976,0.02853,0.67754
04051654,Wilhelmsaue,3055.0,3.09757,6.90671,13.02521,-1.31043,0.88301,5.46218
04051655,Babelsberger Straße,7300.0,3.32476,9.0411,13.67323,-1.0266,-1.52098,-6.08867
04051656,Hildegardstraße,7698.0,2.21214,5.72876,10.28332,-0.73692,-0.82515,-1.90155
04061757,Forst Grunewald,72.0,0,0,0,0,0,0
05010101,Hakenfelde Nord,10290.0,3.26034,10.73858,24.84642,-0.73431,0.30028,-1.15489
05010102,Goltzstraße,7193.0,5.37017,15.37606,40.60677,-1.54341,1.30639,-0.49171
05010103,Amorbacher Weg,7738.0,3.10521,9.22719,18.66516,-1.22132,0.64789,-0.59321
05010204,Griesingerstraße,3608.0,6.86226,20.95344,38.47283,-4.33339,-3.79633,-19.05893
05010205,An der Tränke,1960.0,1.41605,3.26531,9.00901,-0.72928,-0.19019,0.50699
05010206,Gütersloher Weg,10613.0,7.61365,22.60435,52.15221,-1.98214,2.7039,5.22913
05010207,Darbystraße,11618.0,8.20937,25.84782,50.37821,-2.22516,-1.68438,-5.70321
05010208,Germersheimer Platz,7715.0,7.39544,23.04601,51.9774,-3.24941,-0.4888,-5.89581
05010209,An der Kappe,6103.0,3.05526,9.58545,22.75862,-0.89998,0.20533,-2.93888
05010310,Eckschanze,3974.0,6.22711,20.45798,44.50172,-2.77852,0.25179,-0.21071
05010311,Eiswerder,5681.0,6.83999,21.63352,49.0676,-3.44336,-2.49346,-4.46063
05010312,Kurstraße,7394.0,9.34295,28.27969,60.33123,-1.59516,0.24822,-0.53069
05010313,Ackerstraße,6916.0,6.63761,19.73684,43.59504,-2.1637,-0.92247,-3.6482
05010314,Carl-Schurz-Straße,12412.0,6.14228,18.45794,42.39001,-1.52993,0.0923,0.51843
05010339,Freiheit,995.0,2.38095,8.24121,7.83582,-6.32873,-8.4939,-21.42344
05020415,Isenburger Weg,3862.0,0.9329,2.12325,4.90196,-0.18833,-0.09039,-0.21051
05020416,Am Heideberg,1685.0,2.76074,5.99407,10.45752,-1.07435,-0.44244,-7.7243
05020417,Staakener Straße,5962.0,3.19377,8.03422,19.33775,0.16184,1.34703,3.64268
05020418,Spandauer Straße,4392.0,4.47094,12.04463,24.37673,-0.9634,2.84263,6.6872
05020419,Magistratsweg,7117.0,7.41468,19.81172,48.25871,-2.874,-0.96473,-8.86836
05020420,Werkstraße,969.0,1.7673,6.50155,15.2439,-0.46817,1.22706,8.95019
05020521,Döberitzer Weg,3235.0,1.41509,4.08037,8.58586,-0.21248,-0.24919,0.95227
05020522,Pillnitzer Weg,7436.0,9.61915,29.93545,62.81963,-2.68923,-1.20252,-1.76084
05020523,Maulbeerallee,12761.0,12.80788,39.44832,71.19123,-2.23906,0.9403,-1.27748
05020524,Weinmeisterhornweg,6328.0,2.98216,6.60556,17.58242,-0.47513,0.16604,-0.40319
05020625,Borkumer Straße,7664.0,5.20898,15.04436,40.71101,-1.53472,-0.41942,-4.91399
05020626,Adamstraße,18379.0,5.83281,16.46444,38.11582,-1.25886,0.26009,0.53219
05020627,Tiefwerder,4440.0,6.95771,21.93694,47.47191,-1.87474,-1.27075,-8.86838
05020628,Graetschelsteig,2041.0,5.78898,13.86575,37.75934,-0.7762,2.02099,4.25419
05020629,Börnicker Straße,4420.0,2.56071,3.07692,4.6875,0.01238,-0.29947,-3.15564
05030730,Zitadellenweg,4026.0,2.80754,11.64928,23.83292,-0.65632,0.34913,2.74111
05030731,Gartenfelder Straße,11699.0,7.06514,20.06154,46.71347,-1.67,-1.25149,-5.728
05030832,Rohrdamm,12065.0,5.12884,16.76751,39.75904,-1.85476,-0.80861,-3.41353
05030833,Motardstraße,512.0,2.86533,14.64844,55.76923,-0.87799,4.09828,39.15793
05040934,Alt-Gatow,3539.0,2.11823,6.95112,20.87683,-0.00762,2.13397,8.94873
05040935,Groß-Glienicker Weg,454.0,4.62633,7.26872,9.09091,-3.9146,1.48559,-1.11317
05040936,Jägerallee,10014.0,0.86797,1.8574,2.86976,-0.23112,-0.23291,-0.80879
05040937,Kladower Damm,2195.0,0.59932,1.13895,1.16279,-0.4478,-0.67416,-1.72977
05040938,Kafkastraße,3675.0,1.05105,1.4966,5.05263,0.08253,-0.92847,-0.64357
06010101,Fichtenberg,6964.0,1.48599,3.10167,4.5679,-0.2283,-0.01738,-0.84107
06010102,Schloßstraße,8836.0,2.6987,6.7904,12.94964,-0.46348,-0.78812,-3.88853
06010103,Markelstraße,6336.0,1.88073,5.22412,8.17121,-0.64626,-1.20445,-3.44495
06010204,Munsterdamm,6885.0,3.16329,8.26434,16.4604,-1.15935,-1.5997,-4.1244
06010205,Südende,9823.0,3.06415,8.25613,18.24877,-1.02788,-0.62462,-1.63023
06010206,Stadtpark,7745.0,2.61465,7.75985,14.18219,-1.74582,-1.16663,-5.18669
06010207,Mittelstraße,7850.0,3.24737,7.46497,16.81514,-0.77049,-1.34985,-3.45064
06010208,Bergstraße,6715.0,2.76862,7.35666,11.84041,-1.0709,-0.91048,-4.78396
06010209,Feuerbachstraße,9227.0,2.56369,7.62978,14.78261,-1.11314,-0.86789,-2.03982
06010210,Bismarckstraße,4939.0,3.0881,8.28103,15.30945,-0.90576,-1.30042,-3.30307
06020301,Alt-Lankwitz,5034.0,2.68251,8.40286,16.69596,-0.65426,0.07286,-0.11365
06020302,Komponistenviertel Lankwitz,5651.0,2.01448,4.51248,11.12805,-0.59223,-0.55789,-0.22788
06020303,Lankwitz Kirche,7366.0,4.55013,10.98289,25.08436,-1.31286,-0.7142,-2.90237
06020304,Kaiser-Wilhelm-Straße,7211.0,4.17196,10.51172,23.62573,-1.04444,-0.13478,-0.66957
06020305,Gemeindepark Lankwitz,11414.0,4.24139,11.11793,24.38044,-0.83411,-1.5734,-4.44022
06020306,Lankwitz Süd,6438.0,1.75761,5.62286,12.9156,-0.60399,-0.33063,-2.90978
06020407,Thermometersiedlung,4644.0,6.78152,17.29113,44.31138,-2.41606,-5.09076,-13.68862
06020408,Lichterfelde Süd,6922.0,3.8499,10.51719,24.75248,-0.79955,0.13195,-0.24752
06020409,Königsberger Straße,8282.0,2.55652,6.30283,16.51741,-1.01719,-0.78254,0.32506
06020410,Oberhofer Platz,7166.0,1.63322,4.2283,9.5186,-0.54069,-0.23862,-0.63259
06020411,Schütte-Lanz-Straße,8575.0,2.60852,7.16035,19.75945,-0.24687,0.57923,3.50286
06030501,Berlepschstraße,5748.0,1.48194,4.83646,11.79625,-0.47652,0.56383,2.10237
06030502,Zehlendorf Süd,5640.0,3.22672,8.63475,19.15205,-0.19306,-0.74419,-1.72174
06030503,Zehlendorf Mitte,11872.0,1.65412,5.10445,9.29293,-0.6924,-0.18865,-0.37771
06030504,Teltower Damm,11062.0,1.31868,2.56735,4.93827,-0.0372,-0.21093,-0.32849
06030605,Botanischer Garten,7108.0,2.13327,5.33202,9.73558,-0.7385,0.11212,-0.13942
06030606,Hindenburgdamm,5273.0,3.45714,7.87028,15.9164,-1.24396,-0.59229,-1.31962
06030607,Goerzwerke,3118.0,1.70778,4.58627,11.79625,-0.07793,0.57965,3.03919
06030608,Schweizer Viertel,13667.0,1.65456,3.61455,6.06469,-0.02869,0.90731,3.03291
06030609,Augustaplatz,12208.0,2.54928,5.34076,11.81055,-0.57738,-0.51962,-0.84301
06030610,Lichterfelde West,8502.0,1.16372,2.8111,4.53809,-0.77338,-0.32354,-0.92097
06040701,Wannsee,10246.0,1.21074,2.51806,4.7651,-0.18749,0.34264,2.13352
06040702,Düppel,5506.0,1.05165,4.34072,5.92417,-0.17399,1.07163,2.60314
06040703,Nikolassee,11156.0,1.21094,2.28577,4.05594,-0.07493,-0.41444,-0.03721
06040804,Krumme Lanke,7609.0,0.83353,1.61651,1.86335,0.04368,-0.03148,0.12866
06040805,Fischerhüttenstraße,5345.0,1.25869,2.82507,4.37318,-0.36706,-0.63469,-0.8477
06040806,Fischtal,7313.0,1.22873,3.04936,4.94092,-0.15783,0.36406,0.47571
06040807,Zehlendorf Eiche,5927.0,2.09258,4.03239,6.60377,-0.17426,-0.56033,-1.1408
06040808,Hüttenweg,4666.0,0.59543,1.97171,3.11828,-0.37124,-0.59798,-1.11289
06040809,Thielallee,4999.0,0.369,1.28026,1.53631,-0.52329,-0.12161,0.07354
06040810,Dahlem,7089.0,1.01485,1.80561,4.01648,-0.03358,0.15563,1.82743
07010101,Wittenbergplatz/Viktoria-Luise-Platz,9984.0,3.76799,11.38822,20.71197,-0.47647,0.82553,5.80394
07010102,Nollendorfplatz,16634.0,5.20091,20.69857,44.47674,-1.43763,0.45591,0.48117
07010103,Barbarossaplatz,10641.0,2.36632,8.54243,15.13944,-1.84163,-0.83653,-3.19117
07010104,Dennewitzplatz,13820.0,5.92874,20.44863,38.92248,-1.22663,-2.08257,-4.40162
07020201,Bayerischer Platz,10705.0,2.42752,8.01495,13.25196,-1.31198,-0.64549,-3.45987
07020202,Volkspark (Rudolf-Wilde-Park),10310.0,4.12261,11.95926,25.04065,-1.40442,-1.15982,-4.41419
07020203,Kaiser-Wilhelm-Platz,18047.0,3.721,13.54242,25.0885,-1.39405,-0.74169,-2.20055
07020204,Schöneberger Insel,12184.0,2.61708,9.68483,16.71035,-1.81282,-1.0716,-3.20751
07030301,Friedenau,24833.0,1.51112,5.16249,7.91654,-0.7975,-0.02479,-0.24365
07030302,Ceciliengärten,9439.0,2.04334,6.42017,11.98276,-0.75953,0.12138,1.06609
07030303,Grazer Platz,12399.0,3.80336,12.7349,25.02904,-2.02741,-1.31569,-5.10554
07040401,Neu-Tempelhof,18738.0,3.55481,11.89028,22.44971,-1.18345,0.35328,0.48817
07040402,Lindenhofsiedlung,2368.0,4.36681,13.13345,25.92593,-1.00632,-1.04012,-4.54282
07040403,Manteuffelstraße,24316.0,4.26782,13.25876,30.68145,-1.47008,-0.80433,-4.05758
07040404,Marienhöhe,5196.0,3.22785,10.89299,23.61111,-2.97771,-2.57232,-10.85217
07040405,Rathaus Tempelhof,11060.0,5.13834,15.55154,37.5,-1.34496,-0.40543,-1.60991
07040406,Germaniagarten,4094.0,7.96721,26.77088,58.14332,-2.46993,-2.22426,-12.87395
07050501,Rathausstraße,16725.0,5.52933,15.73094,38.10192,-0.57963,0.1289,0.82144
07050502,Fritz-Werner-Straße,8119.0,5.20461,14.06577,35.64014,-1.5871,0.51897,3.26687
07050503,Eisenacher Straße,9263.0,4.15517,12.3826,29.64824,-1.79266,0.43071,-1.29913
07050504,Imbrosweg,5652.0,4.57095,13.72965,27.73826,-1.72871,0.29014,0.00213
07050505,Hundsteinweg,10673.0,3.09887,9.75358,26.32794,-0.77838,0.36382,-1.05668
07050506,Birnhornweg,2287.0,1.17907,4.24136,12.31343,-0.88793,0.11988,0.2027
07060601,Marienfelder Allee Nordwest,10199.0,5.92892,20.24708,44.60037,-1.9066,0.07693,-2.4253
07060602,Kirchstraße,4703.0,1.56631,4.55029,8.95765,-0.8522,-0.75372,-3.47932
07060603,Marienfelde Nordost,2861.0,3.97181,14.19084,40.19851,-1.76732,0.14802,2.67639
07060604,Marienfelde Süd,14592.0,5.13214,17.16694,38.09995,-2.23211,-0.04503,-4.08921
07070701,Kettinger Straße/Schillerstraße,10526.0,2.47191,6.98271,17.09337,-0.626,0.23266,-0.72228
07070702,Alt-Lichtenrade/Töpchiner Weg,10931.0,2.3733,8.54451,18.2117,-0.79938,0.78597,1.01286
07070703,John-Locke-Straße,7640.0,5.24983,14.26702,31.92182,-2.09317,-0.57416,-4.97994
