id,s1_percentage_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k16_foreigners,k06_change_proportion_of_foreigner,k17_non_eu_foreigners,k07_foreign_transfer_recipients,k08_urban_apartments,k14_living_rooms,k15_living_space,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
020202,3.75916,11.83763,21.97802,-0.61468,-1.34126,-2.16443,2.64542,-,13.63302,55.32063,43.25493,26.72382,0.96083,55.87985,18.5828,4.76273,1.72801,39.33014,59.15781,61.16119,30.26853,0.69532,-4.32509
020303,6.5936,21.53026,40.71877,-1.56607,-2.78909,-5.38223,4.55927,-,21.37757,72.01875,58.01509,34.93921,-0.05494,71.72423,30.69867,16.87931,1.56126,33.74185,98.43178,68.80114,24.36069,-0.84115,-3.60668
020304,4.95021,14.77587,26.94301,-0.71352,-2.90011,-6.2201,3.7085,-,17.74051,59.9316,50.03215,32.61585,0.99117,59.80051,20.63163,3.10443,1.62709,37.35487,95.69132,62.79764,29.23342,-0.41636,-6.07561
020405,3.19034,9.10796,21.62254,-0.89429,-0.4553,-1.61125,2.09181,-,2.65909,44.82863,28.4035,17.72822,2.23837,58.33529,18.15986,39.52899,1.83526,36.59045,24.64777,60.56729,26.17298,0.84647,-2.96385
020407,3.64408,10.65707,27.83161,-0.50793,-0.44256,-0.84696,2.52693,-,4.76923,53.02986,37.49753,25.46382,4.16577,60.22992,18.31409,29.9316,1.69255,36.64326,13.89691,57.02703,30.62694,1.69536,-5.3638
020506,3.39629,8.49485,14.51058,-0.71647,-1.06329,-1.20631,1.43049,-,10.2904,36.16032,31.26013,22.04576,3.03629,48.55925,12.24184,7.94756,1.6896,37.74451,59.33104,49.25677,34.74513,0.3056,-6.67174
020508,3.21337,8.09047,15.79176,-0.48122,-0.97604,-0.22162,2.11431,-,6.89917,37.29971,33.07415,23.63745,2.85846,47.95299,12.47996,8.49355,1.69501,38.10201,21.76167,48.43474,38.82163,1.46981,-5.61386
030101,5.65392,13.61188,28.05755,-0.90262,-1.12297,-6.21376,4.34783,-,2.26445,26.52188,18.24494,13.38441,4.28719,77.45975,28.46782,42.2878,1.82671,33.81761,63.18089,56.66645,27.97149,2.90309,5.01751
030202,2.02459,5.16354,8.44687,-0.42507,-0.16641,-0.03744,1.41414,-,1.78396,23.58984,15.41754,8.99095,1.47326,64.20279,17.17252,3.84053,1.78257,40.24426,27.50522,61.97765,22.41752,1.09747,4.59627
030203,1.50207,5.55616,10.12451,-0.51561,-0.28879,-0.56774,1.51515,-,3.12305,20.68773,13.29764,5.52885,1.42399,60.77075,26.32674,0.0993,1.75229,39.5201,32.83435,68.43965,15.54568,0.85413,4.30455
030304,1.92643,6.88563,14.99075,-0.2675,0.6977,1.79343,1.82139,-,1.96184,21.83544,13.45456,7.0593,2.36896,72.57598,33.33333,13.41789,1.9762,39.72805,9.96067,68.56024,19.28802,-0.05501,1.51433
030307,1.428,3.14096,5.0738,-0.90873,-0.68011,-1.65178,1.23839,-,0.89029,23.47927,12.89581,7.91624,1.1935,79.59677,12.98918,4.24435,2.03122,44.19197,44.1522,69.82793,16.78136,1.48499,4.45279
030405,1.78206,3.8739,7.18358,-0.20579,-0.76926,-0.72216,0.64365,-,1.99508,28.63821,17.06072,7.11511,1.38309,58.26833,13.48684,2.40708,1.92646,41.10539,5.79421,70.32693,18.35432,0.8876,1.78723
030406,2.53719,6.48724,9.60025,-0.92106,-0.57915,-1.63327,1.77179,-,2.404,22.3926,15.48497,8.4304,1.49429,55.23407,15.36899,26.69074,1.84255,39.31696,5.06756,62.03855,21.8865,1.48661,1.60377
030408,2.79313,7.08046,12.55298,-0.83969,-1.13485,-2.65439,1.34749,-,3.3026,25.08391,17.20977,10.91954,1.6347,54.92105,12.45252,22.34139,1.94664,37.61925,20.21264,63.53571,22.59565,0.36849,-2.48323
030509,3.53963,8.85387,14.74922,-1.15024,-0.49924,-1.19379,2.13938,-,3.64026,28.57942,19.64906,13.10456,1.53278,56.94225,20.83502,19.96456,1.81691,37.43082,19.21881,58.05379,28.64309,0.78958,-2.65081
030510,3.75809,9.71436,24.03698,-1.34248,-0.69999,-3.27009,3.29004,-,1.98208,22.39677,13.95016,9.30444,1.72442,67.06294,29.25267,24.29048,1.93949,35.80513,3.99505,67.2507,20.49082,0.56213,-1.49287
030611,2.52393,5.80872,7.81542,-0.84396,-0.46559,-0.14968,1.18052,-,6.78466,36.77686,31.28616,21.639,2.0342,46.5222,8.70647,6.37742,1.75517,39.67292,69.40967,53.06065,35.09634,0.25156,-5.76028
030612,2.56263,6.93979,12.57699,-0.97831,-0.51811,-0.38038,1.05954,-,4.80714,36.42898,25.44832,16.91938,2.15465,49.74149,9.59328,20.97076,1.85636,38.08992,17.86339,59.28109,27.87124,0.0175,-8.48001
030613,2.54581,5.95025,7.21063,-0.86562,-0.5154,-0.85696,1.37232,-,10.33403,36.64286,31.54811,20.86303,1.62594,46.9824,6.87219,6.07014,1.72898,40.97093,2.99043,59.0998,28.00157,-0.44784,-6.57001
030614,4.55724,10.58824,21.42668,-0.78578,1.04033,2.04442,2.37518,-,2.57511,43.30357,25.84926,17.74632,2.6691,67.081,23.22335,27.58035,1.84765,34.85338,43.02574,63.87232,27.77155,1.21402,-0.92297
030715,1.86841,4.20409,5.33752,-0.61937,-0.57189,-1.27593,0.72993,-,6.10844,42.22618,35.5765,24.4073,1.22104,49.92459,4.65944,9.00734,1.82407,42.94305,1.17435,56.15506,31.4802,0.17999,-5.27346
030716,2.38576,5.44008,7.07196,-0.51291,-0.79517,-1.47823,1.23114,-,5.42663,37.08255,29.90854,19.47381,1.65967,50.51845,7.69591,16.02251,1.7628,40.39277,27.81209,59.66998,27.94324,0.36612,-1.65466
040101,7.65508,22.02998,51.15413,-1.41325,0.13136,0.93515,3.64394,-,9.94312,73.84274,50.01027,27.46689,0.10883,60.97196,36.8844,47.13119,1.73231,31.92253,17.83551,68.57761,23.30764,-0.49485,-3.04216
040202,1.33784,3.1054,6.63601,-0.08314,-0.02324,0.40259,0.46917,-,1.94654,42.38197,30.66391,19.36668,1.60409,54.58136,6.50582,1.86154,2.11978,49.22793,0.89491,66.86157,22.24365,1.54573,11.78929
040203,2.30791,5.9506,12.29236,-0.78453,-0.43334,-1.47321,0.94737,-,4.46268,54.51757,35.09389,21.69808,-0.66655,62.36352,10.15038,4.14617,1.97279,44.30377,0.7595,63.01737,29.68705,0.61004,-4.38872
040304,3.8412,12.61955,23.80475,-1.44844,-0.8249,-2.09234,2.60664,-,13.8702,61.41975,45.11671,26.95737,0.32647,63.3644,18.22471,18.47045,1.69408,37.23606,0.0,65.38413,25.80752,0.33878,-2.37123
040305,4.55627,12.5436,30.84975,-1.08031,-1.36967,-4.89628,2.61888,-,10.47391,68.71961,45.53675,27.30267,1.89841,59.16726,20.12392,4.95877,1.832,37.7625,28.94975,62.49916,26.06472,0.69833,-5.48949
040306,3.93369,11.85825,24.06345,-1.31395,-1.18474,-4.61064,1.80251,-,12.92054,69.01449,49.37579,28.94765,1.04518,59.79369,15.97658,10.00377,1.80194,39.86195,9.91905,62.61049,26.22644,1.58965,-2.13029
040307,2.71276,8.02457,18.43998,-0.78293,0.01873,2.35822,0.96194,-,7.30507,57.48975,41.10302,25.69651,1.29517,55.49224,14.90989,1.87563,1.83926,43.50657,1.74889,63.94188,26.58071,1.0998,-2.29029
040308,3.12943,8.75679,19.37843,-0.97373,-0.97214,-2.77808,1.52381,-,9.91637,69.31464,50.34927,32.63023,1.2344,57.03092,11.70178,2.50694,1.78218,41.16427,1.02269,62.34075,27.94618,0.0143,-7.63303
040309,2.06756,6.59668,11.436,-0.88782,-0.19862,0.48667,1.28866,-,8.79978,65.50773,47.97823,30.80612,-0.3374,56.73117,8.47716,1.29572,2.15196,54.73678,0.0,62.24195,31.30451,-0.50612,-12.61864
040310,2.52397,7.3138,15.05445,-0.94471,-0.47536,-1.12502,0.62451,-,6.81404,65.58966,42.83977,25.87023,2.71706,57.16052,9.9572,1.65809,1.9131,44.50665,0.31354,61.98628,26.98781,2.29622,1.58966
040411,1.98447,5.78869,9.96068,-0.74733,-0.22809,-1.50936,0.70064,-,4.83005,60.33395,38.23514,20.76121,1.34917,58.88174,8.66301,4.30781,2.20982,55.6855,0.15409,64.61851,22.77274,1.95722,4.15528
040412,2.36174,5.34952,8.4607,-0.40804,0.16301,-0.45868,1.18017,-,3.53809,51.62919,30.66302,16.42209,2.06474,64.21608,14.93566,5.85039,1.98839,45.43663,0.02001,66.51628,20.26267,2.07355,6.27991
040413,2.67375,6.50565,9.77482,-0.6173,-0.53653,-1.43571,1.05332,-,5.87676,48.61878,29.87518,16.59372,0.77204,60.98991,11.1068,15.75862,1.87243,41.74096,0.0,70.80575,18.0251,0.70248,2.92663
040514,3.12939,7.45406,15.64229,-0.82838,-0.89803,-2.59792,1.22143,-,7.24364,66.76278,44.50448,26.15989,1.17757,57.79299,11.34591,3.47625,1.93275,44.32238,0.0,63.91944,24.52667,1.2125,-3.91254
040515,3.12166,10.31628,24.62772,-0.93063,1.25159,6.76146,1.14324,-,8.28096,63.1477,42.71074,25.60065,-2.18332,55.30223,18.01613,3.68509,1.77942,38.38292,0.0,63.51034,34.55317,-2.0714,-11.83164
040516,2.87421,7.17677,12.59968,-0.72512,-0.52299,-1.08822,1.35135,-,6.98056,57.17772,39.20195,23.60984,1.20946,58.03247,11.94653,4.49084,1.82168,41.39654,0.0,64.98066,25.33511,1.26382,-2.32929
040617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
050101,3.82419,11.59748,27.35496,-0.97324,0.86401,0.54512,2.30967,-,3.46812,46.69662,25.96646,13.64736,0.62206,62.638,29.43792,6.84183,1.85631,38.40347,36.83042,62.04711,30.63324,2.37181,5.08279
050102,6.66128,20.62859,45.15615,-2.21886,-0.15823,-3.57933,4.87748,-,7.03426,64.20842,40.66127,20.19848,3.2302,62.34832,42.92507,21.61355,1.77026,34.90653,51.53663,66.82295,19.51518,1.29637,2.88692
050103,6.90438,21.0746,46.23178,-2.16278,-0.66968,-2.44477,4.73428,-,8.29434,67.68486,45.67858,28.29926,2.95572,62.29198,36.46284,11.05821,1.58169,32.49941,71.14685,55.97581,30.26389,1.35687,-1.4718
050204,4.05976,11.13937,26.38259,-1.00893,0.58495,-0.48617,3.32046,-,3.68632,43.78758,25.55968,12.54429,3.1773,65.17115,35.56682,14.82312,1.86672,38.18573,89.79864,69.54188,20.23651,1.33385,8.37142
050205,8.69734,26.24328,56.03777,-1.78859,0.02457,-1.7847,6.41253,-,7.96985,64.65411,44.21371,23.51815,3.2844,61.33733,55.48153,15.0879,1.68797,34.62564,88.84409,63.99857,20.21277,1.03022,3.5734
050206,5.53108,15.08229,37.23193,-1.23258,0.01405,-1.83784,3.44168,-,6.35475,57.52577,33.52371,19.90851,0.45118,60.65262,32.55266,6.08473,1.88515,38.99372,81.14985,61.99127,33.80261,-0.58786,-4.36281
050307,5.92987,17.90779,38.89122,-1.42496,-0.87113,-2.56901,3.88228,-,6.51629,65.40521,45.25914,19.64388,1.41766,55.77857,34.90364,50.97837,1.69246,32.23135,33.17011,67.20043,17.26426,0.27331,2.21686
050308,5.0346,16.7369,40.20234,-1.54169,-0.08715,0.98374,3.50621,-,7.25076,63.75286,45.18566,24.9026,-4.32608,63.02682,32.07684,0.0,1.64936,34.61342,86.60253,63.66535,32.62472,-3.11667,-9.39999
050409,1.18591,2.82236,5.97597,-0.26842,-0.0147,0.3462,0.83464,-,0.90056,30.93583,18.08623,7.52629,-1.64304,61.1631,19.90705,1.83832,2.11239,48.50375,0.0,70.15184,16.88174,-0.35405,3.60135
060101,2.11113,5.19064,9.06053,-0.45898,-0.66783,-2.8906,0.73428,-,4.52969,50.41628,31.48717,16.48446,0.77976,58.83804,12.64045,0.38136,1.93264,42.61068,0.0,66.20987,20.63665,0.27468,-0.8962
060102,2.91768,7.84823,15.5538,-1.11384,-1.07858,-3.3905,1.6494,-,6.06296,49.40054,31.41734,16.26429,1.15066,61.16763,16.73029,1.57393,1.87032,39.93477,0.0,66.32006,20.71173,0.55509,-3.59998
060203,3.4892,8.99012,20.17544,-0.8692,-0.68139,-2.43883,1.95323,-,4.66861,45.48232,27.67315,13.76815,1.10543,62.09569,20.18279,10.8151,1.87619,39.15529,20.17674,66.85412,20.05483,1.01078,2.24466
060204,3.18913,8.34528,21.54506,-0.85672,-0.72292,-1.39447,1.77604,-,3.55914,44.92417,27.54784,14.36118,1.169,66.93406,26.36304,2.78887,1.9601,42.07348,21.30434,68.41287,19.79271,0.98736,0.76598
060305,1.80391,4.82781,9.8102,-0.37119,-0.13488,0.02227,0.76899,-,2.39161,41.59879,24.62269,12.98001,0.63181,66.17284,14.8811,2.62098,2.0414,43.89051,0.0,68.30593,20.00458,0.62645,5.12203
060306,2.07063,4.66357,8.79942,-0.53432,0.03939,0.49104,0.70651,-,2.28528,41.3715,27.51624,14.88892,1.38796,62.87369,15.45632,2.06345,1.90095,43.0475,2.56436,66.08198,22.47372,1.55552,5.62457
060407,1.1779,2.79471,4.75558,-0.13711,0.18197,1.41506,0.5116,-,1.95401,32.96077,25.13751,15.24082,1.86102,69.15386,7.28967,4.517,2.0563,49.63297,0.0,65.91322,26.16856,1.79066,5.27529
060408,1.05891,2.38661,3.73612,-0.19683,-0.13916,-0.0025,0.37963,-,1.78832,38.15701,24.7788,12.734,0.0072,64.17992,6.65655,0.072,2.1896,52.51134,0.0,68.92366,19.18222,0.50319,4.4008
070101,4.54856,16.27871,33.108,-1.28655,-0.40096,-0.21397,2.74164,-,16.75958,71.26871,52.10948,31.87611,0.95102,64.42697,24.79281,16.7871,1.74091,39.04634,26.96411,63.8118,27.13289,0.88198,-0.9027
070202,3.27325,11.15209,20.80156,-1.48865,-0.89445,-3.19844,2.00083,-,9.88425,57.92921,40.88904,23.89845,1.19161,58.12036,18.52396,7.54261,1.7891,40.5913,26.76111,63.35602,25.78154,0.46996,-3.99601
070303,2.25387,7.4286,13.48315,-1.12738,-0.33983,-1.23595,1.17121,-,5.31085,47.21652,32.86195,17.47981,0.977,59.78181,16.38958,1.85907,1.91832,42.11264,3.28684,68.02131,22.23554,-0.17408,-3.66268
070404,4.39943,13.90409,30.51215,-1.52623,-0.62634,-3.13102,2.56012,-,7.25922,60.23824,39.34349,21.74634,1.56157,63.27344,26.5992,12.74027,1.69452,35.52189,16.55416,64.39382,39.1645,0.75897,-1.15957
070505,4.50259,12.96307,31.71743,-1.11265,0.33519,0.49937,3.15549,-,4.89026,59.9946,34.56818,17.39411,1.4114,62.17012,32.16724,8.96706,1.77477,36.79569,43.01675,66.41027,20.94833,1.18416,-0.6359
070606,4.75916,16.05316,36.73295,-1.87117,-0.06686,-2.73676,3.28594,-,5.66566,58.75808,36.78566,16.75166,0.74024,67.47232,42.64943,26.7973,1.72456,36.05526,50.82677,68.51406,20.46517,0.2527,-0.29444
070707,3.62183,11.30711,27.50976,-0.89189,0.44623,0.29223,2.7789,-,3.67437,43.03549,24.28519,11.56687,1.7277,64.38746,40.34343,14.56702,1.90703,42.19206,35.3655,69.16141,17.80442,1.10104,7.26602
080101,7.23192,21.88554,49.52897,-1.35949,-2.54999,-6.45456,5.67867,-,20.2454,76.97959,55.12789,35.70508,1.42319,59.10496,29.19429,8.39993,1.49227,32.19717,99.97853,58.68202,31.23854,-0.0727,-6.47254
080102,7.4975,24.36838,53.32689,-1.15285,-2.65602,-7.73947,5.33432,-,20.10883,81.90848,58.88458,36.52637,0.85542,62.17263,32.26622,16.47355,1.41792,31.54196,100.0,60.50047,30.61665,-0.32402,-5.47381
080103,5.17496,17.37188,39.03916,-1.32054,-2.02323,-5.07731,4.76037,-,17.83388,67.55841,50.50946,32.47252,0.5893,57.16825,23.15337,3.39348,1.6092,35.09369,98.6749,61.22076,29.25632,-0.89096,-8.98194
080104,6.81971,21.83541,49.85765,-1.45401,-1.75297,-3.79916,6.06458,-,17.11621,75.0117,52.60238,34.33664,0.07943,57.11426,32.73878,3.73331,1.52632,32.47518,89.26642,57.5043,33.77071,-0.90152,-6.9432
080105,12.12062,40.25842,72.69535,-2.01649,-2.31768,-2.45171,7.46124,-,18.8831,88.61336,68.20062,32.17491,0.77472,82.29476,55.22002,24.76657,1.36217,26.18777,98.29419,70.23981,19.71748,-0.35852,-2.11392
080206,5.70334,16.77416,37.01384,-1.21717,-1.36125,-4.78161,4.08351,-,7.28821,64.75697,39.64239,20.75883,1.98175,66.36444,34.17231,12.83253,1.66263,34.16995,58.33314,66.51511,21.60308,1.10405,-0.65931
080207,4.26333,12.74473,33.39254,-0.7254,0.07199,-0.82968,2.62652,-,4.41313,58.26805,33.24564,15.98729,3.07896,71.93845,33.11628,18.34348,1.80001,37.44309,81.27242,69.32803,20.29608,1.50966,5.17342
080308,7.05645,21.43201,49.82987,-1.61719,-1.52997,-6.12275,4.5215,-,7.34809,78.72748,48.98974,19.80703,1.195,76.04912,42.86149,26.6719,1.62676,34.78616,97.15897,72.17374,15.76361,0.92341,1.05186
080409,4.1858,11.8817,33.30558,-0.02177,0.51619,2.26809,2.72727,-,3.0271,63.08017,32.39901,13.5202,1.49462,71.03659,37.73109,14.58205,1.91127,39.69631,91.24073,68.93571,16.95432,0.44832,1.61865
080410,2.61617,7.20861,18.31371,-0.23435,-0.01869,-0.51651,1.87793,-,2.42908,46.84381,26.68966,10.74667,1.54052,67.14134,26.49199,8.64284,1.92632,41.50051,50.62698,71.619,16.04678,0.67352,6.87659
090101,4.3783,10.29506,17.51412,-1.12598,-0.9262,-2.88499,2.93454,-,4.84848,41.17113,31.33971,19.1547,1.52725,54.32973,19.50065,18.18462,1.55877,34.50104,68.93939,58.98461,27.24214,1.54022,-0.17626
090102,3.45291,8.55931,19.23954,-1.12289,-0.29009,-0.24723,2.35732,-,2.02887,29.46001,17.19813,10.29061,2.41052,53.99142,21.44725,25.11243,1.9122,36.72847,0.0,67.14153,21.19892,0.64439,-3.34107
090103,3.13927,7.34835,17.53343,-0.98717,-0.71484,-3.89514,1.83824,-,1.64371,28.26275,16.73311,9.14233,1.63126,57.92575,16.64619,9.75469,1.90416,37.49122,13.12897,62.27852,22.65804,1.29975,-2.69424
090104,2.99278,7.47781,17.81946,-0.56683,0.09581,1.14643,1.49719,-,2.2789,23.52549,13.20026,6.64527,-0.77738,57.96226,27.77334,21.63355,1.84844,38.39636,12.96956,67.06577,22.63708,0.61459,-2.36052
090205,5.92097,15.88846,35.58965,-1.47081,-0.12231,0.18592,2.83327,-,6.06897,35.73883,23.96022,16.74016,3.61134,56.97314,36.51212,28.08284,1.68154,34.23485,35.80631,52.92379,34.69506,2.95113,-0.99287
090206,4.58672,13.06841,34.2791,-0.33263,1.42114,4.7189,2.67584,-,2.85228,36.52968,22.95931,17.00247,6.59065,62.48244,38.94988,24.31901,1.68918,34.26575,59.17815,54.91873,31.35834,5.67182,2.4272
090207,3.39784,8.83074,21.37739,-1.25037,0.06993,0.83272,1.93452,-,2.3593,30.80169,19.91517,14.11999,3.21509,62.43214,21.94046,18.43843,1.77494,37.26206,18.12653,52.42708,32.28021,5.6159,1.94344
090208,5.00902,15.36267,35.90755,-0.66643,-0.17331,-0.88033,3.00752,-,2.92087,26.70313,16.49485,11.10088,2.3209,54.47761,36.51064,35.91142,1.93189,36.6586,31.90353,61.36207,24.29082,0.29715,-0.27504
090309,3.51447,10.29765,23.07351,-0.17112,0.68975,2.22629,2.22853,-,2.80334,23.90726,15.24126,6.99945,0.66901,61.96513,32.37728,18.39034,1.76029,37.7905,28.94805,68.97201,19.72387,0.2289,6.06863
090310,2.16822,5.38233,12.56983,-0.22787,0.58427,0.90802,1.875,-,1.2956,19.27996,12.8383,7.79904,1.02853,58.45552,19.85816,12.73219,1.93375,40.1556,52.97705,70.1847,24.57668,1.23171,1.98818
090311,2.00297,4.96172,10.77922,-0.70266,0.04532,0.10101,1.6055,-,1.3986,21.83258,13.33844,8.71363,0.51962,57.82074,27.49077,5.54603,2.00613,42.47963,0.04594,58.51971,27.27612,3.73748,2.07834
090312,0.60491,2.74376,6.94915,-0.4155,0.21685,1.92014,0.0,-,0.76596,18.94587,9.97732,4.71655,0.45825,61.05769,15.625,0.0,2.17052,50.24308,33.28798,71.06262,15.78587,1.23083,5.13793
090413,2.72145,6.27146,15.08028,-0.66765,-0.04277,-0.62877,2.39234,-,1.40383,16.49635,9.19332,5.3196,0.40237,70.66818,26.82353,20.59954,2.12386,41.12874,0.5422,68.60981,17.62894,1.81065,4.00431
090414,2.64386,6.60304,18.9781,-0.51723,0.42963,2.95436,4.12371,-,1.0839,17.84387,9.40385,4.20904,-3.2673,63.56877,37.40157,32.28995,1.83586,40.4123,2.25317,70.43819,19.48121,0.6456,1.42857
090415,5.56618,15.75467,32.5834,-0.58493,1.32769,2.40737,3.25318,-,5.60669,31.36213,18.3999,11.89056,4.4671,60.8506,45.01109,49.59759,1.78242,35.01413,22.86048,57.48893,30.41677,1.93806,1.37329
090416,0.83037,2.16136,4.89845,-0.29484,0.04954,1.91918,0.22026,-,0.82208,12.56182,7.35751,3.13842,0.82909,51.41509,8.37696,0.0,2.05848,46.22457,4.2191,75.31548,13.34884,1.50939,4.27102
090517,2.61366,4.73916,9.17208,-0.01818,0.42561,1.13166,2.46423,-,0.9434,15.04303,8.78031,4.6132,1.21382,67.00796,34.81393,27.50907,1.98368,39.29668,0.32014,66.6428,20.85594,2.69766,4.66988
090518,1.52166,3.10225,5.66929,-0.54074,0.34488,0.86,1.27389,-,0.83937,18.12749,9.38061,5.01213,-0.57713,73.68421,23.24561,2.10671,2.09085,47.75646,2.00485,73.08794,21.03002,0.9449,4.22981
090519,2.9781,6.71444,12.45602,-0.93629,-0.21773,-1.67357,1.69903,-,1.83716,17.58174,12.15499,7.28061,2.00472,57.47266,21.44638,8.19113,1.94869,42.49973,8.97912,55.06157,26.00888,2.17171,-3.31595
090520,2.38285,4.84496,10.06378,-0.64786,-0.22745,-0.89312,1.39037,-,1.15665,15.27943,8.06202,4.14729,0.99269,50.28037,22.41379,10.8442,2.25093,42.38264,1.70543,70.51893,15.94449,0.87438,1.30569
100101,5.94191,22.25802,44.46006,-2.43917,-3.08876,-8.58768,3.30898,-,11.06459,39.2082,26.06684,12.72359,2.94996,73.76623,36.71141,60.78726,1.85128,32.03078,100.0,68.68074,19.06092,1.16508,1.38339
100102,5.90783,18.15076,41.32174,-1.50182,-1.23448,-3.56218,3.70882,-,4.56299,40.44344,24.27442,13.38973,2.14771,72.42121,37.85827,30.59066,1.94529,33.7398,30.73361,66.88337,23.65802,0.66062,0.23242
100103,3.93011,11.37191,27.31727,-1.19495,-1.42944,-6.37627,2.48447,-,2.61703,39.94041,22.10439,10.08526,2.10544,71.15979,30.49041,24.25738,2.03733,37.13703,50.33791,70.70416,19.46254,1.47304,3.34242
100204,6.25373,23.60807,47.71339,-2.76916,-2.67466,-8.20777,3.6891,-,9.04344,39.4232,26.55977,16.82526,4.39343,59.15911,40.12439,29.92763,1.59004,31.45632,0.42999,61.56373,23.48684,0.88795,-0.34588
100205,4.94113,17.66673,38.61865,-1.61172,-1.13401,-5.21856,2.71018,-,4.57813,32.55485,20.38096,13.2658,3.02127,65.14432,34.47378,34.70858,1.80462,32.59107,0.0,65.36087,21.0524,0.84396,2.1999
100206,4.44268,14.63974,35.14668,-0.91791,-0.35537,-1.38286,3.06818,-,4.31554,26.02464,15.35986,7.67188,2.40443,65.75773,41.73014,43.79448,1.76055,33.17564,0.0,69.70343,17.28126,0.83102,2.35063
100307,1.43384,3.94718,7.07862,-0.48176,0.20759,0.5458,0.72993,-,1.45477,24.91917,15.94922,8.99971,1.56216,75.96271,14.2917,10.34801,2.00055,41.66175,45.60411,71.07985,23.60392,2.39362,6.5742
100408,1.21709,3.34985,6.40279,-0.34356,-0.25049,-1.22641,0.4961,-,0.80454,14.09285,8.33075,3.74213,0.68841,58.75862,22.98682,0.73256,2.03267,45.20295,38.84588,76.06649,13.86059,0.76137,4.37001
100409,0.73638,1.64975,2.4075,-0.34212,-0.29487,-0.73342,0.54294,-,0.69466,13.63248,7.95034,3.27891,0.6064,55.75314,12.16649,0.78921,2.08804,46.28701,94.30649,74.47329,14.18399,1.99161,10.99217
