id,name,inhabitants,z_s1_percentage_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years
03040512,Wilhelmsruh,10074.0,-0.79863,-0.92742,-0.90416,-2.63021,mittel,1.02483
03040513,Schönholz,3356.0,-1.00083,-1.09478,-1.24124,-3.33685,hoch,0.49704
03040614,Pankow Zentrum,36487.0,-0.58691,-0.65286,-0.89221,-2.13198,mittel,0.05328
03040818,Pankow Süd,34800.0,-0.47556,-0.57812,-0.7271,-1.78078,mittel,0.14221
03050919,Gustav-Adolf-Straße,5583.0,0.38891,0.17494,0.2016,0.76545,mittel,0.63268
03050920,Weißer See,7430.0,-0.53143,-0.641,-0.86566,-2.03809,mittel,0.08691
03050923,Weißenseer Spitze,9674.0,-0.34581,-0.46347,-0.77959,-1.58887,mittel,-0.8724
03050924,Behaimstraße,6140.0,0.26026,-0.20413,-0.60002,-0.54389,mittel,-1.04679
03050925,Komponistenviertel Weißensee,9755.0,-0.2461,-0.42662,-0.6524,-1.32512,mittel,0.41614
03051017,Rennbahnstraße,4250.0,0.16239,-0.2844,-0.38802,-0.51003,mittel,0.78546
03051021,Buschallee,6468.0,0.10263,-0.18262,0.05747,-0.02252,mittel,-1.46956
03051022,Hansastraße,4651.0,-0.51281,-0.29995,0.01783,-0.79493,mittel,-0.24988
03061126,Arnimplatz,15688.0,-0.49649,-0.64139,-0.91234,-2.05022,mittel,0.21076
03061131,Falkplatz,10755.0,-0.73102,-0.87978,-1.09705,-2.70785,mittel,0.02973
03061227,Humannplatz,14649.0,-0.80851,-0.85095,-1.06102,-2.72048,mittel,0.22489
03061228,Erich-Weinert-Straße,12787.0,-0.29909,-0.30359,-0.26048,-0.86316,mittel,-0.2899
03061332,Helmholtzplatz,22873.0,-0.58316,-0.72052,-1.02583,-2.32951,mittel,0.11387
03061429,Greifswalder Straße,10001.0,0.62532,-0.03152,0.6458,1.2396,mittel,-0.91004
03061430,Volkspark Prenzlauer Berg,4126.0,2.24871,0.92383,0.5467,3.71924,niedrig,3.42331
03061434,Anton-Saefkow-Park,6472.0,-0.36687,-0.5202,-0.95354,-1.84061,mittel,-0.3163
03061435,Conrad-Blenkle-Straße,3941.0,0.22243,-0.06354,0.09709,0.25598,mittel,0.12562
03061441,Eldenaer Straße,2660.0,-1.56167,-1.35179,-1.39299,-4.30645,hoch,0.58209
03071536,Teutoburger Platz,11137.0,-0.87746,-0.90569,-1.02599,-2.80914,mittel,0.44637
03071537,Kollwitzplatz,16027.0,-0.87818,-0.96473,-1.19889,-3.0418,hoch,0.33819
03071633,Thälmannpark,3229.0,0.52857,0.11787,-0.32369,0.32275,mittel,0.20923
03071638,Winsstraße,17709.0,-0.80189,-0.87329,-1.05586,-2.73104,mittel,0.51255
03071639,Bötzowstraße,12738.0,-0.71061,-0.89059,-1.13899,-2.74019,mittel,0.51409
04010101,Jungfernheide,10785.0,1.2856,0.90829,1.22883,3.42272,niedrig,-0.85106
04010102,Plötzensee,812.0,1.56599,0.82621,2.87656,5.26876,sehr niedrig,4.38761
04010103,Paul-Hertz-Siedlung,7881.0,2.16155,1.88544,1.52765,5.57464,sehr niedrig,-0.57749
04020205,Siedlung Ruhleben,1329.0,-0.95157,-1.16684,-1.01897,-3.13738,hoch,1.20707
04020206,Angerburger Allee,2869.0,-0.66356,-0.88614,-0.66966,-2.21936,mittel,0.46849
04020207,Flatowallee,2559.0,-1.06222,-1.05663,-1.00175,-3.1206,hoch,0.90957
04020208,Kranzallee,2922.0,-1.078,-0.9959,-1.16019,-3.23409,hoch,1.03403
04020209,Eichkamp,3214.0,-1.46931,-1.30948,-1.21858,-3.99737,hoch,1.064
04020310,Park Ruhwald,616.0,-0.62092,-0.69298,1.27041,-0.04349,mittel,2.08066
04020311,Reichsstraße,15071.0,-0.75208,-0.83235,-0.8985,-2.48293,mittel,0.38521
04020312,Branitzer Platz,5552.0,-0.82274,-0.82799,-1.0092,-2.65993,mittel,0.56075
04020313,Königin-Elisabeth-Straße,7452.0,-0.48511,-0.43041,-0.28034,-1.19586,mittel,-0.72772
04030415,Schloßgarten,3048.0,0.92988,0.71647,0.47557,2.12192,mittel,-1.21836
04030416,Klausenerplatz,10652.0,0.08185,0.39153,0.09911,0.57249,mittel,-0.92115
04030417,Schloßstraße,10976.0,-0.37993,-0.30969,-0.41977,-1.10939,mittel,0.0008
04030518,Tegeler Weg,9581.0,0.29248,0.06706,0.17199,0.53153,mittel,-0.44628
04030519,Kaiserin-Augusta-Allee,5901.0,0.29,0.18023,0.46771,0.93794,mittel,0.4125
04030620,Alt-Lietzow,8887.0,-0.15166,-0.19426,-0.17688,-0.5228,mittel,-0.0772
04030621,Spreestadt,3026.0,0.0562,0.14946,0.23539,0.44105,mittel,-1.11468
04030622,Richard-Wagner-Straße,10833.0,0.04503,0.08246,-0.11561,0.01188,mittel,-0.50421
04030623,Ernst-Reuter-Platz,5049.0,0.24122,0.2067,-0.03815,0.40977,mittel,-0.12153
04030724,Lietzensee,6490.0,-0.31798,-0.46848,-0.68817,-1.47463,mittel,0.18587
04030725,Amtsgerichtsplatz,12302.0,-0.69564,-0.52183,-0.43257,-1.65004,mittel,-0.04813
04030726,Droysenstraße,5795.0,-0.29323,-0.31573,-0.04187,-0.65083,mittel,0.80825
04030827,Karl-August-Platz,12235.0,-0.07004,-0.114,-0.1452,-0.32924,mittel,0.09559
04030828,Savignyplatz,9668.0,-0.66624,-0.68699,-0.64478,-1.99801,mittel,-0.12158
04030929,Hindemithplatz,6072.0,-0.88996,-0.66927,-1.03846,-2.59769,mittel,0.00809
04030930,George-Grosz-Platz,5649.0,-0.7976,-0.77434,-0.8659,-2.43784,mittel,0.2964
04030931,Breitscheidplatz,3711.0,-0.61674,-0.39056,-0.2991,-1.3064,mittel,-0.05456
04031032,Halensee,15628.0,-0.59267,-0.54872,-0.58723,-1.72862,mittel,0.02743
04041134,Bismarckallee,5228.0,-0.99995,-0.73517,-1.00392,-2.73904,mittel,-0.07984
04041135,Hundekehle,2829.0,-1.27457,-1.11392,-1.29095,-3.67944,hoch,1.06101
04041136,Hagenplatz,3072.0,-1.14367,-1.08058,-1.15477,-3.37902,hoch,0.35621
04041137,Flinsberger Platz,8280.0,-0.48796,-0.49635,-0.51135,-1.49566,mittel,0.15363
04041238,Kissinger Straße,6086.0,-0.51899,-0.6856,-0.8026,-2.00719,mittel,0.32789
04041240,Messelpark,1522.0,-1.37436,-1.25498,-1.28835,-3.91769,hoch,0.79496
04041241,Breite Straße,7031.0,-0.8889,-0.92724,-1.14684,-2.96298,hoch,0.93074
04041342,Schlangenbader Straße,4141.0,0.40415,-0.12235,-0.33872,-0.05692,mittel,0.42859
04041343,Binger Straße,3556.0,-0.64707,-0.66947,-0.94542,-2.26196,mittel,0.52724
04041344,Rüdesheimer Platz,10810.0,-0.81001,-0.84666,-1.02277,-2.67944,mittel,0.33765
04051445,Eisenzahnstraße,6325.0,0.08064,-0.21925,-0.04895,-0.18756,mittel,0.3427
04051446,Preußenpark,10778.0,-0.68046,-0.71855,-0.94973,-2.34874,mittel,0.12019
04051447,Ludwigkirchplatz,5365.0,-0.2824,-0.55432,-0.59622,-1.43294,mittel,-0.25888
04051448,Schaperstraße,9367.0,-0.24717,-0.51252,-0.41525,-1.17494,mittel,0.27658
04051549,Rathaus Wilmersdorf,4642.0,-0.11194,0.1583,0.41105,0.45741,mittel,0.48571
04051550,Leon-Jessel-Platz,5574.0,-0.61693,-0.39201,-0.47019,-1.47913,mittel,-0.37776
04051551,Brabanter Platz,4518.0,-0.20136,-0.23482,-0.11002,-0.5462,mittel,0.13019
04051652,Nikolsburger Platz,9914.0,-0.49419,-0.58696,-0.67,-1.75115,mittel,0.74613
04051653,Prager Platz,6993.0,-0.28701,-0.56936,-0.70962,-1.56599,mittel,0.21864
04051654,Wilhelmsaue,3055.0,-0.34311,-0.60001,-0.70069,-1.64381,mittel,-0.37227
04051655,Babelsberger Straße,7300.0,-0.24427,-0.3311,-0.66446,-1.23983,mittel,-0.06207
04051656,Hildegardstraße,7698.0,-0.72833,-0.74843,-0.85401,-2.33077,mittel,0.25453
05010101,Hakenfelde Nord,10290.0,-0.27229,-0.11723,-0.03969,-0.42921,mittel,0.25738
05010102,Goltzstraße,7193.0,0.64563,0.46706,0.84158,1.95427,mittel,-0.62689
05010103,Amorbacher Weg,7738.0,-0.33979,-0.30765,-0.38533,-1.03277,mittel,-0.27488
05010204,Griesingerstraße,3608.0,1.29479,1.16977,0.72225,3.18681,niedrig,-3.67608
05010205,An der Tränke,1960.0,-1.07469,-1.0588,-0.92527,-3.05876,hoch,0.26288
05010206,Gütersloher Weg,10613.0,1.6217,1.37777,1.48716,4.48663,sehr niedrig,-1.10638
05010207,Darbystraße,11618.0,1.88088,1.78643,1.38796,5.05527,sehr niedrig,-1.37198
05010208,Germersheimer Platz,7715.0,1.52677,1.43342,1.47738,4.43757,sehr niedrig,-2.49139
05010209,An der Kappe,6103.0,-0.36152,-0.26251,-0.15643,-0.78046,mittel,0.07632
05010310,Eckschanze,3974.0,1.01846,1.10735,1.05937,3.18518,niedrig,-1.97675
05010311,Eiswerder,5681.0,1.28511,1.25546,1.31468,3.85525,niedrig,-2.70336
05010312,Kurstraße,7394.0,2.37407,2.09283,1.9445,6.4114,sehr niedrig,-0.68345
05010313,Ackerstraße,6916.0,1.19706,1.01649,1.00867,3.22222,niedrig,-1.30481
05010314,Carl-Schurz-Straße,12412.0,0.98155,0.85536,0.94129,2.7782,mittel,-0.61216
05010339,Freiheit,995.0,-0.65489,-0.43188,-0.99087,-2.07764,mittel,-5.85681
05020415,Isenburger Weg,3862.0,-1.28489,-1.20269,-1.15492,-3.6425,hoch,0.85409
05020416,Am Heideberg,1685.0,-0.48965,-0.715,-0.84427,-2.04892,mittel,-0.11425
05020417,Staakener Straße,5962.0,-0.30126,-0.45796,-0.34772,-1.10694,mittel,1.23679
05020418,Spandauer Straße,4392.0,0.2544,0.04733,-0.06595,0.23578,mittel,0.00701
05020419,Magistratsweg,7117.0,1.53514,1.02592,1.26945,3.83051,niedrig,-2.0811
05020420,Werkstraße,969.0,-0.92187,-0.65106,-0.57663,-2.14956,mittel,0.54825
05020521,Döberitzer Weg,3235.0,-1.07511,-0.95611,-0.94893,-2.98015,hoch,0.82769
05020522,Pillnitzer Weg,7436.0,2.49424,2.30144,2.08364,6.87932,sehr niedrig,-1.87917
05020523,Maulbeerallee,12761.0,3.88156,3.49999,2.55176,9.93331,sehr niedrig,-1.38717
05020524,Weinmeisterhornweg,6328.0,-0.39332,-0.63796,-0.44587,-1.47715,mittel,0.54064
05020625,Borkumer Straße,7664.0,0.5755,0.42527,0.8474,1.84817,mittel,-0.61739
05020626,Adamstraße,18379.0,0.84691,0.60419,0.70229,2.15339,mittel,-0.31591
05020627,Tiefwerder,4440.0,1.33632,1.29369,1.22545,3.85546,niedrig,-0.98901
05020628,Graetschelsteig,2041.0,0.82784,0.27677,0.68236,1.78697,mittel,0.2116
05020629,Börnicker Straße,4420.0,-0.57668,-1.08254,-1.16691,-2.82613,mittel,1.07344
05030730,Zitadellenweg,4026.0,-0.46929,-0.00248,-0.09636,-0.56813,mittel,0.34262
05030731,Gartenfelder Straße,11699.0,1.38306,1.0574,1.18304,3.6235,niedrig,-0.76524
05030832,Rohrdamm,12065.0,0.54064,0.64237,0.79417,1.97718,mittel,-0.96717
05030833,Motardstraße,512.0,-0.44415,0.37539,1.68941,1.62065,mittel,0.10035
05040934,Alt-Gatow,3539.0,-0.76919,-0.59442,-0.26166,-1.62527,mittel,1.05159
05040935,Groß-Glienicker Weg,454.0,0.32201,-0.5544,-0.92069,-1.15308,mittel,-3.21838
05040936,Jägerallee,10014.0,-1.31314,-1.23619,-1.26855,-3.81788,hoch,0.80732
05040937,Kladower Damm,2195.0,-1.43002,-1.32671,-1.364,-4.12073,hoch,0.57051
05040938,Kafkastraße,3675.0,-1.23349,-1.28165,-1.14649,-3.66163,hoch,1.15011
06010101,Fichtenberg,6964.0,-1.04426,-1.07942,-1.1736,-3.29728,hoch,0.8104
06010102,Schloßstraße,8836.0,-0.51665,-0.61467,-0.70492,-1.83624,mittel,0.55337
06010103,Markelstraße,6336.0,-0.87252,-0.81201,-0.97211,-2.65664,mittel,0.35361
06010204,Munsterdamm,6885.0,-0.31452,-0.42896,-0.50861,-1.25209,mittel,-0.20715
06010205,Südende,9823.0,-0.35765,-0.43,-0.40861,-1.19626,mittel,-0.06347
06010206,Stadtpark,7745.0,-0.55321,-0.49252,-0.636,-1.68173,mittel,-0.84811
06010207,Mittelstraße,7850.0,-0.27794,-0.52968,-0.48877,-1.29639,mittel,0.21784
06010208,Bergstraße,6715.0,-0.48623,-0.54332,-0.76694,-1.79649,mittel,-0.11048
06010209,Feuerbachstraße,9227.0,-0.57538,-0.50891,-0.60243,-1.68672,mittel,-0.15665
06010210,Bismarckstraße,4939.0,-0.34723,-0.42686,-0.57297,-1.34706,mittel,0.07
06020301,Alt-Lankwitz,5034.0,-0.52369,-0.41151,-0.49544,-1.43064,mittel,0.34487
06020302,Komponistenviertel Lankwitz,5651.0,-0.81433,-0.90167,-0.80678,-2.52278,mittel,0.41266
06020303,Lankwitz Kirche,7366.0,0.28886,-0.08644,-0.02639,0.17603,mittel,-0.37492
06020304,Kaiser-Wilhelm-Straße,7211.0,0.12433,-0.14581,-0.10795,-0.12943,mittel,-0.08156
06020305,Gemeindepark Lankwitz,11414.0,0.15453,-0.06943,-0.06575,0.01935,mittel,0.14831
06020306,Lankwitz Süd,6438.0,-0.92609,-0.76177,-0.70682,-2.39468,mittel,0.39981
06020407,Thermometersiedlung,4644.0,1.25967,0.70835,1.04872,3.01674,niedrig,-1.58062
06020408,Lichterfelde Süd,6922.0,-0.01579,-0.14512,-0.04494,-0.20585,mittel,0.18608
06020409,Königsberger Straße,8282.0,-0.5785,-0.6761,-0.50542,-1.76002,mittel,-0.05178
06020410,Oberhofer Platz,7166.0,-0.9802,-0.93747,-0.89677,-2.81444,mittel,0.46899
06020411,Schütte-Lanz-Straße,8575.0,-0.55588,-0.56806,-0.32414,-1.44808,mittel,0.79011
06030501,Berlepschstraße,5748.0,-1.04602,-0.86085,-0.76941,-2.67628,mittel,0.53912
06030502,Zehlendorf Süd,5640.0,-0.28692,-0.38229,-0.3581,-1.02731,mittel,0.84892
06030503,Zehlendorf Mitte,11872.0,-0.97111,-0.82709,-0.90939,-2.70759,mittel,0.30318
06030504,Teltower Damm,11062.0,-1.11705,-1.14674,-1.15289,-3.41668,hoch,1.01926
06030605,Botanischer Garten,7108.0,-0.76265,-0.79841,-0.88464,-2.4457,mittel,0.2528
06030606,Hindenburgdamm,5273.0,-0.18667,-0.47861,-0.53903,-1.20431,mittel,-0.29962
06030607,Goerzwerke,3118.0,-0.94777,-0.89237,-0.76941,-2.60955,mittel,0.97474
06030608,Schweizer Viertel,13667.0,-0.97092,-1.0148,-1.0899,-3.07562,hoch,1.02856
06030609,Augustaplatz,12208.0,-0.58165,-0.79731,-0.76861,-2.14757,mittel,0.42889
06030610,Lichterfelde West,8502.0,-1.18447,-1.11603,-1.17527,-3.47577,hoch,0.21468
06040701,Wannsee,10246.0,-1.16401,-1.15295,-1.16257,-3.47953,hoch,0.855
06040702,Düppel,5506.0,-1.23323,-0.92331,-1.09776,-3.2543,hoch,0.86976
06040703,Nikolassee,11156.0,-1.16393,-1.18222,-1.20223,-3.54838,hoch,0.97802
06040804,Krumme Lanke,7609.0,-1.32813,-1.26654,-1.32483,-3.9195,hoch,1.10765
06040805,Fischerhüttenstraße,5345.0,-1.14315,-1.11427,-1.18449,-3.44191,hoch,0.65875
06040806,Fischtal,7313.0,-1.15619,-1.08601,-1.15274,-3.39494,hoch,0.88742
06040807,Zehlendorf Eiche,5927.0,-0.78035,-0.96216,-1.05976,-2.80227,mittel,0.86946
06040808,Hüttenweg,4666.0,-1.43172,-1.22179,-1.25466,-3.90817,hoch,0.65418
06040809,Thielallee,4999.0,-1.53023,-1.30891,-1.34312,-4.18226,hoch,0.48801
06040810,Dahlem,7089.0,-1.24924,-1.24271,-1.20443,-3.69638,hoch,1.02321
07010101,Wittenbergplatz/Viktoria-Luise-Platz,9984.0,-0.05143,-0.03538,-0.27088,-0.35769,mittel,0.53918
07010102,Nollendorfplatz,16634.0,0.57199,1.13766,1.05797,2.76762,mittel,-0.51128
07010103,Barbarossaplatz,10641.0,-0.66125,-0.39392,-0.58247,-1.63764,mittel,-0.95282
07010104,Dennewitzplatz,13820.0,0.88865,1.10617,0.7474,2.74222,mittel,-0.28068
07020201,Bayerischer Platz,10705.0,-0.63463,-0.46038,-0.68802,-1.78303,mittel,-0.37396
07020202,Volkspark (Rudolf-Wilde-Park),10310.0,0.10285,0.03657,-0.02883,0.11059,mittel,-0.47499
07020203,Kaiser-Wilhelm-Platz,18047.0,-0.07187,0.23604,-0.02616,0.13801,mittel,-0.46366
07020204,Schöneberger Insel,12184.0,-0.55216,-0.24999,-0.49463,-1.29678,mittel,-0.92133
07030301,Friedenau,24833.0,-1.03333,-0.81977,-0.98635,-2.83945,mittel,0.18832
07030302,Ceciliengärten,9439.0,-0.80177,-0.66131,-0.75898,-2.22206,mittel,0.22982
07030303,Grazer Platz,12399.0,-0.03604,0.1343,-0.02948,0.06878,mittel,-1.15586
07040401,Neu-Tempelhof,18738.0,-0.14418,0.02788,-0.17371,-0.29001,mittel,-0.23349
07040402,Lindenhofsiedlung,2368.0,0.2091,0.18451,0.02067,0.41428,mittel,-0.0399
07040403,Manteuffelstraße,24316.0,0.16603,0.2003,0.28658,0.65291,mittel,-0.54675
07040404,Marienhöhe,5196.0,-0.28643,-0.09777,-0.10877,-0.49297,mittel,-2.19445
07040405,Rathaus Tempelhof,11060.0,0.54477,0.48917,0.66785,1.70179,mittel,-0.41
07040406,Germaniagarten,4094.0,1.77553,1.90273,1.82216,5.50042,sehr niedrig,-1.63949
07050501,Rathausstraße,16725.0,0.71488,0.51177,0.70151,1.92816,mittel,0.42643
07050502,Fritz-Werner-Straße,8119.0,0.5736,0.30198,0.56386,1.43944,mittel,-0.67464
07050503,Eisenacher Straße,9263.0,0.11702,0.08991,0.22881,0.43574,mittel,-0.8993
07050504,Imbrosweg,5652.0,0.29791,0.25963,0.12201,0.67955,mittel,-0.82941
07050505,Hundsteinweg,10673.0,-0.34254,-0.24133,0.04315,-0.54072,mittel,0.20922
07050506,Birnhornweg,2287.0,-1.17779,-0.93583,-0.74049,-2.85411,mittel,0.08949
07060601,Marienfelder Allee Nordwest,10199.0,0.88873,1.08078,1.06488,3.03439,niedrig,-1.02383
07060602,Kirchstraße,4703.0,-1.00931,-0.89691,-0.92814,-2.83436,mittel,0.12854
07060603,Marienfelde Nordost,2861.0,0.03725,0.31773,0.81875,1.17373,mittel,-0.87161
07060604,Marienfelde Süd,14592.0,0.54207,0.6927,0.7014,1.93617,mittel,-1.37958
07070701,Kettinger Straße/Schillerstraße,10526.0,-0.61532,-0.59044,-0.47322,-1.67898,mittel,0.37575
07070702,Alt-Lichtenrade/Töpchiner Weg,10931.0,-0.65822,-0.39366,-0.41068,-1.46256,mittel,0.18626
07070703,John-Locke-Straße,7640.0,0.59327,0.32733,0.35594,1.27654,mittel,-1.22773
07070704,Nahariyastraße,8547.0,1.82565,1.84066,1.8811,5.54741,sehr niedrig,-0.78932
07070705,Franziusweg/Rohrbachstraße,7031.0,-1.07308,-0.9147,-0.97028,-2.95806,hoch,0.21317
07070706,Horstwalder Straße/Paplitzer Straße,3936.0,-0.26846,-0.34024,-0.12201,-0.73071,mittel,2.059
