id,name,inhabitants,status_index,status_index_class,dynamic_index,dynamic_index_class,status_dynamic_index,status_dynamic_index_class,inhabitants,s1_percentage_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years,inhabitants,z_s1_percentage_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k06_change_proportion_of_foreigner,k07_foreign_transfer_recipients,k08_urban_apartments,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
02040703,Wriezener Bahnhof/ Entwicklungsgebiet,1155.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",1155.0,5.39957,20.95238,58.53659,-0.33016,-2.45373,-8.13008,1155.0,0.65842,1.16964,1.84415,3.67221,niedrig,0.69908,1155.0,10.83333,-,29.16667,90.82969,68.57143,59.39394,1.75202,35.1312,30.42836,0.0,1.58095,36.38442,0.0
02050601,Hausburgviertel,9124.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9124.0,3.87617,9.03113,17.47212,-0.77718,-0.99134,-1.2389,9124.0,-0.00436,-0.33235,-0.45204,-0.78875,mittel,0.21053,9124.0,1.35542,-,11.45194,39.11187,31.46646,22.11749,2.65682,52.13082,13.04566,11.97561,1.7158,38.11683,100.0
02050602,Samariterviertel,21730.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",21730.0,3.19071,8.26967,13.44482,-0.68765,-1.09227,-1.27229,21730.0,-0.30259,-0.42829,-0.67723,-1.40811,mittel,0.30837,21730.0,1.46217,-,9.77169,35.12706,31.17349,22.01565,3.19681,47.05268,11.90019,6.10468,1.6786,37.58817,42.25495
02050801,Traveplatz,20028.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",20028.0,4.14816,11.12443,23.42559,-0.35238,-0.91139,-0.22162,20028.0,0.11397,-0.06861,-0.11914,-0.07378,mittel,0.67479,20028.0,2.4619,-,9.35006,43.39827,35.16577,25.56421,3.25237,53.47656,18.6166,13.17012,1.68065,36.68279,1.30817
02050802,Boxhagener Platz,21280.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",21280.0,2.75188,6.36748,12.05098,-0.33101,-0.95473,0.87943,21280.0,-0.49351,-0.66795,-0.75517,-1.91663,mittel,0.69815,21280.0,1.64134,-,6.4433,32.38296,32.56579,23.80169,2.58393,41.57947,8.13416,4.04615,1.72011,39.41499,17.90883
02050803,Stralauer Kiez,7598.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7598.0,3.09229,8.3443,18.80631,-1.3277,-1.28925,-2.16556,7598.0,-0.34541,-0.41889,-0.37743,-1.14173,mittel,-0.39114,7598.0,2.92308,-,7.98403,40.71795,34.60121,24.58542,4.33062,44.86081,8.58229,11.74191,1.85088,39.60226,100.0
02050804,Stralauer Halbinsel,4725.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",4725.0,1.2368,2.58201,2.80778,-0.29121,-0.4868,0.29787,4725.0,-1.15267,-1.14489,-1.27202,-3.56958,hoch,0.74165,4725.0,0.9901,-,2.06612,31.18908,24.04233,13.20635,0.71534,63.62179,8.72483,2.14362,1.39217,35.79196,0.0
03010101,Bucher Forst,4119.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4119.0,4.68024,8.57004,13.04985,-0.06388,-0.54401,-2.99553,4119.0,0.34546,-0.39045,-0.69932,-0.74431,mittel,0.9901,4119.0,3.7931,-,2.66458,16.57825,14.90653,9.78393,1.94279,60.54591,29.18782,29.09253,1.95266,41.44016,17.89269
03010102,Buch,12348.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",12348.0,5.82699,15.16035,33.48934,-1.06054,-1.33088,-7.54075,12348.0,0.84438,0.43988,0.44359,1.72785,mittel,-0.09916,12348.0,4.5977,-,2.15625,29.55863,19.25008,14.60155,5.1621,82.19634,28.45118,46.74928,1.80685,31.69169,77.57532
03020203,Blankenfelde,2285.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2285.0,1.37581,3.67615,5.57103,-1.16461,-0.15183,-1.9375,2285.0,-1.0922,-1.00704,-1.11751,-3.21675,hoch,-0.2129,2285.0,0.0,-,0.73394,29.78723,14.74836,11.59737,10.03783,92.83019,7.36434,1.20846,1.88009,41.63632,90.02188
03020209,Niederschönhausen,14967.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",14967.0,1.84905,4.50324,6.7824,-0.38627,-0.29779,0.09635,14967.0,-0.8863,-0.90283,-1.04977,-2.8389,mittel,0.63776,14967.0,1.29683,-,1.81257,22.55378,15.98851,9.11338,0.49597,58.72434,12.51897,4.11234,1.73876,40.12501,21.82802
03020210,Herthaplatz,11488.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",11488.0,2.37154,6.30223,11.11111,-0.34607,0.02303,0.09741,11488.0,-0.65898,-0.67617,-0.80772,-2.14287,mittel,0.68169,11488.0,1.85996,-,2.0377,23.75223,14.80675,8.31302,1.11755,64.08377,26.50862,3.9663,1.82025,40.12274,22.46692
03020307,Buchholz,18304.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",18304.0,1.50207,5.55616,10.12451,-0.51561,-0.28879,-0.56774,18304.0,-1.03726,-0.77017,-0.86289,-2.67032,mittel,0.4964,18304.0,1.51515,-,3.12305,20.68773,13.29764,5.52885,1.42399,60.77075,26.32674,0.0993,1.75229,39.5201,32.83435
03030405,Karow Nord,11352.0,2.0,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",11352.0,2.73061,10.18323,21.09665,-0.03978,1.01702,2.74938,11352.0,-0.50276,-0.1872,-0.24937,-0.93933,mittel,1.01644,11352.0,2.68924,-,3.09951,25.96193,16.84285,9.54017,3.83291,75.53093,39.13043,22.48366,1.91975,35.01894,12.71142
03030406,Alt-Karow,8225.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",8225.0,0.79954,2.33435,2.93578,-0.62315,0.12695,-0.77799,8225.0,-1.34291,-1.1761,-1.26486,-3.78387,hoch,0.37887,8225.0,0.57307,-,0.85016,14.13454,8.77812,3.63526,0.2999,61.87291,11.42857,0.05505,2.0541,46.22748,6.16413
03030711,Blankenburg,6869.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",6869.0,0.95482,1.57228,1.95675,-0.37546,-0.55694,-1.31479,6869.0,-1.27536,-1.27211,-1.31961,-3.86708,hoch,0.64957,6869.0,0.79208,-,0.49875,14.41048,7.3082,2.96986,0.63506,55.39216,9.23077,0.48544,2.08517,46.08298,98.36949
03030715,Heinersdorf,7664.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7664.0,1.89349,4.64509,7.74254,-1.29416,-0.89091,-1.8383,7664.0,-0.86697,-0.88496,-0.99608,-2.74801,mittel,-0.35448,7664.0,1.65289,-,1.44547,33.28149,19.27192,13.26983,1.73762,84.36578,13.67781,8.1225,1.95916,42.36391,1.97025
03030716,Märchenland,1131.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",1131.0,0.92308,2.29885,6.4,-1.62947,-0.33735,-2.92203,1131.0,-1.28917,-1.18057,-1.07115,-3.54089,hoch,-0.72095,1131.0,0.0,-,0.0,8.66667,3.62511,1.67993,-0.07754,84.21053,15.78947,0.0,2.19187,45.09461,0.70734
03040508,Rosenthal,4588.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",4588.0,1.35571,3.53095,5.92992,-0.36061,-1.21519,-3.76953,4588.0,-1.10094,-1.02533,-1.09744,-3.22371,hoch,0.6658,4588.0,0.20161,-,1.87166,33.14978,20.31386,6.21186,0.84762,62.80702,10.46512,1.18989,1.90148,42.4102,0.5449
03040512,Wilhelmsruh,10074.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10074.0,2.05057,4.30812,9.38655,-0.0321,-0.63924,0.44716,10074.0,-0.79863,-0.92742,-0.90416,-2.63021,mittel,1.02483,10074.0,0.91954,-,2.01342,28.48485,16.33909,7.62359,1.90959,58.72396,15.02732,3.47016,1.95751,40.10115,1.72722
03040513,Schönholz,3356.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3356.0,1.58582,2.97974,3.35821,-0.51502,-0.56657,0.07669,3356.0,-1.00083,-1.09478,-1.24124,-3.33685,hoch,0.49704,3356.0,0.58309,-,2.07101,22.73425,14.7795,6.8236,0.55162,51.0917,11.9469,0.35336,1.8674,42.33611,25.17878
03040614,Pankow Zentrum,36487.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",36487.0,2.53719,6.48724,9.60025,-0.92106,-0.57915,-1.63327,36487.0,-0.58691,-0.65286,-0.89221,-2.13198,mittel,0.05328,36487.0,1.77179,-,2.404,22.3926,15.48497,8.4304,1.49429,55.23407,15.36899,26.69074,1.84255,39.31696,5.06756
03040818,Pankow Süd,34800.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",34800.0,2.79313,7.08046,12.55298,-0.83969,-1.13485,-2.65439,34800.0,-0.47556,-0.57812,-0.7271,-1.78078,mittel,0.14221,34800.0,1.34749,-,3.3026,25.08391,17.20977,10.91954,1.6347,54.92105,12.45252,22.34139,1.94664,37.61925,20.21264
03050919,Gustav-Adolf-Straße,5583.0,2.0,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",5583.0,4.78011,13.0575,29.1616,-0.39091,2.83104,7.90819,5583.0,0.38891,0.17494,0.2016,0.76545,mittel,0.63268,5583.0,4.54545,-,4.09463,39.44857,19.72058,15.38599,-0.25024,83.93481,42.47894,45.84307,1.8979,33.66846,0.0
03050920,Weißer See,7430.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7430.0,2.66471,6.58143,10.07494,-0.89029,-0.54308,-3.73913,7430.0,-0.53143,-0.641,-0.86566,-2.03809,mittel,0.08691,7430.0,1.002,-,1.77717,23.03665,14.75101,8.4926,0.74621,46.27575,13.53997,15.14687,1.80713,37.32288,0.0
03050923,Weißenseer Spitze,9674.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9674.0,3.09136,7.99049,11.61417,-1.76805,-1.24231,-2.77152,9674.0,-0.34581,-0.46347,-0.77959,-1.58887,mittel,-0.8724,9674.0,2.00861,-,4.09292,29.75904,21.98677,14.65785,2.96297,51.83357,12.77502,13.6918,1.77796,38.1962,51.08538
03050924,Behaimstraße,6140.0,2.0,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",6140.0,4.4844,10.04886,14.82558,-1.92761,-2.24079,-5.64048,6140.0,0.26026,-0.20413,-0.60002,-0.54389,mittel,-1.04679,6140.0,1.63339,-,7.31707,28.68284,23.35505,16.05863,0.77731,47.16024,16.91176,20.83818,1.83746,39.46596,40.27687
03050925,Komponistenviertel Weißensee,9755.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9755.0,3.32054,8.28293,13.88889,-0.58905,-0.58906,0.19499,9755.0,-0.2461,-0.42662,-0.6524,-1.32512,mittel,0.41614,9755.0,1.87354,-,3.64716,26.19048,18.68785,11.91184,2.16321,57.31497,22.23206,14.55894,1.80369,37.62635,0.0
03051017,Rennbahnstraße,4250.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4250.0,4.25944,9.41176,18.61702,-0.25112,-0.38339,-0.76141,4250.0,0.16239,-0.2844,-0.38802,-0.51003,mittel,0.78546,4250.0,6.10687,-,3.2368,25.55205,22.09412,15.6,2.93223,61.84012,30.62787,9.65383,1.712,36.55059,13.36471
03051021,Buschallee,6468.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6468.0,4.1221,10.21954,26.58402,-2.31444,-0.76001,-4.53692,6468.0,0.10263,-0.18262,0.05747,-0.02252,mittel,-1.46956,6468.0,2.33645,-,2.30487,24.28571,11.75015,7.90043,0.58073,73.38552,24.39516,30.75949,2.09477,36.23547,0.0
03051022,Hansastraße,4651.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4651.0,2.70752,9.28833,25.87519,-1.19845,-0.89501,-4.22035,4651.0,-0.51281,-0.29995,0.01783,-0.79493,mittel,-0.24988,4651.0,1.1976,-,0.84246,17.63926,9.56783,5.50419,2.32328,67.96875,35.15625,26.16352,1.93141,34.52548,0.98903
03061126,Arnimplatz,15688.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",15688.0,2.74503,6.57828,9.24015,-0.77697,-0.4738,-0.38579,15688.0,-0.49649,-0.64139,-0.91234,-2.05022,mittel,0.21076,15688.0,1.54597,-,6.75214,35.89308,29.72336,20.4105,2.62556,47.53279,10.74826,6.30956,1.77837,39.95258,75.43345
03061131,Falkplatz,10755.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10755.0,2.20597,4.68619,5.93692,-0.94261,-0.46541,0.12297,10755.0,-0.73102,-0.87978,-1.09705,-2.70785,mittel,0.02973,10755.0,0.62189,-,6.85714,37.96244,33.56578,23.43096,1.19924,45.2381,6.10348,6.47773,1.72134,39.26499,60.62297
03061227,Humannplatz,14649.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",14649.0,2.02786,4.91501,6.58115,-0.76404,-1.00097,-1.75685,14649.0,-0.80851,-0.85095,-1.06102,-2.72048,mittel,0.22489,14649.0,0.96993,-,4.95376,34.54455,26.56837,17.42098,1.69096,47.60972,5.94855,15.38462,1.83146,39.34193,14.44467
03061228,Erich-Weinert-Straße,12787.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",12787.0,3.19874,9.2594,20.89783,-1.23507,0.02729,1.01528,12787.0,-0.29909,-0.30359,-0.26048,-0.86316,mittel,-0.2899,12787.0,1.15668,-,4.69388,39.00613,24.16517,16.34473,2.69071,52.3445,14.04715,27.09123,1.88488,36.65559,21.77993
03061332,Helmholtzplatz,22873.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",22873.0,2.54581,5.95025,7.21063,-0.86562,-0.5154,-0.85696,22873.0,-0.58316,-0.72052,-1.02583,-2.32951,mittel,0.11387,22873.0,1.37232,-,10.33403,36.64286,31.54811,20.86303,1.62594,46.9824,6.87219,6.07014,1.72898,40.97093,2.99043
03061429,Greifswalder Straße,10001.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10001.0,5.32349,11.41886,37.10555,-1.80249,-0.04712,-2.11667,10001.0,0.62532,-0.03152,0.6458,1.2396,mittel,-0.91004,10001.0,2.03443,-,1.77891,39.5853,16.59834,9.65903,1.55548,70.60041,34.1853,31.47899,2.06549,35.82542,45.23548
03061430,Volkspark Prenzlauer Berg,4126.0,3.0,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ",4126.0,9.05481,19.00145,35.33333,2.16248,8.26439,18.22807,4126.0,2.24871,0.92383,0.5467,3.71924,niedrig,3.42331,4126.0,3.81526,-,2.5641,67.93981,41.7111,35.09452,3.31691,84.94475,39.60674,40.73627,1.48376,25.43771,31.50751
03061434,Anton-Saefkow-Park,6472.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6472.0,3.04296,7.54017,8.5034,-1.25922,-0.1546,-1.62929,6472.0,-0.36687,-0.5202,-0.95354,-1.84061,mittel,-0.3163,6472.0,0.92593,-,6.04982,32.00837,27.05501,18.94314,3.7139,52.36542,8.34028,17.90382,1.92753,37.99676,53.52287
03061435,Conrad-Blenkle-Straße,3941.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",3941.0,4.39745,11.16468,27.29258,-0.85487,-0.70629,-2.13173,3941.0,0.22243,-0.06354,0.09709,0.25598,mittel,0.12562,3941.0,2.93255,-,5.75397,43.47015,29.51028,20.17255,2.98545,58.61635,14.54311,34.40233,1.91652,36.15554,61.27886
03061441,Eldenaer Straße,2660.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2660.0,0.29674,0.93985,0.64433,-0.4372,-0.1539,-0.04723,2660.0,-1.56167,-1.35179,-1.39299,-4.30645,hoch,0.58209,2660.0,1.96078,-,0.0,35.39928,27.66917,14.73684,1.3384,55.61224,0.0,0.0,1.29662,36.22632,0.0
03071536,Teutoburger Platz,11137.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",11137.0,1.86937,4.48056,7.20772,-0.56139,-0.34869,-0.25667,11137.0,-0.87746,-0.90569,-1.02599,-2.80914,mittel,0.44637,11137.0,0.73145,-,6.26263,40.93859,36.30242,24.80022,1.76123,47.93628,5.24358,9.12679,1.78621,41.45838,2.86433
03071537,Kollwitzplatz,16027.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",16027.0,1.86772,4.01198,4.11568,-0.66037,-0.72739,-1.92995,16027.0,-0.87818,-0.96473,-1.19889,-3.0418,hoch,0.33819,16027.0,0.72874,-,6.02911,43.07288,35.07207,24.13427,0.84678,51.34436,4.24291,8.92699,1.85038,43.97473,0.0
03071633,Thälmannpark,3229.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",3229.0,5.1011,12.60452,19.76744,-0.77837,-0.78418,-2.21647,3229.0,0.52857,0.11787,-0.32369,0.32275,mittel,0.20923,3229.0,0.80972,-,8.50722,50.90543,30.59771,20.00619,5.82015,67.64706,16.17418,61.10211,1.89811,37.20904,77.42335
03071638,Winsstraße,17709.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",17709.0,2.04307,4.7377,6.67348,-0.50083,-0.89382,-1.74869,17709.0,-0.80189,-0.87329,-1.05586,-2.73104,mittel,0.51255,17709.0,1.21951,-,4.61285,38.4662,31.96115,21.16438,1.29764,48.05229,6.64479,7.48934,1.73816,40.35513,27.68084
03071639,Bötzowstraße,12738.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",12738.0,2.25287,4.60041,5.18681,-0.49942,-0.73637,-1.24274,12738.0,-0.71061,-0.89059,-1.13899,-2.74019,mittel,0.51409,12738.0,1.35558,-,4.46058,32.60188,26.8802,16.98854,1.15608,49.67652,6.93257,16.11511,1.76276,41.25216,15.41843
04010101,Jungfernheide,10785.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",10785.0,6.84113,18.87807,47.53227,-1.74852,-0.93539,1.98706,10785.0,1.2856,0.90829,1.22883,3.42272,niedrig,-0.85106,10785.0,2.58373,-,8.32991,68.29746,47.47334,27.21372,-1.02136,55.5707,27.29306,19.3527,1.79268,31.4115,15.31757
04010102,Plötzensee,812.0,4.0,sehr niedrig,-,negativ,4-,"Status sehr niedrig, Dynamik negativ",812.0,7.4856,18.2266,77,3.04481,5.9361,31.16667,812.0,1.56599,0.82621,2.87656,5.26876,sehr niedrig,4.38761,812.0,5.60748,-,0.0,80.8,41.50246,36.2069,-0.21768,64.62585,52.49042,0.0,1.61084,42.18596,64.65517
04010103,Paul-Hertz-Siedlung,7881.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",7881.0,8.85449,26.63368,52.87628,-1.49821,0.79402,-3.87811,7881.0,2.16155,1.88544,1.52765,5.57464,sehr niedrig,-0.57749,7881.0,4.81144,-,13.01641,78.94385,54.35858,26.91283,1.84527,67.93965,48.2199,94.12835,1.66223,31.5644,16.4573
04020205,Siedlung Ruhleben,1329.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",1329.0,1.69903,2.40783,7.33333,0.13465,0,1.91164,1329.0,-0.95157,-1.16684,-1.01897,-3.13738,hoch,1.20707,1329.0,0.71942,-,1.40845,38.28571,25.5079,14.59744,-0.45147,51.03093,5.58659,11.07492,2.12114,47.8766,0.0
04020206,Angerburger Allee,2869.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",2869.0,2.36101,4.63576,13.58025,-0.54115,-0.62931,-3.98073,2869.0,-0.66356,-0.88614,-0.66966,-2.21936,mittel,0.46849,2869.0,2.14286,-,2.58949,59.17603,28.40711,17.2534,3.96364,60.80808,11.18721,0.0,2.26769,48.53538,0.0
04020207,Flatowallee,2559.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2559.0,1.44472,3.28253,7.6412,-0.13756,0.20196,0.05997,2559.0,-1.06222,-1.05663,-1.00175,-3.1206,hoch,0.90957,2559.0,0.4386,-,2.7027,49.44134,29.97265,17.66315,1.70738,57.74336,6.06796,0.0,2.15787,51.2669,0.50801
04020208,Kranzallee,2922.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2922.0,1.40845,3.76454,4.80769,-0.02368,0.39414,1.26787,2922.0,-1.078,-0.9959,-1.16019,-3.23409,hoch,1.03403,2922.0,0.0,-,1.99501,38.51992,26.83094,14.13415,0.65257,41.88862,10.77348,3.86016,2.16564,55.36961,0.0
04020209,Eichkamp,3214.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3214.0,0.50902,1.27567,3.76344,0.00374,-0.16679,0.50257,3214.0,-1.46931,-1.30948,-1.21858,-3.99737,hoch,1.064,3214.0,0.31397,-,0.0,32.57732,38.61232,29.30927,1.46355,56.26327,3.09051,0.0,1.93902,43.80056,0.0
04020310,Park Ruhwald,616.0,2.0,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",616.0,2.45902,6.16883,48.27586,0.93397,1.18544,36.84729,616.0,-0.62092,-0.69298,1.27041,-0.04349,mittel,2.08066,616.0,0.67568,-,0.0,90.625,54.87013,45.61688,2.75974,67.97153,9.09091,0.0,1.23052,30.0487,34.41558
04020311,Reichsstraße,15071.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",15071.0,2.15756,5.0627,9.48767,-0.61735,-0.31139,-1.08558,15071.0,-0.75208,-0.83235,-0.8985,-2.48293,mittel,0.38521,15071.0,0.6854,-,3.77358,50.2588,33.50143,20.27735,1.53244,59.42408,8.47706,0.94262,2.06376,46.81945,0.0
04020312,Branitzer Platz,5552.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5552.0,1.99516,5.09726,7.50799,-0.45673,-1.03042,-2.12866,5552.0,-0.82274,-0.82799,-1.0092,-2.65993,mittel,0.56075,5552.0,1.08696,-,4.57355,53.04465,32.29467,19.97478,0.32964,69.88278,8.49343,4.01523,1.94561,45.94741,0.0
04020313,Königin-Elisabeth-Straße,7452.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7452.0,2.77118,8.25282,20.54264,-1.63567,-0.73788,-3.61195,7452.0,-0.48511,-0.43041,-0.28034,-1.19586,mittel,-0.72772,7452.0,1.40485,-,6.39606,63.75991,38.66076,23.75201,-1.58663,62.0904,14.29471,11.43939,1.87359,39.24114,0.0
04030415,Schloßgarten,3048.0,2.0,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",3048.0,6.02351,17.35564,34.06114,-2.0846,-1.67855,-9.28861,3048.0,0.92988,0.71647,0.47557,2.12192,mittel,-1.21836,3048.0,5.17799,-,16.47362,72.55639,53.08399,39.20604,1.3139,62.51046,14.73587,0.0,1.48064,31.83301,0.0
04030416,Klausenerplatz,10652.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10652.0,4.07432,14.77657,27.32877,-1.81265,-0.66219,-1.28158,10652.0,0.08185,0.39153,0.09911,0.57249,mittel,-0.92115,10652.0,2.39521,-,16.95836,62.43597,49.01427,27.17799,-0.74317,69.08463,22.29617,44.05514,1.56975,34.12495,0.0
04030417,Schloßstraße,10976.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10976.0,3.01293,9.21101,18.04916,-0.96908,-0.83749,-1.98202,10976.0,-0.37993,-0.30969,-0.41977,-1.10939,mittel,0.0008,10976.0,2.08729,-,10.58445,58.33874,39.12172,23.34184,0.89286,57.29899,15.53571,1.49825,1.874,41.75574,0.0
04030518,Tegeler Weg,9581.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9581.0,4.55845,12.20123,28.63203,-1.37815,-1.36997,-5.90744,9581.0,0.29248,0.06706,0.17199,0.53153,mittel,-0.44628,9581.0,2.1575,-,11.46341,68.87232,45.2458,27.16835,1.73563,61.27545,18.65009,0.60562,1.8902,38.05949,31.91734
04030519,Kaiserin-Augusta-Allee,5901.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5901.0,4.55277,13.09947,33.9207,-0.59238,-1.37559,-3.48503,5901.0,0.29,0.18023,0.46771,0.93794,mittel,0.4125,5901.0,3.43511,-,8.61079,68.509,46.00915,27.52076,2.16324,55.78818,22.39726,12.46047,1.7375,37.28029,24.1315
04030620,Alt-Lietzow,8887.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8887.0,3.53762,10.12715,22.39297,-1.04045,-1.53971,-4.28126,8887.0,-0.15166,-0.19426,-0.17688,-0.5228,mittel,-0.0772,8887.0,1.54639,-,9.56522,62.87594,44.70575,26.20682,1.08178,58.99528,14.06173,2.53139,1.78002,38.41668,2.49803
04030621,Spreestadt,3026.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",3026.0,4.01538,12.85525,29.76589,-1.98973,-1.24604,-6.14015,3026.0,0.0562,0.14946,0.23539,0.44105,mittel,-1.11468,3026.0,1.46628,-,17.35751,81.99446,57.83212,35.65763,2.75462,54.77294,15.32176,4.07938,1.73364,41.72968,83.77396
04030622,Richard-Wagner-Straße,10833.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10833.0,3.98969,12.32346,23.48877,-1.43116,-0.75618,-3.3405,10833.0,0.04503,0.08246,-0.11561,0.01188,mittel,-0.50421,10833.0,2.18295,-,13.09627,66.69134,47.55839,27.647,0.64634,58.83139,17.92379,14.13492,1.80366,39.48638,0.0
04030623,Ernst-Reuter-Platz,5049.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5049.0,4.44065,13.30957,24.87395,-1.08101,-1.45651,-6.72456,5049.0,0.24122,0.2067,-0.03815,0.40977,mittel,-0.12153,5049.0,1.69133,-,17.64081,76.4095,56.42702,32.5411,0.83684,65.97687,15.65156,17.27243,1.8778,42.0923,0.0
04030724,Lietzensee,6490.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6490.0,3.15534,7.95069,13.24921,-0.79974,-0.4346,-1.28753,6490.0,-0.31798,-0.46848,-0.68817,-1.47463,mittel,0.18587,6490.0,0.85034,-,8.35253,52.66667,37.75039,22.54237,1.43888,57.62133,12.21757,2.4044,1.85655,43.58351,0.0
