id,name,inhabitants,status_index,status_index_class,dynamic_index,dynamic_index_class,status_dynamic_index,status_dynamic_index_class,inhabitants,s1_percentage_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years,inhabitants,z_s1_percentage_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k06_change_proportion_of_foreigner,k07_foreign_transfer_recipients,k08_urban_apartments,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
04030725,Amtsgerichtsplatz,12302.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",12302.0,2.28728,7.52723,17.82032,-1.01385,-0.24817,1.39175,12302.0,-0.69564,-0.52183,-0.43257,-1.65004,mittel,-0.04813,12302.0,0.79428,-,6.81818,55.08578,40.83076,26.10958,0.49117,52.11706,13.32868,1.24665,1.80377,42.60169,3.49537
04030726,Droysenstraße,5795.0,2.0,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",5795.0,3.21222,9.16307,24.8074,-0.23027,1.09083,7.87618,5795.0,-0.29323,-0.31573,-0.04187,-0.65083,mittel,0.80825,5795.0,1.47059,-,6.75074,67.04689,45.43572,28.35203,2.77149,60.19477,20.32123,2.5817,1.89525,45.34133,0.0
04030827,Karl-August-Platz,12235.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",12235.0,3.72522,10.7642,22.95957,-0.88235,-0.91254,-2.18968,12235.0,-0.07004,-0.114,-0.1452,-0.32924,mittel,0.09559,12235.0,2.44898,-,11.69618,72.90992,54.03351,35.03882,0.93194,56.58969,14.84775,0.97377,1.66563,37.43253,1.83081
04030828,Savignyplatz,9668.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9668.0,2.35486,6.21638,14.02509,-1.08105,-1.00098,-3.45743,9668.0,-0.66624,-0.68699,-0.64478,-1.99801,mittel,-0.12158,9668.0,0.22857,-,8.04316,63.90244,45.6868,29.58213,1.68201,57.69231,6.95405,4.27536,1.92966,45.88684,0.0
04030929,Hindemithplatz,6072.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6072.0,1.84064,6.35705,6.98467,-0.96241,-0.06328,-1.29558,6072.0,-0.88996,-0.66927,-1.03846,-2.59769,mittel,0.00809,6072.0,1.29032,-,10.17699,60.90116,43.87352,27.12451,0.50688,54.34123,6.52493,1.44274,2.07543,50.60935,0.0
04030930,George-Grosz-Platz,5649.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5649.0,2.05294,5.5231,10.07067,-0.69861,-0.42333,1.51919,5649.0,-0.7976,-0.77434,-0.8659,-2.43784,mittel,0.2964,5649.0,1.36364,-,7.53077,62.0438,45.95504,29.04939,0.49582,55.57587,6.62152,1.9265,2.30448,61.06213,0.0
04030931,Breitscheidplatz,3711.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",3711.0,2.46864,8.56912,20.20725,-1.01973,-0.01326,3.34678,3711.0,-0.61674,-0.39056,-0.2991,-1.3064,mittel,-0.05456,3711.0,1.1583,-,8.66511,78.13212,57.77418,39.50418,-2.25828,60.70941,12.59022,0.0,2.045,51.86149,0.0
04031032,Halensee,15628.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",15628.0,2.52397,7.3138,15.05445,-0.94471,-0.47536,-1.12502,15628.0,-0.59267,-0.54872,-0.58723,-1.72862,mittel,0.02743,15628.0,0.62451,-,6.81404,65.58966,42.83977,25.87023,2.71706,57.16052,9.9572,1.65809,1.9131,44.50665,0.31354
04041134,Bismarckallee,5228.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5228.0,1.58783,5.83397,7.60234,-1.04286,-0.43058,-2.39766,5228.0,-0.99995,-0.73517,-1.00392,-2.73904,mittel,-0.07984,5228.0,0.23866,-,6.50888,60.49544,40.24484,21.57613,-0.06856,55.58511,7.79487,6.97168,2.10386,57.01607,0.0
04041135,Hundekehle,2829.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2829.0,0.95663,2.82785,2.46914,0.001,0.01661,-0.07863,2829.0,-1.27457,-1.11392,-1.29095,-3.67944,hoch,1.06101,2829.0,0.45249,-,1.38741,58.2716,36.62071,19.5122,1.58594,64.31159,3.77778,2.2508,2.53411,72.18735,0.0
04041136,Hagenplatz,3072.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3072.0,1.25749,3.09245,4.90463,-0.64388,-0.40244,-1.09537,3072.0,-1.14367,-1.08058,-1.15477,-3.37902,hoch,0.35621,3072.0,0.44248,-,2.51208,58.38926,35.51432,19.14062,0.57815,62.41497,4.65587,0.34091,2.49219,70.05762,0.0
04041137,Flinsberger Platz,8280.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8280.0,2.76463,7.72947,16.41138,-0.82924,-0.16923,-1.95845,8280.0,-0.48796,-0.49635,-0.51135,-1.49566,mittel,0.15363,8280.0,1.14123,-,6.28297,61.80297,38.45411,21.07488,2.281,58.33811,12.14521,4.94113,2.05616,43.6663,0.0
04041238,Kissinger Straße,6086.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6086.0,2.69331,6.22741,11.20283,-0.66979,-0.10406,-2.04717,6086.0,-0.51899,-0.6856,-0.8026,-2.00719,mittel,0.32789,6086.0,1.75439,-,3.80952,58.19095,35.27769,16.89123,1.62121,62.45136,18.67403,8.43934,1.94709,44.84735,0.0
04041240,Messelpark,1522.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",1522.0,0.72727,1.70828,2.51572,-0.24243,0.20795,0.25583,1522.0,-1.37436,-1.25498,-1.28835,-3.91769,hoch,0.79496,1522.0,0.0,-,1.67286,49.74619,27.79238,14.58607,1.34406,63.51351,3.7234,0.0,2.61892,69.78844,0.0
04041241,Breite Straße,7031.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",7031.0,1.84309,4.30949,5.04648,-0.11819,-0.09375,-0.4495,7031.0,-0.8889,-0.92724,-1.14684,-2.96298,hoch,0.93074,7031.0,0.71048,-,3.71189,41.22807,24.91822,13.6396,0.92233,59.64546,9.09091,5.03161,1.96572,42.55469,0.0
04041342,Schlangenbader Straße,4141.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4141.0,4.81513,10.6979,19.49861,-0.57765,0.27263,1.99119,4141.0,0.40415,-0.12235,-0.33872,-0.05692,mittel,0.42859,4141.0,2.51046,-,8.79121,62.31884,33.9773,18.35305,1.31782,58.68421,18.7602,61.26984,1.88578,38.92321,0.0
04041343,Binger Straße,3556.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",3556.0,2.39893,6.35546,8.64865,-0.48739,-0.12889,-2.31025,3556.0,-0.64707,-0.66947,-0.94542,-2.26196,mittel,0.52724,3556.0,0.91743,-,7.91444,53.64238,31.55231,16.28234,0.71989,63.21244,10.60904,4.74543,2.10461,45.40073,0.0
04041344,Rüdesheimer Platz,10810.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10810.0,2.02441,4.94912,7.26531,-0.66086,-0.97082,-2.25055,10810.0,-0.81001,-0.84666,-1.02277,-2.67944,mittel,0.33765,10810.0,0.73452,-,3.73212,43.27052,27.75208,16.0222,0.58337,61.25866,8.05231,0.0,1.79093,41.61647,0.0
04051445,Eisenzahnstraße,6325.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6325.0,4.07155,9.92885,24.68085,-0.65624,-0.93932,-2.29381,6325.0,0.08064,-0.21925,-0.04895,-0.18756,mittel,0.3427,6325.0,1.06762,-,7.87746,66.5874,43.33597,23.32016,0.44234,60.0678,20.25118,10.31591,1.83652,38.31779,0.0
04051446,Preußenpark,10778.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10778.0,2.32218,5.96586,8.57143,-0.85984,-1.10618,-4.17543,10778.0,-0.68046,-0.71855,-0.94973,-2.34874,mittel,0.12019,10778.0,1.59314,-,7.60086,68.06283,43.70941,25.13453,1.12358,56.33075,7.64075,0.33047,2.00176,46.98404,0.0
04051447,Ludwigkirchplatz,5365.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5365.0,3.2371,7.26934,14.89362,-1.20668,-0.55392,-0.37057,5365.0,-0.2824,-0.55432,-0.59622,-1.43294,mittel,-0.25888,5365.0,1.50215,-,6.34249,60.57692,42.19944,24.64119,0.73148,54.31165,9.38053,0.94221,1.94613,45.16626,0.0
04051448,Schaperstraße,9367.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9367.0,3.31808,7.60115,18.12999,-0.71674,-0.82501,-2.28566,9367.0,-0.24717,-0.51252,-0.41525,-1.17494,mittel,0.27658,9367.0,0.72046,-,6.99831,69.00296,47.52856,30.12704,1.94793,59.63855,11.00042,3.97363,1.91064,44.831,0.0
04051549,Rathaus Wilmersdorf,4642.0,2.0,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",4642.0,3.62891,12.92546,32.90735,-0.52539,4.00624,18.48427,4642.0,-0.11194,0.1583,0.41105,0.45741,mittel,0.48571,4642.0,1.91898,-,6.96576,70.15131,43.53727,27.25118,-10.37036,57.54941,25.82609,10.00426,1.73137,35.46079,0.0
04051550,Leon-Jessel-Platz,5574.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5574.0,2.46819,8.55759,17.14744,-1.31546,-0.09626,-1.32714,5574.0,-0.61693,-0.39201,-0.47019,-1.47913,mittel,-0.37776,5574.0,0.72595,-,9.31373,58.89488,41.71152,25.11661,3.0738,55.64286,12.59199,0.39293,1.85307,41.37818,0.0
04051551,Brabanter Platz,4518.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4518.0,3.42337,9.80522,23.58871,-0.85069,0.04857,1.05612,4518.0,-0.20136,-0.23482,-0.11002,-0.5462,mittel,0.13019,4518.0,0.85653,-,8.35322,59.89933,43.09429,24.50199,1.4863,52.30352,15.60575,1.65394,1.73794,37.68991,0.0
04051652,Nikolsburger Platz,9914.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9914.0,2.75031,7.01029,13.57422,-0.28711,-0.4227,1.08681,9914.0,-0.49419,-0.58696,-0.67,-1.75115,mittel,0.74613,9914.0,1.48064,-,7.19603,61.34723,40.04438,24.82348,1.53482,57.37505,11.26894,0.72666,1.85283,43.32106,0.0
04051653,Prager Platz,6993.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6993.0,3.22652,7.15001,12.8655,-0.76976,0.02853,0.67754,6993.0,-0.28701,-0.56936,-0.70962,-1.56599,mittel,0.21864,6993.0,0.81037,-,6.16592,62.14896,42.57114,25.78293,2.69795,57.68164,10.00646,9.31535,1.92149,44.04848,0.0
04051654,Wilhelmsaue,3055.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",3055.0,3.09757,6.90671,13.02521,-1.31043,0.88301,5.46218,3055.0,-0.34311,-0.60001,-0.70069,-1.64381,mittel,-0.37227,3055.0,0.80645,-,6.25,54.61255,35.71195,21.50573,-0.21909,58.44749,12.43339,0.0,1.83437,40.49722,0.0
04051655,Babelsberger Straße,7300.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7300.0,3.32476,9.0411,13.67323,-1.0266,-1.52098,-6.08867,7300.0,-0.24427,-0.3311,-0.66446,-1.23983,mittel,-0.06207,7300.0,2.07756,-,8.81503,62.10938,43.31507,25.50685,-0.09134,63.37272,15.04212,2.49731,1.69356,37.61164,0.0
04051656,Hildegardstraße,7698.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7698.0,2.21214,5.72876,10.28332,-0.73692,-0.82515,-1.90155,7698.0,-0.72833,-0.74843,-0.85401,-2.33077,mittel,0.25453,7698.0,1.1378,-,6.31868,45.28796,32.54092,19.10886,1.16488,52.61727,11.18827,8.76341,1.80735,40.45505,0.0
05010101,Hakenfelde Nord,10290.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10290.0,3.26034,10.73858,24.84642,-0.73431,0.30028,-1.15489,10290.0,-0.27229,-0.11723,-0.03969,-0.42921,mittel,0.25738,10290.0,1.22087,-,3.1203,49.56421,27.93003,13.64431,-3.85086,65.81197,28.33595,1.83046,1.60389,34.68105,65.46161
05010102,Goltzstraße,7193.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7193.0,5.37017,15.37606,40.60677,-1.54341,1.30639,-0.49171,7193.0,0.64563,0.46706,0.84158,1.95427,mittel,-0.62689,7193.0,4.32961,-,3.86527,54.99495,31.00236,18.78215,6.64961,60.7698,31.3834,18.08673,1.94467,38.88419,31.00236
05010103,Amorbacher Weg,7738.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7738.0,3.10521,9.22719,18.66516,-1.22132,0.64789,-0.59321,7738.0,-0.33979,-0.30765,-0.38533,-1.03277,mittel,-0.27488,7738.0,1.66436,-,3.57325,34.42164,18.67408,8.87826,1.54519,59.82533,27.70492,0.0,2.10985,42.90669,4.17421
05010204,Griesingerstraße,3608.0,3.0,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",3608.0,6.86226,20.95344,38.47283,-4.33339,-3.79633,-19.05893,3608.0,1.29479,1.16977,0.72225,3.18681,niedrig,-3.67608,3608.0,3.99061,-,7.20524,69.01235,43.3204,24.63969,6.65364,82.00225,36.0241,55.5962,1.34618,27.67849,0.0
05010205,An der Tränke,1960.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",1960.0,1.41605,3.26531,9.00901,-0.72928,-0.19019,0.50699,1960.0,-1.07469,-1.0588,-0.92527,-3.05876,hoch,0.26288,1960.0,0.37313,-,1.17647,44.0273,29.54082,11.47959,1.89844,65.33333,11.51832,0.0,1.99541,42.80408,96.88776
05010206,Gütersloher Weg,10613.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",10613.0,7.61365,22.60435,52.15221,-1.98214,2.7039,5.22913,10613.0,1.6217,1.37777,1.48716,4.48663,sehr niedrig,-1.10638,10613.0,6.78439,-,6.25707,64.14009,39.94158,20.44662,4.57701,62.48848,51.12305,23.39529,1.68548,35.93536,0.0
05010207,Darbystraße,11618.0,4.0,sehr niedrig,+,positiv,4+,"Status sehr niedrig, Dynamik positiv",11618.0,8.20937,25.84782,50.37821,-2.22516,-1.68438,-5.70321,11618.0,1.88088,1.78643,1.38796,5.05527,sehr niedrig,-1.37198,11618.0,5.20134,-,10.96054,70.13918,50.92098,22.57704,1.83217,56.76706,44.89458,28.79274,1.71777,31.90782,93.02806
05010208,Germersheimer Platz,7715.0,4.0,sehr niedrig,+,positiv,4+,"Status sehr niedrig, Dynamik positiv",7715.0,7.39544,23.04601,51.9774,-3.24941,-0.4888,-5.89581,7715.0,1.52677,1.43342,1.47738,4.43757,sehr niedrig,-2.49139,7715.0,5.51075,-,7.60948,57.86885,35.06157,20.64809,2.79048,57.43879,42.77929,16.92726,1.93441,34.22774,100.0
05010209,An der Kappe,6103.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6103.0,3.05526,9.58545,22.75862,-0.89998,0.20533,-2.93888,6103.0,-0.36152,-0.26251,-0.15643,-0.78046,mittel,0.07632,6103.0,2.59067,-,2.54027,59.4533,31.45994,14.84516,2.49685,66.77704,31.27273,2.33411,1.98853,41.42078,16.8114
05010310,Eckschanze,3974.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",3974.0,6.22711,20.45798,44.50172,-2.77852,0.25179,-0.21071,3974.0,1.01846,1.10735,1.05937,3.18518,niedrig,-1.97675,3974.0,3.1941,-,9.96979,64.54006,37.51887,22.24459,3.22397,60.63348,37.27162,6.38108,1.78183,35.03447,100.0
05010311,Eiswerder,5681.0,3.0,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",5681.0,6.83999,21.63352,49.0676,-3.44336,-2.49346,-4.46063,5681.0,1.28511,1.25546,1.31468,3.85525,niedrig,-2.70336,5681.0,3.87722,-,5.40201,75.59581,50.22003,24.16828,-3.06276,67.51639,42.56927,3.59775,1.22531,28.18905,72.87449
05010312,Kurstraße,7394.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",7394.0,9.34295,28.27969,60.33123,-1.59516,0.24822,-0.53069,7394.0,2.37407,2.09283,1.9445,6.4114,sehr niedrig,-0.68345,7394.0,6.50759,-,14.06977,74.50444,56.45118,40.78983,5.87343,60.11273,42.3213,1.59909,1.44509,30.87612,92.99432
05010313,Ackerstraße,6916.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",6916.0,6.63761,19.73684,43.59504,-2.1637,-0.92247,-3.6482,6916.0,1.19706,1.01649,1.00867,3.22222,niedrig,-1.30481,6916.0,5.93505,-,7.65816,61.33218,42.13418,26.59051,3.9324,59.70636,36.32075,1.87861,1.631,34.39199,82.5188
05010314,Carl-Schurz-Straße,12412.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",12412.0,6.14228,18.45794,42.39001,-1.52993,0.0923,0.51843,12412.0,0.98155,0.85536,0.94129,2.7782,mittel,-0.61216,12412.0,4.06321,-,8.15348,59.48012,39.99355,22.98582,3.45039,57.02769,33.35916,25.25673,1.79931,34.73066,39.45375
05010339,Freiheit,995.0,2.0,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",995.0,2.38095,8.24121,7.83582,-6.32873,-8.4939,-21.42344,995.0,-0.65489,-0.43188,-0.99087,-2.07764,mittel,-5.85681,995.0,0.0,-,0.0,91.26214,67.8392,61.40704,1.96145,96.07201,9.34891,0.0,0.77487,18.0593,100.0
05020415,Isenburger Weg,3862.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3862.0,0.9329,2.12325,4.90196,-0.18833,-0.09039,-0.21051,3862.0,-1.28489,-1.20269,-1.15492,-3.6425,hoch,0.85409,3862.0,0.56285,-,0.70796,36.82589,20.66287,5.67064,0.85725,58.44749,8.5,0.0,1.91714,42.13646,99.76696
05020416,Am Heideberg,1685.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",1685.0,2.76074,5.99407,10.45752,-1.07435,-0.44244,-7.7243,1685.0,-0.48965,-0.715,-0.84427,-2.04892,mittel,-0.11425,1685.0,3.67647,-,1.98556,9.84456,5.22255,1.54303,-0.09536,46.15385,37.5,0.0,2.17033,35.54481,100.0
05020417,Staakener Straße,5962.0,2.0,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",5962.0,3.19377,8.03422,19.33775,0.16184,1.34703,3.64268,5962.0,-0.30126,-0.45796,-0.34772,-1.10694,mittel,1.23679,5962.0,3.02572,-,2.43079,52.5296,31.19758,15.91748,2.86805,67.54478,36.00465,0.51871,1.99044,41.97232,82.70715
05020418,Spandauer Straße,4392.0,2.0,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",4392.0,4.47094,12.04463,24.37673,-0.9634,2.84263,6.6872,4392.0,0.2544,0.04733,-0.06595,0.23578,mittel,0.00701,4392.0,3.49515,-,4.36105,40.98737,26.59381,15.98361,7.42999,77.06553,33.0781,0.0,1.64731,33.68374,81.398
05020419,Magistratsweg,7117.0,3.0,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",7117.0,7.41468,19.81172,48.25871,-2.874,-0.96473,-8.86836,7117.0,1.53514,1.02592,1.26945,3.83051,niedrig,-2.0811,7117.0,6.28931,-,5.49289,49.61173,28.43895,14.30378,2.72813,55.20629,41.66667,42.8827,1.80807,36.35422,91.70999
05020420,Werkstraße,969.0,2.0,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",969.0,1.7673,6.50155,15.2439,-0.46817,1.22706,8.95019,969.0,-0.92187,-0.65106,-0.57663,-2.14956,mittel,0.54825,969.0,0.0,-,0.0,36.64921,19.91744,9.80392,3.56065,81.05263,45.78313,6.26506,1.80186,37.59133,100.0
05020521,Döberitzer Weg,3235.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3235.0,1.41509,4.08037,8.58586,-0.21248,-0.24919,0.95227,3235.0,-1.07511,-0.95611,-0.94893,-2.98015,hoch,0.82769,3235.0,1.3369,-,0.95969,39.19308,27.14065,9.27357,0.19441,67.33333,15.49296,0.0,1.71221,38.37991,99.16538
05020522,Pillnitzer Weg,7436.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",7436.0,9.61915,29.93545,62.81963,-2.68923,-1.20252,-1.76084,7436.0,2.49424,2.30144,2.08364,6.87932,sehr niedrig,-1.87917,7436.0,6.58824,-,9.46915,67.00177,47.40452,30.39268,3.81745,62.65487,53.63594,16.62791,1.63502,31.51479,80.58096
05020523,Maulbeerallee,12761.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",12761.0,12.80788,39.44832,71.19123,-2.23906,0.9403,-1.27748,12761.0,3.88156,3.49999,2.55176,9.93331,sehr niedrig,-1.38717,12761.0,9.04585,-,14.20198,74.10634,57.92649,29.93496,4.1072,60.91623,65.07496,26.89478,1.48774,30.05219,100.0
05020524,Weinmeisterhornweg,6328.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6328.0,2.98216,6.60556,17.58242,-0.47513,0.16604,-0.40319,6328.0,-0.39332,-0.63796,-0.44587,-1.47715,mittel,0.54064,6328.0,1.8315,-,2.1398,41.33858,21.53919,9.78192,2.85333,56.21971,21.10912,0.0,2.14159,45.5847,70.78066
05020625,Borkumer Straße,7664.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7664.0,5.20898,15.04436,40.71101,-1.53472,-0.41942,-4.91399,7664.0,0.5755,0.42527,0.8474,1.84817,mittel,-0.61739,7664.0,3.18878,-,6.92506,64.47241,36.39092,21.12474,3.61605,62.50772,31.46523,0.38508,1.79736,36.94533,93.90658
05020626,Adamstraße,18379.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",18379.0,5.83281,16.46444,38.11582,-1.25886,0.26009,0.53219,18379.0,0.84691,0.60419,0.70229,2.15339,mittel,-0.31591,18379.0,3.38624,-,7.55727,56.2872,34.72985,21.31781,-2.62971,59.44359,32.03212,2.29015,1.87045,37.22678,91.08221
05020627,Tiefwerder,4440.0,3.0,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",4440.0,6.95771,21.93694,47.47191,-1.87474,-1.27075,-8.86838,4440.0,1.33632,1.29369,1.22545,3.85546,niedrig,-0.98901,4440.0,3.78788,-,12.43719,69.08665,44.77477,28.22072,8.21579,66.40064,39.03654,0.0,1.61599,33.89077,86.32883
05020628,Graetschelsteig,2041.0,2.0,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",2041.0,5.78898,13.86575,37.75934,-0.7762,2.02099,4.25419,2041.0,0.82784,0.27677,0.68236,1.78697,mittel,0.2116,2041.0,5.38922,-,3.97805,46.52778,24.74277,11.41597,1.63775,57.93991,36.36364,84.8537,1.95492,38.15189,100.0
05020629,Börnicker Straße,4420.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4420.0,2.56071,3.07692,4.6875,0.01238,-0.29947,-3.15564,4420.0,-0.57668,-1.08254,-1.16691,-2.82613,mittel,1.07344,4420.0,2.73973,-,1.69396,35.16949,16.28959,7.51131,0.59991,46.08434,14.48763,0.0,2.33665,55.40747,3.82353
05030730,Zitadellenweg,4026.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4026.0,2.80754,11.64928,23.83292,-0.65632,0.34913,2.74111,4026.0,-0.46929,-0.00248,-0.09636,-0.56813,mittel,0.34262,4026.0,2.2541,-,4.15842,67.35751,54.04868,18.38053,1.54457,65.81081,25.68807,0.0,1.3845,27.74143,55.04223
05030731,Gartenfelder Straße,11699.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11699.0,7.06514,20.06154,46.71347,-1.67,-1.25149,-5.728,11699.0,1.38306,1.0574,1.18304,3.6235,niedrig,-0.76524,11699.0,4.59874,-,6.95943,64.37908,42.23438,20.07864,1.38134,52.61814,37.7095,61.22449,1.79844,33.77648,25.64322
05030832,Rohrdamm,12065.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",12065.0,5.12884,16.76751,39.75904,-1.85476,-0.80861,-3.41353,12065.0,0.54064,0.64237,0.79417,1.97718,mittel,-0.96717,12065.0,3.66972,-,7.4796,63.99623,45.18856,25.03937,1.68152,62.89308,31.88134,0.0,1.67062,34.79287,86.03398
05030833,Motardstraße,512.0,2.0,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",512.0,2.86533,14.64844,55.76923,-0.87799,4.09828,39.15793,512.0,-0.44415,0.37539,1.68941,1.62065,mittel,0.10035,512.0,0.0,-,0.0,55.55556,45.11719,21.67969,-51.97727,66.66667,37.5,0.0,1.14844,30.38477,100.0
05040934,Alt-Gatow,3539.0,2.0,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",3539.0,2.11823,6.95112,20.87683,-0.00762,2.13397,8.94873,3539.0,-0.76919,-0.59442,-0.26166,-1.62527,mittel,1.05159,3539.0,2.03562,-,1.16505,49.18301,25.85476,15.45634,-7.46926,78.97623,37.42455,5.66162,2.05199,48.71715,0.0
05040935,Groß-Glienicker Weg,454.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",454.0,4.62633,7.26872,9.09091,-3.9146,1.48559,-1.11317,454.0,0.32201,-0.5544,-0.92069,-1.15308,mittel,-3.21838,454.0,0.0,-,0.0,24.61538,23.12775,14.97797,-2.61239,67.64706,11.29032,34.65347,1.70705,32.76652,0.0
05040936,Jägerallee,10014.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",10014.0,0.86797,1.8574,2.86976,-0.23112,-0.23291,-0.80879,10014.0,-1.31314,-1.23619,-1.26855,-3.81788,hoch,0.80732,10014.0,0.60606,-,1.08548,28.20868,17.29579,5.79189,0.30229,46.2069,9.81964,0.0,2.06681,48.16707,0.0
05040937,Kladower Damm,2195.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",2195.0,0.59932,1.13895,1.16279,-0.4478,-0.67416,-1.72977,2195.0,-1.43002,-1.32671,-1.364,-4.12073,hoch,0.57051,2195.0,0.0,-,1.04031,26.26582,15.48975,5.19362,-0.2922,50.87719,0.0,0.0,2.24966,50.4164,0.0
05040938,Kafkastraße,3675.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",3675.0,1.05105,1.4966,5.05263,0.08253,-0.92847,-0.64357,3675.0,-1.23349,-1.28165,-1.14649,-3.66163,hoch,1.15011,3675.0,0.59172,-,0.0,25.12909,13.68707,5.08844,-0.30666,59.35829,10.27397,0.0,2.26286,50.01741,0.0
