id,name,inhabitants,s1_percentage_unemployed,s2_percentage_long_term_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d2_percentage_long_term_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years
040305,Mierendorffplatz,14910.0,8.45335,3.10403,13.8833,37.39554,-0.24944,-0.52669,-0.76261,-1.04938
040306,Otto-Suhr-Allee,26194.0,7.8286,2.88939,13.68252,32.45058,-0.30247,-0.51419,-0.34032,-2.03353
040307,Neue Kantstraße,23523.0,6.24077,2.24028,7.67759,15.7496,-0.01654,-0.26388,-0.65213,-1.67526
040308,Kantstraße,21167.0,6.53676,2.4244,10.09118,24.21001,-0.33533,-0.48605,-1.08276,-4.20419
040309,Kurfürstendamm,14714.0,4.65186,1.78305,6.68751,11.68741,-0.72596,-0.23854,-0.44369,-1.12771
040310,Halensee,14638.0,6.18398,2.3895,7.94507,16.01732,-0.34801,-0.15357,-0.5712,-3.36253
040411,Grunewald,18504.0,4.37273,1.62727,5.80955,10.87398,-0.3713,-0.33261,-0.09969,-0.37056
040412,Schmargendorf,14286.0,4.39427,1.82083,4.9839,8.44156,-0.33454,0.20733,-0.84943,-2.33225
040413,Wiesbadener Straße,18174.0,4.9885,1.88396,6.88896,13.28042,-0.3,-0.27873,-1.15657,-2.70704
040514,Düsseldorfer Straße,30653.0,6.30932,2.42931,8.24063,19.22445,-0.19695,-0.34763,-0.34069,0.33799
040515,Barstraße,13868.0,6.73906,2.52715,9.7707,22.08628,-0.51925,-0.36588,-0.91638,-2.86259
040516,Volkspark Wilmersdorf,33439.0,6.13239,2.08988,7.56901,14.14141,-0.00491,-0.46356,-0.86095,-1.73658
040617,Forst Grunewald,67.0,0,0,0,0,0,0,0,0
050101,Hakenfelde,23043.0,6.99993,2.22945,10.89268,28.62096,-1.11246,-0.53206,0.26793,0.21766
050102,Falkenhagener Feld,39587.0,11.05976,3.633,20.64567,49.70271,-1.27646,-0.57583,0.60285,0.9484
050103,Spandau Mitte,34647.0,11.81496,4.05501,22.09138,53.39493,-1.83445,-0.78187,0.42796,-0.95828
050204,Brunsbütteler Damm,23142.0,6.90949,2.13492,9.60591,24.51293,-0.59983,-0.39982,-0.05921,-0.37316
050205,Heerstraße Nord,27688.0,12.03835,4.11932,25.80901,58.30124,-1.24256,-0.52504,1.20221,2.07251
050206,Wilhelmstadt,34835.0,9.6522,3.09155,15.20884,41.13566,-0.79239,-0.59611,0.24973,1.2946
050307,Haselhorst,15285.0,10.0821,3.27393,18.41021,42.78652,-1.30715,-0.60557,0.5518,-0.61839
050308,Siemensstadt,12753.0,8.30193,2.59067,16.05113,38.0597,-1.74671,-0.87835,0.68079,1.675
050409,Gatow/Kladow,19439.0,2.74198,0.71793,1.99599,3.722,-0.18775,0.02259,-0.5298,-1.2312
060101,Schloßstraße,21909.0,5.27571,1.84718,6.066,13.95793,0.09033,0.09838,-0.44898,-0.70298
060102,Albrechtstraße,52333.0,6.88498,2.34146,8.78986,21.36364,-0.22564,-0.3468,-0.65659,-1.06963
060203,Lankwitz,42066.0,7.321,2.63986,9.64437,24.95802,0.06574,-0.08849,-0.54289,-0.93621
060204,Ostpreußendamm,34852.0,6.23493,2.35799,8.02536,21.46919,-0.16004,-0.21033,-0.43595,-0.69465
060305,Teltower Damm,33262.0,4.50565,1.3797,5.03578,12.12945,0.19028,0.04009,-0.40269,-0.3674
060306,Drakestraße,47425.0,4.56285,1.66073,4.28044,9.01998,-0.01304,-0.01676,-0.30886,0.23902
060407,Zehlendorf Südwest,25707.0,2.89604,0.83411,2.55183,3.86338,0.07502,0.15318,-0.31978,-0.48569
060408,Zehlendorf Nord,41714.0,2.73113,0.79398,2.18871,3.1665,0.03223,0.00749,-0.31315,-0.3039
070101,Schöneberg Nord,48315.0,8.62762,2.99843,16.61596,35.88788,-0.30785,-0.09327,-1.07516,-3.88402
070202,Schöneberg Süd,48860.0,7.74728,2.45551,12.00778,26.32969,-0.22323,-0.10694,-0.86343,-2.98699
070303,Friedenau,45094.0,5.56818,1.82406,8.20287,16.53543,-0.25926,-0.11088,-0.54544,-1.23565
070404,Tempelhof,61860.0,8.8799,2.97822,14.3162,35.63477,-0.18755,-0.09225,-0.03685,-0.32561
070505,Mariendorf,50827.0,8.56982,2.84413,12.0133,32.2546,0.02025,0.01219,-0.31541,-1.48627
070606,Marienfelde,31090.0,9.03605,2.93658,14.93728,38.50659,0.45208,0.15113,0.78399,3.88267
070707,Lichtenrade,49721.0,6.83126,2.45899,10.00181,27.33824,0.03649,0.02406,-0.20964,0.76773
080101,Schillerpromenade,32272.0,11.36291,3.4688,25.64142,59.81308,-1.5089,-0.58214,-1.53756,-3.81213
080102,Neuköllner Mitte/Zentrum,38739.0,11.64133,3.62816,28.00795,64.98062,-1.32236,-0.5357,-0.82739,-1.64958
080103,Reuterstraße,40471.0,9.31105,2.71208,20.59252,49.58882,-0.74826,-0.27879,-1.0127,-4.92198
080104,Rixdorf,40264.0,11.07594,3.16548,24.9553,59.95924,-1.23602,-0.74239,-1.33531,-2.01464
080105,Köllnische Heide,15365.0,15.81587,5.36556,43.38432,74.38189,-1.90906,0.30868,1.43479,0.49556
080206,Britz,42055.0,8.38226,2.60564,18.17858,42.35727,-1.2,-0.41469,0.50084,-0.2162
080207,Buckow,28013.0,6.45386,1.86303,12.30143,33.51368,-0.57771,-0.26266,0.69739,0.80368
080308,Gropiusstadt,36466.0,10.31912,3.43812,23.28745,56.91772,-0.89885,-0.09118,0.87308,-0.23989
080409,Buckow Nord,9384.0,5.16723,1.71651,10.77366,28.26511,-0.79559,-0.17756,0.76936,-0.16722
080410,Rudow,42687.0,4.5225,1.31672,7.13332,19.05855,-0.38497,-0.06656,-0.154,-0.86062
090101,Alt-Treptow,11401.0,9.19349,3.43271,12.60416,26.70991,-1.1416,-0.34782,-0.32009,-2.82542
090102,Plänterwald,10974.0,8.73606,3.11696,8.31055,20.05186,0.48818,0.09908,-1.09234,-2.67958
090103,Baumschulenweg,17647.0,7.19295,2.35569,8.01836,23.87387,-0.59215,-0.31667,-0.66803,-1.01223
090104,Johannisthal,18581.0,6.04915,2.21688,7.06098,17.16719,-0.52032,-0.20437,-0.00566,-0.19094
090205,Oberschöneweide,20361.0,10.70728,4.23689,14.76352,34.02256,-0.85449,-0.18253,-0.75399,-4.33142
090206,Niederschöneweide,10871.0,7.98606,2.50871,10.27504,30.46815,-0.36743,-0.49399,0.26561,0.16247
090207,Adlershof,16442.0,7.68673,2.85533,8.67291,21.06361,-0.76833,-0.25002,-0.01098,-0.55801
090208,Köllnische Vorstadt/Spindlersfeld,10149.0,10.24123,3.84786,15.79466,43.60504,-0.63232,-0.32135,-0.30926,-1.36742
090309,Altglienicke,25944.0,6.80545,2.57962,9.4704,22.77203,-0.35464,-0.03527,-0.17555,-1.39203
090310,Bohnsdorf,12240.0,4.4044,1.41391,5.27778,14.0625,-0.1663,0.11341,0.06277,-0.32346
090311,Grünau,5649.0,4.44705,1.40433,3.54045,8.0756,-0.91808,-0.41385,-0.16259,-1.6805
090312,Schmöckwitz/Karolinenhof/Rauchfangswerder,4115.0,3.71674,1.05634,2.11422,3.62173,0.15521,-0.24956,0.67893,3.62173
090413,Köpenick Süd,15725.0,6.52796,2.37781,6.04769,15.93407,-0.53589,-0.10823,-0.17706,-0.65982
090414,Allende-Viertel,6325.0,5.47074,1.74936,6.59289,16.71429,0.04235,-0.27811,-0.08797,-3.45665
090415,Altstadt Kietz,7173.0,9.18941,3.37079,13.6484,32.49776,-1.19552,-0.51855,-1.33001,-4.17202
090416,Müggelheim,6522.0,3.3513,1.07804,2.02392,3.72928,-0.62926,-0.0791,-0.39198,-0.49607
090517,Friedrichshagen,17905.0,4.42033,1.4567,3.98213,7.61604,-0.60852,-0.16119,0.00805,-0.13589
090518,Rahnsdorf/Hessenwinkel,9041.0,3.92439,1.15212,2.36699,4.27662,0.37091,0.20093,-0.02246,-0.96236
090519,Dammvorstadt,10075.0,6.88087,2.27342,6.99752,16.52324,-0.33444,-0.42619,-1.09025,-3.55181
090520,Köpenick Nord,12300.0,5.96055,2.11549,4.56098,12.17949,-0.21211,-0.28738,-0.0881,-0.43239
100101,Marzahn Nord,23271.0,12.62873,4.17946,27.98762,60.5123,-2.35252,-1.29411,0.11064,-2.03066
100102,Marzahn Mitte,46104.0,11.65083,3.91657,20.57739,52.28862,-1.05944,-0.95964,0.39714,-0.52509
100103,Marzahn Süd,37098.0,8.4928,2.7779,13.49129,37.2423,-0.97228,-0.69362,-0.26722,-3.08732
100204,Hellersdorf Nord,33952.0,13.47524,4.08923,26.8644,59.64454,-1.83215,-1.37122,1.04471,-1.27871
100205,Hellersdorf Ost,19630.0,10.42287,3.32056,19.62812,48.4355,-1.19666,-1.02758,0.56928,-2.35991
100206,Hellersdorf Süd,24496.0,9.38494,2.89855,16.3741,44.62488,-0.99073,-0.71966,0.6924,1.39929
100307,Biesdorf,25570.0,3.6754,1.13179,3.76613,6.85673,-0.85154,-0.41735,0.10307,0.39649
100408,Kaulsdorf,18618.0,3.38286,1.07493,3.8726,9.77312,-0.70408,-0.33331,0.26509,0.48424
100409,Mahlsdorf,27434.0,2.94243,0.89715,2.11781,3.96899,-0.3803,-0.18393,0.03855,0.21982
110101,"Malchow, Wartenberg und Falkenberg",4407.0,4.11836,1.25076,4.69707,5.38033,0.72,0.18091,1.01956,0.19071
110102,Neu-Hohenschönhausen Nord,28223.0,10.80516,4.07808,21.18839,51.10373,-1.86722,-0.2196,0.89246,-0.27735
110103,Neu-Hohenschönhausen Süd,25784.0,10.34058,4.07695,18.64722,49.13144,-1.93404,-0.20048,0.79477,-1.33669
110204,Alt-Hohenschönhausen Nord,13867.0,6.38274,2.35501,9.84351,26.6007,-0.32755,0.048,0.49419,0.45274
110205,Alt-Hohenschönhausen Süd,29698.0,6.99037,2.37428,10.3475,26.97214,-0.54927,-0.05477,0.3923,0.15635
110306,Fennpfuhl,32470.0,9.13516,3.23291,14.72436,44.19199,-1.83679,-0.48306,0.49061,-0.54097
110307,Alt-Lichtenberg,27074.0,7.14958,2.52018,10.36419,26.17925,-1.92724,-0.61988,-0.10798,-0.86897
110308,Frankfurter Allee Süd,10004.0,8.39718,3.04934,14.63415,40.27658,-1.09837,-0.35531,-0.26294,-4.04356
110409,Neu-Lichtenberg,30767.0,7.92583,2.57439,12.18513,29.56522,-1.89179,-0.7886,0.10712,-0.59947
110410,Friedrichsfelde Nord,13728.0,10.35577,3.82959,16.9289,45.25547,-2.62116,-0.82076,0.94142,-1.25768
110411,Friedrichsfelde Süd,24697.0,7.96511,3.15,11.63299,41.07831,-1.23274,0.01053,0.54783,0.78304
110512,Rummelsburger Bucht,3420.0,4.52151,1.53644,3.85965,3.16804,-0.92579,-0.23504,0.01699,-1.11986
110513,Karlshorst,24326.0,3.90142,1.25359,4.36159,6.45494,-0.75632,-0.14244,0.05841,-0.8657
121031,Ost 1,26668.0,11.24659,3.65795,23.28634,54.51757,-1.28542,-0.2336,0.27269,1.09177
121032,Ost 2,26156.0,10.17785,3.29283,19.22695,50.79264,-0.47005,0.22258,0.57299,-0.17679
122141,West 1,14556.0,7.23733,2.40186,13.63699,32.23235,-0.98652,-0.1946,0.68735,-0.44739
122144,West 4,26150.0,10.63258,3.4889,22.32887,54.62277,-1.28061,-0.06146,0.77852,-0.07086
122145,West 5,10633.0,5.48959,1.46492,7.14756,17.54933,-0.04593,-0.35412,0.30171,2.01942
122242,West 2,23873.0,2.70006,0.78141,2.49654,4.8016,-0.56178,-0.08201,0.11469,-0.16484
122311,Nord 1,32973.0,2.69173,0.80645,2.38983,3.91434,-0.21102,-0.12601,0.15508,0.32905
123012,Nord 2,30437.0,5.38535,1.60076,7.94428,17.23094,-0.77116,-0.22018,0.32513,0.28546
123021,MV 1,37671.0,12.11985,3.97837,28.90287,63.0137,-0.45461,0.16992,0.72962,0.10684
123022,MV 2,8752.0,9.87213,3.04626,21.81216,54.06032,-0.42227,0.3524,2.71223,6.27195
123043,West 3,16131.0,6.49388,1.96551,9.0323,22.6998,-1.09266,-0.58934,-0.02208,1.10355
