id,name,inhabitants,status_index,status_index_class,dynamic_index,dynamic_index_class,status_dynamic_index,status_dynamic_index_class,s1_percentage_unemployed,s2_percentage_long_term_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d2_percentage_long_term_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years,z_s1_percentage_unemployed,z_s2_percentage_long_term_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d2_percentage_long_term_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k06_change_proportion_of_foreigner,k07_foreign_transfer_recipients,k08_urban_apartments,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
01011303,Alexanderplatzviertel,8608.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.36421,1.74858,9.09619,22.13001,-0.63765,-0.25918,-0.26384,-1.60659,-0.31289,-0.56719,-0.35525,-0.30985,-1.54518,-0.39993,mittel,0.0438,8608.0,1.71278,33.27526,5.00976,61.77559,36.954,25.78996,4.08501,52.79279,11.90918,47.1879,2.01998,39.87477,18.12268
01011304,Karl-Marx-Allee,8424.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.61029,2.57161,12.84425,39.90268,0.04836,0.05096,0.45145,-0.04611,0.06114,0.12084,0.0774,0.573,0.8323799999999999,0.21544,mittel,0.71858,8424.0,2.14286,34.08724,2.16389,68.78981,30.70988,18.74406,1.87005,68.39772,32.07171,45.7839,1.95679,36.12132,0.0
01011305,Heine-Viertel West,7075.0,2.0,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",4.85307,1.26892,7.56184,25.32468,-1.43672,-0.56454,-0.37467,-5.98846,-0.76648,-0.96818,-0.53237,-0.15115,-2.41818,-0.62589,mittel,-0.74219,7075.0,4.18327,27.07889,1.88104,59.57746,29.31449,18.71378,2.90363,63.74622,14.34263,10.29774,2.04099,38.37668,1.18728
01011306,Heine-Viertel Ost,8616.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.53074,1.60879,8.71634,27.60664,-0.61211,-0.75439,0.37983,2.47223,-0.2629,-0.68405,-0.3991,-0.0378,-1.38385,-0.35818,mittel,0.06892,8616.0,3.00958,24.84375,2.20884,60.04119,33.17084,20.74048,2.31106,60.54841,17.26744,12.84228,1.82289,36.41179,23.42154
01011401,Invalidenstraße,15235.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",4.35319,0.91343,5.18543,8.44363,-0.62728,-0.25845,-0.25447,-0.51937,-0.91653,-1.26536,-0.80668,-0.98971,-3.9782800000000003,-1.02969,hoch,0.054,15235.0,0.82645,25.67995,5.71749,46.24587,35.74664,25.80243,5.91793,48.232,5.52515,3.7206,1.79659,41.53633,62.64522
01011402,Arkonaplatz,12666.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",4.46366,0.81519,3.93179,5.09014,-0.17354,-0.27165,-0.48401,-1.15986,-0.88337,-1.34748,-0.9514,-1.15629,-4.33854,-1.12293,hoch,0.50031,12666.0,1.07817,25.42624,5.82524,38.61728,32.37802,22.19327,1.53631,37.45998,4.33526,3.276,1.87044,41.45855,41.22059
01022101,Huttenkiez,3390.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11.27683,3.96508,23.33333,64.30518,-1.34983,0.02899,0.22703,-6.74745,1.16171,1.28574,1.28819,1.78518,5.5208200000000005,1.42894,niedrig,-0.65672,3390.0,4.27046,32.36515,17.15328,79.18552,49.79351,34.12979,3.60783,45.28954,35.23459,1.62304,1.56785,35.14631,100.0
01022102,Beusselkiez,6255.0,3.0,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",11.68016,3.70445,24.8761,59.94513,-1.88026,-0.85185,-1.43609,-0.05487,1.28277,1.06786,1.46627,1.5686,5.3854999999999995,1.39391,niedrig,-1.17846,6255.0,3.83817,30.61224,18.25939,82.47423,56.67466,38.99281,2.78149,59.36859,35.10112,4.65323,1.57202,33.08377,100.0
01022104,Emdener Straße,17806.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.97042,3.24652,19.01045,48.67482,-0.12257,-0.2917,-0.69814,0.03869,0.76957,0.68504,0.78918,1.00875,3.2525399999999998,0.84185,mittel,0.55045,17806.0,4.62203,30.06442,15.33031,69.64981,45.84971,28.59149,1.94276,58.25967,31.7759,3.26849,1.72571,37.38869,100.0
01022105,Zwinglistraße,5105.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",9.96956,2.76509,24.85798,65.7188,-1.51153,-0.72452,-0.72008,0.52796,0.76931,0.28258,1.46418,1.8554,4.37147,1.13146,niedrig,-0.81577,5105.0,5.77428,28.21101,15.66038,82.90155,54.24094,32.26249,1.36419,60.8986,39.20912,0.93095,1.50245,32.91792,100.0
01022106,Elberfelder Straße,11731.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.65256,1.68077,10.98798,19.98597,-0.47872,-0.55087,-0.84704,-3.3959,-0.22634,-0.62388,-0.13688,-0.41635,-1.4034499999999999,-0.36325,mittel,0.20013,11731.0,2.80066,24.12156,6.6778,54.91364,34.43867,20.52681,4.34833,62.5,20.64057,0.66718,1.82499,40.53925,4.8163
01022201,Stephankiez,10469.0,2.0,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",8.56936,2.20562,17.68077,42.5343,-1.72476,-0.88639,-2.07923,-8.65617,0.34902,-0.18512,0.63569,0.70372,1.50331,0.3891,mittel,-1.02551,10469.0,3.45295,25.56561,12.43301,69.01988,45.69682,27.03219,0.95219,57.87986,30.58869,0.26357,1.73178,38.66683,100.0
01022202,Heidestraße,1448.0,3.0,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",13.41108,3.30418,28.45304,50.9434,0.64716,-1.20638,-6.19844,-15.16399,1.80234,0.73324,1.87917,1.12144,5.5361899999999995,1.43292,niedrig,1.30758,1448.0,6.0241,28.34225,16.88312,84.66258,63.81215,32.18232,1.41825,79.39914,50.74257,13.94231,1.47583,32.98895,100.0
01022203,Lübecker Straße,6773.0,3.0,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",10.72988,3.01518,25.51307,55.16888,-1.88465,-1.43826,-0.66083,1.57772,0.99753,0.49165,1.5398,1.33134,4.36032,1.12857,niedrig,-1.18278,6773.0,5.37514,31.1828,18.3384,82.66094,56.25277,31.77322,-1.15524,68.8197,42.08536,13.00092,1.53861,32.3514,43.08283
01022204,Thomasiusstraße,5826.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.77358,1.77118,11.27703,21.35008,-1.17958,-0.9124,-0.59543,-2.42842,-0.19001,-0.5483,-0.10351,-0.34859,-1.19041,-0.30811,mittel,-0.48926,5826.0,3.46535,25.87719,7.31949,54.80379,36.37144,22.77721,1.93873,48.30445,18.67955,0.11448,1.87642,43.41641,7.82698
01022205,Zillesiedlung,3207.0,2.0,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",9.58333,2.40741,25.13252,45.11719,-1.11686,-1.1922,-2.68334,-8.7446,0.65338,-0.01643,1.49587,0.83203,2.9648499999999998,0.76738,mittel,-0.42756,3207.0,6.50602,24.33234,18.13084,83.73206,56.1584,29.49797,0.73532,77.06131,36.14035,17.7686,1.28375,30.43623,100.0
01022206,Lüneburger Straße,3060.0,2.0,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",6.61667,1.45567,13.16993,25.89744,-1.72041,-1.20319,0.66993,-3.89531,-0.23711,-0.81206,0.11499,-0.1227,-1.0568799999999998,-0.27355,mittel,-1.02123,3060.0,4.04412,31.94444,9.67742,62.66968,37.4183,19.73856,0.90567,52.98013,25.50459,0.0,1.76797,43.18693,0.0
01022207,Hansaviertel,5477.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.72257,1.52954,9.51251,25.56054,-0.79331,-0.38215,-0.12223,-0.91649,-0.50549,-0.75031,-0.30719,-0.13944,-1.70243,-0.44064,mittel,-0.10931,5477.0,1.06525,26.55367,9.03955,55.3271,40.02191,27.66113,2.05546,55.11551,12.8692,1.19112,1.99562,43.51561,0.0
01033101,Soldiner Straße,25947.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",13.24984,4.18333,31.79173,68.87909,-2.19265,-1.17779,0.4585,0.27982,1.75394,1.46819,2.26457,2.01238,7.499079999999999,1.94097,sehr niedrig,-1.48574,25947.0,6.57157,33.87334,14.27487,81.95371,58.33815,37.69222,1.62125,62.00409,48.45747,15.35256,1.4271,29.26053,100.0
01033102,Gesundbrunnen,11586.0,3.0,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",11.22627,2.91138,28.52581,64.11536,-2.07193,-1.4519,0.28465,-1.46327,1.14653,0.40487,1.88757,1.77575,5.21472,1.34971,niedrig,-1.367,11586.0,5.60241,27.00088,13.29431,83.83318,58.80373,37.14828,1.69044,64.84665,46.57776,8.52316,1.46513,29.91524,100.0
01033201,Brunnenstraße,12885.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",12.12712,3.60257,32.84439,63.00119,-1.56529,-0.81809,-0.40025,-2.50807,1.41694,0.98269,2.38608,1.7204,6.50611,1.68396,sehr niedrig,-0.86865,12885.0,6.34737,21.51815,16.72727,88.63256,64.41599,29.81762,-0.31229,79.64602,58.75217,47.39648,1.44028,28.9383,100.0
01033202,Humboldthain Süd,9697.0,3.0,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",10.85332,2.95858,23.63618,54.92193,-1.30147,-1.05141,-0.66931,-2.84031,1.03459,0.44433,1.32315,1.31907,4.1211400000000005,1.06666,niedrig,-0.60915,9697.0,4.94665,25.74974,9.54495,83.25527,53.49077,25.89461,0.0076,73.19793,43.46667,27.88589,1.51614,30.92544,100.0
01033203,Humboldthain Nordwest,13891.0,4.0,sehr niedrig,+,positiv,4+,"Status sehr niedrig, Dynamik positiv",12.69468,3.59487,31.79757,69.16555,-2.18334,-1.35749,-0.61764,-1.29202,1.5873,0.97625,2.26524,2.02661,6.8553999999999995,1.77436,sehr niedrig,-1.47658,13891.0,5.86496,28.27338,15.12838,87.07253,60.75876,36.93759,1.0168,67.41376,47.51381,6.82168,1.4775,30.33813,100.0
01044101,Rehberge,19903.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",10.82968,3.6213,20.83605,53.78624,-1.06729,-0.2566,-0.40809,-0.94775,1.02749,0.99835,0.99992,1.26266,4.28842,1.10996,niedrig,-0.3788,19903.0,5.06073,36.21203,7.74129,70.1898,44.22449,27.65412,1.7978,57.15843,37.64543,3.10834,1.68522,34.77586,99.55786
01044102,Schillerpark,15792.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10.40737,3.13288,18.42705,52.51497,-1.7955,-0.93474,0.98064,0.99196,0.90073,0.59004,0.72184,1.19951,3.41212,0.88315,mittel,-1.09509,15792.0,5.17456,38.96,5.56139,62.04082,34.84043,20.78267,1.57105,56.91651,36.72448,45.90294,1.79724,34.74728,67.34422
01044103,Westliche Müllerstraße,8076.0,2.0,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",10.29069,3.1556,19.0317,52.02312,-1.6341,-0.67088,-1.18024,-1.71838,0.8657,0.60904,0.79164,1.17507,3.4414500000000006,0.89074,mittel,-0.93633,8076.0,4.69613,29.4599,15.1671,78.95792,48.16741,31.16642,2.24422,59.63449,31.87661,5.23269,1.65144,34.81303,100.0
01044201,Reinickendorfer Straße,23103.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",13.65905,3.94034,32.45033,72.08862,-1.41885,-1.09585,0.3364,0.64083,1.87677,1.26506,2.34059,2.17182,7.65424,1.98113,sehr niedrig,-0.72461,23103.0,7.00742,28.09668,15.08639,89.32788,65.76635,41.76514,0.32345,65.61302,50.46803,11.90332,1.33632,28.63957,99.98701
01044202,Sparrplatz,16636.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",10.22493,3.36666,20.64198,57.92235,-0.72826,-0.14022,-1.61799,-2.56069,0.84596,0.78548,0.97752,1.46812,4.07708,1.05526,niedrig,-0.04532,16636.0,4.46069,26.42527,13.58792,79.49499,55.90887,38.68117,1.43441,62.331,30.81689,3.11943,1.49261,31.20155,98.32291
01044203,Leopoldplatz,15985.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",12.35945,3.59455,27.86988,66.22871,-1.53092,-1.18388,0.61135,0.14896,1.48667,0.97599,1.81185,1.88073,6.15524,1.59314,sehr niedrig,-0.83484,15985.0,5.56348,29.12333,15.84475,83.20896,56.06506,36.99093,0.63972,60.83206,43.79932,8.20351,1.50885,31.55727,100.0
02010101,Askanischer Platz,6106.0,4.0,sehr niedrig,+,positiv,4+,"Status sehr niedrig, Dynamik positiv",12.13087,4.05779,26.8752,59.5672,-0.68136,-0.78717,-2.38621,-3.05575,1.41806,1.36324,1.69704,1.54982,6.02816,1.56025,sehr niedrig,0.00081,6106.0,5.0,23.63316,24.56814,88.86792,68.80118,39.24009,2.65918,68.98998,33.81166,11.4714,1.58025,32.25221,73.40321
02010102,Mehringplatz,13047.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",14.39671,5.31691,33.65525,64.43098,-0.16738,-0.22488,-1.33034,-4.10834,2.09819,2.41583,2.47968,1.79143,8.78513,2.27383,sehr niedrig,0.50637,13047.0,7.44431,23.94958,22.11928,90.55778,66.02284,30.54342,0.04697,74.20326,52.40137,19.81878,1.49184,31.00376,38.49161
02010103,Moritzplatz,15589.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",16.68983,6.13474,36.76952,72.12341,-1.15883,-0.64395,-0.79807,-1.37749,2.7865,3.09951,2.83917,2.17354,10.89872,2.82089,sehr niedrig,-0.46885,15589.0,7.81327,26.35575,16.15272,88.43373,67.35519,34.13946,0.51298,82.58174,62.58215,41.27719,1.4235,28.15832,98.41555
02010104,Wassertorplatz,5145.0,4.0,sehr niedrig,+,positiv,4+,"Status sehr niedrig, Dynamik positiv",13.39816,4.72717,35.68513,70.5157,-2.18442,-1.09862,-1.62355,1.21385,1.79846,1.92283,2.71399,2.09368,8.52896,2.20753,sehr niedrig,-1.47764,5145.0,7.43802,23.27747,28.85662,83.74429,63.67347,32.12828,0.24595,76.40653,61.32522,0.0,1.43712,31.36288,88.37707
02020202,Rathaus Yorckstraße,5726.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.73729,2.63158,13.37758,24.28377,-0.48899,-0.14056,0.03244,-4.18748,0.09926,0.17097,0.13896,-0.20286,0.20633000000000004,0.0534,mittel,0.19003,5726.0,3.84025,28.64964,10.96892,48.27586,38.75306,24.93888,1.71764,54.34174,22.84844,2.74878,1.72581,39.18826,75.51519
02020203,Viktoriapark,10668.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.82891,1.85252,11.49231,24.01779,-0.93795,-0.56439,-0.50493,-1.57501,-0.1734,-0.4803,-0.07866,-0.21607,-0.9484299999999999,-0.24548,mittel,-0.25158,10668.0,3.88655,24.2116,9.81132,51.15207,36.26734,21.70979,0.27208,47.0639,19.70769,0.11559,1.88864,43.46579,92.63217
02020204,Urbanstraße,12195.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.9348,2.09392,12.44772,25.62674,-1.1096,-0.74964,-0.35705,-0.56543,-0.14162,-0.2785,0.03163,-0.13615,-0.52464,-0.13579,mittel,-0.42042,12195.0,2.79376,29.9725,12.5,51.71395,39.43419,24.88725,1.65705,51.03789,21.33191,0.34308,1.78385,39.12595,87.38827
02020205,Chamissokiez,14837.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.16369,2.0676,12.25989,23.94056,-0.57978,-0.34584,-0.39945,-2.1579,-0.07291,-0.3005,0.00994,-0.21991,-0.58338,-0.15099,mittel,0.10072,14837.0,3.06793,30.27066,12.60997,51.79889,37.87154,23.04374,0.33517,53.84615,21.57311,17.60634,1.78884,40.23347,32.83009
02020206,Graefekiez,18928.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.43292,2.61407,17.12278,36.33205,-0.99924,-0.51861,-0.71912,-3.31519,0.30807,0.15633,0.57128,0.39563,1.43131,0.37046,mittel,-0.31187,18928.0,4.03135,25.43103,13.6646,60.77075,43.53867,26.74873,0.83663,55.18467,33.1828,0.86069,1.68206,38.36163,65.53254
02030301,Oranienplatz,9216.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",12.07164,4.17431,29.10156,57.69547,-1.15381,-0.35973,-0.19376,-0.03492,1.40028,1.46065,1.95403,1.45685,6.271809999999999,1.62332,sehr niedrig,-0.46391,9216.0,6.61626,25.92593,24.06593,79.69577,62.32639,38.58507,-0.20998,73.98763,47.08249,13.09403,1.43641,30.71365,96.0829
02030302,Lausitzer Platz,13282.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",10.96906,3.53274,23.36245,46.30872,-0.86671,-0.3765,-0.60518,-3.99068,1.06933,0.92431,1.29155,0.89122,4.17641,1.08097,niedrig,-0.18151,13282.0,5.31365,30.00779,21.41139,69.94843,52.89866,32.75862,0.04799,66.99609,38.2199,14.81933,1.58922,34.41455,100.0
02030401,Reichenberger Straße,15222.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.20089,2.82281,18.36815,39.80687,-0.60287,-0.29201,-0.33539,-2.65215,0.53858,0.33083,0.71504,0.56824,2.1526899999999998,0.55717,mittel,0.07801,15222.0,4.00297,27.38275,14.58161,63.40348,46.41966,30.23256,1.41049,57.60539,28.35388,0.8235,1.59066,36.59499,98.74524
02030402,Wrangelkiez,11273.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.99024,2.88346,17.53748,38.10953,-0.64254,-0.27662,-0.59371,-1.7891,0.47535,0.38153,0.61915,0.48393,1.95996,0.50729,mittel,0.03899,11273.0,3.67713,30.43912,17.09402,61.65605,48.22141,32.4847,-0.5245,58.08301,28.11728,3.26415,1.60002,35.79322,100.0
02040501,Barnimkiez,5410.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.62245,3.14066,13.54898,42.52492,0.21467,-0.24343,-0.18129,-4.67658,0.66512,0.59655,0.15875,0.70326,2.1236800000000002,0.54967,mittel,0.88217,5410.0,5.37975,45.05495,1.37741,49.77511,21.09057,12.19963,1.64366,71.9697,37.12949,73.62482,1.92902,32.23586,0.0
02040502,Friedenstraße,7118.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.34475,2.12978,10.26974,30.77975,-0.29589,-0.13723,-0.07559,1.27156,-0.01856,-0.24852,-0.21979,0.11982,-0.36705000000000004,-0.095,mittel,0.37997,7118.0,3.22004,35.0,3.37491,44.93284,22.1551,13.62742,1.81882,56.18557,25.36998,36.55688,1.91795,39.22029,0.0
02040503,Richard-Sorge-Viertel,10680.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",5.64437,1.47565,7.2191,15.07321,-0.4591,-0.24453,0.0825,-0.34692,-0.52896,-0.79536,-0.57193,-0.66039,-2.55664,-0.66173,mittel,0.21943,10680.0,2.39453,26.44178,1.65826,31.74481,20.11236,13.57678,1.98102,46.41379,13.86555,24.15219,1.80375,37.91217,58.91386
02040701,Andreasviertel,12266.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.13056,2.0777,13.68824,44.24192,-0.68775,-0.41672,0.76735,0.32888,-0.08286,-0.29206,0.17482,0.78855,0.58845,0.15231,mittel,-0.00548,12266.0,3.31575,35.02703,3.79487,56.46891,31.04517,20.37339,1.52736,70.02801,24.57002,50.10915,1.72624,34.82904,0.0
02040702,Weberwiese,10677.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.17209,1.5033,7.51147,14.49631,-0.55353,-0.30265,0.0352,0.06523,-0.37056,-0.77224,-0.53818,-0.68905,-2.37003,-0.61343,mittel,0.12654,10677.0,3.04233,29.9569,3.2967,29.85075,20.16484,13.03737,2.03382,38.29023,12.21486,14.22758,1.73654,39.64335,30.49546
02040703,Wriezener Bahnhof/ Entwicklungsgebiet,855.0,2.0,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",7.75988,2.63543,22.92398,57.14286,-0.85735,0.03022,3.29623,-3.8961,0.10604,0.17419,1.24093,1.42939,2.95055,0.76368,mittel,-0.1723,855.0,1.96078,27.38095,0.0,80.34682,63.85965,54.61988,17.05643,31.90578,31.03448,0.0,1.98363,43.42339,0.0
02050601,Hausburgviertel,8752.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.21491,2.09771,9.51782,22.31214,-0.28639,-0.39783,-0.92507,-3.06857,0.24263,-0.27533,-0.30658,-0.3008,-0.64008,-0.16567,mittel,0.38931,8752.0,3.63864,29.91202,7.63052,35.03727,23.56033,16.67048,2.27654,43.72858,14.64261,10.68875,1.754,38.67996,100.0
02050602,Samariterviertel,19631.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.51782,1.93368,9.61235,17.46776,-0.54982,-0.52533,-0.77872,-4.82605,0.03338,-0.41246,-0.29567,-0.54144,-1.21619,-0.31478,mittel,0.13019,19631.0,3.36391,31.29182,7.6841,29.00464,23.0299,15.79644,1.87936,39.3744,15.14455,6.59087,1.71525,37.63227,59.68621
