id,name,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k06_change_proportion_of_foreigner,k07_foreign_transfer_recipients,k08_urban_apartments,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
02030302,Lausitzer Platz,13282.0,5.31365,30.00779,21.41139,69.94843,52.89866,32.75862,0.04799,66.99609,38.2199,14.81933,1.58922,34.41455,100.0
02030401,Reichenberger Straße,15222.0,4.00297,27.38275,14.58161,63.40348,46.41966,30.23256,1.41049,57.60539,28.35388,0.8235,1.59066,36.59499,98.74524
02030402,Wrangelkiez,11273.0,3.67713,30.43912,17.09402,61.65605,48.22141,32.4847,-0.5245,58.08301,28.11728,3.26415,1.60002,35.79322,100.0
02040501,Barnimkiez,5410.0,5.37975,45.05495,1.37741,49.77511,21.09057,12.19963,1.64366,71.9697,37.12949,73.62482,1.92902,32.23586,0.0
02040502,Friedenstraße,7118.0,3.22004,35.0,3.37491,44.93284,22.1551,13.62742,1.81882,56.18557,25.36998,36.55688,1.91795,39.22029,0.0
02040503,Richard-Sorge-Viertel,10680.0,2.39453,26.44178,1.65826,31.74481,20.11236,13.57678,1.98102,46.41379,13.86555,24.15219,1.80375,37.91217,58.91386
02040701,Andreasviertel,12266.0,3.31575,35.02703,3.79487,56.46891,31.04517,20.37339,1.52736,70.02801,24.57002,50.10915,1.72624,34.82904,0.0
02040702,Weberwiese,10677.0,3.04233,29.9569,3.2967,29.85075,20.16484,13.03737,2.03382,38.29023,12.21486,14.22758,1.73654,39.64335,30.49546
02040703,Wriezener Bahnhof/Entwicklungsgebiet,855.0,1.96078,27.38095,0.0,80.34682,63.85965,54.61988,17.05643,31.90578,31.03448,0.0,1.98363,43.42339,0.0
02050601,Hausburgviertel,8752.0,3.63864,29.91202,7.63052,35.03727,23.56033,16.67048,2.27654,43.72858,14.64261,10.68875,1.754,38.67996,100.0
02050602,Samariterviertel,19631.0,3.36391,31.29182,7.6841,29.00464,23.0299,15.79644,1.87936,39.3744,15.14455,6.59087,1.71525,37.63227,59.68621
02050801,Traveplatz,18811.0,3.60885,33.7386,7.75656,34.39065,26.55361,18.91978,3.05321,44.50688,17.12018,12.16178,1.68827,36.46749,54.82962
02050802,Boxhagener Platz,19841.0,1.875,29.86699,6.58263,26.03854,24.35865,17.69064,1.98471,32.5641,8.74207,3.82997,1.76579,39.94169,74.52245
02050803,Stralauer Kiez,6632.0,3.47003,35.00967,6.40496,26.32312,23.14536,16.28468,2.21731,38.24074,15.26217,13.31782,1.89445,38.16089,100.0
02050804,Stralauer Halbinsel,3500.0,1.47059,21.39738,2.06897,24.0,18.11429,9.94286,4.02664,46.83908,6.23053,2.45399,1.64314,40.54429,0.0
03010101,Bucher Forst,3297.0,5.92334,28.53026,1.18443,15.51724,10.0091,6.06612,1.98804,43.5,25.65445,36.43411,2.05338,42.06703,19.83621
03010102,Buch,11207.0,7.77027,45.22059,2.14765,13.47558,8.54823,5.05934,2.15691,61.19929,26.20321,46.18085,1.96243,34.01258,74.03409
03010104,Lietzengraben,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03020203,Blankenfelde,2069.0,2.47934,25.96154,0.0,9.49367,4.83325,2.0783,0.9547,13.95349,25.64103,1.21951,2.04978,45.28951,99.56501
03020209,Niederschönhausen,14031.0,2.61383,26.70554,1.76619,18.15431,11.36769,6.35735,1.06397,53.25112,6.92042,4.2703,1.77208,40.44772,20.09835
03020210,Herthaplatz,10429.0,2.80899,24.03467,2.48167,13.94595,8.50513,3.75875,0.32477,48.21429,16.39344,2.32644,1.89242,41.2214,23.11823
03020307,Buchholz,17218.0,2.45442,24.3662,2.894,16.06089,9.42037,3.00848,0.247,54.6332,21.58859,0.10475,1.76565,39.41846,52.43931
03030405,Karow Nord,10576.0,3.21101,32.355,2.65837,14.11653,8.35855,3.05408,0.61991,50.77399,27.86885,0.0,2.01097,36.59966,9.79576
03030406,Alt-Karow,8157.0,1.20846,15.79559,0.76561,9.81453,5.56577,2.20669,0.23154,50.0,10.30303,0.05659,2.00539,44.9832,6.36263
03030711,Blankenburg,6745.0,0.82988,18.62464,0.68823,9.73535,4.35878,1.79392,0.15458,43.80165,4.34783,0.55652,1.99155,43.79081,99.51075
03030715,Heinersdorf,6583.0,1.56556,23.40426,1.32939,14.06412,6.8206,3.20523,0.71904,54.9763,18.75,7.19516,2.10223,45.08993,2.03555
03030716,Märchenland,1128.0,0.0,22.61905,0.0,9.83607,3.01418,0.88652,-0.79044,70.0,0.0,0.0,2.18262,44.77128,0.53191
03040508,Rosenthal,4587.0,2.08729,14.72603,1.14123,30.91684,18.26902,5.25398,0.88746,56.84647,28.03738,1.222,1.83846,40.76826,0.52322
03040512,Wilhelmsruh,9520.0,2.05479,27.09924,2.41135,20.61118,10.58824,4.32773,0.59289,52.91262,17.48072,1.1359,2.02363,41.19338,0.04202
03040513,Schönholz,3357.0,0.0,20.44888,1.56919,19.19192,10.90259,4.9151,0.57519,46.66667,11.94969,0.35663,1.8445,41.61186,25.29044
03040614,Pankow Zentrum,34233.0,3.72779,31.88406,2.10334,17.03271,10.35843,5.47133,1.27021,45.86225,16.45359,25.44455,1.87404,39.48915,7.15099
03040818,Pankow Süd,33714.0,3.51385,36.85567,2.88011,18.39538,11.76663,7.70007,2.51087,47.72727,16.29834,22.45605,1.95758,37.46536,28.32948
03050919,Gustav-Adolf-Straße,5320.0,2.09302,32.22656,1.82134,26.30098,13.87218,11.54135,9.43348,88.76221,5.44554,45.84307,1.99098,35.31391,0.0
03050920,Weißer See,7024.0,3.43348,30.44693,1.70046,19.71326,10.62073,6.16458,1.37996,33.4873,19.13876,15.53576,1.8498,37.77335,0.0
03050923,Weißenseer Spitze,8772.0,4.71281,29.73822,5.70749,21.78517,14.53488,9.23393,2.40425,40.74074,19.49686,13.73047,1.8575,39.34006,50.86639
03050924,Behaimstraße,5647.0,4.77099,33.92,6.16302,19.80624,16.53976,11.38658,2.37624,35.30327,17.23027,20.55957,1.84098,38.6538,38.99416
03050925,Komponistenviertel Weißensee,8679.0,2.86145,35.39276,3.29004,19.12281,11.24554,6.6828,1.54479,51.2069,20.43011,14.91427,1.91531,39.31133,0.0
03051017,Rennbahnstraße,4123.0,4.25056,28.76712,4.05904,18.84298,14.35848,9.53189,2.41153,49.61832,22.19321,9.90495,1.7058,36.28596,11.05991
03051021,Buschallee,6484.0,7.33333,49.33586,2.1021,19.84021,7.95805,5.64466,0.88497,71.31148,26.77596,29.87046,2.08328,35.99923,0.0
03051022,Hansastraße,4518.0,4.3956,41.21475,0.95321,12.26819,5.28995,2.25764,-0.0593,50.98039,48.03922,26.30691,1.97919,35.25852,0.99602
03061126,Arnimplatz,14997.0,3.12243,28.4599,7.74194,28.70461,22.54451,15.36974,2.46425,38.82863,9.66184,6.03585,1.80323,40.14043,93.92545
03061131,Falkplatz,10185.0,2.41287,25.88583,7.17391,34.14634,28.14924,19.72509,2.91221,34.59433,5.62595,6.13192,1.76318,39.54973,90.46637
03061227,Humannplatz,14413.0,2.4728,31.63636,4.71513,29.3809,21.52224,14.45223,3.06334,39.9904,7.96287,15.47384,1.84826,39.58753,59.3492
03061228,Erich-Weinert-Straße,12386.0,3.43184,41.60998,3.81679,32.3741,17.22913,11.56951,2.24529,45.08025,16.6065,26.80148,1.92209,37.21791,46.25383
03061332,Helmholtzplatz,22245.0,1.90606,30.6184,9.59596,31.55476,26.94538,17.9501,2.91985,38.66767,7.84913,5.94015,1.75806,41.54381,12.3938
03061429,Greifswalder Straße,10163.0,4.69897,47.11111,1.10524,31.09328,10.31192,6.14976,1.88727,64.8,38.24503,31.47899,2.03257,35.25435,49.63101
03061430,Volkspark Prenzlauer Berg,2971.0,12.5,46.0,2.44716,28.93983,13.46348,8.07809,1.70027,63.33333,37.76824,43.5765,2.02087,34.45944,14.33861
03061434,Anton-Saefkow-Park,6078.0,3.10263,29.81261,5.08167,24.96955,18.72326,12.60283,2.29806,40.73107,13.23529,17.41453,2.00691,39.34732,87.82494
03061435,Conrad-Blenkle-Straße,3925.0,3.8806,44.12607,3.33952,33.47193,21.22293,14.52229,2.39716,47.54386,24.77718,34.76431,1.9042,35.75847,63.33758
03061441,Eldenaer Straße,2342.0,0.0,11.65049,0.0,32.91492,21.81896,10.54654,2.72895,49.79757,3.82979,0.0,1.47182,41.06832,0.0
03071536,Teutoburger Platz,10661.0,2.24868,28.37285,4.41501,37.60823,31.94822,21.80846,1.86271,40.12903,6.27451,8.96816,1.84251,42.55886,54.2163
03071537,Kollwitzplatz,14511.0,1.66976,30.85415,6.77966,35.1466,29.19165,20.64641,2.81771,43.72497,5.6694,9.62127,1.92068,44.68961,0.0
03071633,Thälmannpark,2736.0,8.26446,38.24701,5.82878,39.20596,18.05556,10.30702,1.89684,58.15603,28.41727,72.73312,1.96711,35.81469,87.60965
03071638,Winsstraße,16800.0,2.77778,26.95652,4.63822,31.89391,27.27381,18.51786,2.9236,38.15493,9.45502,6.86833,1.78839,41.32917,39.59524
03071639,Bötzowstraße,12323.0,2.57732,26.63671,4.62046,30.55556,22.72985,14.40396,1.70381,41.40845,9.89074,16.39584,1.78252,41.23915,15.42644
04010101,Jungfernheide,10339.0,5.70846,44.52405,5.7499,64.27567,40.73895,21.69455,2.75682,53.85644,36.50398,19.57725,1.85066,32.24258,37.47945
04010102,Plötzensee,772.0,4.16667,27.27273,0.0,49.36709,30.95855,25.7772,5.32567,51.25628,17.34694,0.0,1.6943,44.37176,76.94301
04010103,Paul-Hertz-Siedlung,7631.0,6.16967,35.30834,10.59018,74.78532,47.13668,21.87131,2.80335,68.24446,48.33997,94.12835,1.71668,32.59848,17.07509
04020204,Olympiagelände,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04020205,Siedlung Ruhleben,1264.0,0.0,20.0,0.0,32.35294,20.33228,12.02532,0.3506,43.42105,9.02256,11.23967,2.20649,49.65585,0.0
04020206,Angerburger Allee,2570.0,0.0,26.98413,2.37184,55.42857,19.2607,11.08949,1.53067,49.47368,10.72961,0.0,2.34591,48.61051,0.0
04020207,Flatowallee,2624.0,0.0,19.53125,1.6129,46.23377,26.14329,14.40549,0.29048,47.8836,6.0241,0.0,2.06822,48.87652,0.68598
04020208,Kranzallee,2846.0,0.0,20.26578,1.25945,34.54894,23.7175,13.07098,1.29593,36.02151,9.60961,3.94933,2.17323,55.19501,0.0
04020209,Eichkamp,3128.0,0.0,20.46332,0.0,26.53928,34.75064,26.75831,1.23317,52.80765,0.61501,0.0,1.98306,44.61669,0.0
04020310,Park Ruhwald,600.0,0.0,27.27273,0.0,83.78378,47.16667,40.33333,7.51282,72.72727,1.69492,0.0,1.26333,30.85,31.5
04020311,Reichsstraße,14153.0,2.48963,29.09253,2.78659,42.85714,25.74013,14.65414,1.42401,50.67502,10.2521,0.9912,2.13785,48.52321,0.0
04020312,Branitzer Platz,5036.0,1.55039,26.02041,3.54037,42.97945,23.78872,12.78793,0.28024,47.98137,12.20826,4.04463,2.1253,49.83697,0.0
04020313,Königin-Elisabeth-Straße,7346.0,1.22616,30.55556,4.17202,65.57191,37.38089,24.55758,4.67937,67.51663,15.23983,11.45096,1.89981,39.78396,0.0
04020314,Messegelände,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04030415,Schloßgarten,2750.0,6.88406,35.91549,15.04065,73.00885,48.0,35.16364,1.89275,63.18511,19.16573,0.0,1.57636,33.19491,0.0
04030416,Klausenerplatz,10276.0,2.84444,30.46729,16.40625,58.4771,45.58194,25.53523,0.2463,67.37805,25.72333,44.42943,1.62096,35.22411,0.0
04030417,Schloßstraße,10758.0,2.96651,29.22607,9.01266,52.53078,35.38762,21.18423,1.64654,57.08644,17.10526,1.50276,1.90175,42.34867,0.0
04030518,Tegeler Weg,9313.0,3.5824,34.14264,9.32712,65.07317,40.55621,24.1383,2.37101,59.83096,23.16701,0.60829,1.93847,38.91367,71.92097
04030519,Kaiserin-Augusta-Allee,5597.0,3.89408,34.1573,8.69018,67.5,41.11131,23.44113,1.35456,54.57317,26.55462,12.67333,1.7965,38.23334,26.1926
04030620,Alt-Lietzow,8480.0,2.86783,30.89802,9.39707,65.61605,41.60377,24.25708,1.67181,56.87895,19.84649,2.57043,1.83455,39.22936,2.93632
04030621,Spreestadt,2984.0,2.38727,28.09917,17.69912,77.77778,51.64209,31.30027,1.45964,51.71306,23.50877,1.15572,1.58579,35.96481,100.0
04030622,Richard-Wagner-Straße,10186.0,3.64004,29.20918,12.85102,68.68687,43.9034,25.7314,0.58643,57.53529,21.26158,14.63206,1.83909,39.86148,0.0
04030623,Ernst-Reuter-Platz,4544.0,2.25734,30.45685,15.07312,79.45205,53.10299,31.38204,1.15487,64.93689,20.93949,18.74126,1.94652,42.49978,0.0
04030724,Lietzensee,6294.0,2.04461,32.79678,7.31407,48.18304,32.99968,19.3041,0.5541,53.08642,13.79658,2.42265,1.90118,44.55672,0.0
04030725,Amtsgerichtsplatz,11822.0,1.97764,30.68732,6.10848,52.06088,37.11724,24.0653,2.18895,50.05272,12.07101,1.20082,1.87024,44.20589,3.2228
04030726,Droysenstraße,5407.0,2.7027,32.30404,7.01048,61.00917,39.81875,24.22785,1.57413,52.67176,12.74935,2.59101,2.01609,48.086,0.0
04030827,Karl-August-Platz,11852.0,2.59631,30.7297,10.85427,70.69548,49.87344,32.47553,1.87826,57.8332,17.56837,0.97669,1.71566,38.39985,5.39993
04030828,Savignyplatz,9315.0,1.93705,31.6474,7.43243,59.61145,41.25604,26.63446,1.09057,54.57477,11.51211,3.21344,1.98701,47.01814,0.0
04030929,Hindemithplatz,5838.0,1.98413,26.47702,8.83333,56.93848,40.0137,25.36828,-0.43817,52.19446,9.44882,1.47738,2.11511,51.3335,0.0
04030930,George-Grosz-Platz,5444.0,0.0,30.0,6.45682,56.31659,40.66863,26.37766,1.26936,48.60724,9.91525,2.11451,2.21069,57.00955,0.0
04030931,Breitscheidplatz,3432.0,1.28205,27.82609,9.62025,74.30939,50.11655,32.66317,3.28927,56.46744,9.2805,0.0,2.1824,54.97057,0.0
04031032,Halensee,14638.0,1.83727,28.2491,6.62668,58.28221,36.70583,21.45785,1.23344,52.81757,12.87712,1.73047,1.97882,45.4985,0.0
04041133,Güterbahnhof Grunewald,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04041134,Bismarckallee,4979.0,1.33929,27.02079,5.03927,53.46687,34.6656,20.22494,0.28397,54.02185,9.17538,7.1296,2.14802,57.95923,0.0
04041135,Hundekehle,2762.0,0.0,23.34802,0.83857,57.10456,32.0782,18.75453,2.23844,60.61776,3.48028,0.19405,2.5782,73.14084,0.0
04041136,Hagenplatz,2990.0,0.0,29.92424,1.67984,54.41527,31.33779,18.62876,2.62602,61.75943,2.70833,0.34622,2.51472,70.46054,0.0
04041137,Flinsberger Platz,7729.0,2.63566,35.77844,5.05894,55.6867,31.95756,17.19498,0.7794,54.02558,18.19757,5.0352,2.16729,45.97296,0.0
04041238,Kissinger Straße,5597.0,1.62791,29.76827,2.54854,50.66519,28.49741,13.7395,0.88444,59.16775,17.56168,8.85705,2.03484,46.1767,0.0
04041239,Stadion Wilmersdorf,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04041240,Messelpark,1551.0,0.0,25.17007,0.0,43.38843,25.14507,14.95809,2.01311,48.7069,3.84615,0.0,2.55319,67.85751,0.0
04041241,Breite Straße,6952.0,0.56391,29.64824,3.34728,39.53998,21.93613,12.39931,3.15136,58.00464,6.0686,5.05024,1.98159,42.82609,0.0
04041342,Schlangenbader Straße,3974.0,2.28311,35.06494,6.3783,55.10836,28.48515,15.42526,0.96564,51.71289,18.65079,61.11111,1.96502,40.55888,0.0
04041343,Binger Straße,3540.0,2.6936,27.77778,6.81044,42.08145,27.9661,15.0,1.03989,59.88701,14.68085,4.769,2.10424,45.1791,0.0
04041344,Rüdesheimer Platz,10660.0,2.20994,35.92814,3.98829,39.32806,24.12758,14.29644,0.83308,57.48031,12.05564,0.0,1.81463,42.13921,0.0
04051445,Eisenzahnstraße,6116.0,3.24427,35.44061,6.7433,64.81481,39.55199,21.82799,3.3422,60.97378,22.24138,10.52481,1.86102,38.63767,0.0
04051446,Preußenpark,10449.0,1.3269,30.74286,6.11266,61.31783,39.17121,22.63374,1.63723,53.31924,11.00737,0.0,2.01579,46.82793,0.0
04051447,Ludwigkirchplatz,5173.0,3.125,35.64356,5.82677,58.50891,38.44964,23.93195,1.02507,54.36187,14.28571,0.93548,1.95979,44.75449,0.0
04051448,Schaperstraße,8915.0,1.77778,30.89431,5.82613,64.05375,41.55917,26.2479,2.51076,54.74359,11.50794,3.52314,1.98374,46.21705,0.0
04051549,Rathaus Wilmersdorf,4227.0,3.50467,33.14286,5.75448,64.35811,36.88195,22.99503,3.28467,59.46502,15.72536,9.9703,1.90608,38.88976,0.0
04051550,Leon-Jessel-Platz,5371.0,3.03571,35.29412,8.3878,56.20642,36.58537,21.15062,1.3332,52.55282,17.2448,0.3928,1.91826,42.76894,0.0
04051551,Brabanter Platz,4270.0,1.90275,37.15847,8.39895,54.93716,36.97892,21.19438,0.68829,50.38674,18.03279,1.65394,1.83888,39.87892,0.0
04051652,Nikolsburger Platz,9490.0,2.03106,30.38961,6.37629,50.53097,34.65753,21.69652,2.21123,53.42399,10.39036,0.73696,1.91423,44.58936,0.0
04051653,Prager Platz,6623.0,3.17164,29.6875,5.44431,60.72822,37.06779,22.15008,1.72283,54.87389,13.72706,9.34389,2.01057,45.70633,0.0
04051654,Wilhelmsaue,2941.0,3.81356,31.01604,5.60976,53.50554,31.75791,18.49711,2.44946,61.21324,14.375,0.0,1.90343,42.00476,0.0
04051655,Babelsberger Straße,6911.0,2.98063,29.40252,8.0,62.78119,39.03921,23.31066,2.96252,59.71446,18.77579,1.88425,1.77702,39.37549,0.0
04051656,Hildegardstraße,7474.0,3.06667,31.53527,4.59854,38.92922,28.33824,16.1627,1.52257,55.13245,14.84301,8.78136,1.8571,41.53693,0.0
04061757,Forst Grunewald,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05010101,Hakenfelde Nord,9959.0,4.29733,26.85714,2.63987,42.6875,22.57255,10.15162,-0.06691,63.6004,27.66191,0.50851,1.64113,34.45205,65.37805
05010102,Goltzstraße,5671.0,6.80934,50.0,2.69113,31.35135,17.228,9.15183,1.76771,46.24277,35.28184,0.61978,2.03615,38.10192,26.25639
05010103,Amorbacher Weg,7413.0,2.9703,34.07643,2.23921,25.13034,13.47633,5.58478,0.22573,48.55072,24.58564,0.0,2.15014,43.76514,2.32025
