id,s1_percentage_unemployed,s2_percentage_long_term_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d2_percentage_long_term_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k16_foreigners,k06_change_proportion_of_foreigner,k17_non_eu_foreigners,k07_foreign_transfer_recipients,k08_urban_apartments,k14_living_rooms,k15_living_space,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
090310,4.4044,1.41391,5.27778,14.0625,-0.1663,0.11341,0.06277,-0.32346,2.75404,29.09535,1.04467,12.05947,7.04248,3.79085,0.83818,38.14655,17.60722,10.26449,1.99984,41.24567,54.24837,69.92757,17.87732,1.02376,4.97148
090311,4.44705,1.40433,3.54045,8.0756,-0.91808,-0.41385,-0.16259,-1.6805,0.0,30.69106,0.849,17.79412,7.73588,5.32838,0.67262,68.77076,4.79452,6.23393,2.09896,42.90246,0.05311,65.85903,28.77427,0.57349,-2.64491
090312,3.71674,1.05634,2.11422,3.62173,0.15521,-0.24956,0.67893,3.62173,0.0,24.62687,0.37665,10.66667,6.39125,3.37789,1.05173,56.83453,5.38462,0.0,2.21385,50.92855,33.60875,75.25329,15.65402,0.82434,8.8736
090413,6.52796,2.37781,6.04769,15.93407,-0.53589,-0.10823,-0.17706,-0.65982,3.4375,32.24728,1.1379,10.75766,4.05723,1.76153,0.28707,49.09747,18.75,21.51043,2.14385,40.789,1.07472,72.39389,15.38566,1.36616,2.38389
090414,5.47074,1.74936,6.59289,16.71429,0.04235,-0.27811,-0.08797,-3.45665,4.34783,29.35421,0.76582,24.26108,10.11858,6.95652,5.43368,89.31818,15.18692,33.90518,1.71036,37.20237,2.57708,70.33815,21.19997,1.98794,8.48919
090415,9.18941,3.37079,13.6484,32.49776,-1.19552,-0.51855,-1.33001,-4.17202,5.57432,40.91429,5.1306,16.24606,10.00976,4.85153,1.57095,51.43678,34.52381,50.27251,1.86728,36.416,24.18793,55.02449,25.75521,1.17319,-3.87687
090416,3.3513,1.07804,2.02392,3.72928,-0.62926,-0.0791,-0.39198,-0.49607,0.0,18.78089,0.52253,9.72851,4.49249,1.90126,0.3875,48.3871,9.32203,0.0,2.03803,45.46044,4.2165,77.218,12.60223,0.02303,7.20459
090517,4.42033,1.4567,3.98213,7.61604,-0.60852,-0.16119,0.00805,-0.13589,2.29406,31.63616,1.25611,9.36154,4.42893,2.31779,0.44257,43.37349,13.91753,27.05173,2.04356,40.08065,0.31835,67.72385,18.34489,1.69962,3.21384
090518,3.92439,1.15212,2.36699,4.27662,0.37091,0.20093,-0.02246,-0.96236,2.06186,21.82448,0.71219,11.994,5.66309,2.64351,0.36571,43.09623,12.94643,2.1734,2.12609,48.26866,1.10607,74.02045,14.59374,0.89182,7.24901
090519,6.88087,2.27342,6.99752,16.52324,-0.33444,-0.42619,-1.09025,-3.55181,2.849,31.71558,1.81425,10.64319,6.33251,3.31514,0.25175,51.49701,22.36025,4.99572,1.93538,40.84983,10.51117,57.18016,25.52918,3.34289,-0.38665
090520,5.96055,2.11549,4.56098,12.17949,-0.21211,-0.28738,-0.0881,-0.43239,2.63852,33.95854,1.01085,12.80323,4.30081,2.09756,0.25747,51.16279,18.4739,10.38998,2.30691,43.02748,1.17886,72.79529,15.76688,0.54655,2.45402
100101,12.62873,4.17946,27.98762,60.5123,-2.35252,-1.29411,0.11064,-2.03066,7.69912,45.28505,9.43812,32.9813,21.03906,7.86816,0.80898,73.56636,54.59705,41.87052,1.90422,32.96506,99.96133,62.60248,21.58876,0.60534,0.67964
100102,11.65083,3.91657,20.57739,52.28862,-1.05944,-0.95964,0.39714,-0.52509,7.45535,40.65713,4.52826,31.21781,16.9725,7.13821,0.99026,67.33516,44.71798,28.97324,2.03245,34.99223,37.35901,64.04592,21.92237,0.61321,-0.20857
100103,8.4928,2.7779,13.49129,37.2423,-0.97228,-0.69362,-0.26722,-3.08732,5.00569,32.57369,2.58251,36.08805,16.88231,6.685,1.65785,75.96774,38.98305,21.55151,2.05173,36.9277,50.69815,68.25151,18.19933,1.1339,1.3454
100204,13.47524,4.08923,26.8644,59.64454,-1.83215,-1.37122,1.04471,-1.27871,9.50591,50.74031,7.24293,25.85679,16.98574,7.97597,2.49833,54.24668,46.92104,27.09032,1.67339,33.05846,0.38584,54.12345,26.53141,0.6428,0.18021
100205,10.42287,3.32056,19.62812,48.4355,-1.19666,-1.02758,0.56928,-2.35991,6.57698,43.878,4.03494,22.10175,12.31279,7.31024,4.27475,65.57491,35.21524,35.49788,1.86286,33.44773,0.0,58.26016,25.80971,1.69944,4.77871
100206,9.38494,2.89855,16.3741,44.62488,-0.99073,-0.71966,0.6924,1.39929,6.78466,46.19859,4.0063,19.10883,10.64664,4.41705,0.7633,59.42699,41.94471,43.83257,1.78364,33.60643,0.0,62.52635,19.91309,0.04102,-0.61606
100307,3.6754,1.13179,3.76613,6.85673,-0.85154,-0.41735,0.10307,0.39649,1.03448,19.77528,1.27253,16.47521,10.06257,5.02542,-0.03497,69.80545,8.8729,9.82099,2.03399,41.96801,51.13414,71.58275,18.74202,0.93795,5.05073
100408,3.38286,1.07493,3.8726,9.77312,-0.70408,-0.33331,0.26509,0.48424,1.5625,20.78834,0.5988,10.55079,4.86089,1.9551,0.27694,53.2967,19.28783,0.82469,2.01386,44.46144,39.08583,76.35572,13.45805,-0.40868,4.5997
100409,2.94243,0.89715,2.11781,3.96899,-0.3803,-0.18393,0.03855,0.21982,1.3834,19.31347,0.65657,10.25249,5.04483,2.09229,0.53008,50.0,17.02509,0.26142,2.08136,45.68546,95.59306,75.1685,13.5192,0.70896,9.72568
110101,4.11836,1.25076,4.69707,5.38033,0.72,0.18091,1.01956,0.19071,1.85759,22.64151,1.52542,7.6087,5.33243,2.08759,0.27241,65.21739,12.04819,4.1248,1.96846,43.05968,90.37894,66.46255,17.41703,2.14308,7.77205
110102,10.80516,4.07808,21.18839,51.10373,-1.86722,-0.2196,0.89246,-0.27735,6.31141,46.26543,5.78049,31.128,18.10226,8.19899,1.89774,69.83578,46.02752,64.29413,1.96946,33.13886,0.0,63.59983,21.14147,1.17633,2.4713
110103,10.34058,4.07695,18.64722,49.13144,-1.93404,-0.20048,0.79477,-1.33669,6.1969,39.74827,3.21421,35.41614,17.28204,8.00109,1.21082,80.27145,50.57185,47.49008,1.96246,34.90928,0.4654,70.13029,16.34233,-0.22962,0.35917
110204,6.38274,2.35501,9.84351,26.6007,-0.32755,0.048,0.49419,0.45274,2.7027,28.92885,1.63292,26.75063,12.68479,7.233,1.50349,77.667,31.06996,25.55311,1.99776,38.617,2.69705,67.44539,22.53505,1.28557,0.77986
110205,6.99037,2.37428,10.3475,26.97214,-0.54927,-0.05477,0.3923,0.15635,4.14687,33.27691,1.7175,30.97484,14.05819,8.26318,1.41368,76.85412,37.2434,30.68715,1.89353,36.85965,1.56913,63.18029,23.56743,0.17953,0.58226
110306,9.13516,3.23291,14.72436,44.19199,-1.83679,-0.48306,0.49061,-0.54097,4.56682,37.37143,2.82049,47.26061,22.43609,12.47305,2.07762,76.2716,37.57269,30.3334,1.94617,34.16828,1.49369,65.17375,23.17473,1.02262,-2.61099
110307,7.14958,2.52018,10.36419,26.17925,-1.92724,-0.61988,-0.10798,-0.86897,3.69588,32.01247,3.45357,36.5905,25.2567,19.37283,5.83893,53.68923,13.10238,26.96069,1.78662,35.06541,58.23299,46.22058,47.29253,5.03123,-3.59694
110308,8.39718,3.04934,14.63415,40.27658,-1.09837,-0.35531,-0.26294,-4.04356,2.83333,37.2067,3.18828,47.52187,28.79848,16.70332,1.11335,78.15679,28.05402,49.8446,1.85646,33.09016,60.89564,66.41573,23.3527,0.62317,-2.36605
110409,7.92583,2.57439,12.18513,29.56522,-1.89179,-0.7886,0.10712,-0.59947,4.20199,36.90394,4.49063,26.00679,15.41912,9.57194,1.34061,53.71817,26.61597,25.40088,1.89654,36.79543,81.4379,54.85247,29.95366,0.83204,-4.88732
110410,10.35577,3.82959,16.9289,45.25547,-2.62116,-0.82076,0.94142,-1.25768,6.38138,33.5865,3.43769,48.21903,23.02593,13.21387,2.47856,66.09702,40.59517,18.83963,1.82532,34.69238,71.02273,62.16651,25.69668,1.12185,0.17141
110411,7.96511,3.15,11.63299,41.07831,-1.23274,0.01053,0.54783,0.78304,3.44211,35.81192,1.86167,40.11778,17.94145,10.78269,1.17636,76.11716,29.23434,42.9016,1.95825,35.35583,29.46512,66.67646,21.85859,1.20732,-1.93837
110512,4.52151,1.53644,3.85965,3.16804,-0.92579,-0.23504,0.01699,-1.11986,3.14465,9.91379,0.72115,17.97176,12.63158,6.08187,0.72635,53.36538,13.15789,6.76301,1.9652,45.92544,13.53801,59.71456,21.19699,-0.05826,-3.537
110513,3.90142,1.25359,4.36159,6.45494,-0.75632,-0.14244,0.05841,-0.8657,1.26454,24.64261,1.4878,14.14392,10.56894,6.11691,0.39964,60.28226,9.21053,20.84487,1.9533,40.47135,2.71315,58.23882,24.17756,2.54635,6.09676
121031,11.24659,3.65795,23.28634,54.51757,-1.28542,-0.2336,0.27269,1.09177,5.43478,37.53271,6.61647,67.36744,40.83546,22.57012,1.55148,61.95381,40.77843,4.42951,1.69634,33.8316,100.0,56.13528,29.18141,1.09016,-3.8685
121032,10.17785,3.29283,19.22695,50.79264,-0.47005,0.22258,0.57299,-0.17679,5.13919,39.16667,5.01257,62.80795,33.8928,16.88332,1.39995,63.70018,42.73911,0.80825,1.79072,34.68959,92.33445,60.20617,24.5684,1.35019,-0.79219
122141,7.23733,2.40186,13.63699,32.23235,-0.98652,-0.1946,0.68735,-0.44739,4.36312,31.38259,4.12063,45.83921,26.0992,11.55537,0.29124,61.23662,32.42886,39.13845,1.93686,38.11081,17.22314,65.17799,20.5329,-0.53397,3.08803
122144,10.63258,3.4889,22.32887,54.62277,-1.28061,-0.06146,0.77852,-0.07086,5.79268,36.40927,5.91516,71.1516,42.3174,22.69981,3.17562,58.37264,43.21789,13.43123,1.76226,33.94742,99.13193,57.90981,27.9854,1.27538,1.77825
122145,5.48959,1.46492,7.14756,17.54933,-0.04593,-0.35412,0.30171,2.01942,2.88568,32.43934,2.41758,36.34064,17.34224,9.00969,1.13161,55.63674,20.58465,0.0,1.84003,41.48039,1.33547,59.32517,24.84142,2.59899,-3.01637
122242,2.70006,0.78141,2.49654,4.8016,-0.56178,-0.08201,0.11469,-0.16484,1.04216,21.45299,0.88671,20.69878,10.50559,3.98358,0.31366,44.79495,7.09759,1.51543,2.12277,47.25263,15.90081,72.49761,16.74387,0.7378,8.27699
122311,2.69173,0.80645,2.38983,3.91434,-0.21102,-0.12601,0.15508,0.32905,0.98765,21.75898,0.95901,19.35543,10.28417,4.24287,0.4136,43.1737,7.44589,1.19554,2.31216,52.13942,0.10918,71.29417,16.64399,0.71563,9.52102
123012,5.38535,1.60076,7.94428,17.23094,-0.77116,-0.22018,0.32513,0.28546,2.99577,27.33945,2.17939,37.91564,19.69971,10.1324,3.07575,65.36965,19.58763,2.48269,1.94802,40.84483,1.02178,64.83614,24.93059,2.27082,8.28164
123021,12.11985,3.97837,28.90287,63.0137,-0.45461,0.16992,0.72962,0.10684,6.17915,32.59409,5.04304,67.20764,42.7703,20.16405,2.84982,70.44497,57.14683,82.90969,1.66898,33.10523,100.0,55.02604,24.13235,2.41648,6.79829
123022,9.87213,3.04626,21.81216,54.06032,-0.42227,0.3524,2.71223,6.27195,5.30697,33.07777,4.90425,49.39835,29.11335,13.31124,3.36558,60.51502,48.0111,11.10075,1.83135,37.13414,37.44287,61.3775,23.0202,1.86218,12.2137
123043,6.49388,1.96551,9.0323,22.6998,-1.09266,-0.58934,-0.02208,1.10355,3.25645,37.30337,3.30753,26.76282,13.9235,7.07954,0.90096,52.10158,27.61044,7.07737,2.10117,40.90273,39.99752,68.04097,19.55928,0.93268,2.30521
