id,name,inhabitants,z_s1_percentage_unemployed,z_s2_percentage_long_term_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d2_percentage_long_term_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years
01011402,Arkonaplatz,12666.0,-0.88337,-1.34748,-0.9514,-1.15629,-4.33854,-1.12293,hoch,0.50031
01022101,Huttenkiez,3390.0,1.16171,1.28574,1.28819,1.78518,5.5208200000000005,1.42894,niedrig,-0.65672
01022102,Beusselkiez,6255.0,1.28277,1.06786,1.46627,1.5686,5.3854999999999995,1.39391,niedrig,-1.17846
01022103,Westhafen,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
01022104,Emdener Straße,17806.0,0.76957,0.68504,0.78918,1.00875,3.2525399999999998,0.84185,mittel,0.55045
01022105,Zwinglistraße,5105.0,0.76931,0.28258,1.46418,1.8554,4.37147,1.13146,niedrig,-0.81577
01022106,Elberfelder Straße,11731.0,-0.22634,-0.62388,-0.13688,-0.41635,-1.4034499999999999,-0.36325,mittel,0.20013
01022201,Stephankiez,10469.0,0.34902,-0.18512,0.63569,0.70372,1.50331,0.3891,mittel,-1.02551
01022202,Heidestraße,1448.0,1.80234,0.73324,1.87917,1.12144,5.5361899999999995,1.43292,niedrig,1.30758
01022203,Lübecker Straße,6773.0,0.99753,0.49165,1.5398,1.33134,4.36032,1.12857,niedrig,-1.18278
01022204,Thomasiusstraße,5826.0,-0.19001,-0.5483,-0.10351,-0.34859,-1.19041,-0.30811,mittel,-0.48926
01022205,Zillesiedlung,3207.0,0.65338,-0.01643,1.49587,0.83203,2.9648499999999998,0.76738,mittel,-0.42756
01022206,Lüneburger Straße,3060.0,-0.23711,-0.81206,0.11499,-0.1227,-1.0568799999999998,-0.27355,mittel,-1.02123
01022207,Hansaviertel,5477.0,-0.50549,-0.75031,-0.30719,-0.13944,-1.70243,-0.44064,mittel,-0.10931
01033101,Soldiner Straße,25947.0,1.75394,1.46819,2.26457,2.01238,7.499079999999999,1.94097,sehr niedrig,-1.48574
01033102,Gesundbrunnen,11586.0,1.14653,0.40487,1.88757,1.77575,5.21472,1.34971,niedrig,-1.367
01033201,Brunnenstraße,12885.0,1.41694,0.98269,2.38608,1.7204,6.50611,1.68396,sehr niedrig,-0.86865
01033202,Humboldthain Süd,9697.0,1.03459,0.44433,1.32315,1.31907,4.1211400000000005,1.06666,niedrig,-0.60915
01033203,Humboldthain Nordwest,13891.0,1.5873,0.97625,2.26524,2.02661,6.8553999999999995,1.77436,sehr niedrig,-1.47658
01044101,Rehberge,19903.0,1.02749,0.99835,0.99992,1.26266,4.28842,1.10996,niedrig,-0.3788
01044102,Schillerpark,15792.0,0.90073,0.59004,0.72184,1.19951,3.41212,0.88315,mittel,-1.09509
01044103,Westliche Müllerstraße,8076.0,0.8657,0.60904,0.79164,1.17507,3.4414500000000006,0.89074,mittel,-0.93633
01044201,Reinickendorfer Straße,23103.0,1.87677,1.26506,2.34059,2.17182,7.65424,1.98113,sehr niedrig,-0.72461
01044202,Sparrplatz,16636.0,0.84596,0.78548,0.97752,1.46812,4.07708,1.05526,niedrig,-0.04532
01044203,Leopoldplatz,15985.0,1.48667,0.97599,1.81185,1.88073,6.15524,1.59314,sehr niedrig,-0.83484
02010101,Askanischer Platz,6106.0,1.41806,1.36324,1.69704,1.54982,6.02816,1.56025,sehr niedrig,0.00081
02010102,Mehringplatz,13047.0,2.09819,2.41583,2.47968,1.79143,8.78513,2.27383,sehr niedrig,0.50637
02010103,Moritzplatz,15589.0,2.7865,3.09951,2.83917,2.17354,10.89872,2.82089,sehr niedrig,-0.46885
02010104,Wassertorplatz,5145.0,1.79846,1.92283,2.71399,2.09368,8.52896,2.20753,sehr niedrig,-1.47764
02020201,Gleisdreieck/Entwicklungsgebiet,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
02020202,Rathaus Yorckstraße,5726.0,0.09926,0.17097,0.13896,-0.20286,0.20633000000000004,0.0534,mittel,0.19003
02020203,Viktoriapark,10668.0,-0.1734,-0.4803,-0.07866,-0.21607,-0.9484299999999999,-0.24548,mittel,-0.25158
02020204,Urbanstraße,12195.0,-0.14162,-0.2785,0.03163,-0.13615,-0.52464,-0.13579,mittel,-0.42042
02020205,Chamissokiez,14837.0,-0.07291,-0.3005,0.00994,-0.21991,-0.58338,-0.15099,mittel,0.10072
02020206,Graefekiez,18928.0,0.30807,0.15633,0.57128,0.39563,1.43131,0.37046,mittel,-0.31187
02030301,Oranienplatz,9216.0,1.40028,1.46065,1.95403,1.45685,6.271809999999999,1.62332,sehr niedrig,-0.46391
02030302,Lausitzer Platz,13282.0,1.06933,0.92431,1.29155,0.89122,4.17641,1.08097,niedrig,-0.18151
02030401,Reichenberger Straße,15222.0,0.53858,0.33083,0.71504,0.56824,2.1526899999999998,0.55717,mittel,0.07801
02030402,Wrangelkiez,11273.0,0.47535,0.38153,0.61915,0.48393,1.95996,0.50729,mittel,0.03899
02040501,Barnimkiez,5410.0,0.66512,0.59655,0.15875,0.70326,2.1236800000000002,0.54967,mittel,0.88217
02040502,Friedenstraße,7118.0,-0.01856,-0.24852,-0.21979,0.11982,-0.36705000000000004,-0.095,mittel,0.37997
02040503,Richard-Sorge-Viertel,10680.0,-0.52896,-0.79536,-0.57193,-0.66039,-2.55664,-0.66173,mittel,0.21943
02040701,Andreasviertel,12266.0,-0.08286,-0.29206,0.17482,0.78855,0.58845,0.15231,mittel,-0.00548
02040702,Weberwiese,10677.0,-0.37056,-0.77224,-0.53818,-0.68905,-2.37003,-0.61343,mittel,0.12654
02040703,Wriezener Bahnhof/Entwicklungsgebiet,855.0,0.10604,0.17419,1.24093,1.42939,2.95055,0.76368,mittel,-0.1723
02050601,Hausburgviertel,8752.0,0.24263,-0.27533,-0.30658,-0.3008,-0.64008,-0.16567,mittel,0.38931
02050602,Samariterviertel,19631.0,0.03338,-0.41246,-0.29567,-0.54144,-1.21619,-0.31478,mittel,0.13019
02050801,Traveplatz,18811.0,0.05742,-0.32073,-0.07732,-0.06064,-0.40127,-0.10386,mittel,-0.05345
02050802,Boxhagener Platz,19841.0,-0.39329,-0.73268,-0.50871,-0.70049,-2.3351699999999997,-0.60441,mittel,-0.21403
02050803,Stralauer Kiez,6632.0,-0.03313,-0.31017,-0.14336,0.04604,-0.44062,-0.11404,mittel,-0.06755
02050804,Stralauer Halbinsel,3500.0,-1.37732,-1.44,-1.01608,-1.1882,-5.0216,-1.29973,hoch,0.12366
03010101,Bucher Forst,3297.0,0.17492,0.08602,-0.36541,-0.58672,-0.69119,-0.1789,mittel,-0.89082
03010102,Buch,11207.0,0.96563,1.26217,0.43331,0.76174,3.4228500000000004,0.88593,mittel,-0.29527
03010104,Lietzengraben,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
03020203,Blankenfelde,2069.0,-0.40332,0.15239,-1.02587,-0.96877,-2.2455700000000003,-0.58121,mittel,-0.57806
03020209,Niederschönhausen,14031.0,-0.88658,-0.85341,-0.81373,-0.98825,-3.54197,-0.91676,mittel,-0.37429
03020210,Herthaplatz,10429.0,-0.7228,-0.53742,-0.74889,-0.93857,-2.9476799999999996,-0.76294,mittel,0.1208
03020307,Buchholz,17218.0,-0.80534,-0.7127,-0.66042,-0.77329,-2.9517500000000005,-0.76399,mittel,-0.27044
03030405,Karow Nord,10576.0,-0.6029,-0.62849,-0.34544,-0.44234,-2.01917,-0.52262,mittel,-0.28132
03030406,Alt-Karow,8157.0,-1.27666,-1.19159,-1.15336,-1.16263,-4.78424,-1.23829,hoch,0.52649
03030711,Blankenburg,6745.0,-1.28667,-1.08393,-1.09892,-1.18621,-4.65573,-1.20503,hoch,-0.26091
03030715,Heinersdorf,6583.0,-0.91872,-0.67363,-0.94058,-0.96787,-3.5008,-0.9061,mittel,0.37578
03030716,Märchenland,1128.0,-1.01538,-1.28144,-1.14942,-1.11405,-4.56029,-1.18033,hoch,1.63966
03040508,Rosenthal,4587.0,-1.04927,-0.96572,-0.75347,-0.79911,-3.56757,-0.92338,mittel,-0.01534
03040512,Wilhelmsruh,9520.0,-0.72875,-0.54151,-0.83173,-0.93143,-3.0334199999999996,-0.78513,mittel,0.41111
03040513,Schönholz,3357.0,-0.99833,-0.78483,-1.08203,-1.32245,-4.18764,-1.08388,hoch,-0.05323
03040614,Pankow Zentrum,34233.0,-0.30929,-0.29907,-0.51707,-0.70825,-1.8336800000000002,-0.47461,mittel,-0.05591
03040818,Pankow Süd,33714.0,-0.18921,-0.25312,-0.41746,-0.49844,-1.35823,-0.35155,mittel,-0.20105
03050919,Gustav-Adolf-Straße,5320.0,-0.23787,-0.38195,-0.40715,-0.48685,-1.51382,-0.39182,mittel,-1.32401
03050920,Weißer See,7024.0,-0.27974,-0.14387,-0.49645,-0.6562,-1.57626,-0.40798,mittel,-1.05047
03050923,Weißenseer Spitze,8772.0,0.44117,0.83745,-0.30382,-0.54795,0.42685000000000006,0.11048,mittel,-0.06242
03050924,Behaimstraße,5647.0,0.82437,0.91651,-0.15219,-0.38573,1.20296,0.31136,mittel,-0.34224
03050925,Komponistenviertel Weißensee,8679.0,-0.12359,-0.0336,-0.32261,-0.58623,-1.06603,-0.27592,mittel,-0.0721
03051017,Rennbahnstraße,4123.0,-0.06108,-0.21163,-0.32456,-0.34398,-0.9412499999999999,-0.24362,mittel,0.33847
03051021,Buschallee,6484.0,0.65713,0.80485,-0.22849,0.04065,1.27414,0.32978,mittel,-0.17742
03051022,Hansastraße,4518.0,-0.18598,0.29486,-0.14821,0.33866,0.29933,0.07747,mittel,-0.90266
03061126,Arnimplatz,14997.0,-0.22676,-0.44431,-0.59629,-0.86863,-2.13599,-0.55285,mittel,-0.30919
03061131,Falkplatz,10185.0,-0.44755,-0.62177,-0.7411,-1.07045,-2.88087,-0.74565,mittel,0.15373
03061227,Humannplatz,14413.0,-0.32445,-0.57379,-0.63639,-0.78143,-2.31606,-0.59946,mittel,0.41786
03061228,Erich-Weinert-Straße,12386.0,0.12418,0.03506,-0.32418,-0.2262,-0.39114000000000004,-0.10124,mittel,-1.08606
03061332,Helmholtzplatz,22245.0,-0.33446,-0.45183,-0.60664,-0.91516,-2.30809,-0.5974,mittel,0.14425
03061429,Greifswalder Straße,10163.0,0.69758,1.16326,-0.16153,0.49642,2.19573,0.56831,mittel,-0.37687
03061430,Volkspark Prenzlauer Berg,2971.0,2.24555,1.91608,-0.05316,0.10491,4.213380000000001,1.09054,niedrig,1.80959
03061434,Anton-Saefkow-Park,6078.0,0.04505,-0.02852,-0.42147,-0.65393,-1.05887,-0.27406,mittel,-0.22622
03061435,Conrad-Blenkle-Straße,3925.0,0.75608,0.91621,0.10346,0.26193,2.03768,0.52741,mittel,-0.63818
03061441,Eldenaer Straße,2342.0,-1.56755,-1.68658,-1.31161,-1.37949,-5.9452300000000005,-1.53879,hoch,0.61375
03071536,Teutoburger Platz,10661.0,-0.65712,-0.84032,-0.76318,-0.92937,-3.1899900000000003,-0.82566,mittel,0.25322
03071537,Kollwitzplatz,14511.0,-0.68978,-0.79408,-0.77364,-1.0267,-3.2842,-0.85004,mittel,0.07049
03071633,Thälmannpark,2736.0,0.77356,0.82868,0.20642,-0.19616,1.6125000000000003,0.41736,mittel,1.71364
03071638,Winsstraße,16800.0,-0.55345,-0.62617,-0.71815,-0.91444,-2.81221,-0.72788,mittel,0.03596
03071639,Bötzowstraße,12323.0,-0.48563,-0.72574,-0.72332,-1.02123,-2.95592,-0.76507,mittel,0.30196
04010101,Jungfernheide,10339.0,1.60283,2.1226,0.84334,1.38118,5.949949999999999,1.54001,sehr niedrig,0.18698
04010102,Plötzensee,772.0,0.16183,0.23918,-0.46325,0.69826,0.63602,0.16462,mittel,3.15947
04010103,Paul-Hertz-Siedlung,7631.0,1.58671,1.97877,1.46583,1.36584,6.39715,1.65576,sehr niedrig,0.71269
04020204,Olympiagelände,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
04020205,Siedlung Ruhleben,1264.0,-1.23582,-1.69897,-1.18608,-1.10439,-5.2252600000000005,-1.35244,hoch,0.97613
04020206,Angerburger Allee,2570.0,-0.71429,-0.45307,-0.78093,-0.44232,-2.39061,-0.61876,mittel,0.21665
04020207,Flatowallee,2624.0,-1.21594,-1.31489,-1.09292,-1.16323,-4.78698,-1.239,hoch,0.23423
04020208,Kranzallee,2846.0,-1.17803,-1.05868,-0.99154,-1.15778,-4.38603,-1.13522,hoch,0.44144
04020209,Eichkamp,3128.0,-1.93842,-2.02896,-1.30931,-1.33132,-6.60801,-1.71033,hoch,0.37981
04020310,Park Ruhwald,600.0,-1.38041,-0.94562,-1.03972,-1.40914,-4.77489,-1.23587,hoch,-1.61143
04020311,Reichsstraße,14153.0,-0.74028,-0.45755,-0.78213,-0.80891,-2.78887,-0.72184,mittel,0.51522
04020312,Branitzer Platz,5036.0,-0.83421,-0.80586,-0.83221,-1.03174,-3.50402,-0.90694,mittel,0.41201
04020313,Königin-Elisabeth-Straße,7346.0,-0.55529,-0.54715,-0.40586,-0.30814,-1.8164400000000003,-0.47014,mittel,-0.2619
04020314,Messegelände,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
04030415,Schloßgarten,2750.0,1.08805,1.70594,0.79427,1.03713,4.62539,1.19718,niedrig,0.77952
04030416,Klausenerplatz,10276.0,0.27248,0.48937,0.48418,0.00404,1.25007,0.32355,mittel,0.28002
04030417,Schloßstraße,10758.0,-0.44024,-0.32582,-0.29899,-0.50818,-1.5732299999999997,-0.40719,mittel,0.24555
04030518,Tegeler Weg,9313.0,0.34434,0.53087,0.14782,0.21572,1.2387499999999998,0.32062,mittel,0.55784
04030519,Kaiserin-Augusta-Allee,5597.0,0.26455,0.62367,0.27974,0.79195,1.9599099999999998,0.50728,mittel,0.20824
04030620,Alt-Lietzow,8480.0,-0.12262,0.18659,0.04311,0.05929,0.16637000000000002,0.04306,mittel,0.22379
04030621,Spreestadt,2984.0,0.16783,0.76358,0.2659,0.43362,1.6309300000000002,0.42213,mittel,-0.27001
04030622,Richard-Wagner-Straße,10186.0,0.26829,0.29581,0.1881,0.18878,0.9409799999999999,0.24355,mittel,0.61074
04030623,Ernst-Reuter-Platz,4544.0,0.23451,0.67714,0.32726,0.33538,1.57429,0.40747,mittel,0.59273
04030724,Lietzensee,6294.0,-0.26995,-0.0096,-0.39838,-0.47266,-1.15059,-0.2978,mittel,0.26348
04030725,Amtsgerichtsplatz,11822.0,-0.39511,-0.21481,-0.59873,-0.72575,-1.9344000000000001,-0.50068,mittel,0.92637
04030726,Droysenstraße,5407.0,-0.33266,-0.18151,-0.48512,-0.55394,-1.55323,-0.40202,mittel,0.46441
04030827,Karl-August-Platz,11852.0,-0.04506,0.43635,-0.03198,-0.00124,0.35807,0.09268,mittel,-0.09391
04030828,Savignyplatz,9315.0,-0.53753,-0.56343,-0.50558,-0.52386,-2.1304,-0.55141,mittel,0.85759
04030929,Hindemithplatz,5838.0,-0.8171,-0.54498,-0.62621,-0.90557,-2.89386,-0.74901,mittel,-0.17684
04030930,George-Grosz-Platz,5444.0,-1.03142,-0.58684,-0.73522,-0.8612,-3.2146800000000004,-0.83205,mittel,-0.2593
04030931,Breitscheidplatz,3432.0,-0.52342,-0.45098,-0.48367,-0.62649,-2.0845599999999997,-0.53954,mittel,0.54015
04031032,Halensee,14638.0,-0.36699,-0.0314,-0.48813,-0.61349,-1.50001,-0.38824,mittel,0.3287
04041133,Güterbahnhof Grunewald,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
04041134,Bismarckallee,4979.0,-0.92126,-0.71561,-0.73524,-0.96274,-3.3348500000000003,-0.86315,mittel,0.58509
04041135,Hundekehle,2762.0,-1.49748,-1.35524,-1.14196,-1.30014,-5.29482,-1.37044,hoch,0.95215
04041136,Hagenplatz,2990.0,-1.55822,-1.51452,-1.10026,-1.25435,-5.427350000000001,-1.40475,hoch,-0.34622
04041137,Flinsberger Platz,7729.0,-0.50379,-0.14407,-0.4524,-0.44791,-1.54817,-0.40071,mittel,0.18014
04041238,Kissinger Straße,5597.0,-0.77911,-0.35753,-0.64835,-0.71848,-2.50347,-0.64797,mittel,0.04701
04041239,Stadion Wilmersdorf,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
04041240,Messelpark,1551.0,-1.56188,-1.72199,-1.30106,-1.40914,-5.99407,-1.55143,hoch,0.5562
04041241,Breite Straße,6952.0,-1.12927,-0.77325,-0.94532,-1.18762,-4.0354600000000005,-1.04449,hoch,0.16985
04041342,Schlangenbader Straße,3974.0,-0.50284,0.08063,-0.31889,-0.34991,-1.09101,-0.28238,mittel,-0.6541
04041343,Binger Straße,3540.0,-0.58689,-0.46128,-0.68135,-0.83911,-2.5686299999999997,-0.66483,mittel,0.85391
04041344,Rüdesheimer Platz,10660.0,-0.85166,-0.6388,-0.6949,-0.81003,-2.9953900000000004,-0.77529,mittel,0.60181
04051445,Eisenzahnstraße,6116.0,0.03258,0.28137,-0.19543,-0.10573,0.01279000000000001,0.00331,mittel,0.51194
04051446,Preußenpark,10449.0,-0.66459,-0.32189,-0.5524,-0.64352,-2.1824,-0.56486,mittel,0.2921
04051447,Ludwigkirchplatz,5173.0,-0.10586,-0.02203,-0.45019,-0.45134,-1.02942,-0.26644,mittel,0.78275
04051448,Schaperstraße,8915.0,-0.32082,0.19377,-0.5183,-0.50046,-1.14581,-0.29657,mittel,0.48162
04051549,Rathaus Wilmersdorf,4227.0,0.042,0.43228,-0.35114,-0.3751,-0.25196,-0.06521,mittel,0.52243
04051550,Leon-Jessel-Platz,5371.0,-0.34134,-0.05815,-0.28123,-0.3034,-0.98412,-0.25472,mittel,0.23854
04051551,Brabanter Platz,4270.0,-0.25701,-0.07524,-0.19956,-0.25712,-0.78893,-0.2042,mittel,-0.28255
04051652,Nikolsburger Platz,9490.0,-0.5296,-0.34252,-0.63286,-0.8085,-2.31348,-0.59879,mittel,1.03468
04051653,Prager Platz,6623.0,-0.21019,-0.13468,-0.5338,-0.75035,-1.6290200000000001,-0.42163,mittel,0.76761
04051654,Wilhelmsaue,2941.0,-0.37112,-0.02796,-0.64381,-0.93507,-1.97796,-0.51195,mittel,0.56283
04051655,Babelsberger Straße,6911.0,-0.17875,-0.18324,-0.23105,-0.4573,-1.05034,-0.27186,mittel,0.40348
04051656,Hildegardstraße,7474.0,-0.54019,-0.51486,-0.63457,-0.74066,-2.43028,-0.62902,mittel,0.4126
04061757,Forst Grunewald,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
05010101,Hakenfelde Nord,9959.0,-0.23135,-0.41442,-0.08158,0.03043,-0.69692,-0.18038,mittel,-0.43282
05010102,Goltzstraße,5671.0,0.32228,0.21715,0.15394,0.65079,1.34416,0.34791,mittel,-1.0703
05010103,Amorbacher Weg,7413.0,-0.31442,-0.13534,-0.46784,-0.40275,-1.32035,-0.34174,mittel,0.01564
05010204,Griesingerstraße,3142.0,1.74156,1.19361,1.48609,1.59224,6.0135000000000005,1.55646,sehr niedrig,-0.6709
05010205,An der Tränke,1906.0,-1.36673,-1.08592,-0.97526,-0.81728,-4.24519,-1.09877,hoch,0.55018
05010206,Gütersloher Weg,9945.0,1.31264,1.34327,0.80939,0.93959,4.40489,1.14011,niedrig,-0.91548
05010207,Darbystraße,11116.0,1.75606,1.60784,1.88038,1.49155,6.73583,1.74342,sehr niedrig,-0.92355
05010208,Germersheimer Platz,7464.0,1.5887,1.50981,1.23932,1.50733,5.84516,1.51289,sehr niedrig,-0.98199
05010209,An der Kappe,6014.0,-0.38882,-0.50068,-0.38797,-0.23543,-1.5129,-0.39158,mittel,0.52176
05010310,Eckschanze,3761.0,1.12355,0.90597,1.01022,1.15045,4.19019,1.08454,niedrig,-1.44771
05010311,Eiswerder,5500.0,1.26234,1.49606,1.36724,1.37733,5.5029699999999995,1.42432,niedrig,-2.1596
05010312,Kurstraße,6770.0,1.91658,1.66116,1.89064,1.69609,7.16447,1.85436,sehr niedrig,-1.33985
05010313,Ackerstraße,6497.0,1.42914,1.70306,0.92224,1.12883,5.183269999999999,1.34157,niedrig,0.00466
05010314,Carl-Schurz-Straße,11671.0,1.00376,1.0275,0.83299,0.95648,3.82073,0.98891,mittel,-1.3166
05010339,Freiheit,448.0,1.07129,2.55869,-0.4519,-0.66403,2.5140499999999997,0.6507,mittel,1.30278
05020415,Isenburger Weg,3900.0,-1.50505,-1.59416,-1.20103,-1.21809,-5.518330000000001,-1.42829,hoch,0.04467
05020416,Am Heideberg,1736.0,-0.56188,-0.93106,-0.51424,-0.36159,-2.36877,-0.6131,mittel,-0.26985
05020417,Staakener Straße,5709.0,-0.67217,-0.64211,-0.75621,-0.7251,-2.7955900000000002,-0.72358,mittel,0.66036
05020418,Spandauer Straße,3971.0,-0.11353,-0.20789,-0.46342,-0.7046,-1.48944,-0.38551,mittel,-0.83758
05020419,Magistratsweg,6897.0,1.57199,1.47295,0.80232,1.28035,5.12761,1.32717,niedrig,0.19852
05020420,Werkstraße,929.0,-0.95428,-1.29778,-0.78398,-0.88229,-3.91833,-1.01417,hoch,-0.47973
05020521,Döberitzer Weg,2876.0,-1.21124,-1.28293,-0.81926,-0.94471,-4.25814,-1.10212,hoch,-0.18644
05020522,Pillnitzer Weg,7117.0,2.04722,1.81437,2.08191,1.80664,7.75014,2.00595,sehr niedrig,-0.1464
05020523,Maulbeerallee,11613.0,2.74478,2.84389,3.06576,2.2671,10.92153,2.82679,sehr niedrig,-1.2808
05020524,Weinmeisterhornweg,6082.0,-0.6859,-0.43249,-0.74856,-0.63884,-2.50579,-0.64857,mittel,0.29112
05020625,Borkumer Straße,7417.0,0.52826,0.10953,0.36274,0.80006,1.80059,0.46604,mittel,-0.34112
05020626,Adamstraße,17174.0,0.98269,0.9055,0.56142,0.73753,3.18714,0.82492,mittel,-0.43193
05020627,Tiefwerder,3889.0,0.9433,0.97671,1.17708,1.28943,4.38652,1.13535,niedrig,0.6223
05020628,Graetschelsteig,1985.0,0.58536,1.06723,-0.00377,0.64919,2.29801,0.59479,mittel,0.27161
05020629,Börnicker Straße,4370.0,-0.9385,-1.0972,-1.07771,-1.26382,-4.37723,-1.13295,hoch,0.73309
05030730,Zitadellenweg,3786.0,-0.54461,-0.63297,-0.01493,-0.30028,-1.4927900000000003,-0.38637,mittel,-0.28858
05030731,Gartenfelder Straße,11499.0,1.27123,1.17374,0.96183,1.25957,4.666370000000001,1.20778,niedrig,-0.7103
05030832,Rohrdamm,11346.0,0.51689,0.37679,0.62648,0.75425,2.27441,0.58868,mittel,-0.74235
05030833,Motardstraße,1407.0,-1.54702,-1.61957,-1.03607,-1.13419,-5.33685,-1.38132,hoch,-0.43861
05040934,Alt-Gatow,3984.0,-1.58747,-1.50821,-1.15608,-1.2433,-5.4950600000000005,-1.42227,hoch,0.19124
05040935,Groß-Glienicker Weg,418.0,0.57404,0.06846,-0.6044,-1.40914,-1.3710400000000003,-0.35486,mittel,0.1397
05040936,Jägerallee,9324.0,-1.40322,-1.46909,-1.23441,-1.27174,-5.37846,-1.39209,hoch,0.56882
05040937,Kladower Damm,2148.0,-1.67268,-1.44487,-1.26016,-1.32804,-5.70575,-1.4768,hoch,0.17992
05040938,Kafkastraße,3565.0,-1.28838,-1.41876,-1.10736,-0.9339,-4.7484,-1.22902,hoch,0.90244
06010101,Fichtenberg,6820.0,-1.20136,-1.06639,-1.02781,-1.07247,-4.36803,-1.13057,hoch,0.12961
06010102,Schloßstraße,8755.0,-0.4448,-0.22181,-0.49023,-0.48675,-1.6435899999999999,-0.42541,mittel,1.12165
06010103,Markelstraße,6334.0,-0.40771,-0.33098,-0.65806,-0.66309,-2.05984,-0.53314,mittel,0.77145
06010204,Munsterdamm,6830.0,0.08471,0.34112,-0.2374,-0.17027,0.01815999999999998,0.0047,mittel,0.73017
06010205,Südende,9627.0,-0.08728,-0.13046,-0.37766,-0.36381,-0.9592099999999999,-0.24827,mittel,0.664
06010206,Stadtpark,7638.0,-0.27798,0.02657,-0.47278,-0.37762,-1.10181,-0.28518,mittel,0.54409
06010207,Mittelstraße,7863.0,-0.22589,-0.17476,-0.44661,-0.32286,-1.17012,-0.30286,mittel,0.69584
06010208,Bergstraße,6433.0,-0.23368,-0.35553,-0.42193,-0.53504,-1.54618,-0.40019,mittel,0.01878
06010209,Feuerbachstraße,9055.0,-0.26206,-0.17272,-0.40963,-0.36758,-1.2119900000000001,-0.3137,mittel,0.31395
06010210,Bismarckstraße,4887.0,-0.02532,0.09575,-0.33525,-0.30527,-0.57009,-0.14755,mittel,-0.084
06020301,Alt-Lankwitz,4985.0,-0.08063,0.16946,-0.33776,-0.48417,-0.7331,-0.18975,mittel,0.98095
06020302,Komponistenviertel Lankwitz,5391.0,-0.59132,-0.49507,-0.78216,-0.66492,-2.53347,-0.65573,mittel,0.81898
06020303,Lankwitz Kirche,7249.0,0.45628,0.798,-0.06604,0.12882,1.31706,0.34089,mittel,1.48345
06020304,Kaiser-Wilhelm-Straße,6887.0,0.15769,0.3722,-0.20684,-0.06872,0.25432999999999995,0.06583,mittel,0.42504
06020305,Gemeindepark Lankwitz,11139.0,0.22686,0.39346,0.05074,0.22996,0.9010199999999999,0.23321,mittel,0.14037
