id,name,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k06_change_proportion_of_foreigner,k07_foreign_transfer_recipients,k08_urban_apartments,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
03051021,Buschallee,6503.0,4.3573,-,2.33266,23.20303,9.98001,7.3197,1.67503,72.05882,33.61345,31.91273,2.07889,35.94203,0.0
03051022,Hansastraße,4527.0,3.32226,-,0.61728,12.87671,6.05257,3.18091,0.92328,59.02778,38.19444,26.30691,1.97526,35.18843,0.92777
03061126,Arnimplatz,15187.0,2.30833,-,6.90583,28.87676,25.55475,17.78495,2.41521,45.46464,10.56788,6.0,1.78982,39.83631,80.14749
03061131,Falkplatz,10521.0,2.33415,-,6.49087,36.28319,31.18525,22.23173,2.50664,41.51347,6.63755,6.08853,1.72265,38.77588,91.02747
03061227,Humannplatz,14520.0,1.22574,-,5.19054,30.32454,23.49862,15.73003,1.2778,46.97898,7.28329,15.43088,1.84146,39.49731,38.33333
03061228,Erich-Weinert-Straße,12619.0,2.44898,-,4.00593,32.47232,19.78762,13.65401,2.0845,46.48868,15.14793,26.67941,1.8954,36.75339,23.76575
03061332,Helmholtzplatz,22519.0,1.17647,-,9.87514,32.68901,28.70465,19.23709,1.28699,44.85226,9.21269,6.05787,1.74808,41.37617,12.51832
03061429,Greifswalder Straße,10082.0,4.3131,-,1.68211,34.96638,12.84467,8.10355,1.95379,67.68666,34.81013,31.47899,2.0489,35.53759,47.48066
03061430,Volkspark Prenzlauer Berg,3921.0,4.06321,-,2.55517,62.15084,36.59781,31.77761,23.69952,91.49278,10.65041,40.7855,1.55904,26.70237,21.72915
03061434,Anton-Saefkow-Park,6238.0,1.35135,-,5.26316,27.40899,22.37897,15.22924,2.62641,49.57895,8.16104,17.24868,1.97611,38.9455,87.83264
03061435,Conrad-Blenkle-Straße,3875.0,1.6129,-,4.66531,38.46154,24.90323,17.1871,2.6648,57.95796,18.60465,34.76431,1.92877,36.21987,61.41935
03061441,Eldenaer Straße,2560.0,0.0,-,0.0,32.17949,25.3125,13.39844,2.8519,54.51895,3.86905,0.0,1.34648,37.57109,0.0
03071536,Teutoburger Platz,10747.0,0.70588,-,6.43678,39.01322,33.75826,23.03899,1.23053,45.55735,5.02264,8.93985,1.83465,42.49177,6.41109
03071537,Kollwitzplatz,15635.0,1.10497,-,5.54939,39.98645,32.70867,23.2875,2.64109,48.75034,5.69014,8.9349,1.89255,44.87087,0.0
03071633,Thälmannpark,3010.0,4.60251,-,7.21477,43.11512,23.05648,14.18605,3.87903,61.59251,24.33735,61.10211,2.03621,39.91628,89.06977
03071638,Winsstraße,17260.0,1.97568,-,3.92857,34.13002,29.44959,19.86674,1.34889,43.86118,7.80647,6.84776,1.7478,40.52851,35.39977
03071639,Bötzowstraße,12367.0,1.3683,-,4.18042,30.0611,24.4926,15.83246,1.4285,47.29316,8.92388,16.35992,1.78095,41.25002,15.60605
04010101,Jungfernheide,11043.0,4.70046,-,7.6087,69.85673,46.45477,28.23508,6.54053,61.41758,28.2881,19.56048,1.73268,30.18709,35.59721
04010102,Plötzensee,895.0,3.84615,-,0.0,67.54386,41.22905,36.42458,10.64738,64.72393,26.49842,0.0,1.46145,38.27374,72.73743
04010103,Paul-Hertz-Siedlung,7771.0,6.4433,-,11.65102,77.40525,51.39622,25.06756,3.19624,66.2731,48.06916,94.12835,1.68575,32.0112,16.70313
04020204,Olympiagelände,199.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04020205,Siedlung Ruhleben,1329.0,0.0,-,1.80723,32.0197,25.05643,15.04891,3.02359,53.0,6.48649,11.20264,2.10459,47.42363,0.0
04020206,Angerburger Allee,2754.0,0.0,-,2.82949,60.55777,22.8032,13.28976,2.20027,56.8306,9.38511,0.0,2.36238,50.56209,0.0
04020207,Flatowallee,2532.0,0.0,-,2.22222,44.0,27.56714,15.95577,1.55028,51.48515,5.57103,0.0,2.14376,50.67101,0.67141
04020208,Kranzallee,2878.0,0.0,-,1.82927,40.34483,25.2606,13.48158,0.41061,35.82474,9.33735,3.91722,2.17026,55.2672,0.0
04020209,Eichkamp,3189.0,0.0,-,0.46584,30.21277,36.56319,27.84572,1.08741,55.51802,3.57555,0.0,1.94701,43.89056,0.0
04020310,Park Ruhwald,602.0,0.0,-,0.0,76.19048,49.33555,42.85714,2.52381,70.93023,4.33071,0.0,1.25914,30.74751,32.39203
04020311,Reichsstraße,14756.0,1.62482,-,3.20269,48.68143,30.6926,18.74492,4.09078,60.84599,9.55285,0.962,2.06892,46.9365,0.0
04020312,Branitzer Platz,5467.0,1.70576,-,4.71464,55.2139,30.74813,19.64514,6.85722,73.46369,12.88032,4.04181,1.96122,46.07115,0.0
04020313,Königin-Elisabeth-Straße,7530.0,1.8797,-,4.63249,66.56017,38.71182,25.33865,0.78106,66.87631,19.24855,11.43939,1.85418,38.83466,0.0
04020314,Messegelände,436.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04030415,Schloßgarten,2837.0,4.05405,-,15.12718,72.58065,50.44061,37.89214,2.7285,60.65116,17.21311,0.0,1.52802,32.17695,0.0
04030416,Klausenerplatz,10655.0,3.10345,-,17.10953,60.18307,47.89301,27.92116,2.38594,67.15966,24.25079,44.41228,1.56377,33.97898,0.0
04030417,Schloßstraße,10927.0,2.3369,-,10.35971,55.57756,37.0733,22.44898,1.26474,55.60538,19.5338,1.5,1.87746,41.8306,0.0
04030518,Tegeler Weg,9417.0,2.91807,-,10.54313,64.70588,42.69937,25.43273,1.29443,60.96033,23.60845,0.6055,1.92322,38.7222,31.49623
04030519,Kaiserin-Augusta-Allee,5734.0,2.96167,-,8.8729,67.75033,42.97175,25.35752,1.91639,54.67675,24.78959,12.6933,1.75514,37.35577,25.37496
04030620,Alt-Lietzow,8597.0,2.91777,-,9.34479,64.96631,43.02664,25.12504,0.86797,59.21296,17.41868,2.5391,1.83436,39.54554,3.30348
04030621,Spreestadt,3021.0,1.8617,-,18.66667,77.00831,53.26051,32.90301,1.60274,56.63984,19.93392,4.50122,1.56637,35.52433,89.8047
04030622,Richard-Wagner-Straße,10459.0,2.99587,-,13.62201,65.84198,45.50148,27.00067,1.26927,56.33853,19.61664,14.3335,1.84415,40.18682,0.0
04030623,Ernst-Reuter-Platz,4788.0,1.60183,-,15.12346,77.28,54.65748,31.70426,0.32222,64.42688,17.85989,18.72816,1.84942,40.4482,0.0
04030724,Lietzensee,6416.0,2.16998,-,7.55608,49.86631,34.85037,21.10349,1.79939,54.35746,12.64895,2.4044,1.87703,44.06967,0.0
04030725,Amtsgerichtsplatz,12128.0,1.6129,-,7.12881,53.55422,39.06662,25.6184,1.5531,53.45993,13.82143,1.24625,1.82751,43.18362,3.42183
04030726,Droysenstraße,5426.0,0.89686,-,6.99844,64.40177,41.65131,25.58054,1.35269,56.91643,13.60996,2.58339,2.02138,48.32805,0.0
04030827,Karl-August-Platz,12238.0,2.1987,-,11.64953,71.71264,51.84671,34.10688,1.63135,58.28941,16.35033,0.97469,1.66343,37.34368,5.49926
04030828,Savignyplatz,9491.0,2.10657,-,7.52965,60.05888,43.30418,27.90012,1.26566,55.55136,11.04294,3.21344,1.9508,46.23854,0.0
04030929,Hindemithplatz,5981.0,2.1692,-,10.41991,57.99722,42.0331,26.61762,1.24935,53.1407,7.57353,1.47738,2.06654,50.14228,0.0
04030930,George-Grosz-Platz,5600.0,2.69663,-,7.72727,59.22747,43.92857,28.55357,2.17591,55.28455,7.72798,1.97209,2.27304,59.83071,0.0
04030931,Breitscheidplatz,3915.0,1.78042,-,8.79121,81.64666,57.70115,41.76245,9.09928,67.40061,11.08787,0.0,1.93052,48.90294,0.0
04031032,Halensee,14931.0,0.91667,-,6.94369,61.38841,39.33427,23.15317,1.69532,55.59734,12.00532,1.73294,1.94113,44.6603,0.30139
04041133,Güterbahnhof Grunewald,43.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04041134,Bismarckallee,5156.0,0.93677,-,5.97015,57.47283,37.56788,21.64469,1.41974,54.48029,10.36269,7.50091,2.1123,57.0161,0.0
04041135,Hundekehle,2739.0,0.0,-,1.14583,56.1039,32.8222,17.92625,-0.82828,65.98778,4.09207,0.19342,2.60716,74.15699,0.0
04041136,Hagenplatz,3033.0,0.0,-,2.2,52.63158,32.31124,18.56248,-0.06628,61.27886,5.23139,0.34208,2.50841,70.42763,0.0
04041137,Flinsberger Platz,7976.0,1.79372,-,5.86809,57.2449,34.45336,18.79388,1.5989,55.63709,15.48975,4.99469,2.11096,44.81344,0.0
04041238,Kissinger Straße,5907.0,1.45833,-,3.2055,54.24974,31.38649,15.27002,1.53052,59.4235,20.05044,8.43672,2.00626,46.19519,0.0
04041239,Stadion Wilmersdorf,213.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04041240,Messelpark,1533.0,0.0,-,1.31827,43.27731,25.57078,13.24201,-1.71608,56.65025,4.14201,0.0,2.58643,68.73712,0.0
04041241,Breite Straße,6904.0,0.0,-,3.75974,38.15789,22.85632,12.71727,0.31796,58.76993,6.90571,5.04757,1.99681,43.15324,0.0
04041342,Schlangenbader Straße,4115.0,2.57511,-,8.43289,57.97468,31.08141,17.03524,1.60997,58.34522,17.37649,61.26984,1.89769,39.16914,0.0
04041343,Binger Straße,3547.0,2.17391,-,7.84946,49.18415,29.40513,15.56245,0.56245,60.68841,14.10526,4.769,2.10008,45.08994,0.0
04041344,Rüdesheimer Platz,10642.0,0.69045,-,3.7797,40.73053,25.90678,15.43883,1.14239,58.67316,11.08696,0.0,1.81827,42.23078,0.0
04051445,Eisenzahnstraße,6220.0,2.36794,-,7.34754,63.56589,40.99678,22.87781,1.04982,58.95994,21.74643,10.36808,1.8574,38.74727,0.0
04051446,Preußenpark,10591.0,1.56627,-,7.1211,64.30206,41.39364,24.01095,1.37721,55.01376,9.62861,0.33478,2.01426,47.09791,0.0
04051447,Ludwigkirchplatz,5228.0,1.6317,-,5.79179,58.5124,39.34583,23.90972,-0.02224,56.72,12.08997,0.9539,1.97226,45.34258,0.0
04051448,Schaperstraße,9067.0,1.71429,-,6.54657,66.59686,44.39175,28.17911,1.93121,57.33855,12.30342,3.51845,1.95368,45.74336,0.0
04051549,Rathaus Wilmersdorf,5348.0,1.74419,-,7.16934,76.71795,49.90651,37.62154,14.62651,79.42346,9.71279,9.9703,1.50654,30.73803,0.0
04051550,Leon-Jessel-Platz,5512.0,1.99336,-,8.02846,55.97122,38.06241,22.04282,0.89219,53.58025,14.38032,0.3928,1.86938,41.70374,0.0
04051551,Brabanter Platz,4397.0,1.69133,-,7.92453,62.02946,40.3002,23.01569,1.82131,52.66798,14.47514,1.65394,1.78576,38.72709,0.0
04051652,Nikolsburger Platz,9700.0,1.41458,-,7.15517,56.05936,37.15464,23.28866,1.59214,53.78486,12.33161,0.73696,1.87278,43.62402,0.0
04051653,Prager Platz,6684.0,1.33588,-,6.06239,60.82603,38.97367,23.08498,0.9349,55.1523,10.87452,9.34389,1.99222,45.2892,0.0
04051654,Wilhelmsaue,3038.0,4.23077,-,5.30035,53.62319,34.89138,21.72482,3.22771,58.93939,12.32394,0.0,1.84266,40.66359,0.0
04051655,Babelsberger Straße,7063.0,2.00267,-,8.42912,63.76102,41.86606,25.59819,2.28752,59.95575,17.34069,1.91117,1.73878,38.5281,0.0
04051656,Hildegardstraße,7568.0,2.10084,-,4.94978,42.84452,30.68182,17.94397,1.78128,53.09278,14.00166,8.78136,1.83404,41.02101,0.0
04061757,Forst Grunewald,83.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
05010101,Hakenfelde Nord,10883.0,2.74094,-,2.81797,50.57534,29.99173,17.49518,7.34355,76.47059,18.16648,26.91713,1.50243,31.53689,68.05109
05010102,Goltzstraße,5885.0,6.45793,-,3.38785,38.67925,21.18946,12.13254,2.98072,52.38095,32.65941,3.045,1.96211,36.7164,26.83093
05010103,Amorbacher Weg,7623.0,3.72414,-,2.96767,28.57143,16.08291,7.33307,1.74829,58.49732,24.65483,0.0,2.11295,42.95579,3.55503
05010204,Griesingerstraße,3297.0,8.06452,-,7.94702,64.91754,38.12557,17.98605,3.05925,72.68128,59.89209,52.95926,1.40916,28.92023,0.0
05010205,An der Tränke,1910.0,0.0,-,0.0,42.45283,27.12042,9.58115,0.45209,66.12022,14.78873,0.0,1.94921,41.35497,98.53403
05010206,Gütersloher Weg,10246.0,6.44202,-,6.08059,58.3528,34.33535,15.86961,5.11043,59.40959,46.01064,23.40874,1.74312,37.15079,0.0
