id,name,inhabitants,z_s1_percentage_unemployed,z_s2_percentage_long_term_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d2_percentage_long_term_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years
08010407,Gewerbegebiet Ederstraße,835.0,1.27798,0.48356,0.19549,0.84074,2.79777,0.72119,mittel,0.12148
08010508,Weiße Siedlung,5614.0,2.70674,3.08239,3.49568,2.4174,11.70221,3.01653,sehr niedrig,-0.66522
08010509,Schulenburgpark,9489.0,3.41244,3.62729,3.71272,2.62034,13.37279,3.44716,sehr niedrig,0.82435
08010510,Gewerbegebiet Köllnische Heide,502.0,0.8897,0.99701,1.32417,1.31148,4.52236,1.16575,niedrig,-1.5365
08020619,Buschkrugallee Nord,10947.0,1.82679,1.31875,1.59851,1.35851,6.10256,1.57308,sehr niedrig,3.11229
08020620,Tempelhofer Weg,9286.0,1.17876,1.08475,1.21195,1.54133,5.01679,1.2932,niedrig,0.65129
08020621,Mohriner Allee Nord,2322.0,-1.52513,-1.87833,-1.17258,-1.09656,-5.6726,-1.46225,hoch,0.46849
08020622,Parchimer Allee,14255.0,0.23463,0.13417,0.27839,0.32304,0.97023,0.2501,mittel,0.2823
08020623,Ortolanweg,1289.0,0.65491,0.03124,0.44076,1.28325,2.41016,0.62128,mittel,2.37274
08020624,Britzer Garten,1265.0,-0.33793,-0.60445,-0.44245,-0.68216,-2.06699,-0.53282,mittel,-1.21951
08020625,Handwerker-Siedlung,3337.0,0.23466,0.08588,-0.2569,-0.38551,-0.32187,-0.08297,mittel,0.0736
08020726,Buckow West,8344.0,-0.52789,-0.64652,-0.56736,-0.37203,-2.1138,-0.54488,mittel,0.97008
08020727,Buckow Mitte,11651.0,-0.13901,-0.33078,-0.06508,0.20194,-0.33293,-0.08582,mittel,0.87356
08020728,Buckow Ost,8444.0,0.85579,0.36947,0.82664,1.15909,3.21099,0.82771,mittel,1.02255
08030829,Gropiusstadt Nord,12454.0,1.29427,1.38741,1.54247,1.73389,5.95804,1.53583,sehr niedrig,0.38452
08030830,Gropiusstadt Süd,7321.0,0.99239,1.23185,0.60434,1.45228,4.28086,1.1035,niedrig,1.12006
08030831,Gropiusstadt Ost,17099.0,1.36466,1.12456,1.33565,1.37053,5.1954,1.33924,niedrig,0.69094
08040932,Goldhähnchenweg,2879.0,-0.04683,0.29182,0.40771,0.80849,1.46119,0.37666,mittel,0.88015
08040933,Vogelviertel Süd,4129.0,-0.52364,-0.32129,-0.47728,-0.23307,-1.55528,-0.40091,mittel,0.41838
08040934,Vogelviertel Nord,2688.0,-0.06607,0.02149,-0.07716,-0.00908,-0.13082,-0.03372,mittel,3.28545
08041035,Blumenviertel,8103.0,-0.83526,-0.98534,-0.83856,-0.67184,-3.331,-0.85865,mittel,0.85914
08041036,Zittauer Straße,6765.0,-1.13431,-0.95185,-0.99123,-0.87602,-3.95341,-1.01909,hoch,0.50038
08041037,Alt-Rudow,9682.0,-0.43591,-0.49776,-0.19745,0.19918,-0.93194,-0.24023,mittel,0.30115
08041038,Waßmannsdorfer Chaussee,6913.0,-0.91316,-0.87607,-0.88526,-0.83914,-3.51363,-0.90572,mittel,1.08549
08041039,Frauenviertel,3858.0,-0.99348,-1.26339,-0.22434,-0.24331,-2.72452,-0.70231,mittel,-0.77169
08041040,Waltersdorfer Chaussee Ost,7987.0,-0.6438,-0.61628,-0.37862,-0.26124,-1.89994,-0.48976,mittel,0.87226
09010101,Elsenstraße,11934.0,0.25584,0.47741,-0.11135,-0.34085,0.28105,0.07245,mittel,-1.04207
09010201,Am Treptower Park Süd,4319.0,-0.6227,-0.31075,-0.68797,-0.82705,-2.44847,-0.63115,mittel,0.25446
09010202,Köpenicker Landstraße,6823.0,0.36225,0.68789,-0.21209,0.21192,1.04997,0.27066,mittel,-2.17078
09010301,Baumschulenstraße,15387.0,-0.09572,0.15379,-0.37188,-0.12318,-0.43699,-0.11264,mittel,-0.95618
09010302,Späthsfelde,2906.0,-1.28591,-0.85945,-1.11634,-1.01585,-4.27755,-1.10264,hoch,0.51339
09010401,Johannisthal West,8203.0,-0.33989,-0.19727,-0.63259,-0.32142,-1.49117,-0.38439,mittel,-0.24805
09010402,Johannisthal Ost,11480.0,-0.53477,-0.24876,-0.52328,-0.63282,-1.93963,-0.49999,mittel,0.24261
09020501,Oberschöneweide West,6683.0,1.37422,1.89867,0.86934,0.85221,4.99444,1.28744,niedrig,-2.29276
09020502,Oberschöneweide Ost,14865.0,0.63207,1.06094,0.25308,0.23268,2.17877,0.56163,mittel,0.0428
09020601,Schnellerstraße,7658.0,0.20937,0.32854,0.10984,0.33041,0.97816,0.25214,mittel,-0.96286
09020602,Oberspree,3512.0,-0.27057,0.08324,-0.45603,-0.35472,-0.99808,-0.25728,mittel,0.97341
09020701,Adlershof West,1259.0,-1.5001,-1.43931,-1.1744,-0.93593,-5.04974,-1.30169,hoch,-3.02844
09020702,Adlershof Ost,16091.0,0.05734,0.30168,-0.3564,-0.30356,-0.30094,-0.07757,mittel,-0.19549
09020801,Spindlersfeld,2935.0,-0.46269,-0.15028,-0.43148,-0.6016,-1.64605,-0.42431,mittel,0.02719
09020802,Köllnische Vorstadt,7737.0,0.67057,1.1533,0.69951,0.86249,3.38587,0.87279,mittel,-2.7491
09030901,Dorf Altglienicke,12998.0,-1.24643,-1.02681,-1.01279,-1.02647,-4.3125,-1.11165,hoch,0.24457
09030902,Wohngebiet II,5667.0,1.39666,2.3018,1.36543,1.40023,6.46412,1.66628,sehr niedrig,-3.34674
09030903,Kölner Viertel,8063.0,-0.45932,-0.37648,-0.34636,-0.47034,-1.6525,-0.42597,mittel,-0.02421
09031001,Bohnsdorf,12776.0,-0.90188,-0.69863,-0.8722,-0.80145,-3.27416,-0.84399,mittel,0.42685
09031101,Grünau,6041.0,-0.75388,-1.04182,-0.8583,-0.8529,-3.5069,-0.90399,mittel,0.54699
09031201,Karolinenhof,1799.0,-1.43712,-1.87833,-1.2854,-1.41147,-6.01232,-1.54982,hoch,0.49162
09031202,Schmöckwitz/Rauchfangswerder,2475.0,-1.28926,-1.16452,-1.04179,-0.98243,-4.478,-1.15431,hoch,-0.84222
09041301,Kietzer Feld/Nachtheide,14437.0,-0.31935,-0.18359,-0.63368,-0.49237,-1.62899,-0.41991,mittel,-0.80305
09041302,Wendenschloß,1812.0,-1.15764,-1.18881,-1.18929,-1.12201,-4.65775,-1.20065,hoch,1.69117
09041401,Allende I,4962.0,-0.46323,-0.42121,-0.67364,-0.40767,-1.96575,-0.50672,mittel,0.01527
09041402,Allende II,1485.0,-0.92615,-0.5414,-0.85046,-0.95217,-3.27018,-0.84297,mittel,0.54327
09041501,Altstadt Kietz,7382.0,0.48328,0.79001,0.25827,0.16702,1.69858,0.43785,mittel,-0.09907
09041601,Müggelheim,6582.0,-1.36836,-1.34001,-1.18757,-1.25563,-5.15157,-1.32794,hoch,0.05897
09051701,Hirschgarten,3583.0,-0.16579,-0.29039,-0.70153,-0.70731,-1.86502,-0.48075,mittel,2.78262
09051702,Bölschestraße,14685.0,-0.87053,-0.75448,-0.9846,-1.04487,-3.65448,-0.94203,mittel,0.18773
09051801,Rahnsdorf/Hessenwinkel,9393.0,-0.94635,-1.00305,-1.11178,-1.1599,-4.22108,-1.08809,hoch,0.59036
09051901,Dammvorstadt,10747.0,-0.27729,-0.11063,-0.62164,-0.67236,-1.68192,-0.43356,mittel,-0.2539
09052001,Köpenick Nord,12775.0,-0.66837,-0.38256,-0.83999,-0.83832,-2.72924,-0.70353,mittel,-0.57642
10010101,Marzahn West,5671.0,0.80377,0.54524,1.46076,1.17646,3.98623,1.02755,niedrig,-1.30524
10010102,Havemannstraße,17831.0,1.40144,0.98991,1.56558,1.42007,5.377,1.38605,niedrig,-1.33684
10010204,Wuhletalstraße,10479.0,0.94003,0.28026,1.19624,1.01686,3.43339,0.88504,mittel,-1.29963
10010205,Marzahn Ost,8319.0,0.98643,0.43438,0.91567,1.01598,3.35246,0.86418,mittel,-2.09533
10010206,Ringkolonnaden,17015.0,0.62543,0.0141,0.54824,0.88899,2.07676,0.53534,mittel,-0.68209
10010207,Marzahner Promenade,10762.0,0.6796,0.27074,0.70812,0.99719,2.65565,0.68456,mittel,-1.15202
10010308,Marzahner Chaussee,2329.0,-0.26659,-0.64404,-0.61887,-0.65389,-2.18339,-0.56282,mittel,0.53591
10010309,Springpfuhl,14378.0,0.26881,-0.09047,0.2474,0.57929,1.00503,0.25907,mittel,-1.06479
10010310,Alt-Marzahn,17818.0,0.26693,-0.03018,0.12082,0.47722,0.83479,0.21519,mittel,-0.57794
10010311,Landsberger Tor,2932.0,-0.76908,-0.96403,-0.59462,-0.56986,-2.89759,-0.74692,mittel,1.2426
10020412,Alte Hellersdorfer Straße,6736.0,1.97219,1.43825,2.53487,1.7484,7.69371,1.98324,sehr niedrig,-2.9966
10020413,Gut Hellersdorf,15530.0,1.01587,0.4386,0.98967,1.09126,3.5354,0.91133,mittel,-0.93063
10020414,Helle Mitte,1660.0,0.41707,0.308,1.15302,0.99966,2.87775,0.74181,mittel,-0.12406
10020415,Hellersdorfer Promenade,5550.0,2.32534,1.45646,2.48217,2.24821,8.51218,2.19422,sehr niedrig,-1.36448
10020416,Böhlener Straße,5547.0,1.72628,0.7293,1.74139,1.47956,5.67653,1.46326,niedrig,-2.17687
10020517,Adele-Sandrock-Straße,8861.0,-0.43962,-0.37251,-0.16621,0.10624,-0.8721,-0.2248,mittel,-0.83334
10020518,Schleipfuhl,5167.0,0.81321,0.27165,0.85712,0.72024,2.66222,0.68625,mittel,-0.59717
10020519,Boulevard Kastanienallee,6051.0,2.17162,1.36717,2.07243,1.58945,7.20067,1.85615,sehr niedrig,-1.78745
10020620,Kaulsdorf Nord II,3299.0,0.29957,-0.0391,0.46131,0.87528,1.59706,0.41168,mittel,-0.51187
10020621,Gelbes Viertel,6071.0,0.83123,0.44773,1.35889,0.99739,3.63524,0.93707,mittel,-1.17263
10020622,Kaulsdorf Nord I,8631.0,-0.04565,-0.44563,-0.07933,0.23684,-0.33377,-0.08604,mittel,-1.22549
10020623,Rotes Viertel,6527.0,0.11283,0.30663,-0.17099,-0.07398,0.17449,0.04498,mittel,-0.62123
10030724,Oberfeldstraße,7799.0,-1.51414,-1.50875,-1.2669,-1.30457,-5.59436,-1.44208,hoch,0.4384
10030725,Buckower Ring,6297.0,0.25247,-0.11105,-0.17701,-0.58484,-0.62043,-0.15993,mittel,0.17081
10030726,Alt-Biesdorf,3009.0,-1.19201,-1.1701,-1.09995,-1.10611,-4.56817,-1.17756,hoch,0.27915
10030727,Biesdorf Süd,9315.0,-1.43513,-1.35758,-1.29434,-1.23124,-5.31829,-1.37092,hoch,0.86022
10040828,Kaulsdorf Nord,7719.0,-0.85629,-0.98255,-0.82255,-0.73233,-3.39372,-0.87481,mittel,0.49433
10040829,Alt-Kaulsdorf,3762.0,-1.30952,-1.27413,-0.97987,-1.16504,-4.72856,-1.2189,hoch,-0.01594
10040830,Kaulsdorf Süd,7545.0,-1.4233,-1.32066,-1.22388,-1.23203,-5.19987,-1.34039,hoch,0.57297
10040931,Mahlsdorf Nord,9323.0,-1.44259,-1.43071,-1.22268,-1.30111,-5.39709,-1.39123,hoch,0.25651
10040932,Alt-Mahlsdorf,3956.0,-1.1836,-1.38597,-1.18621,-1.26299,-5.01877,-1.29371,hoch,0.42547
10040933,Mahlsdorf Süd,14747.0,-1.35085,-1.2308,-1.20304,-1.20953,-4.99422,-1.28738,hoch,0.42991
11010101,Dorf Malchow,592.0,-0.94031,-0.14336,-0.34476,-0.7576,-2.18603,-0.5635,mittel,-6.70938
11010102,Dorf Wartenberg,2557.0,-1.49795,-1.20468,-1.19216,-1.20848,-5.10327,-1.31549,hoch,-0.31059
11010103,Dorf Falkenberg,1604.0,-0.70788,-1.33588,-0.90119,-0.97382,-3.91877,-1.01016,hoch,2.19492
11010204,Falkenberg Ost,8907.0,1.21583,1.54525,1.47223,1.27352,5.50683,1.41952,niedrig,-1.72854
11010205,Falkenberg West,6713.0,0.41716,0.56471,1.02169,1.09651,3.10007,0.79912,mittel,-2.11827
11010206,Wartenberg Süd,5997.0,0.36801,0.98945,0.66511,0.95859,2.98116,0.76847,mittel,-0.70153
11010207,Wartenberg Nord,7113.0,0.61542,0.84573,0.70195,0.63582,2.79892,0.72149,mittel,-0.83166
11010308,Zingster Straße Ost,11771.0,0.88111,1.07797,0.9742,1.22043,4.15371,1.07072,niedrig,-0.88814
11010309,Zingster Straße West,9670.0,1.26467,1.02717,1.23672,1.30074,4.8293,1.24487,niedrig,-0.44496
11010310,Mühlengrund,5238.0,0.1702,0.47189,-0.26326,0.04679,0.42562,0.10971,mittel,-0.17486
11020411,Malchower Weg,9242.0,0.0109,-0.24414,-0.10929,0.07957,-0.26296,-0.06778,mittel,1.64763
11020412,Hauptstraße,6410.0,0.22658,0.52633,0.01876,0.00773,0.7794,0.20091,mittel,0.08444
11020513,Orankesee,4014.0,-1.17411,-1.68791,-0.87101,-0.86194,-4.59497,-1.18446,hoch,0.90426
11020514,Große-Leege-Straße,9074.0,-0.17144,-0.1474,-0.02263,0.06504,-0.27643,-0.07126,mittel,-0.20503
11020515,Landsberger Allee,14529.0,0.28115,0.45451,0.30021,0.65001,1.68588,0.43458,mittel,-0.79151
11020516,Weiße Taube,3725.0,-1.358,-1.27872,-1.03208,-0.97935,-4.64815,-1.19817,hoch,0.21645
11030617,Hohenschönhausener Straße,6044.0,1.15635,1.56867,0.75949,1.60374,5.08825,1.31162,niedrig,-0.42428
11030618,Fennpfuhl West,15954.0,-0.10128,0.09662,-0.07191,0.23564,0.15907,0.041,mittel,-0.83305
11030619,Fennpfuhl Ost,10784.0,0.55796,0.54155,0.51541,0.80357,2.41849,0.62342,mittel,-1.07953
11030720,Herzbergstraße,5858.0,-0.50555,-0.75943,-0.13882,0.40471,-0.99909,-0.25754,mittel,0.59369
11030721,Rüdigerstraße,25327.0,-0.06209,-0.05373,-0.23955,-0.36198,-0.71735,-0.18491,mittel,-0.50943
11030824,Frankfurter Allee Süd,10019.0,0.13864,0.16303,0.2144,0.61658,1.13265,0.29197,mittel,-0.90909
11040925,Victoriastadt,3817.0,-0.22977,-0.35722,-0.34359,-0.70257,-1.63315,-0.42098,mittel,-0.45883
11040926,Weitlingstraße,28022.0,0.22843,0.23268,-0.07679,-0.05265,0.33167,0.0855,mittel,-0.11717
11041022,Rosenfelder Ring,5448.0,0.76359,0.73365,0.2777,1.04116,2.8161,0.72592,mittel,-1.87585
11041023,Gensinger Straße,5980.0,1.00663,1.16904,0.77121,0.83952,3.7864,0.97604,mittel,0.07004
11041027,Tierpark,3033.0,0.15682,-0.34322,0.31413,0.36825,0.49598,0.12785,mittel,-1.45788
11041128,Sewanstraße,25108.0,0.14389,0.2717,-0.01309,0.61181,1.01431,0.26146,mittel,-0.10981
11051229,Rummelsburg,3494.0,-0.93201,-1.2718,-0.98188,-1.24008,-4.42577,-1.14085,hoch,-0.13514
11051330,Karlshorst West,9336.0,-1.02381,-1.03826,-0.80925,-0.96162,-3.83294,-0.98803,mittel,-0.03276
11051331,Karlshorst Nord,11073.0,-1.10005,-1.03713,-0.97641,-1.11462,-4.22821,-1.08992,hoch,-0.00106
11051332,Karlshorst Süd,6668.0,-1.17651,-1.12935,-1.09217,-1.24262,-4.64065,-1.19624,hoch,0.71163
12103115,Breitkopfbecken,7568.0,1.37851,1.83442,1.21724,1.33505,5.76522,1.48612,niedrig,0.00609
12103116,Hausotterplatz,9479.0,0.85006,0.83909,1.33268,1.33238,4.35421,1.1224,niedrig,-0.66923
12103117,Letteplatz,10672.0,1.17697,0.94413,1.25755,1.30235,4.681,1.20664,niedrig,0.01212
12103218,Teichstraße,13515.0,0.78998,0.69987,0.98032,1.34897,3.81914,0.98448,mittel,-0.53358
12103219,Schäfersee,8803.0,1.1645,1.08775,0.93977,1.33511,4.52713,1.16698,niedrig,-0.36884
12103220,Humboldtstraße,4601.0,0.45464,0.50096,0.01896,0.34372,1.31828,0.33982,mittel,1.51922
12214125,Waldidyll/Flughafensee,7315.0,-0.94101,-0.7433,-0.62018,-0.61682,-2.92131,-0.75304,mittel,0.03715
12214126,Tegel Süd,7651.0,1.10593,1.21578,0.9767,0.90874,4.20715,1.08449,niedrig,1.06846
12214421,Reinickes Hof,2598.0,1.23882,1.11286,0.6116,1.02226,3.98554,1.02737,niedrig,0.13282
12214422,Klixstraße,7955.0,1.74782,1.72712,2.02977,1.88208,7.38679,1.90412,sehr niedrig,0.80761
12214423,Mellerbogen,5517.0,0.29761,0.36487,0.29884,0.81652,1.77784,0.45828,mittel,0.71963
12214424,Scharnweberstraße,10663.0,1.59539,1.55567,1.3358,1.39554,5.8824,1.51633,sehr niedrig,1.60224
12214527,Alt-Tegel,10698.0,-0.45088,-0.41675,-0.63109,-0.55722,-2.05594,-0.52997,mittel,0.46267
12224229,Konradshöhe/Tegelort,6081.0,-1.42271,-1.31361,-1.1768,-1.11697,-5.03009,-1.29663,hoch,0.13141
12224230,Heiligensee,18043.0,-1.29005,-1.1551,-1.11406,-1.15329,-4.7125,-1.21476,hoch,0.92029
12231101,Hermsdorf,16532.0,-1.24771,-1.10437,-1.09392,-1.13957,-4.58557,-1.18204,hoch,0.58292
12231102,Frohnau,16886.0,-1.38233,-1.33544,-1.17686,-1.19152,-5.08615,-1.31108,hoch,0.89232
12301203,Wittenau Süd,15270.0,0.21965,0.15968,0.07298,0.25292,0.70523,0.18179,mittel,0.97245
12301204,Wittenau Nord,6561.0,-0.8789,-0.93801,-0.66964,-0.55028,-3.03683,-0.78282,mittel,1.1884
12301205,Waidmannslust,4924.0,-0.94225,-0.97267,-0.76074,-0.80401,-3.47967,-0.89697,mittel,0.26094
12301206,Lübars,5120.0,-1.1071,-0.79174,-1.03422,-1.06562,-3.99868,-1.03076,hoch,1.05383
12302107,Schorfheidestraße,3054.0,-0.59804,-1.03474,-0.40909,-0.10374,-2.14561,-0.55308,mittel,0.57428
12302108,Märkisches Zentrum,14505.0,1.77356,1.71941,1.72034,1.78215,6.99546,1.80325,sehr niedrig,0.8539
12302109,Treuenbrietzener Straße,11666.0,2.19666,1.97076,2.593,1.98341,8.74383,2.25393,sehr niedrig,0.41086
12302110,Dannenwalder Weg,10481.0,1.85519,1.71261,2.17363,1.72438,7.46581,1.92449,sehr niedrig,0.69736
12302211,Lübarser Straße,3301.0,-0.17066,-0.20361,-0.55702,-0.52027,-1.45156,-0.37417,mittel,0.39898
12302212,Rollbergesiedlung,5929.0,1.92426,1.35141,2.61391,2.19272,8.0823,2.08341,sehr niedrig,0.85628
12304313,Borsigwalde,6619.0,0.11463,0.61416,0.00476,0.0915,0.82505,0.21268,mittel,0.38156
12304314,Ziekowstraße/Freie Scholle,9660.0,-0.56484,-0.39071,-0.52156,-0.54153,-2.01864,-0.52035,mittel,0.20757
