id,name,inhabitants,s1_percentage_unemployed,s2_percentage_long_term_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d2_percentage_long_term_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years
01033102,Gesundbrunnen,11837.0,9.13978,2.47083,29.17969,64.26652,-1.49257,-0.44055,0.3259,-0.01523
01033201,Brunnenstraße,13361.0,9.82887,2.81922,31.67428,58.59946,-1.30009,-0.78335,-1.75995,-4.63992
01033202,Humboldthain Süd,9726.0,8.84247,2.45013,23.96669,50.96774,-1.26342,-0.50845,-0.14386,-4.02207
01033203,Humboldthain Nordwest,14478.0,10.56292,3.32676,31.89667,68.81125,-1.86729,-0.26811,-0.12406,-1.02365
01044101,Rehberge,20722.0,8.67703,2.93188,21.06939,52.69122,-1.68715,-0.68943,-0.11334,-1.44119
01044102,Schillerpark,16238.0,8.05532,2.41099,18.98633,51.48793,-1.51791,-0.72189,0.09069,-0.96716
01044103,Westliche Müllerstraße,8589.0,8.85217,2.75893,20.51461,51.43422,-1.0499,-0.39668,1.16097,-1.74497
01044201,Reinickendorfer Straße,23424.0,10.80215,3.11248,32.44109,70.31163,-1.99367,-0.82785,-0.59791,-2.29037
01044202,Sparrplatz,16703.0,8.78701,3.01962,21.34347,56.02255,-1.05568,-0.34704,0.36487,-2.47692
01044203,Leopoldplatz,16462.0,10.28269,3.03356,28.84826,64.73068,-1.41237,-0.56099,0.43412,-1.88733
02010101,Askanischer Platz,6481.0,9.26938,2.8132,24.7647,44.43299,-2.22414,-1.24459,-2.27428,-14.45084
02010102,Mehringplatz,13278.0,11.78195,3.98523,32.47477,61.57783,-1.73786,-1.33167,-1.15748,-2.55026
02010103,Moritzplatz,15593.0,13.04188,4.69397,35.02854,66.17321,-2.63786,-1.44077,-2.11945,-5.9865
02010104,Wassertorplatz,5044.0,11.77274,3.93335,34.75416,67.47868,-1.43634,-0.79382,-0.7366,-3.03701
02020201,Gleisdreieck/Entwicklungsgebiet,911.0,2.81294,0.56259,3.62239,7.28477,-4.493,-2.17714,-4.12409,-3.5848
02020202,Rathaus Yorckstraße,5990.0,6.43739,1.69753,13.48915,24.49704,-0.71511,-0.93405,-0.27264,0.3497
02020203,Viktoriapark,10886.0,5.41742,1.63363,10.95903,20.84211,-1.18144,-0.21889,-0.73951,-3.24981
02020204,Urbanstraße,12326.0,5.60902,1.51092,12.31543,21.72185,-0.99406,-0.583,-0.4685,-3.97452
02020205,Chamissokiez,14892.0,5.62834,1.53422,11.51625,20.89305,-1.29513,-0.53339,-0.85148,-3.04751
02020206,Graefekiez,19052.0,7.15896,2.26791,16.63867,30.3659,-0.85978,-0.34615,-0.71128,-6.04337
02030301,Oranienplatz,9092.0,10.56735,3.49358,27.87066,53.69295,-1.25045,-0.68073,-1.24176,-4.24944
02030302,Lausitzer Platz,13166.0,8.93352,2.77998,21.86693,40.73857,-1.57688,-0.75277,-1.70633,-5.57016
02030401,Reichenberger Straße,15156.0,7.30563,2.20342,17.9005,34.72932,-1.45908,-0.61939,-0.737,-5.29214
02030402,Wrangelkiez,11083.0,7.46925,2.16631,17.36894,30.92633,-0.90702,-0.71715,-0.54998,-7.33323
02040501,Barnimkiez,5381.0,7.65661,2.94995,13.02732,35.02455,-1.43126,-0.19071,-0.78045,-8.66316
02040502,Friedenstraße,7181.0,5.923,1.65844,9.72009,26.22108,-1.16299,-0.47134,-0.87277,-4.69547
02040503,Richard-Sorge-Viertel,10976.0,4.87186,1.29352,7.76239,16.21223,-0.50197,-0.18213,0.37475,0.88062
02040701,Andreasviertel,12331.0,5.90164,1.68792,13.85938,40.49774,-0.90928,-0.38978,0.01624,-4.07558
02040702,Weberwiese,10714.0,5.21941,1.47904,6.47751,10.63331,-0.7449,-0.02426,-1.28685,-3.78111
02040703,Wriezener Bahnhof/Entwicklungsgebiet,1145.0,7.24324,0.75676,23.40611,66.66667,-0.80947,-1.87868,0.83301,9.52381
02050601,Hausburgviertel,8900.0,6.38326,1.75674,10.02247,18.71102,-1.03317,-0.34097,-0.24947,-3.83233
02050602,Samariterviertel,21064.0,5.55297,1.50599,9.36194,14.71711,-1.64876,-0.4277,-0.6783,-2.71157
02050801,Traveplatz,19093.0,6.26928,1.74356,12.03582,23.64721,-1.00598,-0.29983,0.06411,-3.59194
02050802,Boxhagener Platz,20431.0,4.9974,1.25513,7.32221,11.17155,-0.96923,-0.29548,-0.59574,-3.09438
02050803,Stralauer Kiez,6986.0,6.28931,1.81691,9.63355,20.97187,-0.77037,-0.23913,-1.5697,-8.32261
02050804,Stralauer Halbinsel,4171.0,2.85229,0.54329,3.06881,2.50991,0.03422,-0.16122,-0.27405,-1.6312
03010101,Bucher Forst,3928.0,5.64064,2.1666,9.11405,16.04538,-2.12678,-0.36336,-0.07612,-0.29016
03010102,Buch,11685.0,7.91921,3.09503,16.49123,41.03009,-1.98312,-0.84186,0.064,-2.86304
03010104,Lietzengraben,227.0,0,0,0,0,0,0,0,0
03020203,Blankenfelde,2116.0,4.7729,1.53965,3.82798,7.50853,-0.82955,-1.06972,0.39637,-0.6475
03020209,Niederschönhausen,14726.0,3.39362,1.01605,4.80103,6.68605,-0.75041,-0.39015,-0.67256,-1.7429
03020210,Herthaplatz,11132.0,3.84771,1.45298,6.2792,11.0137,-1.06592,-0.33122,0.43971,1.54067
03020307,Buchholz,17930.0,3.25163,1.14224,5.84495,10.69225,-1.24093,-0.4323,-0.6831,-2.07051
03030405,Karow Nord,10986.0,3.91773,1.31524,9.16621,18.34727,-1.07941,-0.36002,-0.31753,-1.11545
03030406,Alt-Karow,8245.0,2.56458,0.87982,2.2074,3.71377,-0.47752,-0.12185,-0.12189,-0.78061
03030711,Blankenburg,6810.0,2.33945,0.77982,2.12922,3.27154,-0.71278,-0.35064,-0.55425,-0.98623
03030715,Heinersdorf,7388.0,4.35044,1.20289,5.536,9.58084,0.38737,-0.41837,1.23705,0.82449
03030716,Märchenland,1138.0,4.2042,1.2012,2.6362,9.32203,0.47842,0.30701,0.41989,3.38144
03040508,Rosenthal,4530.0,2.42876,0.93912,4.74614,9.69945,-1.00527,-0.33274,-1.14006,-2.31134
03040512,Wilhelmsruh,9783.0,3.30684,0.98569,4.94736,8.93939,-1.41076,-0.79361,-0.23121,-0.67749
03040513,Schönholz,3412.0,3.03455,1.2605,3.54631,3.28152,-0.85408,-0.22773,0.62703,0.83824
03040614,Pankow Zentrum,35308.0,4.68113,1.59106,7.06639,11.23352,-1.32669,-0.47825,-0.93174,-2.89386
03040818,Pankow Süd,34314.0,5.13168,1.83335,8.21531,15.20737,-1.33558,-0.29093,-0.61485,-3.17101
03050919,Gustav-Adolf-Straße,5564.0,6.6523,1.85834,10.22646,21.25341,0.43221,-0.11183,1.29788,2.52376
03050920,Weißer See,7397.0,4.83061,1.52656,7.12451,13.81407,-1.13054,-0.72841,-1.13289,-1.34341
03050923,Weißenseer Spitze,9098.0,5.92646,2.16294,9.2328,14.38569,-2.28194,-1.26588,-0.97012,-3.03474
03050924,Behaimstraße,5883.0,7.68531,2.59209,12.28965,20.46606,-2.14315,-0.93132,0.93849,0.10461
03050925,Komponistenviertel Weißensee,9468.0,5.23824,1.64936,8.87199,13.6939,-1.37538,-0.73751,-1.01394,-2.67095
03051017,Rennbahnstraße,4247.0,5.88612,1.63148,9.79515,19.37843,-0.63562,-0.54244,-0.19757,-2.06446
03051021,Buschallee,6503.0,7.5266,2.7511,10.97955,31.12094,-1.33911,-0.63873,0.13748,1.16703
03051022,Hansastraße,4527.0,5.13562,2.13382,10.18334,30.09554,-1.18207,-0.64597,-0.92777,-5.59469
03061126,Arnimplatz,15187.0,5.15455,1.63255,7.05208,9.62594,-1.03933,-0.26303,-0.43608,-1.20209
03061131,Falkplatz,10521.0,4.87028,1.39151,5.1516,5.81395,-0.97317,-0.29179,-0.62159,-1.00423
03061227,Humannplatz,14520.0,4.58478,1.09714,5.91598,8.338,-1.48072,-0.64355,-0.99445,-4.47073
03061228,Erich-Weinert-Straße,12619.0,6.03934,2.22222,9.23211,19.88255,-1.40029,-0.24678,-0.5612,-4.02256
03061332,Helmholtzplatz,22519.0,5.14219,1.43581,6.46565,8.06759,-0.90383,-0.45078,-0.64606,-1.8767
03061429,Greifswalder Straße,10082.0,8.24803,3.18898,11.46598,39.22222,-0.82349,-0.62959,0.33738,0.74241
03061430,Volkspark Prenzlauer Berg,3921.0,7.99347,4.24144,10.73706,17.10526,-5.09641,-0.47767,-2.08691,-13.03172
03061434,Anton-Saefkow-Park,6238.0,5.94895,1.91437,7.69477,10.13269,-1.08296,-0.47858,-1.40361,-5.07046
03061435,Conrad-Blenkle-Straße,3875.0,6.52249,2.23138,11.87097,29.42431,-2.92873,-1.29166,-1.50483,-4.44666
03061441,Eldenaer Straße,2560.0,2.32416,0.30581,1.09375,0.69156,0.20812,-0.10375,0.23978,-0.05471
03071536,Teutoburger Platz,10747.0,4.04347,1.2855,4.82925,7.46439,-0.84489,-0.13636,-0.95819,-2.25293
03071537,Kollwitzplatz,15635.0,4.25479,1.23926,4.73937,6.04563,-0.64277,-0.23792,-0.90463,-1.73984
03071633,Thälmannpark,3010.0,7.54532,2.84174,13.3887,21.98391,-2.49266,-0.5766,-0.64638,-2.14399
03071638,Winsstraße,17260.0,4.44244,1.11811,5.63152,8.42217,-0.89814,-0.55992,-0.51729,-1.61152
03071639,Bötzowstraße,12367.0,4.25256,1.20885,5.33678,6.42955,-1.02379,-0.35007,-0.97661,-1.29022
04010101,Jungfernheide,11043.0,9.837,3.88377,19.81346,45.54521,-2.02155,-1.08237,-0.25618,-10.87567
04010102,Plötzensee,895.0,5.75658,1.97368,12.2905,45.83333,-1.60776,-0.73949,4.12988,4.92424
04010103,Paul-Hertz-Siedlung,7771.0,11.57676,4.12863,25.83966,56.75439,-0.05998,-0.66546,0.40394,0.5217
04020204,Olympiagelände,199.0,0,0,0,0,0,0,0,0
04020205,Siedlung Ruhleben,1329.0,2.52708,0.48135,2.40783,5.42169,-0.36766,0.08661,0.35086,0.51371
04020206,Angerburger Allee,2754.0,3.73134,1.16086,5.26507,17.56098,-1.38535,-0.72424,-0.06567,-1.90211
04020207,Flatowallee,2532.0,2.34177,0.50633,3.08057,7.58123,-0.83089,-0.34785,0.18423,1.97067
04020208,Kranzallee,2878.0,2.17933,0.80946,3.3704,3.53982,-1.0583,-0.3512,-0.21358,-1.27945
04020209,Eichkamp,3189.0,1.01056,0.1378,1.44246,3.26087,0.10924,0.1378,0.57929,1.43319
04020310,Park Ruhwald,602.0,1.52505,0.87146,4.98339,11.42857,-0.63477,-0.42444,1.65006,11.42857
04020311,Reichsstraße,14756.0,4.02477,1.39892,5.37409,10.57325,-0.5541,-0.48082,-0.18657,-1.51008
04020312,Branitzer Platz,5467.0,3.4761,1.05525,6.12768,9.63665,-1.08327,-0.40784,1.24285,2.03911
04020313,Königin-Elisabeth-Straße,7530.0,5.90203,1.80995,8.9907,24.15459,0.60428,0.0374,0.06067,1.85993
04020314,Messegelände,436.0,0,0,0,0,0,0,0,0
04030415,Schloßgarten,2837.0,9.16799,4.08055,19.03419,43.34975,-1.58766,-0.38718,-0.23854,-5.89648
04030416,Klausenerplatz,10655.0,7.22135,2.85191,15.43876,28.61035,-0.67797,-0.16054,-1.07545,-0.41037
04030417,Schloßstraße,10927.0,5.43723,1.8521,10.0485,20.03118,-0.26459,-0.18521,0.31621,2.05732
04030518,Tegeler Weg,9417.0,7.4928,2.62248,13.5712,34.53947,-0.60094,-0.43963,-0.1945,1.82919
04030519,Kaiserin-Augusta-Allee,5734.0,6.39603,3.18622,14.47506,37.40573,-1.79719,0.01312,-0.26498,-6.55979
04030620,Alt-Lietzow,8597.0,5.68842,2.20362,11.66686,26.67423,-1.04985,-0.44665,-0.99823,-2.77149
04030621,Spreestadt,3021.0,7.87905,2.8109,14.10129,35.90604,0.25592,-0.52957,-0.67753,-0.54557
04030622,Richard-Wagner-Straße,10459.0,6.75864,2.48049,13.07964,26.82927,-1.24531,-0.30042,-0.94942,-5.33856
04030623,Ernst-Reuter-Platz,4788.0,7.1385,2.59304,14.76608,31.59851,-0.73202,-0.64402,-0.33075,-3.12371
04030724,Lietzensee,6416.0,5.12695,2.09961,8.38529,14.53674,-1.05988,-0.31597,-0.46441,-4.15178
04030725,Amtsgerichtsplatz,12128.0,4.81942,1.67932,7.7754,16.42857,-1.00254,-0.49079,0.57695,2.59721
04030726,Droysenstraße,5426.0,5.20571,1.79121,8.07224,16.93122,-0.78877,-0.41873,-0.04686,-0.2849
04030827,Karl-August-Platz,12238.0,5.77075,2.41671,11.67674,25.14925,-1.23029,-0.53232,-0.38029,-3.19342
04030828,Savignyplatz,9491.0,4.69077,1.47894,7.21736,17.48252,-0.59819,-0.27415,-0.82343,-0.2155
04030929,Hindemithplatz,5981.0,4.32751,1.49988,6.42033,8.28025,-0.15967,-0.27527,-0.43133,-2.37267
04030930,George-Grosz-Platz,5600.0,4.20825,1.21392,5.94643,8.55148,0.34736,-0.51116,0.14187,-2.29843
04030931,Breitscheidplatz,3915.0,4.72868,1.27907,8.58238,16.86047,-0.54802,-0.60853,0.42387,1.42638
04031032,Halensee,14931.0,4.87656,1.81596,7.78916,16.17947,-0.99976,-0.57354,-0.40868,0.2343
04041133,Güterbahnhof Grunewald,43.0,0,0,0,0,0,0,0,0
04041134,Bismarckallee,5156.0,3.47386,1.04553,6.26455,10,-0.65865,-0.52551,0.25932,1.01338
04041135,Hundekehle,2739.0,1.77474,0.3413,2.81124,2.54777,-0.71015,-0.46461,0.56649,-0.27355
04041136,Hagenplatz,3033.0,3.14914,1.0101,3.49489,6,1.05683,0.39472,0.8193,2.31728
04041137,Flinsberger Platz,7976.0,4.94894,1.9835,7.8987,18.36983,-0.57615,-0.27122,-0.48531,-0.98082
04041238,Kissinger Straße,5907.0,4.52381,1.60714,6.33147,13.25,-0.06851,-0.39223,-0.29708,-0.65374
04041239,Stadion Wilmersdorf,213.0,0,0,0,0,0,0,0,0
04041240,Messelpark,1533.0,2.06061,0.48485,1.50033,2.25989,-0.26498,0.11765,0.66216,0.7135
04041241,Breite Straße,6904.0,3.04249,1.00578,4.40324,5.49598,-0.30643,-0.49631,0.24617,1.17165
04041342,Schlangenbader Straße,4115.0,6.32696,3.01486,10.42527,17.50742,0.63834,0.49134,1.08959,-3.81611
04041343,Binger Straße,3547.0,4.39609,1.55417,6.48435,10.9589,-0.53195,-0.3211,-0.12582,-0.24328
04041344,Rüdesheimer Platz,10642.0,3.88539,1.30513,5.91994,9.51586,-0.59401,-0.35779,-0.26205,-2.78446
04051445,Eisenzahnstraße,6220.0,6.23209,2.17287,10.86817,26.97466,-1.08912,-0.59076,0.33841,0.7356
04051446,Preußenpark,10591.0,4.52489,1.69318,7.07204,12.74686,-0.44886,-0.34882,-0.44064,-2.66599
04051447,Ludwigkirchplatz,5228.0,5.69639,1.93856,7.82326,15.26419,-0.91297,-0.46215,-0.93375,-3.82844
04051448,Schaperstraße,9067.0,5.47464,2.34388,8.42616,20.41565,-0.67921,-0.31498,0.60788,1.98746
04051549,Rathaus Wilmersdorf,5348.0,5.09846,2.1311,8.91922,14.42308,-1.73741,-0.81306,-0.92227,-6.39325
04051550,Leon-Jessel-Platz,5512.0,5.05333,1.85373,8.65385,18.47458,-0.98294,-0.50378,-1.08363,-3.78512
04051551,Brabanter Platz,4397.0,5.35073,1.95759,9.75665,22.53259,-0.57422,-0.37948,-1.1567,-0.87167
04051652,Nikolsburger Platz,9700.0,4.43088,1.50305,7.43299,12.48741,-0.67551,-0.51428,0.33078,0.50484
04051653,Prager Platz,6684.0,5.39033,1.85874,7.12148,12.18796,-0.99557,-0.40723,-0.77524,-1.68399
04051654,Wilhelmsaue,3038.0,5.94567,1.69144,6.0237,7.56303,0.20099,-0.70218,-0.98072,-1.98054
04051655,Babelsberger Straße,7063.0,5.79504,2.52135,10.56208,19.7619,-0.64112,0.31348,0.2452,0.71999
04051656,Hildegardstraße,7568.0,4.30869,1.37878,6.55391,12.18487,-0.79728,-0.43239,-0.4972,-1.60068
04061757,Forst Grunewald,83.0,0,0,0,0,0,0,0,0
05010101,Hakenfelde Nord,10883.0,5.47966,1.79685,10.4383,26.00131,-0.64448,-0.13448,-1.20946,-2.90551
05010102,Goltzstraße,5885.0,8.58711,3.0727,14.06967,41.09848,0.35873,0.38588,0.29785,-0.3702
05010103,Amorbacher Weg,7623.0,5.83673,2.18367,8.5793,19.25837,-0.10674,-0.0815,0.08072,-1.26111
05010204,Griesingerstraße,3297.0,11.90217,3.53261,24.74977,57.53176,-0.4561,-0.32227,-0.42528,-3.31034
05010205,An der Tränke,1910.0,3.18339,1.38408,3.4555,8.50202,0.19733,0.25601,-0.05972,-2.98734
05010206,Gütersloher Weg,10246.0,10.63096,4.09136,19.90045,46.92308,-0.65718,0.05746,0.40321,-0.90301
05010207,Darbystraße,11492.0,11.53516,4.2024,27.5322,56.08142,-1.22204,-0.14798,-0.86831,-2.36888
05010208,Germersheimer Platz,7627.0,12.1078,4.54283,23.53481,57.87321,-0.07964,0.30971,0.19612,-0.83851
05010209,An der Kappe,6098.0,5.4905,1.45719,9.38012,25.6975,-0.20289,-0.37096,0.26805,1.91702
05010310,Eckschanze,3880.0,10.8818,3.60225,20.20619,44.71243,-0.03641,0.09145,-0.79887,-6.81506
05010311,Eiswerder,5670.0,11.23846,4.42534,24.12698,53.52823,0.5346,0.20867,-0.0912,-4.14672
05010312,Kurstraße,7117.0,12.20319,4.49591,28.03147,60.86192,-0.63245,0.08175,-1.22997,-1.83724
05010313,Ackerstraße,6704.0,10.08781,3.73698,20.65931,47.24324,-1.06252,-0.7273,-0.1503,-3.60627
05010314,Carl-Schurz-Straße,11968.0,9.07363,3.1829,18.36564,41.87158,-1.22903,-0.47328,-1.42701,-6.19677
05010339,Freiheit,974.0,9.35484,2.41935,16.73511,29.25926,-2.53541,-3.06845,8.6994,4.25926
05020415,Isenburger Weg,3885.0,2.31254,0.73581,2.21364,5.11247,0.0934,0.2157,0.31621,1.07401
05020416,Am Heideberg,1709.0,4.88974,1.62991,6.43651,18.18182,-0.64497,0.31659,-1.16717,-2.22635
05020417,Staakener Straße,5847.0,4.10518,1.34156,6.68719,15.69507,-0.68133,-0.3174,0.94188,1.92458
05020418,Spandauer Straße,4010.0,6.5459,2.26431,9.202,17.68953,-0.27695,0.08593,0.86656,3.68594
05020419,Magistratsweg,7032.0,11.44831,3.67629,20.77645,57.12707,-0.83777,-0.51273,1.39121,2.51797
05020420,Werkstraße,929.0,4.17288,1.49031,5.27449,6.29371,0.23702,0.61568,-0.32293,-5.06993
05020521,Döberitzer Weg,3095.0,2.92006,0.38296,4.32956,7.63359,-0.50086,-0.50946,-0.57308,-1.71601
05020522,Pillnitzer Weg,7364.0,13.26372,4.51011,31.13797,64.58047,0.20333,-0.08733,0.6757,-0.3091
05020523,Maulbeerallee,12413.0,16.03861,5.98969,38.50802,72.46871,0.32453,0.16073,-0.65499,-2.04523
05020524,Weinmeisterhornweg,6134.0,4.70657,1.85938,6.43952,17.98561,-0.12561,-0.05034,0.58618,3.27388
05020625,Borkumer Straße,7482.0,8.27731,2.96218,15.46378,45.625,-0.676,0.40409,-0.00069,1.41447
05020626,Adamstraße,19359.0,8.36227,3.19864,16.20435,37.58363,-1.66934,-0.31159,-1.32214,-5.88157
05020627,Tiefwerder,4059.0,10.0834,3.67703,23.20769,56.34029,0.08735,0.08161,0.47691,2.01503
05020628,Graetschelsteig,1984.0,7.4215,2.18839,11.84476,33.50515,-1.05803,-1.51531,-0.7497,-7.93131
05020629,Börnicker Straße,4413.0,3.60281,0.87873,3.37639,7.84314,-0.36509,-0.23584,0.42444,4.38569
05030730,Zitadellenweg,3938.0,4.78163,1.65663,11.30015,21.09181,-0.5776,-0.01328,-0.95553,-1.23077
05030731,Gartenfelder Straße,11622.0,10.15093,3.4994,21.31303,52.44147,-0.65441,-0.33171,0.25033,-1.07577
05030832,Rohrdamm,11692.0,8.3675,2.78063,17.57612,43.17257,-0.30603,-0.09717,-0.28921,-0.44113
05030833,Motardstraße,1545.0,4.81283,0.44563,10.55016,16.6113,3.04986,-0.04408,6.9965,11.44524
05040934,Alt-Gatow,3965.0,2.76361,0.42517,4.81715,11.9281,0.85331,-0.19775,2.58321,8.27151
05040935,Groß-Glienicker Weg,415.0,8.54093,3.55872,5.78313,10.20408,-0.77807,1.04976,-0.91543,1.87075
05040936,Jägerallee,9855.0,2.33345,0.57491,2.09031,3.67855,-0.08108,-0.09481,0.40648,0.91247
05040937,Kladower Damm,2151.0,1.7452,0.61082,1.81311,2.89256,-0.1762,-0.08787,0.69579,0.85175
05040938,Kafkastraße,3670.0,2.32446,0.77482,2.42507,5.6962,-0.49793,0.04489,-0.37998,-3.871
06010101,Fichtenberg,6829.0,2.8323,0.81988,3.11905,5.40897,-0.22152,-0.33156,-0.35602,-1.11277
06010102,Schloßstraße,8788.0,4.67808,1.67889,7.57852,16.83817,-0.99046,-0.48284,-0.42834,-1.7305
06010103,Markelstraße,6300.0,3.97427,1.07972,6.42857,11.61616,-1.75807,-0.95143,-0.18652,-3.65292
06010204,Munsterdamm,6914.0,5.63725,1.76025,9.86404,20.5848,-1.5299,-1.07486,-0.41414,-4.59593
06010205,Südende,9560.0,5.28104,2.0383,8.88075,19.879,-1.21404,-0.23271,-0.40563,-1.07909
06010206,Stadtpark,7685.0,5.71013,1.66113,8.92648,19.36888,-0.45782,-0.79772,0.57351,-1.39678
06010207,Mittelstraße,7771.0,5.37655,2.21273,8.81482,20.26578,-0.89833,-0.00528,0.15401,-1.60235
06010208,Bergstraße,6798.0,5.50043,1.89819,8.26714,16.62437,-0.59387,-0.10359,-0.64006,-0.82914
06010209,Feuerbachstraße,9026.0,4.95081,1.67715,8.49767,16.82243,-1.11947,-0.5433,-0.4587,-4.36037
06010210,Bismarckstraße,4874.0,5.5914,2.42704,9.58145,18.61252,-1.09544,-0.11457,-0.15867,-3.42452
06020301,Alt-Lankwitz,4994.0,4.36877,1.89198,8.33,16.80961,-2.08615,-0.7378,-1.31895,-1.81108
06020302,Komponistenviertel Lankwitz,5542.0,4.13816,1.40111,5.07037,11.35593,-1.06062,-0.43375,-0.34606,-3.44551
06020303,Lankwitz Kirche,7395.0,7.26188,2.81835,11.69709,27.98673,-1.11871,-0.56329,-0.24938,-2.8555
06020304,Kaiser-Wilhelm-Straße,6744.0,6.42369,2.66515,10.6465,24.2953,-0.9338,-0.20715,-0.1855,-2.68882
06020305,Gemeindepark Lankwitz,11433.0,6.51566,2.53076,12.69133,28.82066,-1.08727,-0.36696,-0.32599,-4.17624
06020306,Lankwitz Süd,6450.0,3.68207,1.11732,5.95349,15.82538,-0.6149,-0.50994,0.43517,1.28971
06020407,Thermometersiedlung,4593.0,10.52233,4.57986,22.38189,58,-0.11669,0.29706,1.54855,-2.73132
06020408,Lichterfelde Süd,6827.0,6.22386,2.26322,10.38524,25,-0.60022,-0.33148,0.55044,-2.13499
06020409,Königsberger Straße,8200.0,4.93512,1.53159,7.08537,16.19235,-0.55449,-0.54556,1.22305,2.03113
06020410,Oberhofer Platz,7119.0,3.57644,1.16877,4.46692,10.15119,-0.2679,-0.26991,0.4431,3.2862
06020411,Schütte-Lanz-Straße,8494.0,4.01795,1.57047,6.58112,16.25659,-0.17547,-0.51621,0.8736,3.67504
06030501,Berlepschstraße,5898.0,3.50148,0.86053,4.27263,9.69388,0.02068,-0.18045,0.27765,-0.37235
06030502,Zehlendorf Süd,5555.0,4.70219,1.65289,9.37894,20.87379,-1.61633,-0.62639,0.81013,-2.80113
06030503,Zehlendorf Mitte,11600.0,3.51978,1.00955,5.2931,9.67064,-1.03902,-0.62659,-1.0323,-4.48995
