id,name,inhabitants,s1_percentage_unemployed,s2_percentage_long_term_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d2_percentage_long_term_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years
030202,Blankenfelde/Niederschönhausen,25675.0,5.66233,1.68604,5.81889,10.33257,-1.0469,-0.91574,-0.11252,-1.71529
030203,Buchholz,16875.0,5.68072,1.86727,7.13481,16.44712,-0.64873,-0.50515,-0.49702,-3.19162
030304,Karow,18608.0,5.0225,1.61524,5.89531,14.75701,-0.35512,-0.11667,-0.62827,-2.62504
030307,Blankenburg/Heinersdorf/Märchenland,14176.0,4.26714,1.52023,3.125,7.22816,-0.82149,-0.33587,-0.06236,-1.19355
030405,Schönholz/Wilhelmsruh/Rosenthal,17113.0,4.99099,1.62162,4.97867,10.21648,-0.6405,-0.35578,-0.45798,-2.54527
030406,Pankow Zentrum,32896.0,7.11522,2.39219,8.01313,15.79457,-1.32916,-0.5246,-0.12277,-1.35249
030408,Pankow Süd,32163.0,7.66282,2.50767,9.00414,22.08896,-1.45214,-0.51828,-0.06848,-2.77576
030509,Weißensee,33426.0,9.06064,3.11012,9.71699,19.97792,-1.22018,-0.71571,-0.20134,-4.14821
030510,Weißensee Ost,15154.0,8.91942,3.10642,10.09634,32.54856,-0.88163,-0.57945,0.19928,0.62277
030611,Prenzlauer Berg Nordwest,23962.0,7.1553,2.28088,7.06953,12.47869,-1.52844,-0.60296,-0.51937,-3.35215
030612,Prenzlauer Berg Nord,26041.0,7.93707,2.52011,8.4175,20.08243,-1.65038,-0.87644,-0.28247,-3.78027
030613,Helmholtzplatz,21490.0,6.82786,2.26828,7.25454,12.13018,-1.37365,-0.51331,-0.22733,-2.26401
030614,Prenzlauer Berg Ost,24622.0,9.84613,3.33059,9.87328,26.03889,-1.04528,-0.52542,-0.1225,-4.24978
030715,Prenzlauer Berg Südwest,24637.0,5.68648,1.58811,5.60133,8.34823,-0.95427,-0.57932,-0.31447,-3.13264
030716,Prenzlauer Berg Süd,30942.0,6.40545,1.89949,6.9097,10.74231,-1.04281,-0.63769,-0.51833,-2.54938
040101,Charlottenburg Nord,18296.0,12.65232,5.22859,21.64954,57.35493,-0.96509,-0.46497,1.23941,-1.64313
040202,Heerstraße,12620.0,3.17375,1.02205,2.93978,5.88235,-0.16279,-0.17251,0.07871,0.11708
040203,Westend,26324.0,5.46318,2.05859,6.3972,14.64745,-0.55933,-0.23034,0.01896,-1.77285
040304,Schloß Charlottenburg,23305.0,7.90678,3.34106,14.06565,28.72493,-0.81736,-0.19592,-0.47469,-5.26775
040305,Mierendorffplatz,14516.0,8.70279,3.63072,14.64591,39.38085,-1.50592,-0.70396,-0.31528,-4.60439
040306,Otto-Suhr-Allee,25651.0,8.13107,3.40357,14.02285,35.30796,-1.41169,-0.7262,-0.61664,-4.04662
040307,Neue Kantstraße,23074.0,6.25731,2.50415,8.32972,18.19659,-0.91493,-0.42456,-0.80534,-2.9775
040308,Kantstraße,20691.0,6.87208,2.91045,11.17394,29.46473,-1.08208,-0.48018,-0.92069,-3.16113
040309,Kurfürstendamm,14710.0,5.37782,2.02159,7.1312,13.02521,-0.6179,-0.38254,-0.25305,-1.61427
040310,Halensee,14349.0,6.53199,2.54307,8.51627,20.3876,-0.62204,-0.30394,0.0249,-1.02985
040411,Grunewald,18158.0,4.74402,1.95989,5.90924,11.68122,-0.55436,-0.07581,0.34683,1.58948
040412,Schmargendorf,13920.0,4.72881,1.6135,5.83333,11.42857,-0.32852,-0.06802,0.28406,-0.9236
040413,Wiesbadener Straße,18097.0,5.2885,2.16268,8.04553,16.45768,-1.03661,-0.14454,0.03822,-1.74262
040514,Düsseldorfer Straße,29471.0,6.50627,2.77694,8.58132,19.35953,-0.83458,-0.20813,-0.00834,-1.23958
040515,Barstraße,13521.0,7.25831,2.89303,10.68708,25.42604,-1.17767,-0.39855,-0.09159,0.09359
040516,Volkspark Wilmersdorf,32515.0,6.1373,2.55344,8.42996,16.44812,-0.83531,-0.15813,-0.33188,-3.3897
040617,Forst Grunewald,71.0,0,0,0,0,0,0,0,0
050101,Hakenfelde,22777.0,8.11239,2.76152,10.62475,29.14869,-0.4876,0.17944,-0.12355,-1.07337
050102,Falkenhagener Feld,39236.0,12.33622,4.20883,20.04282,50.90073,-0.14982,0.36665,0.51804,1.1117
050103,Spandau Mitte,33365.0,13.64941,4.83689,21.66342,57.03037,-0.44557,0.35569,0.30567,-0.46372
050204,Brunsbütteler Damm,23083.0,7.50932,2.53473,9.66512,26.28812,-0.00309,0.16884,0.36109,1.98398
050205,Heerstraße Nord,26704.0,13.28092,4.64436,24.6068,58.58861,0.09165,0.26656,0.9597,0.36492
050206,Wilhelmstadt,34240.0,10.44459,3.68766,14.95911,41.8543,-0.70732,0.1222,-0.12104,-2.66547
050307,Haselhorst,14111.0,11.38925,3.8795,17.85841,45.4499,-1.48996,0.0225,-1.05321,-4.90761
050308,Siemensstadt,11854.0,10.04864,3.46902,15.37034,38.00695,-0.0899,0.38732,0.25098,-0.00294
050409,Gatow/Kladow,17935.0,2.92972,0.69535,2.52579,5.30421,0.10138,-0.08875,0.32274,0.56318
060101,Schloßstraße,21535.0,5.18539,1.7488,6.51498,16.81693,-0.6433,-0.14535,-0.73361,-1.77205
060102,Albrechtstraße,51522.0,7.11062,2.68826,9.44645,24.65777,-0.70302,0.09918,-0.60615,-0.97248
060203,Lankwitz,41601.0,7.25527,2.72835,10.18726,27.69366,-0.18333,0.46223,-0.24045,-1.43825
060204,Ostpreußendamm,34900.0,6.39497,2.56832,8.46132,24.0984,-0.03127,0.55419,-0.58928,-1.65528
060305,Teltower Damm,32785.0,4.31537,1.33961,5.43846,13.45427,-0.47091,0.07009,-0.34831,-0.99905
060306,Drakestraße,46129.0,4.57589,1.67749,4.5893,9.55291,-0.21768,0.16464,-0.26629,-1.18513
060407,Zehlendorf Südwest,25665.0,2.82101,0.68093,2.87162,4.80687,-0.08612,-0.07349,-0.25794,-0.90905
060408,Zehlendorf Nord,41609.0,2.6989,0.78649,2.50186,3.98026,0.00056,0.10777,-0.16803,-0.29894
070101,Schöneberg Nord,47001.0,8.93547,3.09171,17.69111,43.21144,-0.42335,0.05233,0.28922,-2.11025
070202,Schöneberg Süd,47750.0,7.97051,2.56245,12.8712,31.13519,-0.30583,0.01694,0.00948,-2.03394
070303,Friedenau,44260.0,5.82744,1.93494,8.74831,18.79183,-0.3002,-0.04192,-0.30505,-2.09341
070404,Tempelhof,59409.0,9.06744,3.07047,14.35304,37.704,-0.58731,-0.08628,0.01672,-1.42337
070505,Mariendorf,49916.0,8.54957,2.83195,12.32871,35.63869,-0.19927,0.05691,0.37425,-0.02904
070606,Marienfelde,30530.0,8.58397,2.78545,14.15329,36.76942,0.19347,0.22276,0.08734,-1.99803
070707,Lichtenrade,49562.0,6.79477,2.43493,10.21145,28.33333,-0.10258,0.13471,0.70056,1.92271
080101,Schillerpromenade,31322.0,12.87182,4.05094,27.17898,65.95536,-1.29653,-0.28962,-2.29304,-0.43509
080102,Neuköllner Mitte/Zentrum,37350.0,12.96369,4.16386,28.83534,69.58425,-1.39342,-0.35277,-2.4276,0.43853
080103,Reuterstraße,39384.0,10.0593,2.99086,21.60522,56.92503,-1.69193,-0.46241,-1.49672,-2.56541
080104,Rixdorf,39284.0,12.31196,3.90787,26.2906,64.18723,-1.17284,-0.15378,-1.27165,-1.17484
080105,Köllnische Heide,14937.0,17.72492,5.05688,41.94952,76.62058,0.56188,-0.16051,1.19472,2.80479
080206,Britz,40848.0,9.58226,3.02033,17.67773,44.32089,-0.38492,-0.15016,-0.05431,-1.7874
080207,Buckow,27680.0,7.03157,2.12569,11.60405,33.99755,-0.08367,-0.12311,0.02634,0.62282
080308,Gropiusstadt,36258.0,11.21796,3.5293,22.41436,59.34724,-0.65146,-0.10865,-0.154,-2.55136
080409,Buckow Nord,9316.0,5.96282,1.89407,10.00429,29.2113,-0.45598,-0.35075,-0.89654,-1.0595
080410,Rudow,41977.0,4.90747,1.38329,7.28732,21.0739,-0.13464,-0.13198,-0.21357,-0.03987
090101,Alt-Treptow,11049.0,10.33509,3.78053,12.92425,30.36283,-0.73473,-0.78065,-0.66615,-3.9841
090102,Plänterwald,10869.0,8.24788,3.01787,9.40289,24.28964,-1.22438,-0.5455,0.92674,0.96268
090103,Baumschulenweg,17372.0,7.7851,2.67236,8.68639,25.28474,-1.04722,-0.6253,0.57195,-1.29293
090104,Johannisthal,18368.0,6.56947,2.42124,7.06664,17.64425,-0.40937,-0.0191,0.55351,-0.05266
090205,Oberschöneweide,19507.0,11.56176,4.41942,15.51751,40.03196,-1.48706,-0.63249,0.00413,-2.13724
090206,Niederschöneweide,10600.0,8.35349,3.0027,10.00943,31.17904,-1.05757,-0.45901,0.42187,-2.43054
090207,Adlershof,15523.0,8.45506,3.10535,8.68389,22.1021,-0.76217,-0.3836,0.76323,-0.19049
090208,Köllnische Vorstadt/Spindlersfeld,9892.0,10.87355,4.16921,16.10392,46.76309,-0.98317,-0.10108,1.30869,-0.22582
090309,Altglienicke,25731.0,7.16009,2.61489,9.64595,24.71264,-0.26786,-0.2728,-0.37782,-2.17767
090310,Bohnsdorf,12023.0,4.57071,1.30051,5.215,15.01754,-0.44978,-0.47972,0.26902,0.66076
090311,Grünau,5563.0,5.36513,1.81818,3.70304,9.93031,0.66506,0.33395,-0.2283,-1.0963
090312,Schmöckwitz/Karolinenhof/Rauchfangswerder,4041.0,3.56154,1.3059,1.43529,2.10084,-0.13209,0.41165,-0.46033,-1.09065
090413,Köpenick Süd,15599.0,7.06385,2.48604,6.22476,17.75837,-0.17342,-0.10335,0.39164,-0.57008
090414,Allende-Viertel,6107.0,5.42838,2.02747,6.68086,20.8547,-1.33641,-0.88515,-0.78568,-6.55909
090415,Altstadt Kietz,6950.0,10.38492,3.88933,14.97842,37.23106,-0.39103,-0.06323,-0.29834,-2.74949
090416,Müggelheim,6540.0,3.98056,1.15714,2.4159,4.64789,-0.21269,-0.14186,-0.31896,-0.83359
090517,Friedrichshagen,17438.0,5.02885,1.61789,3.97408,7.89729,-0.10067,-0.26328,-0.09273,-1.63618
090518,Rahnsdorf/Hessenwinkel,8956.0,3.55348,0.95118,2.38946,5.51471,0.31024,-0.29206,-0.07731,0.43808
090519,Dammvorstadt,9434.0,7.21531,2.69961,8.08777,20.07505,-1.3872,-0.4301,-0.46572,-5.6646
090520,Köpenick Nord,12282.0,6.17266,2.40288,4.64908,12.85598,-0.48166,-0.2902,-0.38328,0.0691
100101,Marzahn Nord,22793.0,14.98125,5.47357,27.87698,64.71055,-0.97142,0.38255,-0.07948,-2.85183
100102,Marzahn Mitte,45381.0,12.71026,4.8762,20.18025,54.07358,-0.82523,0.34021,0.26902,-3.22502
100103,Marzahn Süd,36283.0,9.46507,3.47152,13.75851,41.56568,-0.66045,0.24369,-0.02096,-2.92518
100204,Hellersdorf Nord,33153.0,15.30738,5.46046,25.81968,62.42401,-0.40354,0.32041,0.58427,-1.68186
100205,Hellersdorf Ost,18679.0,11.61954,4.34815,19.05884,52.01628,-0.99077,0.42628,0.56863,-2.17154
100206,Hellersdorf Süd,24468.0,10.37567,3.61821,15.68171,44.49794,-0.83087,0.11836,-0.04236,-2.56315
100307,Biesdorf,25334.0,4.52694,1.54914,3.66306,6.99541,-0.13002,-0.00511,-0.21473,-1.53499
100408,Kaulsdorf,18711.0,4.08694,1.40824,3.6075,9.82222,-0.51782,0.02756,-0.28005,-1.12601
100409,Mahlsdorf,27077.0,3.32273,1.08108,2.07926,3.81553,-0.25228,0.00223,0.07359,-0.02931
110101,"Malchow, Wartenberg und Falkenberg",4242.0,3.39836,1.06986,3.67751,6.78643,-1.23782,-0.37895,0.54271,-2.2662
110102,Neu-Hohenschönhausen Nord,27439.0,12.67238,4.29768,20.29593,52.89003,-1.21595,-0.43259,1.27614,0.56096
110103,Neu-Hohenschönhausen Süd,25890.0,12.27462,4.27744,17.85245,51.67623,-1.19762,-0.4519,0.9796,-0.10779
110204,Alt-Hohenschönhausen Nord,13509.0,6.71029,2.30701,9.34932,26.78571,-0.99219,-0.2715,1.07197,-0.55386
110205,Alt-Hohenschönhausen Süd,29462.0,7.53964,2.42905,9.9552,28.05855,-1.60601,-0.71477,0.41014,-0.87169
110306,Fennpfuhl,31889.0,10.97195,3.71597,14.23375,45.94276,-0.88679,-0.42153,0.71056,-0.67233
110307,Alt-Lichtenberg,24398.0,9.07681,3.14006,10.47217,28.02822,-1.86906,-0.64705,-0.31136,-4.84597
110308,Frankfurter Allee Süd,9814.0,9.49555,3.40465,14.89709,46.98795,-1.76643,-0.46116,-0.78293,-3.09665
110409,Neu-Lichtenberg,29740.0,9.81762,3.36299,12.07801,30.80035,-2.44172,-0.95627,0.08776,-2.10186
110410,Friedrichsfelde Nord,13423.0,12.97692,4.65035,15.98748,47.89474,-1.32084,-0.14367,0.44011,-1.81791
110411,Friedrichsfelde Süd,24411.0,9.19785,3.13948,11.08517,41.25054,-1.36687,-0.54678,-0.13565,-1.52875
110512,Rummelsburger Bucht,3305.0,5.4473,1.77148,3.84266,4.2879,-0.2175,-0.38208,-0.02348,-0.76828
110513,Karlshorst,22983.0,4.65775,1.39604,4.30318,7.43777,-0.94362,-0.48471,-0.32147,-1.28297
121031,Ost 1,26015.0,12.53201,3.89155,23.01365,56.42164,-1.01106,-0.33074,0.71733,0.15679
121032,Ost 2,25705.0,10.6479,3.07025,18.65396,53.46697,-0.98619,-0.40575,0.4286,0.62116
122141,West 1,14595.0,8.22385,2.59646,12.94964,35.65062,0.3107,0.06508,-0.35656,-1.6746
122144,West 4,25220.0,11.91319,3.55037,21.55036,57.83278,-0.75142,-0.26162,-0.10133,-1.71045
122145,West 5,10269.0,5.53552,1.81904,6.84585,16.26443,-0.38441,-0.17504,-0.35392,-3.04664
122242,West 2,23679.0,3.26184,0.86343,2.38186,5.43624,0.06206,-0.0801,-0.14752,-0.07368
122311,Nord 1,32800.0,2.90275,0.93246,2.23476,3.76798,-0.09161,0.03363,0.10943,-0.03292
123012,Nord 2,29334.0,6.15651,1.82094,7.61915,18.27757,0.19937,-0.14651,0.31628,1.2044
123021,MV 1,35878.0,12.57446,3.80845,28.17325,66.80666,-0.18272,-0.18369,0.61372,-0.0233
123022,MV 2,8466.0,10.2944,2.69386,19.09993,51.43105,1.12178,-0.37049,2.59616,8.58791
123043,West 3,15926.0,7.58654,2.55485,9.05438,23.27297,-0.03941,0.00633,0.01186,0.71513
