id,name,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k06_change_proportion_of_foreigner,k07_foreign_transfer_recipients,k08_urban_apartments,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
080104,Rixdorf,39284,6.07756,30.90166,13.53033,79.0378,50.03055,0.7093,39.57891,2.62246,99.76835,48.12893,37.58855,2.26473,-4.58582
080105,Köllnische Heide,14937,10.74572,30.26999,14.36382,82.93765,62.75022,0.64235,64.36434,25.36886,99.27027,50.34292,24.14102,1.75524,1.24023
080206,Britz,40848,5.96158,33.39459,5.60374,56.74259,31.64904,1.49329,38.07132,12.22237,63.20016,62.37517,22.22173,2.07947,2.71828
080207,Buckow,27680,3.74332,29.97317,3.71872,43.93204,23.69581,1.39978,35.73407,16.0504,84.55202,66.36357,20.79297,1.49314,5.74938
080308,Gropiusstadt,36258,6.6928,32.89017,5.94684,73.74101,42.84296,1.09913,48.08753,22.40812,99.23603,69.08072,17.1174,1.43475,1.60169
080409,Buckow Nord,9316,3.4298,28.10219,2.58987,52.68901,25.96608,0.36241,28.76712,2.25501,90.90812,67.12572,18.2819,1.10268,1.72963
080410,Rudow,41977,2.90583,25.00597,2.10732,36.81989,20.15389,0.78157,21.28729,6.95393,53.01475,71.94034,16.62709,0.40437,3.59713
090101,Alt-Treptow,11049,5.41205,30.44619,3.98197,40.45977,24.26464,1.67785,31.40604,12.87401,70.86614,54.21594,29.88675,1.67574,-2.23952
090102,Plänterwald,10869,3.78973,35.25424,1.82927,20.81967,9.13608,0.8226,24.04255,24.68392,0,64.07215,22.32102,0.31671,-4.23265
090103,Baumschulenweg,17372,3.90525,33.09558,1.44658,22.10682,10.14276,0.71216,22.95082,9.05177,18.30532,62.47825,22.4118,1.36012,-1.93223
090104,Johannisthal,18368,3.57591,30.26932,1.7481,15.81967,7.73628,0.63873,17.49049,21.70146,12.04268,65.68293,19.67251,1.4913,0.96978
090205,Oberschöneweide,19507,5.41914,42.37113,4.36975,21.33847,11.53432,1.22587,30.78089,29.26851,52.47347,46.92825,34.25941,2.98497,-4.38774
090206,Niederschöneweide,10600,2.83623,36.47932,1.60626,16.54247,11.46226,1.37217,17.73585,18.35904,60.16038,58.47416,29.08749,1.67117,-1.73272
090207,Adlershof,15523,3.64261,35.45198,2.04487,13.17022,6.71906,0.63593,20.54795,15.52696,10.74535,60.70537,25.54545,0.93269,-3.30942
090208,Köllnische Vorstadt/Spindlersfeld,9892,5.78888,45.91078,2.90698,11.66667,7.45047,0.1546,20.87912,38.23271,37.1108,55.75288,28.46838,1.10736,1.22164
090309,Altglienicke,25731,4.95868,29.44228,2.54777,16.40052,9.96852,0.66979,26.01351,19.18322,29.28763,65.77459,20.84569,0.78134,4.1381
090310,Bohnsdorf,12023,2.75482,29.81575,0.93353,11.64384,6.57906,0.66537,14.92958,7.3188,55.19421,72.04469,17.30718,1.02365,4.15037
090311,Grünau,5563,2.33161,32.92434,0.79559,17.40371,7.47798,2.45938,4.2471,5.50847,0.10786,66.23256,22.4015,1.63648,4.15683
090312,Schmöckwitz/Karolinenhof/Rauchfangswerder,4041,0,24.60733,0.28902,9.84183,5.86488,0.35668,3.19149,0,33.95199,75.37753,16.44468,-0.25797,2.89783
090413,Köpenick Süd,15599,4.62535,29.8185,1.00118,8.45499,4.03872,0.40111,17.3913,21.67397,1.17956,70.9413,15.88513,0.68641,1.39227
090414,Allende-Viertel,6107,0.76142,36.03604,0.73052,13.70262,5.96037,0.16822,26.88172,34.30104,2.43982,71.0968,14.01817,0.81862,3.67845
090415,Altstadt Kietz,6950,5.11757,39.86095,5.48712,15.25841,8.66187,0.1957,34.64912,50.65377,26.48921,52.20339,29.72792,0.87721,-0.69826
090416,Müggelheim,6540,1.5444,19.44444,0.59642,8.11429,4.61774,0.18496,9.09091,0,3.8685,70.04119,14.16265,0.58795,5.35792
090517,Friedrichshagen,17438,1.75953,32.18462,1.26984,9.86509,4.57621,0.12494,10.39755,27.49635,0.33834,68.08218,16.77757,0.61164,1.09654
090518,Rahnsdorf/Hessenwinkel,8956,1.81518,21.7341,0.74042,10.19157,5.51586,0.27285,6.37255,2.18995,1.06074,72.6473,14.28286,0.93252,3.08026
090519,Dammvorstadt,9434,3.09789,33.09091,1.77305,10.32205,6.08438,0.55148,16.95502,5.25937,10.86496,56.50139,24.37875,1.13701,-3.80674
090520,Köpenick Nord,12282,2.5974,35.86626,0.95052,11.00917,4.86077,0.51323,14.60177,10.44438,1.41671,71.51388,16.14661,0.02421,1.3347
100101,Marzahn Nord,22793,9.85692,46.1027,8.44103,31.20713,20.26061,0.56874,56.12181,41.78121,99.98684,60.01309,24.63436,0.32304,0.49944
100102,Marzahn Mitte,45381,9.20273,41.17786,4.12653,29.90861,16.09484,1.28616,43.90681,28.90137,43.83993,62.07017,24.10855,1.11503,1.74188
100103,Marzahn Süd,36283,6.36729,34.3474,2.30006,32.66086,15.30744,0.46739,43.36623,21.68353,48.84932,67.9901,18.98913,0.74493,2.23786
100204,Hellersdorf Nord,33153,11.72547,50.41116,6.8581,21.57551,14.06509,1.60985,44.71366,27.37228,0.39815,50.98643,30.76434,1.753,2.5203
100205,Hellersdorf Ost,18679,9.88515,45.47619,3.30368,13.0166,7.79485,0.84278,40.91711,36.15808,0,57.82817,26.97261,1.5293,4.48022
100206,Hellersdorf Süd,24468,7.89096,45.47038,4.0416,18.13253,9.88638,1.02039,38.5906,43.90606,0,59.88999,23.41902,1.90298,1.29194
100307,Biesdorf,25334,2.77078,19.96207,1.09662,15.85482,10.19973,0.70852,6.47426,9.9215,51.10918,69.54122,19.62685,1.74728,6.46235
100408,Kaulsdorf,18711,3.18893,21.55689,0.53019,9.94109,5.05051,0.3127,8.9172,0.92297,39.39394,75.50533,14.32664,0.00268,5.42888
100409,Mahlsdorf,27077,1.51963,19.24572,0.63547,8.93341,4.74573,0.24623,12.05674,0.28995,95.82302,75.10703,14.89831,0.59873,8.58449
110101,"Malchow, Wartenberg und Falkenberg",4242,2.04082,21.89781,1.7762,7.94702,4.78548,0.46481,0,4.29279,93.6115,67.82058,16.39928,1.82917,11.9246
110102,Neu-Hohenschönhausen Nord,27439,8.84311,47.90788,4.87737,28.57143,16.12304,0.94372,49.91324,65.15705,0.01093,63.61917,22.21904,-0.0949,1.11266
110103,Neu-Hohenschönhausen Süd,25890,8.83567,39.00941,2.82238,32.95752,15.80147,0.53521,51.76337,40.87271,0.7416,66.09613,18.73754,-0.11356,0.46155
110204,Alt-Hohenschönhausen Nord,13509,4.85762,31.33117,1.19658,23.56105,11.31098,0.3705,29.19897,24.97494,2.81294,67.36613,21.79495,0.56631,-0.49958
110205,Alt-Hohenschönhausen Süd,29462,4.90916,34.26671,1.75526,27.93658,12.83009,1.00324,33.69673,29.97751,1.62922,61.63011,25.22474,1.25027,1.35646
110306,Fennpfuhl,31889,7.27162,37.32701,2.40793,44.73212,20.40202,1.53552,39.69834,30.44261,1.1446,64.04494,22.34533,1.35134,-0.03637
110307,Alt-Lichtenberg,24398,4.66592,35.63672,2.77045,31.71147,19.43602,3.62194,15.47547,25.79993,56.54562,47.65706,43.67498,4.24204,-2.0372
110308,Frankfurter Allee Süd,9814,4.20635,37.01226,2.49,47.59475,28.2148,1.51605,28.43137,48.89397,60.24047,65.75855,23.53436,0.35967,-0.66702
110409,Neu-Lichtenberg,29740,5.39291,38.31473,3.86944,23.80707,13.72562,1.29768,27.57353,25.54311,81.23403,52.04335,32.59033,1.22244,-5.23417
110410,Friedrichsfelde Nord,13423,7.62599,35.75865,3.17073,43.96108,20.72562,2.34064,39.90285,18.68407,70.66975,61.36541,27.01879,1.85343,-1.14727
110411,Friedrichsfelde Süd,24411,4.62075,37.20406,1.78676,40.78402,17.16439,1.56097,27.50533,42.26655,28.61005,66.06999,21.83829,1.78946,1.26403
110512,Rummelsburger Bucht,3305,2.45399,11.57407,0.76142,18.52388,12.13313,0.51472,11.86441,6.7513,14.16036,46.23946,26.56167,1.29236,-2.43485
110513,Karlshorst,22983,2.38095,26.20585,1.19284,14.00517,10.25541,1.11561,9.13242,20.87158,2.79772,58.46772,26.54973,2.58058,4.91715
121031,Ost 1,26015,8.3387,38.99888,6.56475,64.51008,39.36191,3.28604,38.49671,4.37377,99.98847,55.80194,30.40499,2.00097,0.80993
121032,Ost 2,25705,7.73558,41.41117,4.55092,59.70676,32.32056,2.05184,37.96482,0.77942,87.43046,57.84602,26.2542,2.06272,-0.25279
122141,West 1,14595,5.71827,34.60972,3.8829,45.13189,25.83076,0.33084,26.70316,39.69968,16.0877,60.96447,23.52431,0.14866,1.11912
122144,West 4,25220,7.65842,37.87007,6.03918,66.43818,39.59556,2.53903,41.08448,12.79325,99.11578,57.54143,28.84871,2.57873,0.89606
122145,West 5,10269,2.9316,32.19697,2.61994,34.9481,17.12922,0.66848,15.32756,0,1.31464,59.97787,24.14775,1.34563,-2.24582
122242,West 2,23679,2.04651,22.64808,0.81887,19.9946,10.617,0.38257,4.14269,1.54796,15.86638,73.01608,15.58798,0.73581,9.42106
122311,Nord 1,32800,1.07143,22.49619,0.88992,20.18145,10.78963,0.19762,5.25478,1.1856,0.1128,72.04641,17.17318,0.52428,6.28165
123012,Nord 2,29334,5.69983,28.77807,2.39091,31.03448,16.95643,0.88078,19.56522,2.46091,0.06136,66.04153,20.63828,1.70992,4.91561
123021,MV 1,35878,7.67059,32.35647,5.15843,63.06677,40.17504,3.2088,54.66838,83.78644,100,53.35964,29.6702,2.25944,5.9207
123022,MV 2,8466,7.39336,33.64706,5.34026,41.85412,25.43114,2.17627,44.65558,11.08007,38.7314,62.60163,23.88251,2.59654,15.03921
123043,West 3,15926,5.00695,39.87823,3.54067,23.85321,13.69459,0.93091,23.47561,7.00163,40.054,67.04678,19.43212,0.43253,-0.2693
