id,name,inhabitants,status_index,status_index_class,dynamic_index,dynamic_index_class,status_dynamic_index,status_dynamic_index_class,s1_percentage_unemployed,s2_percentage_long_term_unemployed,s3_percentage_transfer_payments_recipients,s4_percentage_transfer_payments_recipients_below_15_years,d1_percentage_unemployed,d2_percentage_long_term_unemployed,d3_percentage_transfer_payments_recipients,d4_percentage_transfer_payments_recipients_below_15_years,z_s1_percentage_unemployed,z_s2_percentage_long_term_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d2_percentage_long_term_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k06_change_proportion_of_foreigner,k07_foreign_transfer_recipients,k08_urban_apartments,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
01011303,Alexanderplatzviertel,8141.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.00186,2.00776,9.36003,24.5023,-0.6812,-0.10637,-0.01459,-4.56924,-0.28653,-0.52617,-0.34753,-0.30188,-1.46211,-0.37665,mittel,0.06678,8141.0,3.29531,37.29128,4.4843,57.83784,32.72325,2.46232,14.82739,48.06464,20.00983,57.17755,31.46978,0.31832,-9.73243
01011304,Karl-Marx-Allee,8279.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.56193,2.52064,12.3928,40.71703,-1.75345,-0.44232,1.04363,-6.13336,-0.13603,-0.15516,0.00455,0.4638,0.17716,0.04564,mittel,-1.07163,8279.0,2.90456,36.02058,2.03729,67.53813,29.1098,1.83974,33.50036,45.6673,0.0,68.43883,18.78942,1.32189,-0.60786
01011305,Heine-Viertel West,6363.0,2.0,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",6.28979,1.83346,7.93651,32.72727,-1.1135,-0.53225,-0.75409,-9.87362,-0.47787,-0.65225,-0.51279,0.08651,-1.5564,-0.40094,mittel,-0.39219,6363.0,1.86567,29.67914,1.49408,60.63269,26.18262,1.43661,17.59443,10.5492,1.21012,63.77187,29.64123,3.05746,4.22141
01011306,Heine-Viertel Ost,7857.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.14286,2.36318,8.33652,25.67204,-1.18418,-0.0915,0.83923,-1.38861,-0.24864,-0.26906,-0.46635,-0.24665,-1.2307,-0.31704,mittel,-0.46724,7857.0,3.56083,27.05061,2.08754,61.20996,30.92784,1.50969,17.12707,13.76251,22.33677,58.40202,32.59457,2.82789,-4.12839
01011401,Invalidenstraße,14026.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",4.98047,1.17188,5.4399,9.32777,-0.51078,-0.18936,-0.10526,-2.08748,-0.82969,-1.13082,-0.80263,-1.01844,-3.78158,-0.97416,mittel,0.24771,14026.0,2.53521,29.51977,5.10083,36.48972,29.67346,1.97684,6.05952,3.85548,59.71767,47.64007,36.49458,1.2686,-6.28082
01011402,Arkonaplatz,12025.0,1.0,hoch,+/-,stabil,1+/-,"Status hoch, Dynamik stabil",4.6372,1.08684,4.4158,6.54481,-0.50227,-0.05526,-0.82678,-3.03603,-0.92193,-1.19233,-0.92152,-1.14986,-4.18564,-1.07825,hoch,0.25675,12025.0,2.01072,27.21311,5.83832,34.84513,29.41372,3.21428,4.26731,3.35289,70.85239,43.20467,39.02814,2.11464,-4.21765
01022101,Huttenkiez,3142.0,3.0,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ",12.62666,3.93609,23.1063,74.01316,-2.33849,0.12305,1.05485,8.28878,1.2249,0.86873,1.24831,2.03608,5.37803,1.38542,niedrig,-1.69277,3142.0,4.56432,38.75598,15.80882,78.94737,45.89433,2.75718,32.22106,1.61374,100.0,45.83884,42.66938,2.68621,-1.21469
01022102,Beusselkiez,5849.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",13.56043,4.5563,26.31219,63.10811,-2.45348,-0.26409,0.32227,0.62462,1.47581,1.31738,1.6205,1.52113,5.93482,1.52885,sehr niedrig,-1.81486,5849.0,7.12719,32.98097,18.0,78.87324,54.55633,0.2142,37.4882,2.0029,100.0,46.79935,44.56349,2.22464,-6.60698
01022104,Emdener Straße,17089.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",10.09299,3.53822,19.70858,50.28307,-2.69183,-0.319,0.26696,-2.58992,0.54409,0.58092,0.85386,0.91552,2.89439,0.74561,mittel,-2.06791,17089.0,4.23692,30.8026,14.59093,69.15767,44.87097,0.11079,31.53272,2.74013,100.0,53.13152,32.73146,0.7214,-4.22903
01022105,Zwinglistraße,4887.0,3.0,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",11.48109,3.48961,25.57806,67.78626,-2.70889,-1.02671,-2.37385,-4.48265,0.91708,0.54576,1.53527,1.74204,4.74015,1.2211,niedrig,-2.08603,4887.0,5.39811,30.86124,16.7364,81.76101,54.20503,0.82102,40.19868,0.0,100.0,51.13025,37.0352,2.01407,-6.83382
01022106,Elberfelder Straße,10959.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.13128,2.23164,11.83502,24.59547,-1.0141,0.06641,-0.11279,-2.64863,-0.25175,-0.36422,-0.0602,-0.29748,-0.97365,-0.25082,mittel,-0.28666,10959.0,3.63798,28.21833,5.75793,47.6,31.07035,1.03403,23.06825,0.29276,4.27046,59.25362,26.40967,1.02885,-2.07413
01022201,Stephankiez,10000.0,2.0,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",10.29412,3.09201,19.76,54.2517,-2.4542,-0.52594,-0.8157,-2.67397,0.59813,0.25815,0.85983,1.10292,2.81903,0.7262,mittel,-1.81563,10000.0,4.62725,29.50237,14.0553,72.4236,45.24,0.03823,33.70399,0.26297,99.97,50.57074,35.56131,1.40728,-5.64415
01022202,Heidestraße,1492.0,4.0,sehr niedrig,-,negativ,4-,"Status sehr niedrig, Dynamik negativ",12.76392,4.51056,34.65147,69.79866,-1.66595,0.17151,2.51112,6.22477,1.26179,1.28428,2.58863,1.83707,6.97176,1.79597,sehr niedrig,-0.97874,1492.0,8.66142,31.03448,16.44737,85.15406,62.26542,-0.32364,55.33769,14.03226,100.0,61.42241,24.43358,2.04926,6.19281
01022203,Lübecker Straße,6751.0,3.0,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",12.61453,4.45344,26.1739,56.62983,-2.9031,0.007,-1.18071,-11.08176,1.22165,1.24297,1.60444,1.21522,5.28427,1.36127,niedrig,-2.29221,6751.0,5.34274,31.20464,16.97531,84.11067,57.02859,1.71796,39.7211,13.11324,41.47534,55.44336,30.90161,3.39401,3.73708
01022204,Thomasiusstraße,5677.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.95316,2.68358,11.87247,25.57003,-1.50046,-0.03561,-0.20928,-2.70137,-0.0309,-0.0373,-0.05585,-0.25146,-0.37552,-0.09674,mittel,-0.80303,5677.0,4.03509,29.82063,7.67635,52.69886,34.91281,2.28177,20.87912,0.11306,6.79937,59.19382,31.37537,1.30705,-4.47725
01022205,Zillesiedlung,3063.0,3.0,niedrig,-,negativ,3-,"Status niedrig, Dynamik negativ",10.7002,3.59961,27.81587,56.09756,-1.19035,0.16677,1.54828,1.44169,0.70725,0.62533,1.79506,1.19009,4.31772,1.11228,niedrig,-0.47379,3063.0,5.44959,27.41935,20.44199,83.07427,55.92556,0.00897,38.70602,18.09257,100.0,58.70014,30.76089,-0.43918,-1.66492
01022206,Lüneburger Straße,3016.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.33709,2.65886,12.5,30.82902,0.19648,0.5312,-0.7464,-0.96289,0.07226,-0.05518,0.017,-0.00313,0.03095,0.00797,mittel,0.99861,3016.0,3.83275,30.17544,8.75912,62.70396,37.2679,0.43893,22.1831,0.0,0.0,58.48464,26.72771,1.43216,3.50914
01022207,Hansaviertel,5366.0,2.0,mittel,-,negativ,2-,"Status mittel, Dynamik negativ",6.51589,1.91169,9.63474,27.3523,-0.01639,0.12552,0.69788,2.0869,-0.41711,-0.59566,-0.31564,-0.1673,-1.49572,-0.38531,mittel,0.77261,5366.0,1.82328,24.85714,8.70293,57.92453,39.56392,-2.31085,13.10044,1.23008,0.0,59.56547,34.15983,-1.93511,-3.56528
01033101,Soldiner Straße,24632.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",15.44249,5.36112,31.33323,71.52253,-2.79761,0.06932,1.17319,-0.54537,1.98154,1.89956,2.2034,1.91847,8.00297,2.06162,sehr niedrig,-2.18022,24632.0,7.86172,34.55378,14.90515,81.39727,57.06398,1.57819,46.5166,14.50421,100.0,48.60044,37.97605,2.96401,-1.42869
01033102,Gesundbrunnen,11030.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",13.2982,4.36328,28.24116,69.25816,-2.3268,-0.09369,-0.57192,-0.66101,1.40535,1.17775,1.84443,1.81154,6.23908,1.60723,sehr niedrig,-1.68036,11030.0,7.59569,26.32067,11.72007,82.19043,57.09882,0.47653,46.45871,7.96443,100.0,52.76895,33.91798,0.66442,-4.74323
01033201,Brunnenstraße,12778.0,4.0,sehr niedrig,+,positiv,4+,"Status sehr niedrig, Dynamik positiv",13.69242,4.42066,33.24464,68.9429,-2.2389,-0.34919,-1.07188,-2.42004,1.51128,1.21926,2.4253,1.79666,6.9525,1.79101,sehr niedrig,-1.58703,12778.0,8.69806,21.59017,16.47799,89.91402,65.40147,-0.23799,56.07792,56.77831,100.0,60.99907,23.53509,-0.19695,-0.86238
01033202,Humboldthain Süd,9611.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",12.15478,4.00999,24.30548,60,-2.30922,0.07399,-0.74526,-5.31499,1.09811,0.92219,1.38753,1.37436,4.78219,1.23192,niedrig,-1.66169,9611.0,6.34058,27.05515,8.91648,83.32334,53.70929,0.00302,42.92605,31.03905,100.0,60.07944,24.14775,1.50204,0.23831
01033203,Humboldthain Nordwest,13179.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",14.87802,4.95236,32.41521,73.21191,-3.91326,-0.6509,0.87928,1.02413,1.82986,1.60387,2.32901,1.99825,7.76099,1.99929,sehr niedrig,-3.36471,13179.0,7.63711,30.33626,14.96006,85.35469,60.44465,0.76122,47.21166,6.66056,100.0,52.7744,34.63076,1.15804,-3.51562
01044101,Rehberge,19210.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11.89697,3.8779,21.24414,56.98828,-1.9913,-0.23189,0.96069,1.55252,1.02883,0.82664,1.03213,1.23215,4.11974,1.06127,niedrig,-1.32416,19210.0,6.38215,36.61538,7.86249,69.20732,42.82665,1.57438,38.0914,3.07373,99.54711,54.47177,31.28253,1.6079,-4.5056
01044102,Schillerpark,15069.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",12.20287,4.06762,17.44641,53.79132,-1.58477,-0.34865,1.04326,0.79064,1.11103,0.96388,0.59124,1.08118,3.74733,0.96534,mittel,-0.89254,15069.0,6.03942,38.56317,4.93893,58.18182,33.22716,1.48304,33.88601,45.42572,68.02044,58.09583,28.64848,1.46294,-0.46018
01044103,Westliche Müllerstraße,7738.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11.92479,3.82649,20.21194,56.12245,-2.49439,0.00135,-0.31732,-1.41815,1.03631,0.78945,0.9123,1.19126,3.92931,1.01222,niedrig,-1.85829,7738.0,5.20733,32.90735,14.24968,74.87636,46.39442,1.29978,32.395,4.11738,99.84492,50.55495,35.80876,2.53237,-3.80287
01044201,Reinickendorfer Straße,22224.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",15.0779,5.03619,32.11393,75.34984,-2.275,-0.17034,-0.21711,1.42633,1.88357,1.66451,2.29404,2.0992,7.94132,2.04574,sehr niedrig,-1.62536,22224.0,7.77339,29.1939,14.91387,89.49023,66.2032,0.18071,47.70901,10.15765,100.0,49.43234,38.18922,2.38254,-1.61037
01044202,Sparrplatz,15894.0,3.0,niedrig,+,positiv,3+,"Status niedrig, Dynamik positiv",10.95319,3.50687,22.25997,62.79548,-2.6285,-0.56095,-0.33381,-1.92247,0.77523,0.55825,1.15006,1.50637,3.98991,1.02783,niedrig,-2.00068,15894.0,4.65632,27.813,15.16966,79.45566,55.10255,0.60279,32.04392,2.87049,99.81754,43.39498,48.31886,2.4216,-4.907
01044203,Leopoldplatz,15364.0,4.0,sehr niedrig,+,positiv,4+,"Status sehr niedrig, Dynamik positiv",13.89037,4.77843,27.25853,69.34231,-2.56352,-0.30922,-0.24147,-3.80055,1.56447,1.47806,1.73036,1.81552,6.58841,1.69722,sehr niedrig,-1.93168,15364.0,5.99284,30.75734,15.53531,81.06327,55.44129,0.76055,39.49866,8.24667,100.0,47.91339,40.72661,2.90668,-3.40848
02010101,Askanischer Platz,6025.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",12.81223,4.84496,29.26141,65.13661,-0.08679,0.39328,-2.31146,-3.44046,1.27477,1.52618,1.96288,1.61692,6.38075,1.64373,sehr niedrig,0.69786,6025.0,7.19145,26.66667,24.46352,90.59675,68.24896,0.20527,38.43013,11.39818,72.82988,51.77914,42.54899,0.27349,-2.36145
02010102,Mehringplatz,12831.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",14.56409,5.54179,34.98558,70.57044,-1.0182,-0.04167,-1.81061,-3.96679,1.74551,2.03025,2.62741,1.87351,8.27668,2.13213,sehr niedrig,-0.29102,12831.0,9.01147,24.91103,21.35448,91.09415,66.88489,-0.29657,51.23946,19.82858,38.67197,55.85892,28.11654,0.24005,-2.75935
02010103,Moritzplatz,15351.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",17.84867,6.7787,37.56759,76.30162,0.41489,0.80629,-0.62323,-3.83132,2.6281,2.92499,2.92717,2.14415,10.6244,2.73692,sehr niedrig,1.2305,15351.0,11.83432,28.44345,15.00246,88.15394,67.27249,1.22666,58.93065,41.00669,98.41704,61.84842,21.91931,1.73488,0.40848
02010104,Wassertorplatz,5031.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",15.58258,5.82579,37.30869,72.07392,0.2294,0.48429,-2.51271,-7.70804,2.01918,2.23569,2.89711,1.94451,9.09649,2.34332,sehr niedrig,1.03356,5031.0,10.87571,24.68917,27.83109,85.71429,65.05665,-0.91653,60.72319,0.0,89.3063,60.57386,25.81197,0.38549,1.19732
02020202,Rathaus Yorckstraße,5650.0,2.0,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",8.22628,2.77214,13.34513,29.45302,-0.74564,0.03535,-2.87656,-10.30275,0.04249,0.02677,0.11511,-0.0681,0.11626,0.02995,mittel,-0.00164,5650.0,3.98818,29.03811,11.0,49.00352,38.19469,1.27316,23.62805,2.73546,75.9469,55.86207,34.09543,1.3401,-3.04858
02020203,Viktoriapark,10169.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.76687,2.41692,11.99725,26.65576,-0.68897,-0.10682,-1.21897,-5.559,-0.08096,-0.23019,-0.04137,-0.20019,-0.55272,-0.14238,mittel,0.05853,10169.0,4.33468,25.83519,8.68263,52.47875,36.55227,0.83715,20.9633,0.10118,95.53545,55.08957,32.33284,1.36585,-3.11769
02020204,Urbanstraße,11894.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.0444,2.84355,12.80478,27.33096,-0.90464,0.34437,-0.71432,-3.215,-0.00639,0.07842,0.05238,-0.16831,-0.0439,-0.01131,mittel,-0.17044,11894.0,4.36187,32.33645,13.11953,51.04105,37.80057,1.19718,22.14984,0.0,87.53153,55.59761,33.82646,0.66733,-4.48642
02020205,Chamissokiez,14827.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.74348,2.41344,12.65934,26.25728,-0.7666,-0.06238,-1.52698,-5.18135,-0.08725,-0.23271,0.0355,-0.21901,-0.50347,-0.1297,mittel,-0.02389,14827.0,5.35966,30.87622,13.28383,50.77413,37.75545,1.33516,20.37422,17.58863,32.02266,58.50057,29.89155,0.93151,-4.52408
02020206,Graefekiez,18748.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.43216,3.13268,17.8419,41.14264,-0.67006,0.15065,-1.95052,-6.66743,0.36652,0.28757,0.63715,0.4839,1.77513,0.45729,mittel,0.0786,18748.0,6.98309,26.81159,14.98656,63.92363,42.87391,0.01433,33.5529,0.54337,65.14828,54.57738,32.01764,1.27522,-2.26572
02030301,Oranienplatz,9295.0,4.0,sehr niedrig,+/-,stabil,4+/-,"Status sehr niedrig, Dynamik stabil",13.22545,4.53404,29.29532,61.15765,-1.15683,0.018,-0.61564,-4.86106,1.3858,1.30127,1.96682,1.42903,6.08292,1.567,sehr niedrig,-0.4382,9295.0,9.64912,24.83516,24.93857,80.12579,63.22754,-0.66851,41.93012,12.94029,96.0624,60.04295,28.39455,0.60793,-1.82684
02030302,Lausitzer Platz,13222.0,3.0,niedrig,+/-,stabil,3+/-,"Status niedrig, Dynamik stabil",11.83577,3.90924,23.96763,51.66032,-0.2325,0.27361,-1.94717,-5.45968,1.01239,0.84931,1.34831,0.98055,4.19056,1.07952,niedrig,0.54317,13222.0,8.27934,31.15142,22.67442,71.93784,53.37317,-0.12197,35.63006,14.86011,100.0,59.92196,30.57008,0.55264,-1.55159
02030401,Reichenberger Straße,14933.0,2.0,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",9.80376,3.11482,18.70354,44.09836,-0.88548,-0.20312,-1.96609,-6.27879,0.46637,0.27465,0.73719,0.62347,2.10167,0.5414,mittel,-0.15011,14933.0,8.20734,29.06977,15.95745,64.88658,45.30235,0.76604,28.57807,0.8231,98.39952,55.11828,33.7146,0.51726,-6.18055
02030402,Wrangelkiez,11312.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.63278,3.16007,18.13119,41.78132,-1.24114,-0.01982,-0.68213,-4.361,0.42042,0.30738,0.67074,0.51405,1.9126,0.4927,mittel,-0.52771,11312.0,6.19872,28.79684,17.24138,62.38245,48.27617,1.37931,26.37922,1.71469,100.0,56.9142,33.16202,0.58008,-3.61807
02040501,Barnimkiez,5324.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",9.40778,3.38409,13.73028,47.76119,-1.6512,-0.00062,0.34738,-4.82007,0.35997,0.46943,0.15982,0.79643,1.78566,0.46,mittel,-0.96307,5324.0,5.58376,48.05825,1.52755,49.27769,20.21037,1.00207,38.43416,73.2049,0.0,70.13114,18.10995,1.1998,0.83794
02040502,Friedenstraße,6834.0,2.0,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",7.64064,2.267,10.34533,29.95529,-2.33317,-0.39559,-0.50599,-5.36653,-0.11488,-0.33864,-0.23314,-0.04439,-0.73105,-0.18832,mittel,-1.68713,6834.0,4.24929,37.05773,3.21658,45.47872,20.44191,2.20129,24.90706,38.21078,0.0,56.89311,27.67183,0.79009,-4.79249
02040503,Richard-Sorge-Viertel,10271.0,2.0,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",6.10347,1.72018,7.1366,15.32779,-1.16487,-0.45227,-1.31096,-6.93783,-0.52793,-0.73419,-0.60565,-0.73511,-2.60289,-0.67052,mittel,-0.44674,10271.0,3.77734,27.96209,2.08955,29.60801,18.08977,1.69627,15.61713,22.42404,77.35371,46.67902,34.80866,1.77878,-9.39971
02040701,Andreasviertel,12236.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",7.81832,2.49442,12.92089,45.21739,-0.95031,-0.12409,-0.49178,-5.31642,-0.06714,-0.17413,0.06586,0.67631,0.5009,0.12903,mittel,-0.21894,12236.0,3.8674,35.72254,3.43461,55.84615,29.15168,1.29397,25.84562,51.0355,0.0,56.16182,28.79698,2.34177,-3.58655
02040702,Weberwiese,10433.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",6.72562,1.80595,7.47628,14.52359,-0.43105,-0.02512,-0.62141,-2.14308,-0.36075,-0.67215,-0.56622,-0.77309,-2.37221,-0.6111,mittel,0.33236,10433.0,3.4555,30.84983,2.6455,29.05122,17.75137,2.10499,12.54355,14.28338,30.96904,52.13753,30.04195,0.82314,-5.06655
02040703,Wriezener Bahnhof/ Entwicklungsgebiet,591.0,2.0,mittel,+,positiv,2+,"Status mittel, Dynamik positiv",8.61723,2.60521,19.62775,63.63636,-6.99123,-1.89214,-6.00784,-8.51554,0.14754,-0.09399,0.84448,1.54608,2.44411,0.62962,mittel,-6.6326,591.0,2.7027,41.07143,0.0,69.76744,50.59222,16.16515,22.07207,0.0,0.0,42.38179,60.18637,11.51918,-6.82773
02050601,Hausburgviertel,8580.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.5013,2.49554,10.44289,25.63452,-0.90738,-0.25715,-0.21214,-0.67402,0.11639,-0.17332,-0.22182,-0.24842,-0.52717,-0.1358,mittel,-0.17336,8580.0,5.10304,32.39875,7.61523,30.47059,20.26807,3.02611,17.00405,9.76936,100.0,41.49393,41.54958,1.81067,-7.88726
02050602,Samariterviertel,18718.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.06764,2.45902,10.39107,22.89519,-0.93455,0.07569,-1.14422,-3.74731,-0.00014,-0.19974,-0.22783,-0.37777,-0.80549,-0.2075,mittel,-0.20221,18718.0,4.35953,33.16555,9.48661,27.60252,20.64323,2.20577,17.12092,5.02898,79.25526,44.29978,38.94904,0.85576,-6.28102
02050801,Traveplatz,18227.0,2.0,mittel,+/-,stabil,2+/-,"Status mittel, Dynamik stabil",8.33442,2.51013,12.26203,31.74832,-0.93746,-0.10781,-1.14861,-6.45274,0.07154,-0.16277,-0.01063,0.04028,-0.06157,-0.01586,mittel,-0.2053,18227.0,4.74974,35.89093,7.55608,34.02655,23.42678,2.20333,19.91701,12.4725,55.19285,42.69016,42.13914,1.27574,-6.62754
