id,name,inhabitants,z_s1_percentage_unemployed,z_s2_percentage_long_term_unemployed,z_s3_percentage_transfer_payments_recipients,z_s4_percentage_transfer_payments_recipients_below_15_years,z_d1_percentage_unemployed,z_d2_percentage_long_term_unemployed,z_d3_percentage_transfer_payments_recipients,z_d4_percentage_transfer_payments_recipients_below_15_years
02050802,Boxhagener Platz,19152.0,-0.28807,-0.54075,-0.4837,-0.65605,-1.96857,-0.50712,mittel,0.04576
02050803,Stralauer Kiez,6412.0,-0.00567,-0.34479,-0.07444,-0.00184,-0.42674,-0.10993,mittel,-1.05376
02050804,Stralauer Halbinsel,3127.0,-1.26122,-1.56595,-1.01835,-1.21195,-5.05748,-1.30284,hoch,0.63082
03010101,Bucher Forst,2869.0,0.40548,0.63785,-0.32543,-0.49302,0.22488,0.05793,mittel,-0.68671
03010102,Buch,10095.0,0.95063,1.19521,0.32649,0.81402,3.28636,0.84659,mittel,-1.26353
03020203,Blankenfelde,1958.0,-0.1976,-0.22984,-0.84125,-0.92095,-2.18964,-0.56407,mittel,1.20476
03020209,Niederschönhausen,13583.0,-0.68588,-0.71939,-0.79058,-1.01347,-3.20932,-0.82674,mittel,-0.39404
03020210,Herthaplatz,10134.0,-0.67452,-0.9057,-0.70099,-0.91967,-3.20089,-0.82457,mittel,-0.49704
03020307,Buchholz,16875.0,-0.64153,-0.62779,-0.60586,-0.68226,-2.55744,-0.65881,mittel,0.10125
03030405,Karow Nord,10558.0,-0.45732,-0.49866,-0.43905,-0.49676,-1.89179,-0.48734,mittel,0.29277
03030406,Alt-Karow,8050.0,-1.28116,-1.20926,-1.15727,-1.23873,-4.88642,-1.25878,hoch,0.54433
03030711,Blankenburg,6527.0,-1.07502,-0.90859,-1.15314,-1.21829,-4.35504,-1.12189,hoch,0.80493
03030715,Heinersdorf,6516.0,-0.91956,-0.79424,-0.98519,-0.98802,-3.68701,-0.9498,mittel,-0.63076
03030716,Märchenland,1133.0,-1.35136,-1.24573,-1.12677,-1.25797,-4.98183,-1.28335,hoch,-2.01932
03040508,Rosenthal,4420.0,-0.92957,-0.94719,-0.76702,-0.8606,-3.50439,-0.90276,mittel,-0.2053
03040512,Wilhelmsruh,9398.0,-0.75914,-0.75043,-0.85852,-0.94687,-3.31496,-0.85396,mittel,-0.00838
03040513,Schönholz,3295.0,-0.87363,-0.75897,-0.97613,-1.19427,-3.803,-0.97968,mittel,0.95241
03040614,Pankow Zentrum,32896.0,-0.25607,-0.24808,-0.5039,-0.71307,-1.72112,-0.44337,mittel,-0.62116
03040818,Pankow Süd,32163.0,-0.10892,-0.16455,-0.38885,-0.41584,-1.07816,-0.27774,mittel,-0.75173
03050919,Gustav-Adolf-Straße,4839.0,0.15429,-0.09166,-0.39535,-0.42564,-0.75837,-0.19536,mittel,-0.5066
03050920,Weißer See,6500.0,0.04209,-0.04186,-0.55007,-0.62593,-1.17577,-0.30289,mittel,-0.949
03050923,Weißenseer Spitze,8302.0,0.41753,0.64288,-0.15186,-0.40004,0.50851,0.131,mittel,-0.79291
03050924,Behaimstraße,5416.0,0.83701,0.55597,-0.09661,-0.39146,0.90491,0.23311,mittel,0.52035
03050925,Komponistenviertel Weißensee,8369.0,-0.0854,0.08046,-0.35355,-0.63917,-0.99767,-0.25701,mittel,-0.61617
03051017,Rennbahnstraße,4129.0,-0.1416,0.03848,-0.41916,-0.3346,-0.85688,-0.22074,mittel,-0.43267
03051021,Buschallee,6450.0,0.64227,0.59406,-0.21744,0.14338,1.16226,0.29941,mittel,-0.37767
03051022,Hansastraße,4575.0,0.08564,0.08678,-0.18315,0.31945,0.30871,0.07953,mittel,0.47542
03061126,Arnimplatz,14273.0,-0.11299,-0.29947,-0.53457,-0.73068,-1.67771,-0.43219,mittel,-0.68626
03061131,Falkplatz,9689.0,-0.4371,-0.37083,-0.72963,-1.05087,-2.58843,-0.6668,mittel,-1.06479
03061227,Humannplatz,14040.0,-0.39906,-0.57126,-0.61639,-0.80858,-2.39528,-0.61704,mittel,-0.74617
03061228,Erich-Weinert-Straße,12001.0,0.4134,0.35705,-0.27043,-0.03492,0.4651,0.11981,mittel,-1.15205
03061332,Helmholtzplatz,21490.0,-0.33328,-0.33772,-0.59196,-0.88611,-2.14907,-0.55361,mittel,-0.6684
03061429,Greifswalder Straße,10088.0,0.73296,0.76235,-0.19705,0.4737,1.77196,0.45647,mittel,-0.05027
03061430,Volkspark Prenzlauer Berg,2885.0,1.52141,1.90049,-0.07405,0.04439,3.39224,0.87386,mittel,0.52564
03061434,Anton-Saefkow-Park,5939.0,0.10767,-0.12999,-0.43137,-0.66726,-1.12096,-0.28877,mittel,-0.84272
03061435,Conrad-Blenkle-Straße,3868.0,0.85672,0.88508,0.00049,0.29816,2.04045,0.52563,mittel,0.40342
03061441,Eldenaer Straße,1842.0,-1.5654,-1.97852,-1.26399,-1.3985,-6.20642,-1.59882,hoch,0.16154
03071536,Teutoburger Platz,10323.0,-0.65189,-0.85986,-0.75603,-1.01167,-3.27946,-0.84481,mittel,-0.54923
03071537,Kollwitzplatz,14314.0,-0.63121,-0.80754,-0.80398,-1.10233,-3.34506,-0.86171,mittel,0.01326
03071633,Thälmannpark,2711.0,0.2299,0.25145,0.21452,-0.09381,0.60205,0.15509,mittel,-3.69228
03071638,Winsstraße,16365.0,-0.49973,-0.67597,-0.71271,-0.9708,-2.85921,-0.73655,mittel,-0.37305
03071639,Bötzowstraße,11866.0,-0.51169,-0.68008,-0.71409,-1.06671,-2.97256,-0.76575,mittel,0.38956
04010101,Jungfernheide,10054.0,1.38931,1.89951,1.00224,1.25406,5.54512,1.42846,niedrig,0.25021
04010102,Plötzensee,753.0,-0.7127,-0.01968,-0.83289,0.28622,-1.27905,-0.32949,mittel,1.07986
04010103,Paul-Hertz-Siedlung,7489.0,1.23127,1.87448,1.36081,1.28758,5.75415,1.48231,niedrig,-1.12287
04020205,Siedlung Ruhleben,1242.0,-1.36743,-1.22891,-1.11636,-1.11718,-4.82988,-1.24421,hoch,0.89307
04020206,Angerburger Allee,2584.0,-0.69308,-0.92386,-0.76923,-0.59721,-2.98339,-0.76854,mittel,1.48462
04020207,Flatowallee,2678.0,-1.14696,-1.01868,-1.08302,-1.05256,-4.30122,-1.10802,hoch,1.09194
04020208,Kranzallee,2845.0,-1.16964,-1.02192,-1.14036,-1.34425,-4.67616,-1.20461,hoch,0.15173
04020209,Eichkamp,3142.0,-1.83349,-1.71172,-1.34179,-1.39544,-6.28244,-1.6184,hoch,0.02287
04020310,Park Ruhwald,585.0,-0.78999,-0.74199,-0.91819,-0.05976,-2.50994,-0.64658,mittel,2.14242
04020311,Reichsstraße,13953.0,-0.79791,-0.54996,-0.78601,-0.87335,-3.00724,-0.77469,mittel,0.40704
04020312,Branitzer Platz,4877.0,-0.8538,-0.69889,-0.83192,-1.10768,-3.49228,-0.89964,mittel,0.40408
04020313,Königin-Elisabeth-Straße,6897.0,-0.42001,-0.22545,-0.38214,-0.33592,-1.36353,-0.35125,mittel,-0.60558
04030415,Schloßgarten,2669.0,0.76661,1.13361,0.80157,1.07556,3.77735,0.97307,mittel,1.87433
04030416,Klausenerplatz,10210.0,0.17297,0.77736,0.49428,-0.01296,1.43164,0.3688,mittel,-0.57329
04030417,Schloßstraße,10426.0,-0.45565,-0.06908,-0.24495,-0.39289,-1.16256,-0.29948,mittel,-0.06995
04030518,Tegeler Weg,9110.0,0.1614,0.62544,0.22121,0.23679,1.24484,0.32068,mittel,-0.97843
04030519,Kaiserin-Augusta-Allee,5406.0,0.18548,0.68451,0.3418,0.65226,1.86405,0.48019,mittel,-0.52276
04030620,Alt-Lietzow,8386.0,-0.16536,0.00834,0.03603,0.10568,-0.01531,-0.00394,mittel,-0.52631
04030621,Spreestadt,2949.0,0.22954,0.42232,0.49481,0.60796,1.75464,0.45201,mittel,-1.29685
04030622,Richard-Wagner-Straße,10002.0,0.07887,0.76898,0.16528,0.10333,1.11645,0.28761,mittel,-0.76961
04030623,Ernst-Reuter-Platz,4314.0,0.05355,0.76152,0.36078,0.33328,1.50913,0.38876,mittel,-0.48952
04030724,Lietzensee,6256.0,-0.3081,0.06975,-0.44693,-0.61406,-1.29934,-0.33472,mittel,-0.06996
04030725,Amtsgerichtsplatz,11565.0,-0.60123,-0.34393,-0.51164,-0.63494,-2.09174,-0.53885,mittel,-0.22634
04030726,Droysenstraße,5253.0,-0.41913,-0.01855,-0.39324,-0.50264,-1.33356,-0.34353,mittel,-0.18425
04030827,Karl-August-Platz,11452.0,-0.00915,0.45586,0.13408,0.22956,0.81035,0.20875,mittel,-0.40375
04030828,Savignyplatz,9239.0,-0.70994,-0.28262,-0.4729,-0.49828,-1.96374,-0.50587,mittel,-0.36911
04030929,Hindemithplatz,5983.0,-0.67763,-0.66392,-0.56487,-0.91703,-2.82345,-0.72734,mittel,-0.46231
04030930,George-Grosz-Platz,5309.0,-0.84695,-0.50834,-0.73223,-0.8162,-2.90372,-0.74802,mittel,0.55613
04030931,Breitscheidplatz,3418.0,-0.61059,-0.2577,-0.48314,-0.73997,-2.0914,-0.53876,mittel,0.51692
04031032,Halensee,14349.0,-0.41278,-0.13894,-0.44548,-0.49618,-1.49339,-0.38471,mittel,0.12959
04041134,Bismarckallee,4744.0,-0.97901,-0.57019,-0.71959,-0.96617,-3.23496,-0.83335,mittel,0.87999
04041135,Hundekehle,2767.0,-1.59512,-1.40021,-1.1111,-1.19329,-5.29972,-1.36525,hoch,1.01713
04041136,Hagenplatz,2912.0,-1.29481,-1.31325,-1.14313,-1.26351,-5.0147,-1.29182,hoch,0.22494
04041137,Flinsberger Platz,7700.0,-0.49467,-0.04797,-0.49034,-0.60943,-1.64241,-0.4231,mittel,-0.46133
04041238,Kissinger Straße,5492.0,-0.70476,-0.52131,-0.5548,-0.60215,-2.38302,-0.61388,mittel,0.58318
04041240,Messelpark,1545.0,-1.54461,-1.97852,-1.28388,-1.3496,-6.15661,-1.58599,hoch,0.13407
04041241,Breite Straße,6715.0,-1.05179,-1.00149,-0.8792,-1.14367,-4.07616,-1.05005,hoch,-0.1263
04041342,Schlangenbader Straße,4025.0,-0.26592,0.4189,-0.22853,-0.22175,-0.29729,-0.07658,mittel,-0.39574
04041343,Binger Straße,3510.0,-0.75312,-0.32385,-0.53453,-0.8799,-2.4914,-0.6418,mittel,-0.51503
04041344,Rüdesheimer Platz,10562.0,-0.92128,-0.75118,-0.59221,-0.72247,-2.98713,-0.76951,mittel,-0.19047
04051445,Eisenzahnstraße,5772.0,-0.10515,0.45328,-0.22738,-0.30231,-0.18155,-0.04677,mittel,0.18283
04051446,Preußenpark,10035.0,-0.6692,-0.14842,-0.58501,-0.72592,-2.12856,-0.54833,mittel,-0.09003
04051447,Ludwigkirchplatz,5112.0,-0.30306,0.00829,-0.38724,-0.56242,-1.24442,-0.32057,mittel,0.09781
04051448,Schaperstraße,8552.0,-0.41323,-0.03926,-0.43776,-0.46719,-1.35744,-0.34969,mittel,-0.43368
04051549,Rathaus Wilmersdorf,4074.0,-0.09958,-0.01473,-0.27722,-0.42903,-0.82056,-0.21138,mittel,0.08098
04051550,Leon-Jessel-Platz,5258.0,-0.36519,0.03564,-0.25292,-0.27634,-0.85882,-0.22124,mittel,-0.2432
04051551,Brabanter Platz,4189.0,-0.14735,0.33569,-0.03739,-0.07431,0.07664,0.01974,mittel,-1.28332
04051652,Nikolsburger Platz,9248.0,-0.75121,-0.29382,-0.53033,-0.77525,-2.35061,-0.60553,mittel,-0.30218
04051653,Prager Platz,6413.0,-0.39232,-0.1233,-0.46386,-0.75816,-1.73763,-0.44763,mittel,0.03673
04051654,Wilhelmsaue,2854.0,-0.48044,0.07938,-0.46198,-0.69857,-1.56161,-0.40228,mittel,-0.03052
04051655,Babelsberger Straße,6664.0,-0.26471,0.35043,-0.13805,-0.26746,-0.31979,-0.08238,mittel,-0.5549
04051656,Hildegardstraße,7336.0,-0.59076,-0.45907,-0.63974,-0.86556,-2.55513,-0.65822,mittel,0.41003
05010101,Hakenfelde Nord,9747.0,-0.08333,-0.20695,-0.09303,0.01785,-0.36546,-0.09414,mittel,0.0415
05010102,Goltzstraße,5566.0,0.58643,0.59612,0.01961,0.62202,1.82418,0.46992,mittel,1.26952
05010103,Amorbacher Weg,7464.0,-0.28021,-0.11318,-0.50561,-0.61929,-1.51828,-0.39112,mittel,-0.13414
05010204,Griesingerstraße,3208.0,1.74787,1.45456,1.58758,1.59658,6.38659,1.64523,sehr niedrig,2.05973
05010205,An der Tränke,1941.0,-1.36826,-1.40442,-1.00352,-1.10092,-4.87712,-1.25638,hoch,0.83343
05010206,Gütersloher Weg,9946.0,1.43071,1.52557,0.7614,0.93497,4.65265,1.19855,niedrig,0.67099
05010207,Darbystraße,10930.0,1.82986,1.78937,1.8277,1.4468,6.89373,1.77587,sehr niedrig,0.57509
05010208,Germersheimer Platz,7262.0,1.69601,1.32989,1.05171,1.34148,5.41909,1.396,niedrig,0.36785
05010209,An der Kappe,5949.0,-0.48507,-0.45583,-0.56186,-0.49872,-2.00148,-0.51559,mittel,0.14638
05010310,Eckschanze,3632.0,1.40683,1.50232,0.78094,0.89206,4.58214,1.18039,niedrig,1.92139
05010311,Eiswerder,5369.0,1.72554,1.95819,1.36167,1.40533,6.45073,1.66175,sehr niedrig,-0.8857
05010312,Kurstraße,6323.0,2.08729,2.0324,1.71281,1.67338,7.50588,1.93357,sehr niedrig,-1.43305
05010313,Ackerstraße,6349.0,1.28363,1.47495,0.97949,1.03348,4.77155,1.22918,niedrig,0.91826
05010314,Carl-Schurz-Straße,11267.0,1.26377,1.12514,0.79661,1.10105,4.28657,1.10425,niedrig,0.76729
05010339,Freiheit,425.0,0.60867,0.67384,-0.36884,-0.09198,0.82169,0.21167,mittel,0.55041
05020415,Isenburger Weg,3983.0,-1.35399,-1.32113,-1.14269,-1.18305,-5.00086,-1.28826,hoch,1.35285
05020416,Am Heideberg,1794.0,-0.42374,-0.58254,-0.58644,-0.39355,-1.98627,-0.51168,mittel,1.23536
05020417,Staakener Straße,5568.0,-0.77659,-0.71015,-0.92334,-0.88845,-3.29853,-0.84972,mittel,0.17126
05020418,Spandauer Straße,4038.0,0.13271,-0.08193,-0.28128,-0.46919,-0.6997,-0.18025,mittel,1.12002
05020419,Magistratsweg,6767.0,1.35855,1.50244,0.80638,1.32503,4.9924,1.28608,niedrig,0.48749
05020420,Werkstraße,933.0,-0.71768,-0.89401,-0.89912,-0.96702,-3.47783,-0.89591,mittel,1.42671
05020521,Döberitzer Weg,2720.0,-1.02784,-1.22067,-0.82382,-1.00649,-4.07882,-1.05073,hoch,-0.30544
05020522,Pillnitzer Weg,6332.0,1.8782,1.85711,1.75967,1.55133,7.04632,1.81518,sehr niedrig,0.32586
05020523,Maulbeerallee,11583.0,2.81256,2.7411,2.93072,2.23739,10.72177,2.762,sehr niedrig,1.49312
05020524,Weinmeisterhornweg,6069.0,-0.68801,-0.50522,-0.80291,-0.82101,-2.81715,-0.72572,mittel,0.66252
05020625,Borkumer Straße,7128.0,0.57162,0.86547,0.31505,0.76913,2.52128,0.6495,mittel,-0.32599
05020626,Adamstraße,16874.0,1.00324,0.93686,0.54177,0.62539,3.10725,0.80045,mittel,-0.16216
05020627,Tiefwerder,3811.0,0.67998,0.77216,0.9602,0.9062,3.31853,0.85488,mittel,0.04159
05020628,Graetschelsteig,2026.0,0.45535,0.59552,0.05568,0.57649,1.68303,0.43356,mittel,0.91067
05020629,Börnicker Straße,4401.0,-1.03488,-0.95136,-1.09388,-1.12339,-4.20351,-1.08285,hoch,0.67569
05030730,Zitadellenweg,3439.0,-0.40316,-0.56856,0.0343,-0.16346,-1.10089,-0.2836,mittel,-1.35133
05030731,Gartenfelder Straße,10672.0,1.33759,1.30761,0.83396,1.13863,4.61778,1.18957,niedrig,-0.49681
05030832,Rohrdamm,10987.0,0.67106,0.6755,0.44454,0.52432,2.31542,0.59647,mittel,0.64921
05030833,Motardstraße,867.0,-1.25954,-1.33495,-0.87178,-1.1441,-4.61037,-1.18766,hoch,0.11289
05040934,Alt-Gatow,3414.0,-1.46781,-1.4095,-1.14852,-1.23461,-5.26044,-1.35513,hoch,0.72529
05040935,Groß-Glienicker Weg,385.0,0.48125,0.05914,-0.31847,-1.21038,-0.98845,-0.25463,mittel,-0.8994
05040936,Jägerallee,8430.0,-1.40602,-1.64363,-1.13946,-1.21404,-5.40314,-1.39189,hoch,1.15378
05040937,Kladower Damm,2154.0,-1.541,-1.31543,-1.21858,-1.24946,-5.32447,-1.37162,hoch,0.99484
05040938,Kafkastraße,3552.0,-1.39435,-1.42315,-1.23479,-1.1448,-5.1971,-1.33881,hoch,0.56716
06010101,Fichtenberg,6797.0,-1.10533,-1.05403,-1.05499,-1.12162,-4.33597,-1.11698,hoch,0.66716
06010102,Schloßstraße,8515.0,-0.69906,-0.75009,-0.44843,-0.39262,-2.29021,-0.58997,mittel,-0.47947
06010103,Markelstraße,6223.0,-0.57019,-0.34305,-0.57974,-0.5242,-2.01718,-0.51964,mittel,0.53168
06010204,Munsterdamm,6755.0,-0.1181,-0.00055,-0.13489,-0.12079,-0.37433,-0.09643,mittel,-0.72593
06010205,Südende,9427.0,-0.25399,0.01528,-0.39232,-0.34437,-0.9754,-0.25127,mittel,-0.11366
06010206,Stadtpark,7582.0,-0.39194,-0.17821,-0.47106,-0.42988,-1.47109,-0.37896,mittel,0.25102
06010207,Mittelstraße,7820.0,-0.38677,0.00801,-0.37864,-0.30518,-1.06259,-0.27373,mittel,0.37939
06010208,Bergstraße,6365.0,-0.20878,-0.02865,-0.3088,-0.3756,-0.92183,-0.23747,mittel,0.39634
06010209,Feuerbachstraße,8782.0,-0.31482,-0.24986,-0.3938,-0.27309,-1.23156,-0.31726,mittel,0.31565
06010210,Bismarckstraße,4791.0,0.00582,0.38005,-0.1717,-0.17344,0.04072,0.01049,mittel,-0.50038
06020301,Alt-Lankwitz,4938.0,-0.33462,0.09039,-0.40207,-0.48647,-1.13277,-0.29181,mittel,0.77817
06020302,Komponistenviertel Lankwitz,5351.0,-0.74754,-0.76073,-0.79197,-0.72134,-3.02158,-0.77838,mittel,1.19025
06020303,Lankwitz Kirche,7125.0,0.00875,0.58705,0.0062,0.21286,0.81487,0.20992,mittel,-0.49321
06020304,Kaiser-Wilhelm-Straße,6817.0,0.03059,-0.0795,-0.12967,-0.06328,-0.24185,-0.0623,mittel,0.24159
06020305,Gemeindepark Lankwitz,10942.0,0.17028,0.37424,0.13503,0.38972,1.06927,0.27545,mittel,1.11518
06020306,Lankwitz Süd,6428.0,-0.97298,-0.79237,-0.7587,-0.79957,-3.32363,-0.85619,mittel,0.54129
06020407,Thermometersiedlung,4893.0,0.93216,1.50081,0.99304,1.61717,5.04318,1.29916,niedrig,0.67299
06020408,Lichterfelde Süd,6588.0,-0.26396,0.15116,-0.3328,-0.04494,-0.49054,-0.12637,mittel,0.64596
06020409,Königsberger Straße,8089.0,-0.52422,-0.24499,-0.718,-0.71556,-2.20277,-0.56745,mittel,1.27178
06020410,Oberhofer Platz,6824.0,-1.05984,-0.96729,-0.96632,-1.1372,-4.13065,-1.06408,hoch,0.33693
06020411,Schütte-Lanz-Straße,8506.0,-0.84109,-0.47967,-0.70944,-0.65753,-2.68773,-0.69238,mittel,0.48334
06030501,Berlepschstraße,5523.0,-1.16175,-1.43676,-0.95281,-0.93423,-4.48555,-1.15551,hoch,-0.24159
06030502,Zehlendorf Süd,5147.0,-0.47105,-0.55928,-0.28835,-0.03045,-1.34912,-0.34754,mittel,-0.90452
06030503,Zehlendorf Mitte,11197.0,-0.88683,-0.70523,-0.67832,-0.7605,-3.03087,-0.78077,mittel,0.87694
06030504,Teltower Damm,10918.0,-1.36767,-1.40079,-1.09816,-1.13084,-4.99746,-1.28738,hoch,0.43384
06030605,Botanischer Garten,6847.0,-0.73308,-0.55953,-0.75256,-0.83694,-2.88211,-0.74245,mittel,0.45436
